"date","West Bengal/Alipurduar","West Bengal/Bankura","West Bengal/Birbhum","West Bengal/Cooch Behar","West Bengal/Dakshin Dinajpur","West Bengal/Darjeeling","West Bengal/Hooghly","West Bengal/Howrah","West Bengal/Jalpaiguri","West Bengal/Jhargram","West Bengal/Kalimpong","West Bengal/Kolkata","West Bengal/Malda","West Bengal/Murshidabad","West Bengal/Nadia","West Bengal/North 24 Parganas","West Bengal/Other State","West Bengal/Paschim Bardhaman","West Bengal/Paschim Medinipur","West Bengal/Purba Bardhaman","West Bengal/Purba Medinipur","West Bengal/Purulia","West Bengal/South 24 Parganas","West Bengal/Uttar Dinajpur","West Bengal/other State"
"2020-03-17","","","","","","","","","","","","1","","","","","","","","","","","","",""
"2020-03-20","","","","","","","","","","","","1","","","","","","","","","","","","",""
"2020-03-21","","","","","","","","","","","","1","","","","1","","","","","","","","",""
"2020-03-22","","","","","","","","","","","","2","","","","","","","","","","","","",""
"2020-03-24","","","","","","","","","","","","2","","","","","","","","","","","","",""
"2020-03-26","","","","","","","","","","","","2","","","","","","","","","","","","",""
"2020-03-27","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-28","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-29","","","","","","","","","","","","2","","","","1","","","","","","","","",""
"2020-03-30","","","","","","","","","","","","2","","","","","","","","","","","","",""
"2020-03-31","","","","","","","","","","","","","","","","1","","","","","","","","",""
"2020-05-03","","","","","","","3","20","4","","6","97","","","6","35","","3","3","","21","","4","",""
"2020-05-04","","","","","","","5","20","","","","111","","","","37","","","3","","21","","5","",""
"2020-05-05","","","","","","5","9","22","4","","","138","","","","39","","","3","","22","","10","",""
"2020-05-06","","","","","","","9","22","","","","138","","","","39","","3","","","23","","10","",""
"2020-05-07","","","","","","","","23","","","","151","","","8","49","","6","","2","23","","10","",""
"2020-05-08","","","3","","","","12","24","","","","169","","","8","50","","6","","2","23","","11","",""
"2020-05-09","","","","","","","16","29","","","","201","","","","56","1","7","","","","","11","",""
"2020-05-10","","","","","","","18","60","","","","210","","","","58","","7","3","","24","","11","",""
"2020-05-11","","","3","","","","21","79","","","","254","","","","69","2","7","3","2","","","15","",""
"2020-05-12","","","4","","","","24","130","","","","294","","","","80","2","","4","2","25","","20","",""
"2020-05-13","","","6","","","","25","134","","","","343","","","8","95","","","19","","26","","23","",""
"2020-05-14","","","","","","","30","135","","","","388","","","8","103","2","9","","3","26","","27","",""
"2020-05-15","","","","","","","32","137","","","","428","","","","115","","","","4","27","","30","",""
"2020-05-16","","","","","","","36","159","","","","446","","","","130","2","","","5","29","","31","",""
"2020-05-17","","","","","","","46","173","","","","480","","4","","134","2","10","19","5","","","31","",""
"2020-05-18","","","6","","","","46","184","","","","503","","","8","144","","10","","5","29","","34","",""
"2020-05-19","","","6","","","5","69","190","","","","527","10","4","8","147","3","10","","5","","","35","",""
"2020-05-20","","","6","","","5","109","190","","","","540","10","","8","154","3","","19","5","","","37","",""
"2020-05-21","","","","","","","109","200","","","","570","","4","9","157","5","10","19","","31","","46","",""
"2020-05-22","","","6","","","","109","214","","","","578","12","4","9","158","","","","5","31","","46","3",""
"2020-05-23","","","6","","","","117","223","","3","","610","12","7","9","162","5","10","","5","","","47","3",""
"2020-05-24","","","6","","","","117","224","","","","654","12","8","9","170","5","10","","6","32","","49","3",""
"2020-05-25","","","6","","","5","117","256","","","","685","12","8","9","180","6","10","","6","33","","49","3",""
"2020-05-26","","","7","","","6","120","274","4","","","717","15","8","9","186","8","10","","6","33","","51","7",""
"2020-05-27","","","11","","","6","121","289","","3","","762","19","8","9","201","10","10","19","6","34","","56","",""
"2020-05-28","","2","11","","5","6","121","309","4","","","789","38","8","9","207","10","10","20","8","37","","58","10",""
