"date","New York/Albany","New York/Allegany","New York/Bronx","New York/Broome","New York/Cattaraugus","New York/Cayuga","New York/Chautauqua","New York/Chemung","New York/Chenango","New York/Clinton","New York/Columbia","New York/Cortland","New York/Delaware","New York/Dutchess","New York/Erie","New York/Essex","New York/Franklin","New York/Fulton","New York/Genesee","New York/Greene","New York/Hamilton","New York/Herkimer","New York/Jefferson","New York/Kings","New York/Lewis","New York/Livingston","New York/Madison","New York/Monroe","New York/Montgomery","New York/Nassau","New York/New York City","New York/Niagara","New York/Oneida","New York/Onondaga","New York/Ontario","New York/Orange","New York/Orleans","New York/Oswego","New York/Otsego","New York/Putnam","New York/Queens","New York/Rensselaer","New York/Richmond","New York/Rockland","New York/Saratoga","New York/Schenectady","New York/Schoharie","New York/Schuyler","New York/Seneca","New York/St. Lawrence","New York/Steuben","New York/Suffolk","New York/Sullivan","New York/Tioga","New York/Tompkins","New York/Ulster","New York/Unassigned","New York/Warren","New York/Washington","New York/Wayne","New York/Westchester","New York/Wyoming","New York/Yates"
"2020-03-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-23","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","-2","0","0","0","0","1","0"
"2020-03-24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","5","32","0","0","1","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","4","0","0","0","0","3","0","0","0","1","0","0"
"2020-03-25","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","68","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","-8","0","0","0","0","0","0"
"2020-03-26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","14","0","0","0","0","0","0"
"2020-03-27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","85","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","8","0","0","0","0","42","0","0","0","0","0","0"
"2020-03-28","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","8","151","0","0","0","0","3","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","22","0","0","0","9","0","0"
"2020-03-29","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","12","161","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","50","0","0","0","0","0","0"
"2020-03-30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","112","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","139","0","0","0","0","0","0"
"2020-03-31","0","1","","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","","0","0","0","2","0","9","142","0","0","0","0","0","0","0","0","0","","0","","0","0","0","0","0","","0","0","4","1","0","0","0","170","0","0","0","0","0",""
"2020-04-01","0","0","","0","0","0","1","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","","0","0","1","1","0","28","207","0","1","0","0","14","0","0","0","0","","0","","10","0","0","0","0","0","0","0","9","0","0","0","3","97","0","0","0","15","0",""
"2020-04-02","1","0","","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","","0","1","0","0","0","0","258","0","0","1","0","0","0","0","0","0","","0","","0","0","0","0","0","0","0","0","16","3","0","0","0","110","0","0","0","39","0","0"
