"date","Madhya Pradesh/Agar Malwa","Madhya Pradesh/Alirajpur","Madhya Pradesh/Anuppur","Madhya Pradesh/Ashoknagar","Madhya Pradesh/Balaghat","Madhya Pradesh/Barwani","Madhya Pradesh/Betul","Madhya Pradesh/Bhind","Madhya Pradesh/Bhopal","Madhya Pradesh/Burhanpur","Madhya Pradesh/Chhatarpur","Madhya Pradesh/Chhindwara","Madhya Pradesh/Damoh","Madhya Pradesh/Datia","Madhya Pradesh/Dewas","Madhya Pradesh/Dhar","Madhya Pradesh/Dindori","Madhya Pradesh/Guna","Madhya Pradesh/Gwalior","Madhya Pradesh/Harda","Madhya Pradesh/Hoshangabad","Madhya Pradesh/Indore","Madhya Pradesh/Jabalpur","Madhya Pradesh/Jhabua","Madhya Pradesh/Katni","Madhya Pradesh/Khandwa","Madhya Pradesh/Khargone","Madhya Pradesh/Mandi","Madhya Pradesh/Mandla","Madhya Pradesh/Mandsaur","Madhya Pradesh/Morena","Madhya Pradesh/Narsinghpur","Madhya Pradesh/Neemuch","Madhya Pradesh/Niwari","Madhya Pradesh/Other Region","Madhya Pradesh/Panna","Madhya Pradesh/Raisen","Madhya Pradesh/Rajgarh","Madhya Pradesh/Ratlam","Madhya Pradesh/Rewa","Madhya Pradesh/Sagar","Madhya Pradesh/Satna","Madhya Pradesh/Sehore","Madhya Pradesh/Seoni","Madhya Pradesh/Shahdol","Madhya Pradesh/Shajapur","Madhya Pradesh/Sheopur","Madhya Pradesh/Shivpuri","Madhya Pradesh/Sidhi","Madhya Pradesh/Singrauli","Madhya Pradesh/Tikamgarh","Madhya Pradesh/Ujjain","Madhya Pradesh/Umaria","Madhya Pradesh/Vidisha","Madhya Pradesh/bhind","Madhya Pradesh/bhopal","Madhya Pradesh/dewas","Madhya Pradesh/dhar","Madhya Pradesh/khargone","Madhya Pradesh/sheopur","Madhya Pradesh/ujjain","Madhya Pradesh/vidisha"
"2020-05-10","","","","","","   .00 %","","   .00 %","  5.00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","  6.45 %","   .00 %","","","","","","","","","","   .00 %","","","","","","","","","   .00 %","","","","","","","","","","   .00 %","","","","","","","","","",""
"2020-05-11","","","","   .00 %","","","","   .00 %"," 14.29 %","   .00 %","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","  3.03 %"," 50.00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","","","   .00 %","","","","","","","","","",""
"2020-05-12","","","","","","   .00 %","","   .00 %","  4.17 %"," 20.00 %","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","  5.88 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","","","","   .00 %","","   .00 %","","","   .00 %","","","   .00 %","","","","   .00 %","","","   .00 %","","","","","","","","","",""
"2020-05-13","   .00 %","","","","","   .00 %","","   .00 %","  4.00 %","   .00 %","","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","  8.33 %"," 16.67 %","",""," 16.67 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","","","","","","","","   .00 %","","","","","","","","","",""
"2020-05-14","","","","","","","","   .00 %","   .00 %"," 50.00 %","","","","","   .00 %","   .00 %","","","","","   .00 %","  2.56 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","","","","","","","","   .00 %","","   .00 %","   .00 %","","","","","","","","","",""
"2020-05-15","","","","","","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","  5.00 %","   .00 %","","","","   .00 %","","","   .00 %","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","","","   .00 %","","   .00 %","","","","","","","",""
"2020-05-16","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","","","","   .00 %","","","  2.38 %","   .00 %","   .00 %","","   .00 %","   .00 %","",""," 33.33 %","   .00 %","","   .00 %","","","","","","","","   .00 %","","","","","","","","","","   .00 %","  6.90 %","   .00 %","","","","","","","","",""
"2020-05-17","","","","","","   .00 %","","   .00 %"," 11.54 %"," 11.11 %","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","  2.33 %","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","","","   .00 %","","","","","   .00 %","","","","","","","","","","","   .00 %","","   .00 %","","","","","","","",""
"2020-05-18","","","","   .00 %","","   .00 %","","   .00 %","  3.45 %"," 10.00 %","","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","","  2.27 %","   .00 %","","","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","   .00 %","   .00 %","","","","","","","","","","","  3.23 %","","","","","","","","","",""
"2020-05-19","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","",""," ##.## %","   .00 %","   .00 %","","   .00 %","","","  4.44 %"," 14.29 %","   .00 %",""," 14.29 %","   .00 %","","","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","","","","",""
"2020-05-20","","","","   .00 %","","   .00 %","","   .00 %","  3.33 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","","","   .00 %","","","  4.26 %","   .00 %","",""," 12.50 %","   .00 %","",""," 25.00 %","   .00 %","","","","","   .00 %","   .00 %","","","   .00 %"," ##.## %","   .00 %","","","","","","","","","","  6.25 %","","   .00 %","","","","","","","",""
"2020-05-21","","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","","","  4.08 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %",""," ##.## %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %","","","  2.94 %","","","","","","","","","",""
"2020-05-22","","","","","","","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","","   .00 %","","","  3.92 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","-##.## %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","","","",""
"2020-05-23","","","","   .00 %","   .00 %","","   .00 %","   .00 %","  6.45 %"," 18.18 %","","","","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","","","  3.77 %","   .00 %","   .00 %",""," 11.11 %","   .00 %","","   .00 %","   .00 %","","","","","","","","","   .00 %","   .00 %"," 50.00 %","","","   .00 %","","","   .00 %","   .00 %","","","","   .00 %","","","","","","","","","",""
"2020-05-24","","","","","","","   .00 %","   .00 %","  9.09 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","  5.45 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"," 50.00 %","","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","","  5.71 %","","   .00 %","","","","","","","",""
"2020-05-25","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %",""," ##.## %","","   .00 %","  3.45 %","   .00 %","   .00 %","","   .00 %","   .00 %","",""," 40.00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","","","","  2.70 %","   .00 %","   .00 %","","","","","","","",""
"2020-05-26","","","","","","   .00 %","   .00 %","   .00 %","  2.56 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","  1.67 %","   .00 %","   .00 %",""," 10.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","","",""
"2020-05-27","","","","","   .00 %","   .00 %","","","  5.00 %","  7.69 %","","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","","","   .00 %","","","  3.28 %","   .00 %","","","   .00 %"," 50.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","   .00 %","","","","   .00 %","","","","","","","","","",""
"2020-05-28","","","","","","   .00 %","","   .00 %","   .00 %","","","","","","","   .00 %","","","   .00 %","","","  4.76 %","   .00 %","","   .00 %","  9.09 %","   .00 %","","","   .00 %","   .00 %",""," 33.33 %","","","","","","   .00 %","   .00 %"," 33.33 %"," ##.## %","   .00 %","","","","   .00 %","","   .00 %","","   .00 %","   .00 %","","","","","","","","","",""
"2020-05-29","","","   .00 %","","","   .00 %","   .00 %","","  7.14 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","","  6.06 %","   .00 %","   .00 %","","   .00 %"," 33.33 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %"," 50.00 %","","   .00 %","","","","","","","","","  2.63 %","   .00 %","   .00 %","","","","","","","",""
"2020-05-30","","","","   .00 %","","   .00 %","   .00 %","   .00 %","  4.44 %","  7.14 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","  4.29 %","   .00 %","","","   .00 %"," 25.00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %",""," 16.67 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","","  2.56 %","   .00 %","","","","","","","","",""
"2020-05-31","","","   .00 %","","","   .00 %","   .00 %","","  2.13 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","  4.11 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","","","   .00 %","","   .00 %","",""," 14.29 %","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","  2.50 %","   .00 %","   .00 %","","","","","","","",""
"2020-06-01","","","","","","","   .00 %","   .00 %","  4.17 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","","  3.95 %"," 12.50 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %","   .00 %"," 12.50 %","","","","   .00 %","","","","   .00 %","","   .00 %","  2.44 %","","   .00 %","","","","","","","",""
"2020-06-02","","","   .00 %","   .00 %","","","   .00 %","   .00 %","  2.00 %","  6.67 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","  3.80 %","   .00 %","","","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","","","","",""
"2020-06-03","","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","  3.66 %","   .00 %","","","  8.33 %","   .00 %","","","   .00 %","   .00 %",""," 25.00 %","","","","","   .00 %","   .00 %","   .00 %"," 11.11 %",""," ##.## %","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","","","",""
"2020-06-04","","","   .00 %","","","   .00 %","   .00 %","   .00 %","  1.96 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","  4.71 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","","",""
"2020-06-05","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","","","  4.49 %","   .00 %","","","  7.69 %"," 20.00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","","","  2.38 %","","   .00 %","","","","","","","",""
"2020-06-06","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","  6.25 %","   .00 %","","","","   .00 %"," 50.00 %","","   .00 %","   .00 %","","","  4.30 %","   .00 %","   .00 %","","   .00 %"," 16.67 %","","","   .00 %","   .00 %","","   .00 %","","","   .00 %",""," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %"," ##.## %","   .00 %","","   .00 %","   .00 %","  6.98 %","","   .00 %","","","","","","","",""
"2020-06-07","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","  5.77 %","  5.88 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","","  3.09 %","   .00 %","",""," 14.29 %","   .00 %","",""," 14.29 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","","  4.35 %","","","","","","","","","",""
"2020-06-08","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","","  1.00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","","","","",""
"2020-06-09","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","  5.56 %","","","   .00 %","   .00 %","","","","","   .00 %","","","  1.98 %"," 11.11 %","","","   .00 %","   .00 %","","","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %","","","",""," ##.## %","   .00 %","","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-10","","","","",""," ##.## %","   .00 %","   .00 %","  1.82 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","  1.94 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","","   .00 %","",""," 50.00 %","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","",""
