"date","Illinois/Adams","Illinois/Alexander","Illinois/Bond","Illinois/Boone","Illinois/Brown","Illinois/Bureau","Illinois/Calhoun","Illinois/Carroll","Illinois/Cass","Illinois/Champaign","Illinois/Christian","Illinois/Clark","Illinois/Clay","Illinois/Clinton","Illinois/Coles","Illinois/Cook","Illinois/Crawford","Illinois/Cumberland","Illinois/De Witt","Illinois/DeKalb","Illinois/Douglas","Illinois/DuPage","Illinois/Edgar","Illinois/Edwards","Illinois/Effingham","Illinois/Fayette","Illinois/Ford","Illinois/Franklin","Illinois/Fulton","Illinois/Gallatin","Illinois/Greene","Illinois/Grundy","Illinois/Hamilton","Illinois/Hancock","Illinois/Hardin","Illinois/Henderson","Illinois/Henry","Illinois/Iroquois","Illinois/Jackson","Illinois/Jasper","Illinois/Jefferson","Illinois/Jersey","Illinois/Jo Daviess","Illinois/Johnson","Illinois/Kane","Illinois/Kankakee","Illinois/Kendall","Illinois/Knox","Illinois/LaSalle","Illinois/Lake","Illinois/Lawrence","Illinois/Lee","Illinois/Livingston","Illinois/Logan","Illinois/Macon","Illinois/Macoupin","Illinois/Madison","Illinois/Marion","Illinois/Marshall","Illinois/Mason","Illinois/Massac","Illinois/McDonough","Illinois/McHenry","Illinois/McLean","Illinois/Menard","Illinois/Mercer","Illinois/Monroe","Illinois/Montgomery","Illinois/Morgan","Illinois/Moultrie","Illinois/Ogle","Illinois/Out of IL","Illinois/Peoria","Illinois/Perry","Illinois/Piatt","Illinois/Pike","Illinois/Pope","Illinois/Pulaski","Illinois/Putnam","Illinois/Randolph","Illinois/Richland","Illinois/Rock Island","Illinois/Saline","Illinois/Sangamon","Illinois/Schuyler","Illinois/Scott","Illinois/Shelby","Illinois/St. Clair","Illinois/Stark","Illinois/Stephenson","Illinois/Tazewell","Illinois/Unassigned","Illinois/Union","Illinois/Vermilion","Illinois/Wabash","Illinois/Warren","Illinois/Washington","Illinois/Wayne","Illinois/White","Illinois/Whiteside","Illinois/Will","Illinois/Williamson","Illinois/Winnebago","Illinois/Woodford"
"2020-04-01","   .00 %","","   .00 %","",""," ##.## %",""," 50.00 %",""," 26.92 %","  7.69 %","   .00 %",""," 14.29 %",""," 14.59 %","   .00 %","   .00 %",""," 55.56 %"," ##.## %"," 10.11 %","","",""," ##.## %","   .00 %","   .00 %","","","","   .00 %","","","",""," 50.00 %","   .00 %","   .00 %","","",""," ##.## %",""," 10.94 %"," 21.43 %"," 42.11 %","   .00 %"," 20.00 %"," 22.62 %","",""," 66.67 %","","   .00 %",""," 56.25 %","   .00 %","   .00 %","","","","  9.52 %"," -5.26 %","-##.## %","","   .00 %","   .00 %"," 25.00 %","","   .00 %",""," 25.00 %","","","","","",""," ##.## %",""," 54.55 %","   .00 %"," 21.43 %","","",""," 23.26 %","","   .00 %","   .00 %"," 55.56 %","","","","","   .00 %","","","   .00 %"," 41.23 %","   .00 %"," 20.00 %","   .00 %"
"2020-04-02","   .00 %",""," 50.00 %","","","   .00 %",""," 33.33 %",""," 30.30 %","  7.14 %"," ##.## %","","   .00 %","","  8.21 %","   .00 %","   .00 %",""," 14.29 %","   .00 %"," 14.29 %","","","","   .00 %","   .00 %","   .00 %","","",""," 25.00 %","","","",""," 33.33 %","   .00 %"," 50.00 %","","","","   .00 %","","  8.45 %","  7.84 %"," 33.33 %","   .00 %","   .00 %"," 13.21 %","","","   .00 %","   .00 %","   .00 %","   .00 %"," 16.00 %","   .00 %","   .00 %","","   .00 %",""," 17.39 %"," 77.78 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 10.00 %","","   .00 %","","","",""," 14.29 %",""," 23.53 %","   .00 %","  5.88 %","","","","  3.77 %","","   .00 %"," 25.00 %"," 32.14 %","","   .00 %","","","   .00 %","",""," 20.00 %"," 19.25 %","   .00 %"," 33.33 %","   .00 %"
"2020-04-03","   .00 %","","   .00 %","","","   .00 %","","   .00 %",""," 18.60 %"," 13.33 %","   .00 %","","   .00 %","","  9.61 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %"," 11.61 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","",""," 40.00 %","","","",""," 75.00 %"," ##.## %"," 33.33 %","","","   .00 %"," 33.33 %",""," 14.29 %","  5.45 %","  2.78 %","   .00 %","   .00 %"," 12.59 %","",""," 20.00 %","   .00 %","   .00 %","   .00 %","  6.90 %"," 50.00 %","   .00 %","","   .00 %",""," 25.93 %","  9.38 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","",""," 50.00 %",""," 14.29 %","   .00 %"," 11.11 %","","","","  3.64 %","","   .00 %"," 40.00 %"," ##.## %","","   .00 %","","","   .00 %","",""," 50.00 %"," 18.49 %"," ##.## %"," 16.67 %"," 33.33 %"
"2020-04-04"," 50.00 %","","   .00 %","",""," 50.00 %","","   .00 %","","  7.84 %","   .00 %","   .00 %",""," 25.00 %",""," 21.73 %"," ##.## %","   .00 %","   .00 %"," 18.75 %","   .00 %"," 18.00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","",""," 28.57 %","","","","","   .00 %","   .00 %"," 25.00 %","   .00 %","","   .00 %","   .00 %",""," 17.61 %"," 17.24 %"," 27.03 %","   .00 %"," 16.67 %"," 12.34 %","","   .00 %","   .00 %","   .00 %"," ##.## %"," ##.## %"," 51.61 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 19.61 %"," 14.29 %","   .00 %","   .00 %"," 12.50 %","   .00 %"," 20.00 %","   .00 %"," ##.## %","","   .00 %","","   .00 %","   .00 %","","",""," 66.67 %",""," 20.83 %","   .00 %"," 25.00 %","","",""," 40.35 %","","   .00 %"," 42.86 %","-86.02 %",""," ##.## %","","","   .00 %","",""," 66.67 %"," 27.91 %"," 50.00 %"," 28.57 %"," 50.00 %"
"2020-04-05","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %"," 17.65 %","   .00 %","","   .00 %","","  8.00 %"," 50.00 %","   .00 %"," ##.## %"," 15.79 %","   .00 %"," 11.19 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","",""," 14.29 %"," 25.00 %"," 20.00 %"," 50.00 %","   .00 %"," ##.## %"," 25.00 %","","  6.28 %"," 11.76 %","  4.26 %","   .00 %"," 14.29 %","  8.64 %","","   .00 %"," 16.67 %","   .00 %"," 20.00 %"," 25.00 %","  2.13 %","   .00 %","   .00 %","   .00 %"," ##.## %","","  9.02 %"," 15.00 %","   .00 %"," ##.## %"," 11.11 %"," 50.00 %","   .00 %","   .00 %"," 25.00 %",""," 27.27 %","","   .00 %","   .00 %","","",""," 20.00 %",""," 37.93 %","   .00 %"," 16.00 %","","","","  7.50 %","","   .00 %"," 30.00 %","  6.90 %","","   .00 %","","","   .00 %","",""," 20.00 %"," 11.34 %","   .00 %"," 16.67 %","   .00 %"
"2020-04-06"," ##.## %","","   .00 %"," 33.33 %","","   .00 %","   .00 %","   .00 %",""," 12.73 %"," 10.00 %","   .00 %",""," 10.00 %","","  8.64 %"," 66.67 %","   .00 %"," 50.00 %","   .00 %"," 11.11 %","  8.99 %","","","   .00 %"," 50.00 %","   .00 %"," ##.## %","","   .00 %","","   .00 %","","","",""," 25.00 %"," 20.00 %"," 16.67 %"," 33.33 %","-50.00 %"," 50.00 %"," 20.00 %","","  6.36 %"," 11.84 %"," 12.24 %","   .00 %"," 37.50 %","  9.84 %","","   .00 %"," 28.57 %","   .00 %"," 50.00 %"," 40.00 %","  8.33 %","   .00 %","   .00 %","   .00 %","   .00 %","","  8.27 %","   .00 %"," ##.## %","   .00 %"," 10.00 %","   .00 %"," 16.67 %","   .00 %"," 40.00 %","","-14.29 %",""," ##.## %","   .00 %","","",""," 12.50 %",""," 17.50 %","   .00 %","  6.90 %","","","","  6.98 %",""," 66.67 %","  7.69 %"," 16.13 %","","   .00 %","   .00 %",""," ##.## %","","","   .00 %","  7.56 %","   .00 %"," 16.67 %","   .00 %"
"2020-04-07","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","  8.06 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-08","-87.50 %","","   .00 %"," 75.00 %",""," 33.33 %","   .00 %"," 25.00 %","","  2.99 %","  4.55 %"," 50.00 %",""," 18.18 %","   .00 %"," 20.53 %","-20.00 %","   .00 %","-33.33 %"," 45.45 %","   .00 %"," 22.38 %","",""," ##.## %"," 33.33 %"," ##.## %","   .00 %","","   .00 %",""," 33.33 %","","   .00 %","",""," 60.00 %"," 16.67 %"," 57.14 %","-25.00 %","   .00 %"," 66.67 %"," 33.33 %",""," 26.50 %"," 70.59 %"," 43.64 %","   .00 %"," 54.55 %"," 27.73 %","   .00 %"," ##.## %"," 11.11 %"," ##.## %"," 44.44 %"," 42.86 %"," 57.69 %"," 33.33 %","   .00 %"," ##.## %","   .00 %",""," 25.00 %"," 41.30 %","   .00 %","   .00 %"," 81.82 %"," 33.33 %"," 14.29 %"," ##.## %"," 71.43 %",""," 33.33 %",""," 33.33 %","   .00 %","","",""," 14.81 %","   .00 %"," 42.55 %"," ##.## %","  6.45 %","","","   .00 %"," 38.04 %","   .00 %"," 20.00 %"," 21.43 %","  1.39 %","","   .00 %","   .00 %","","   .00 %","",""," 16.67 %"," 31.13 %"," ##.## %"," 28.57 %"," 16.67 %"
"2020-04-09","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-10"," ##.## %",""," 33.33 %","   .00 %","","   .00 %","   .00 %","   .00 %",""," 14.49 %","   .00 %","   .00 %",""," ##.## %","   .00 %"," 18.56 %","   .00 %"," ##.## %","-66.67 %","   .00 %"," 10.00 %"," 15.20 %","",""," 50.00 %"," 75.00 %"," 33.33 %"," 50.00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","","   .00 %","",""," 31.25 %","   .00 %"," 22.73 %","   .00 %"," 66.67 %"," 20.00 %"," 25.00 %",""," 14.53 %"," 15.17 %"," 16.46 %","   .00 %"," 11.76 %"," 18.16 %","   .00 %"," ##.## %"," 40.00 %","-33.33 %","  7.69 %"," 40.00 %"," 23.17 %"," ##.## %","   .00 %","   .00 %","   .00 %",""," 14.44 %"," 15.38 %","   .00 %","   .00 %"," ##.## %"," ##.## %"," 25.00 %","   .00 %"," 33.33 %",""," 25.00 %",""," 50.00 %","   .00 %","","   .00 %",""," 12.90 %","   .00 %"," 19.40 %"," 50.00 %"," 27.27 %","   .00 %","","   .00 %"," 25.20 %","   .00 %"," 33.33 %","   .00 %"," 10.96 %",""," 40.00 %"," ##.## %","","   .00 %","",""," 14.29 %"," 17.83 %"," 11.11 %"," 22.22 %","   .00 %"
