"date","Jharkhand/Bokara","Jharkhand/Bokaro","Jharkhand/Chatra","Jharkhand/Deoghar","Jharkhand/Dhanbad","Jharkhand/Dumka","Jharkhand/East Singhbhum","Jharkhand/Gamla","Jharkhand/Garhwa","Jharkhand/Giridih","Jharkhand/Godda","Jharkhand/Gumla","Jharkhand/Hazaribagh","Jharkhand/Jamtara","Jharkhand/Khunti","Jharkhand/Koderma","Jharkhand/Latehar","Jharkhand/Lohardaga","Jharkhand/Pakur","Jharkhand/Palamu","Jharkhand/Ramgarh","Jharkhand/Ranchi","Jharkhand/Sahibganj","Jharkhand/Saraikela","Jharkhand/Saraikela-Kharsawan","Jharkhand/Simdega","Jharkhand/West Singhbhum"
"2020-11-17","","5644","1297","3261","6574","1245","16036","","2553","3297","1990","2055","4049","1105","1959","3265","1746","1609","824","3137","4029","25880","1512","","3425","1910","4476"
"2020-11-18","","5660","1297","3271","6616","1254","16099","","2558","3306","","2060","4055","1106","1972","3265","1746","1612","824","3145","4040","25936","1512","","3437","1914","4483"
"2020-11-19","","5715","1297","3283","6650","","16150","","2564","3311","1997","2060","4060","1106","","","1749","1618","","3154","4050","25968","1519","","3453","1915","4488"
"2020-11-20","","5743","1305","3291","6680","1255","16197","","2565","3314","1999","2060","4060","1106","1972","","1749","1633","","3154","4057","25986","1519","","3465","","4497"
"2020-11-21","","5758","","3299","6720","1255","16235","","2570","3314","2001","2068","4060","1106","1976","3265","","1637","","3164","4067","26157","1520","","3475","1915","4504"
"2020-11-22","","5768","","3308","6720","1255","16271","","2579","3317","2004","2078","4066","1123","","3265","","","","3165","4077","26286","1529","","3483","1922","4510"
"2020-11-23","","5793","1305","3319","6733","1259","16318","","2585","3324","2006","2083","4072","1123","1983","3278","1764","1637","","3176","4085","26395","1529","","3486","1928","4515"
"2020-11-24","","5816","1305","3341","6743","1263","16359","","2594","3327","2007","2087","4079","1125","1983","3283","1764","1637","829","3176","4100","26427","1530","","3488","1929","4519"
"2020-11-25","","5844","1312","3347","6751","1268","16392","","2602","3334","2011","2093","4085","1125","1983","3283","1764","1641","829","3184","4112","26588","1533","","3491","1931","4524"
"2020-11-26","","5854","1312","3355","6758","1270","16416","","2604","3338","2011","2098","4090","1133","1983","3289","1773","1641","829","3194","4123","26680","1536","","3495","1933","4530"
"2020-11-27","","5871","1319","3361","6774","1275","16443","","2609","3341","2011","2108","4090","1133","1989","3291","1773","1642","829","3194","4135","26745","1541","","3497","1934","4535"
"2020-11-28","","5902","","3375","6806","1276","16474","","2616","3344","2012","","4092","1133","1989","","1773","1643","","3205","4147","26800","1542","","3503","1938","4539"
"2020-11-29","","5907","","3394","6822","1276","16521","","2620","","2013","2113","4093","1144","","3292","1779","","","3219","4156","26856","1543","","3511","1942","4545"
"2020-11-30","","5917","","3397","6834","1282","16544","","2627","3345","2019","","4093","1154","1997","3295","1779","1643","885","3227","4166","26962","1544","","3517","1943","4556"
"2020-12-01","","5930","1328","3401","6850","1287","16573","","2630","3345","2019","2113","4100","1166","2001","3297","","1643","","3227","4177","27055","","","3524","1945","4566"
"2020-12-26","","5940","1334","3409","6868","1288","16599","","","3347","2020","2118","4107","1166","2001","3299","1779","1644","","3234","4184","27121","1545","","3531","","4570"
"2020-12-27","","5956","1338","3411","6875","","16617","","","3348","2021","2118","4107","","","3299","1779","1647","","3245","4190","27171","1550","","3537","1945","4574"
"2020-12-28","","5966","1338","3414","6875","1289","16647","","2631","3348","2025","2122","4112","1166","2011","3301","1780","1651","","3253","4194","27226","1555","","3540","1946","4577"
"2020-12-29","","5976","1344","3418","6885","1290","16670","","2634","3350","2025","2122","4117","1172","2016","3301","1787","1653","885","3259","4207","27315","1556","","3543","1948","4582"
"2020-12-30","","5996","1344","3420","6896","1291","16691","","2638","3350","","2122","4121","","2018","3305","1787","1655","","3267","4217","27405","","","3546","1948","4585"
"2020-12-31","","6012","1344","3420","6908","","16721","","2644","3353","2027","2130","4128","1173","2020","3305","1787","1655","","3276","4228","27508","","","3546","1952","4589"
"2021-01-01","","6025","","3424","6925","1291","16733","","2644","","2028","","4136","1173","2020","","1787","1660","","3282","4236","27536","1556","","3546","1952","4592"
"2021-01-02","","6033","1344","3427","6934","1293","16755","","2644","3353","2029","2130","4144","1175","2021","3311","1794","1661","","3291","4251","27641","1560","","3546","","4594"
"2021-01-03","","6055","1344","3431","6941","1293","16772","","2647","","","2130","4146","1176","2022","3311","1794","1662","885","3297","4258","27725","1560","","3548","","4596"
"2021-01-04","","6061","","3434","6953","1294","16789","","2654","3355","2031","2130","4158","1177","","3315","1794","1664","","3302","4265","27866","1562","","3552","1954","4598"
"2021-01-05","","6072","","3437","6967","1294","16843","","2660","3355","2032","2135","4161","1177","2023","3320","1799","1664","","3314","4273","27984","","","3555","1957","4601"
"2021-01-06","","6078","1344","3441","6981","","16859","","2664","3358","2035","2135","4167","1178","2025","3323","1799","1666","","3322","4280","28066","","","3557","","4603"
"2021-01-07","","6085","1352","3444","6996","1298","16884","","2666","3359","2035","2135","4172","1183","2025","3326","1805","1666","","3333","4286","28154","","","3559","1957","4607"
"2021-01-08","","6102","","3446","7014","1303","16906","","2668","3359","2035","2135","4178","","2028","3326","1805","1667","887","3341","4292","28241","1565","","3561","1958","4610"
"2021-01-09","","6108","","3447","7034","1304","16938","","2671","3361","2035","2135","4185","","2030","3326","1807","1668","","3352","4298","28339","","","3565","1961","4616"
"2021-01-10","","6115","","3449","7049","1304","16958","","2676","3362","2036","2135","4190","1186","","3328","1807","","","3360","4303","28426","1566","","3568","1961","4620"
"2021-01-11","","6125","","3451","7068","1306","16982","","2680","3362","2039","2147","4196","1188","2031","","1808","1668","","3367","4309","28550","1566","","3571","1961","4623"
"2021-01-12","","6131","1352","3453","7089","1307","16998","","2683","3363","2041","2147","4201","1189","","3328","1813","1669","","3375","4313","28615","","","3575","1963","4629"
"2021-01-13","","6136","1352","3454","7107","1307","17016","","2684","","","2147","4207","1189","2033","3328","1814","1670","","3379","4318","28697","","","3577","1967","4631"
"2021-01-14","","6143","1358","3477","7122","1308","17033","","2684","","2041","2147","4209","1189","2033","3328","1814","1671","","3385","4323","28781","","","3579","1968","4634"
"2021-01-15","","6159","1358","","7135","1308","17051","","2687","","2041","2147","4212","","","3333","1815","1671","","3392","4327","28836","","","3582","1970","4637"
"2021-01-16","","6169","","","7140","1309","17067","","2691","3364","","2160","4214","1189","","3340","1821","1671","","3400","4330","28914","","","3583","1971","4639"
"2021-01-17","","6175","","","7145","","17084","","2693","3365","2041","","4216","","2036","3343","1821","","","3404","4332","28977","","","3584","","4641"
"2021-01-18","","6183","1363","","7149","","17101","","2695","","2043","2167","4219","1189","2041","","1821","1675","","3410","4334","29033","1572","","3585","1973","4642"
"2021-01-19","","6188","1363","","7152","","17120","","","","","2167","4226","1191","2041","3345","1825","1677","","3417","4335","29118","","","3586","1974","4644"
"2021-01-20","","6195","","","7156","1313","17137","","2697","3366","2047","","4228","1191","","3354","1825","1680","","3422","4337","29220","1574","","3588","1976","4646"
"2021-01-21","","6202","1363","","7172","1314","17160","","2697","","2047","2167","4232","","","3354","1835","1681","","3428","4339","29277","1576","","3589","1976","4652"
"2021-01-22","","6207","","3477","7187","1317","17173","","2700","3367","2047","2176","4234","","","","1835","1683","","3432","4341","29343","","","","1977","4653"
"2021-01-23","","6212","","","7195","","17192","","","","2048","2176","4234","1198","2048","","1845","","","3436","4342","29448","","","3591","1982","4656"
"2021-01-24","","6219","1366","","7205","","17208","","2700","","2050","2180","4238","","","3355","","","","3438","4344","29504","","","","","4658"
"2021-01-25","","6223","","","7210","1318","17226","","2702","","2054","","4243","1198","","3355","1850","1685","","3438","4346","29570","1576","","3592","1984","4663"
"2021-01-26","","6227","","","7210","","17234","","2703","","2055","","","","","","","","","","4347","29619","","","","1985",""
"2021-01-27","","6231","","3477","7215","","17250","","2703","3368","2059","2185","4246","","2048","3355","1851","1690","","3438","4349","29687","","","","1987","4664"
"2021-01-28","","6235","","3478","7219","1318","17265","","2707","","","2185","4249","1198","","3360","","1697","","3441","4350","29750","","","3593","","4665"
"2021-01-29","","6238","1372","3480","7221","","17273","","","","2061","2185","4249","","","3363","1851","1700","","3441","4352","29804","1576","","","","4666"
"2021-01-30","","6240","1372","3481","7229","1318","17284","","2709","","2062","","4252","1202","2048","","1852","","","","4353","29865","1577","","","1990","4667"
"2021-01-31","","6242","","3482","7236","","17292","","","","","2185","4252","","2048","","","","","","4354","29909","","","","",""
"2021-02-01","","6243","","","7241","1319","17302","","2709","","","2185","4253","","","3365","","","","3449","4356","29958","","","","1992",""
"2021-02-02","","6247","","3482","7249","","17308","","","3369","2063","2198","4254","","2048","3365","1853","","","3451","4357","29997","1578","","3595","1992","4668"
"2021-02-03","","6250","1372","3482","7254","","17314","","2709","","","2206","4255","","","","1854","","","3455","4358","30048","","","","","4668"
"2021-02-04","","6251","","3483","7260","1319","17320","","2709","","","2206","4256","","","3367","1859","","887","","4359","30087","","","","1993","4669"
"2021-02-05","","6253","","3483","7261","1320","17326","","2710","","","","","1202","2050","3370","","","","","4360","30116","","","3596","",""
"2021-02-06","","6256","1376","3486","7264","1320","17334","","2712","","","","4259","","","3372","1860","","","","","30140","","","","1994",""
"2021-02-07","","6259","","3486","7268","1321","17341","","","","","","","1202","","3372","","","888","","","30158","","","","",""
"2021-02-08","","6261","","3487","7270","1321","17350","","","","2067","2206","","1204","2051","3372","","","","","","30167","1578","","","","4670"
"2021-02-09","","6261","","3488","7272","1321","17357","","","","","2206","","1205","","3372","","","","3457","","30185","1579","","","1996","4671"
"2021-02-10","","6261","1376","3489","7276","1321","17363","","2712","","","2206","4259","","","3372","1865","","","3458","4361","30206","1581","","","1996","4672"
"2021-02-11","","6264","","3489","7282","","17369","","2713","","","","4260","","","3373","1869","","","","","30235","","","","1998",""
"2021-02-12","","6266","","3489","7284","1321","17376","","2714","","","2221","","1205","2051","","1872","","","","4362","30254","","","","1999","4672"
"2021-02-13","","6268","","3489","7287","","17384","","","","","","","","2053","","1872","","","","4362","30268","","","","",""
"2021-02-14","","6270","","3489","7290","","17392","","","","","","","","2055","","1872","","","","4362","30282","","","","",""
"2021-02-15","","6273","1380","3489","7291","1322","17399","","","","","2221","4262","","","3373","","","","","4363","30295","1581","","","2000",""
"2021-02-16","","6273","","3492","7289","1327","17409","","","","","2221","","","2053","3374","1872","","","","","30315","","","3599","","4673"
"2021-02-17","1","6273","","3493","","","17415","","","","2067","","","","","","","","","","4364","30343","","","","2002",""
"2021-02-18","","6276","","3495","7294","","17422","","","","","","","","","3375","","","","3459","","30362","","","3599","",""
"2021-02-19","","6278","","3495","7299","1328","17430","","","","","","4264","","","3378","1875","1700","","3461","","30384","1583","","","","4674"
"2021-02-20","","6279","","","7306","1330","17438","","","","","2221","4265","","2056","","1877","","","","4365","30402","","","","2004",""
"2021-02-21","","6280","","3496","7310","","17446","","","3369","","","","","","3381","","","","","","30421","","","3599","",""
"2021-02-22","","6281","","3496","7312","1331","17453","","","","","2221","","","","3382","1880","1700","","","4366","30449","","","","","4675"
"2021-02-23","","6282","1382","3498","7315","1332","17461","","","","2068","2221","","1207","2058","","","","","","4366","30478","","","","2004",""
"2021-02-24","","6283","","3498","","1334","17468","","","","2068","2221","","","","3384","1881","","","","4367","30506","","","3604","2004",""
"2021-02-25","","6286","1382","3500","","1334","17476","","","","","","","","2058","","1881","","","","4367","30533","","","3604","",""
"2021-02-26","","6287","","3501","7316","","17484","","2715","3369","","2221","","","2058","","1882","","","","","30561","1584","","","","4676"
"2021-02-27","","6288","1382","3508","","","17493","","","","","","4265","1208","","","","","","","","30583","1585","","3604","",""
"2021-02-28","","6289","1382","3508","7319","","17501","","2715","","","2221","4265","","2058","3384","","","","","4367","30611","","","3604","",""
"2021-03-01","","6291","","3515","7319","","17509","","","","","2229","","1208","","3384","1882","1701","","","4368","30629","","","","2004","4677"
"2021-03-02","","6293","","3515","","1335","17515","","","","","2229","","1208","","3385","","","","","","30652","","","3608","2005",""
"2021-03-03","","6294","1384","3519","7323","1336","17523","","","3370","","","","","2062","","","1706","","","4369","30677","","","","",""
"2021-03-04","","6296","1384","3519","7323","1339","17532","","","","","2229","4265","","","","","","","","4369","30709","1585","","","","4678"
"2021-03-05","","6297","","3522","7323","","17539","","","","2069","2235","4265","","","","","","","","4369","30740","1585","","","",""
"2021-03-06","","6298","","3522","7323","","17547","","","","","","4267","","","3385","1884","1708","","","4369","30781","","","3614","2006","4679"
"2021-03-07","","6300","","3522","7323","","17553","","","","","","","","2065","","","","","","4369","30806","","","","","4681"
"2021-03-08","","6304","","3525","7324","1340","17562","","","","","","","1208","","3386","","","","","4370","30828","","","","2008",""
"2021-03-09","","6305","","","7324","1340","17570","","","","","2243","4268","","","","1887","","","","4370","30847","","","3614","2008",""
"2021-03-10","","6307","","","7325","","17578","","","","","2243","","","","3387","1888","","","","","30870","","","","",""
"2021-03-11","","6310","","","7325","","17587","","","","","2243","4269","","","3389","1888","1708","","","4372","30892","","","","","4682"
"2021-03-12","","6314","1386","3527","7330","1343","17595","","","","2069","2249","4269","1209","","","1888","","","","4374","30917","","","","2009",""
"2021-03-13","","6315","","3529","7330","1343","17603","","","","","2249","","","","3389","1888","1708","","","","30943","","","","2009",""
"2021-03-14","","6317","1386","","7331","1343","17611","","","","","2249","","","","3389","1888","","888","","4377","30957","","","","",""
"2021-03-15","","6320","","3532","7333","1343","17621","","2715","","","","4271","","","","","1709","","","4378","30988","1587","","3618","",""
"2021-03-16","","6323","","","7334","1343","17632","","2715","3370","","2249","4272","","","3390","","","","","4380","31017","1587","","3621","2011","4683"
"2021-03-17","","6328","","3533","7336","1344","17644","","","3372","","2249","","1213","","","1888","1709","","","","31050","","","3621","","4683"
"2021-03-18","","6333","1386","3533","7337","1344","17657","","","","","2249","4273","","","3390","","1709","","","4382","31098","1587","","","2013","4683"
"2021-03-19","","6335","","3534","7342","1346","17667","","2716","","2069","2262","4273","","2065","","1891","","888","","4383","31134","1587","","","2014",""
"2021-03-20","","6338","","3535","7342","1346","17679","","","","","2262","4274","","2065","","1891","","","","4385","31169","1587","","","","4683"
"2021-03-21","","6341","","","7343","1346","17689","","","","2069","","4274","","","3390","","1710","","","","31202","1587","","","",""
"2021-03-22","","6344","1388","3536","7347","","17699","","","","2070","2262","4274","1213","2065","3390","1892","1711","","","4389","31243","1587","","3621","2015","4683"
"2021-03-23","","6349","","3536","7349","1346","17710","","","","2070","2262","4276","1213","2065","3390","1893","1712","","","4389","31292","1587","","","2015","4683"
"2021-03-24","","6354","","3537","7350","1348","17726","","2717","3372","2070","2262","4276","1213","2065","3390","1894","1712","891","","4391","31337","1587","","3621","","4683"
"2021-03-25","","6360","","3538","7352","1348","17739","","","","2070","2262","4276","1213","","3390","","1712","891","","4391","31384","1588","","3621","2016","4684"
"2021-03-26","","6365","1388","3539","7352","1348","17752","","2717","3372","2070","2271","4276","1213","","3391","1896","1712","891","","4393","31431","1589","","3621","","4684"
"2021-03-27","1","6372","1388","3539","7353","1348","17771","","","","2077","2276","4278","1213","2067","3393","1897","1713","891","","4398","31470","1593","","3622","2017","4686"
"2021-03-28","","6380","","3539","7355","1348","17795","","2717","","","2277","4278","1213","2067","3393","1897","1714","891","3461","4403","31501","1594","","","2018","4688"
"2021-03-29","","6388","","3539","7360","1348","17813","","","","2077","","4280","1214","","3397","","","891","","4403","31520","1594","","","2018","4689"
"2021-03-30","","6397","","3539","7374","1348","17841","","2717","","2077","2287","4281","1214","2067","3400","1897","1714","","3462","4407","31564","1606","","","2019","4692"
"2021-03-31","","6402","1388","3539","7387","1352","17863","","","3372","2077","2291","4283","1214","2067","3400","1899","1714","891","3462","4411","31613","1619","","3624","2019","4694"
"2021-04-01","","6412","1388","3539","7407","1356","17895","","2717","3372","2077","2296","4283","1214","2067","3404","1901","1714","898","3462","4415","31672","1629","","","2019","4699"
"2021-04-02","","6424","","3539","7425","1359","17926","","2717","3374","2080","2301","4283","1214","2067","3404","1902","1715","898","3462","4419","31716","1638","","","2019","4703"
"2021-04-03","","6440","1388","3543","7445","1359","17952","","2718","3374","2081","2308","4288","1214","2071","3407","1903","1718","898","3463","4422","31759","1651","","3624","2024","4708"
"2021-04-04","","6452","1388","3543","7449","1362","17991","","2718","3376","2085","2313","4289","1214","2071","3410","1904","1720","898","3463","4426","31812","1660","","3624","2024","4714"
"2021-04-05","","6462","1388","3564","7457","1363","18022","","2718","3376","2090","2316","4293","1218","2071","3410","1905","1721","915","3464","4432","32124","1669","","","2026","4716"
"2021-04-06","","6473","1389","3564","7462","1363","18068","","2718","3389","2094","2319","4297","1218","2083","3410","1906","1725","926","3464","4437","32262","1684","","3631","2040","4720"
"2021-04-07","","6489","1389","3567","7477","1364","18108","","2719","3402","2104","2333","4302","1218","2088","3414","1907","1728","926","3464","4440","32375","1703","","3631","2043","4728"
"2021-04-08","","6501","1389","3605","7509","1370","18164","","2720","3402","2116","2350","4304","1239","2095","3414","1912","1728","932","3467","4444","32614","1719","","3634","2051","4738"
"2021-04-09","","6535","1389","3622","7546","1372","18236","","2720","3418","2124","2359","4315","1264","2096","3418","1912","1734","951","3471","4451","32864","1730","","3635","2063","4745"
"2021-04-10","","6561","1397","3680","7592","1372","18437","","2720","3418","2134","2373","4317","1301","2096","3420","1913","1740","959","3471","4458","33058","1747","","3641","2071","4761"
"2021-04-11","","6600","1397","3692","7631","1375","18568","","2721","3433","2144","2390","4318","1301","2097","3420","1914","1740","976","3471","4468","33355","1777","","3641","2074","4769"
"2021-04-12","","6638","1397","3701","7673","1396","18700","","2736","3444","2159","2413","4323","1339","2098","3422","1923","1747","980","3474","4476","33848","1814","","3641","2081","4786"
"2021-04-13","","6672","1397","3733","7735","1443","18858","","2741","3487","2172","2432","4327","1350","2098","3438","1929","1753","990","3494","4495","34277","1848","","3641","2089","4813"
"2021-04-14","","6711","1403","3785","7793","1483","19014","","2744","3507","2187","2458","4338","1350","2098","3459","1931","1756","1022","3501","4502","35489","1908","","3644","2093","4834"
"2021-04-15","","6761","1405","3842","7875","1501","19278","","2765","3507","2290","2475","4344","1350","2150","3555","1932","1771","1070","3511","4526","35857","1949","","3644","2102","4875"
"2021-04-16","","6821","1405","3906","7922","1537","19449","","2784","3521","2320","2498","4367","1414","2161","3583","1935","1783","1084","3536","4547","36474","1982","","3644","2132","4923"
"2021-04-17","","6888","1405","3970","7976","1599","19622","","2787","3553","2340","2529","4385","1478","2161","3674","1943","1799","1122","3551","4635","36774","2026","","","2141","4960"
"2021-04-18","","6947","1405","4032","8021","1608","19804","","2830","3560","2375","2575","4411","1574","2161","3788","1943","1811","1132","3563","4696","37380","2123","","3645","2141","4988"
"2021-04-19","","7016","1405","4104","8105","1656","19982","","2876","3578","2413","2632","4485","1670","2161","3788","1943","1836","1144","3592","4790","38005","2250","","3648","2186","5025"
"2021-04-20","","7094","1405","4194","8184","1673","20225","","2928","3587","2464","2671","4584","1709","2183","3882","1958","1865","1144","3613","4874","39040","2366","","3648","2257","5076"
"2021-04-21","","7252","1405","4299","8289","1811","20488","","2987","3608","2520","2722","4630","1712","2189","3965","1995","1890","1144","3641","4916","39912","2500","","3648","2312","5120"
"2021-04-22","","7424","1448","4414","8407","1876","20849","","3038","3633","2588","2730","4695","1722","2192","4103","1998","1909","1144","3687","4987","40707","2620","","3648","2329","5180"
"2021-04-23","","7658","1448","4623","8501","1984","21205","","","3698","2644","2766","4816","1731","2627","4182","2008","1950","1161","3738","5077","41517","2784","","3678","2412","5287"
"2021-04-24","","7909","1470","4752","8619","2008","21573","","3092","3768","2684","2832","4966","1736","2777","4311","2009","1993","1176","3792","5198","42341","2825","","3724","2442","5401"
"2021-04-25","","8010","1697","4836","8761","2024","21934","","3125","3846","2804","2926","5281","1758","2870","4732","2009","2029","1176","3867","5258","43064","2890","","3766","2506","5516"
"2021-04-26","","8110","1697","4907","8938","2056","22868","","3200","3913","2859","3038","5733","1762","2870","5021","2050","2069","1208","3994","5461","43900","2999","","3785","2647","5618"
"2021-04-27","","8281","1755","5101","9099","2172","23574","","3284","3997","3070","3137","6031","1813","2990","5322","2172","2143","1235","4168","5578","44669","3140","","3798","2677","5744"
"2021-04-28","","8455","1755","5326","9267","2314","24456","","3379","4088","3110","3189","6407","1855","3035","5572","2512","2165","1236","4324","5705","45417","3201","","3820","2727","5997"
"2021-04-29","","8658","1803","5464","9405","2406","25358","","3484","4161","3278","3274","6887","2009","3184","6122","2514","2200","1236","4422","5847","46146","3275","","3903","2864","6167"
"2021-04-30","","8766","1845","5667","9571","2563","26317","","3582","4245","3361","3423","7288","2074","3383","6594","2519","2280","1258","4548","5962","46146","3303","","3997","2982","6395"
"2021-05-01","","9062","1928","5908","9725","2635","27559","","3660","4316","3411","3528","7718","2212","3563","6881","2529","2367","1258","4646","6072","46752","3340","","4109","3055","6605"
"2021-05-02","","9330","1972","6099","9890","2649","28339","","3732","4410","3670","3819","8142","2445","3563","7039","2539","2461","1258","4874","6207","47544","3375","","4161","3123","6739"
"2021-05-03","","9864","2186","6482","10208","2778","30056","","3883","4601","4034","4314","8871","2860","3693","7382","2641","2755","1265","5267","6886","49363","3469","","4369","3278","7030"
"2021-05-04","","10165","2353","6611","10338","2815","31052","","3948","4712","4136","4470","9507","2973","3789","7545","2658","2851","1265","5563","7372","50663","3519","","4465","3332","7244"
"2021-05-05","","10434","2505","6757","10546","2823","31915","","3984","4830","4394","4631","9838","3175","4017","7735","2668","3017","1269","5838","7813","51832","3578","","4559","3456","7536"
"2021-05-06","","10703","2738","6799","10681","2841","32922","","4015","4964","4512","4798","10249","3348","4410","8073","2678","3107","1269","6128","8105","52870","3623","","4628","3563","7866"
"2021-05-07","","11047","2787","6914","10849","2916","33812","","4038","5118","4590","4924","10610","3405","4494","8277","2690","3270","1291","6362","8606","53857","3685","","4740","3693","8208"
"2021-05-08","","11848","2878","7139","11204","3116","35613","","4089","5440","4744","5344","11503","3529","4726","8682","2727","3911","1338","6920","9294","55877","3804","","4968","3934","8801"
"2021-05-09","","12277","3167","7318","11329","3266","36345","","4123","5597","4785","5548","12026","3675","4839","9366","2735","4041","1398","7410","9443","56980","3847","","5081","4235","9058"
"2021-05-10","","13006","3525","7617","11592","3554","38171","","4198","5906","4917","5972","13217","3929","5258","10359","3060","4292","1458","8226","9796","59787","3918","","5322","4642","9589"
"2021-05-11","","13858","3642","7866","11874","3963","40130","","4297","6226","5080","6295","14416","4192","5753","11077","3886","4556","1574","8849","10248","63660","3980","","5526","4851","10105"
"2021-05-12","","14621","4115","8354","12091","4067","41003","","4333","6397","5190","6529","14868","4279","5856","11389","4503","4698","1684","9225","10408","65680","4026","","5629","4929","10361"
"2021-05-13","","15288","4176","8408","12264","4107","41926","","4361","6638","5268","6892","15450","4379","5985","11413","4664","4803","1833","9675","10774","67445","4079","","5745","4981","10563"
"2021-05-14","","15616","4415","8470","12419","4174","42894","","4387","6875","5341","7084","15779","4384","6105","11558","4683","4912","1978","10498","10991","69712","4133","","5877","5168","10776"
"2021-05-15","","16033","4480","8731","12562","4204","43637","","4430","7122","5382","7260","16390","4540","6274","11710","4730","5078","2169","10737","11170","71918","4190","","5996","5233","11015"
"2021-05-16","","16462","4613","8837","12654","4252","44158","","4456","7358","5448","7601","16836","4646","6464","12022","5206","5404","2272","10957","11409","74178","4233","","6093","5307","11244"
"2021-05-17","","16872","4613","8925","12742","4325","44787","","4479","7582","5574","7760","17247","4764","6579","12155","5373","5509","2314","11154","11695","75795","4278","","6188","5416","11447"
"2021-05-18","","17237","4613","9017","12886","4393","45735","","4764","7823","5645","7927","17648","4898","6735","12296","5508","5671","2318","11377","12014","76125","4323","","6253","5529","11697"
"2021-05-19","","17418","4613","9123","13022","4424","46184","","4974","7981","5737","8015","17965","5050","6800","12437","5837","5756","2318","11566","12199","77325","4343","","6304","5639","11930"
"2021-05-20","","17523","4723","9215","13131","4479","46784","","5023","8143","5820","8296","18223","5142","6911","12536","6058","5912","2452","11791","12388","78121","4350","","6418","5675","12172"
"2021-05-21","","17785","4767","9297","13329","4495","47619","","5268","8305","5865","8472","18330","5255","7051","12642","6345","6030","2466","11912","12549","78450","4378","","6485","5931","12377"
"2021-05-22","","18018","4961","9416","13704","4533","48215","","5368","8411","5896","8593","18793","5325","7131","12750","6639","6092","2467","12068","12672","78751","4378","","6540","6052","12559"
"2021-05-23","","18191","5404","9850","14101","4544","48550","","5725","8499","5921","8824","19025","5402","7276","12844","6856","6154","2487","12171","12775","79360","4387","","6566","6134","12661"
"2021-05-24","","18354","5404","10160","14415","4574","48935","","5848","8581","5936","8923","19241","5466","7340","12902","7045","6192","2504","12268","12877","79986","4423","","6585","6255","12784"
"2021-05-25","","18579","5416","10306","14636","4609","49302","","5898","8655","5951","9120","19497","5513","7456","12957","7121","6286","2504","12344","13182","80470","4457","","6645","6361","12888"
"2021-05-26","","18781","5583","10313","14814","4654","49665","","5935","8703","5976","9184","19648","5554","7468","13024","7226","6323","2512","12406","13279","80923","4475","","6697","6450","12963"
"2021-05-27","","18881","5613","10336","14983","4666","49865","","5970","8749","5989","9333","19785","5586","7542","13096","7281","6364","2548","12470","13362","81198","4494","","6731","6476","13016"
"2021-05-28","","19038","5719","10346","15120","4689","50061","","6006","8804","5989","9427","19871","5611","7581","13155","7359","6423","2560","12549","13617","81501","4506","","6785","6544","13055"
"2021-05-29","","19134","5797","10353","15227","4705","50306","","6032","8813","5989","9474","19982","5652","7628","13222","7422","6462","2560","12611","13683","81835","4523","","6828","6616","13109"
"2021-05-30","","19200","5821","10419","15325","4714","50686","","6062","8826","6002","9541","20075","5674","7689","13288","7477","6509","2565","12670","13781","82103","4545","","6878","6679","13158"
"2021-05-31","","19251","5869","10451","15388","4725","51097","","6102","8878","6011","9672","20187","5693","7715","13338","7534","6558","2570","12750","13851","82379","4560","","6912","6801","13211"
"2021-06-01","","19310","5890","10489","15455","4733","51348","","6146","8897","6034","9748","20251","5708","7754","13384","7573","6654","2572","12815","13916","82645","4569","","6959","6837","13265"
"2021-06-02","","19385","5914","10525","15509","4749","51537","","6203","8920","6050","9819","20358","5716","7785","13450","7624","6682","2577","12874","13961","82843","4578","","6990","6883","13292"
"2021-06-03","","19434","6005","10550","15574","4761","51357","","6299","8939","6050","9886","20416","5740","7786","13484","7636","6726","2579","12909","13983","83015","4588","","7020","6942","13320"
"2021-06-04","","19471","6046","10572","15641","4774","51528","","6409","8963","6062","9949","20462","5751","7845","13518","7653","6778","2582","12944","14031","83199","4592","","7047","7004","13348"
"2021-06-05","","19501","6061","10647","15706","4782","51659","","6509","8990","6071","10003","20543","5770","7848","13559","7666","6796","2585","12990","14063","83428","4598","","7105","7022","13365"
"2021-06-06","","19556","6090","10723","15738","4782","51763","","6523","9019","6075","10043","20618","5787","7849","13591","7678","6818","2589","13014","14100","83567","4625","","7131","7031","13395"
"2021-06-07","","19586","6098","10793","15778","4797","51857","","6543","9050","6081","10094","20644","5805","7880","13625","7692","6834","2589","13045","14141","83647","4637","","7152","7045","13418"
"2021-06-08","","19619","6124","10852","15815","4799","51991","","6558","9077","6081","10128","20667","5824","7888","13663","7713","6873","2589","13068","14168","83734","4645","","7218","7097","13443"
"2021-06-09","","19657","6134","10867","15849","4800","52052","","6564","9109","6081","10175","20710","5834","7908","13701","7726","6892","2589","13081","14202","83826","4665","","7233","7118","13476"
"2021-06-10","","19666","6134","10879","15904","4807","52144","","6583","9128","6085","10216","20748","5847","7942","13731","7743","6905","2589","13091","14230","83894","4678","","7243","7126","13493"
"2021-06-11","","19686","6164","10890","15921","4813","52238","","6589","9145","6088","10267","20776","5853","7956","13754","7761","6905","2591","13105","14278","83953","4689","","7254","7206","13508"
