"date","Michigan/Alcona","Michigan/Alger","Michigan/Allegan","Michigan/Alpena","Michigan/Antrim","Michigan/Arenac","Michigan/Baraga","Michigan/Barry","Michigan/Bay","Michigan/Benzie","Michigan/Berrien","Michigan/Branch","Michigan/Calhoun","Michigan/Cass","Michigan/Charlevoix","Michigan/Cheboygan","Michigan/Chippewa","Michigan/Clare","Michigan/Clinton","Michigan/Crawford","Michigan/Delta","Michigan/Dickinson","Michigan/Eaton","Michigan/Emmet","Michigan/Federal Correctional Institution (FCI)","Michigan/Genesee","Michigan/Gladwin","Michigan/Gogebic","Michigan/Grand Traverse","Michigan/Gratiot","Michigan/Hillsdale","Michigan/Houghton","Michigan/Huron","Michigan/Ingham","Michigan/Ionia","Michigan/Iosco","Michigan/Iron","Michigan/Isabella","Michigan/Jackson","Michigan/Kalamazoo","Michigan/Kalkaska","Michigan/Kent","Michigan/Keweenaw","Michigan/Lake","Michigan/Lapeer","Michigan/Leelanau","Michigan/Lenawee","Michigan/Livingston","Michigan/Luce","Michigan/Mackinac","Michigan/Macomb","Michigan/Manistee","Michigan/Marquette","Michigan/Mason","Michigan/Mecosta","Michigan/Menominee","Michigan/Michigan Department of Corrections (MDOC)","Michigan/Midland","Michigan/Missaukee","Michigan/Monroe","Michigan/Montcalm","Michigan/Montmorency","Michigan/Muskegon","Michigan/Newaygo","Michigan/Oakland","Michigan/Oceana","Michigan/Ogemaw","Michigan/Ontonagon","Michigan/Osceola","Michigan/Oscoda","Michigan/Otsego","Michigan/Ottawa","Michigan/Out of MI","Michigan/Presque Isle","Michigan/Roscommon","Michigan/Saginaw","Michigan/Sanilac","Michigan/Schoolcraft","Michigan/Shiawassee","Michigan/St. Clair","Michigan/St. Joseph","Michigan/Tuscola","Michigan/Unassigned","Michigan/Van Buren","Michigan/Washtenaw","Michigan/Wayne","Michigan/Wexford"
"2020-04-08","","","18","","6","4","","7","39","0","72","18","51","9","8","10","1","2","82","5","8","2","67","15","","713","4","3","15","5","62","1","4","205","11","4","","22","126","67","10","207","","","64","4","36","174","1","3","2626","9","18","1","8","","","24","1","152","18","","42","3","4007","3","3","0","3","2","29","55","126","1","6","186","22","1","27","140","16","27","364","18","610","9626","7"
"2020-04-09","","","18","","6","4","","7","42","0","80","24","57","10","9","10","1","2","85","5","9","3","69","16","","755","4","3","15","6","64","1","5","222","13","4","","28","131","74","10","233","","","77","4","39","181","1","4","2783","9","18","1","9","","","28","1","165","19","","53","3","4247","3","3","0","3","3","29","59","131","1","8","205","21","1","31","162","18","36","368","18","637","10093","7"
"2020-04-10","","","19","","6","4","","7","48","0","88","25","65","12","10","10","1","3","90","5","9","3","69","17","","828","4","4","16","6","70","1","5","239","14","4","","37","140","77","10","250","","","87","4","39","196","1","4","2973","9","21","1","11","1","","28","1","174","20","","57","4","4511","3","3","0","3","3","29","61","137","2","8","240","23","1","34","179","20","41","84","20","659","10539","7"
"2020-04-11","","","19","1","7","4","","8","53","0","94","26","71","12","11","11","0","4","90","8","9","3","71","21","","919","4","4","17","7","75","1","5","241","14","5","","38","152","79","13","270","","1","95","4","43","206","1","4","3164","9","21","2","11","1","","30","1","183","21","","57","6","4802","3","4","0","4","4","31","64","140","2","8","254","23","2","37","190","20","40","86","21","685","10951","7"
"2020-04-12","","","21","1","8","5","","8","54","0","104","27","74","11","11","10","0","4","91","12","9","3","74","21","","955","4","4","17","7","75","1","6","250","14","4","","39","171","84","13","287","","1","101","4","47","209","1","4","3254","10","22","2","11","1","","31","1","183","22","","59","6","4915","3","4","0","4","4","33","66","144","2","9","274","23","2","54","199","21","45","86","21","716","11164","7"
"2020-04-13","","","23","1","8","5","","11","59","0","105","29","83","11","11","12","0","4","93","12","9","3","74","21","21","988","4","4","17","7","77","1","6","254","15","4","","41","172","91","14","311","","2","106","4","50","225","1","4","3418","10","24","2","11","1","370","33","1","190","22","1","68","6","5073","3","4","0","5","4","34","69","148","2","9","293","23","3","53","206","21","45","78","21","736","11648","7"
"2020-04-14","","","23","1","8","5","","14","60","0","111","29","90","13","11","12","0","4","98","15","9","3","76","21","23","1030","5","4","17","7","79","2","6","263","17","4","","42","183","94","14","325","","2","117","4","53","238","1","4","3620","10","26","3","11","1","429","33","1","196","23","1","85","7","5364","3","4","0","5","4","34","67","157","2","9","302","23","3","62","211","22","45","91","22","772","12209","7"
"2020-04-15","1","","25","1","9","7","","18","64","0","123","30","104","17","11","12","0","5","100","16","9","3","77","21","36","1084","6","4","17","7","81","2","7","270","18","4","","43","195","103","16","354","","2","125","5","56","254","1","4","3792","10","27","3","11","1","472","36","2","211","23","1","93","7","5576","3","4","0","5","4","35","74","166","2","9","313","25","3","63","221","22","47","76","26","798","12544","7"
"2020-04-16","1","","25","2","9","7","","20","67","0","133","31","119","19","11","12","0","7","102","18","10","3","84","21","36","1147","8","4","17","7","84","2","8","278","20","6","","45","209","118","17","385","","2","131","6","59","263","1","4","3992","11","27","4","11","1","472","41","3","217","23","2","110","7","5778","3","5","0","6","4","44","82","166","2","9","349","25","3","70","232","23","50","76","26","826","12544","7"
"2020-04-17","1","","29","2","8","7","0","21","69","0","144","35","130","22","11","12","0","7","103","22","10","3","87","21","44","1197","8","4","17","7","85","2","8","298","20","8","","46","227","130","17","430","","2","140","7","59","269","1","5","4145","11","29","4","12","1","514","42","3","223","24","3","128","7","5901","4","5","0","6","4","45","88","71","2","9","369","27","3","86","236","23","54","46","28","855","13233","7"
"2020-04-18","1","","33","2","8","9","0","21","79","2","153","35","136","22","12","14","1","8","103","26","12","3","88","21","45","1228","9","4","18","7","89","2","10","304","22","11","","51","232","154","17","460","","2","141","7","62","276","1","4","4251","11","29","4","12","1","550","43","3","224","24","4","136","7","6021","3","5","0","6","4","54","98","74","2","9","394","32","3","91","241","24","59","48","31","870","13471","7"
"2020-04-19","1","","41","14","9","11","0","25","82","3","158","38","141","22","12","14","1","8","103","29","12","3","88","21","51","1240","9","4","18","8","90","2","10","308","24","11","","52","248","166","17","503","","2","143","8","64","279","1","4","4360","11","32","4","12","1","556","45","4","233","24","4","143","7","6109","3","6","0","6","5","72","107","76","2","10","404","33","3","94","244","25","61","29","32","870","13692","7"
"2020-04-20","4","","42","15","9","12","0","26","85","4","164","40","148","22","12","14","2","9","104","29","13","3","90","21","55","1256","9","4","19","8","90","2","10","314","23","13","","52","260","185","17","550","","2","145","7","65","288","1","4","4425","11","32","4","13","1","561","47","5","236","26","4","149","7","6178","3","6","0","7","4","72","119","69","2","11","419","32","3","109","252","25","63","28","33","878","13912","7"
"2020-04-21","4","","47","35","9","13","0","26","86","4","170","43","156","22","12","14","2","9","105","30","13","3","99","21","57","1298","9","4","19","8","94","2","10","335","26","15","","53","280","201","17","626","","2","148","7","71","301","1","4","4544","11","35","4","14","1","615","48","6","241","26","4","160","10","6306","4","6","0","8","4","77","129","69","6","11","433","32","3","121","259","25","63","28","34","900","13912","7"
"2020-04-22","4","","50","38","9","13","0","28","93","4","177","42","168","23","12","14","1","10","106","32","12","3","104","22","57","1362","10","4","19","8","97","2","9","350","27","15","","54","289","212","17","757","","2","154","8","77","308","1","5","4628","11","35","5","13","1","655","47","12","247","26","6","173","12","6463","4","6","0","8","4","78","149","37","6","11","474","32","3","123","271","27","71","3","36","912","14561","7"
"2020-04-23","4","","56","47","9","15","0","28","102","4","189","44","177","23","13","14","1","10","105","43","12","3","111","21","66","1387","10","4","19","8","98","2","10","370","32","21","","54","298","229","17","815","","2","159","8","80","312","1","5","4862","12","35","5","13","2","759","51","12","255","28","5","191","12","6634","4","8","0","8","4","83","161","39","8","11","507","34","3","125","284","27","76","4","35","960","14994","7"
"2020-04-24","4","","60","60","9","16","0","29","107","4","210","46","190","25","13","15","2","10","106","46","12","3","114","21","68","1434","10","4","19","8","109","2","10","391","37","29","","55","313","266","17","906","","2","163","8","80","312","1","5","5022","12","39","5","14","2","973","50","14","262","28","6","204","13","6804","4","8","0","8","4","84","167","14","9","12","534","34","3","130","294","27","78","9","34","974","15407","8"
"2020-04-25","4","","65","60","10","16","0","29","114","4","213","47","191","26","13","17","2","10","106","46","12","3","114","21","74","1452","10","4","19","8","109","2","11","395","41","29","","55","323","280","17","929","","2","163","9","82","315","1","5","5139","12","41","5","14","3","1026","51","15","267","29","6","213","14","6881","4","8","0","8","4","84","173","19","10","13","545","34","3","130","297","27","81","9","34","1002","15407","8"
"2020-04-26","3","","69","60","10","16","0","29","115","4","215","48","202","26","13","17","2","10","109","46","12","3","115","21","81","1467","11","4","19","8","113","2","13","406","43","33","","55","327","292","17","1031","","2","165","9","82","315","1","5","5203","11","42","5","14","3","1031","52","15","273","32","5","228","15","6928","5","9","0","8","4","87","180","27","10","13","558","34","3","130","302","28","82","3","35","1001","15748","8"
"2020-04-27","4","","72","60","9","15","0","31","122","4","217","50","203","27","13","17","2","11","112","50","13","3","116","21","81","1483","11","4","19","10","114","2","13","413","47","41","","57","341","300","17","1100","","2","164","9","84","319","1","5","5245","11","42","5","14","3","1048","56","15","275","32","5","234","14","6913","7","10","0","8","4","87","191","20","11","13","586","34","3","166","304","29","90","5","36","1004","15872","9"
"2020-04-28","4","","84","67","9","18","0","31","135","4","232","53","210","27","13","17","2","11","114","51","13","3","119","21","82","1533","12","4","19","10","118","2","13","426","53","48","","59","342","327","17","1305","","2","166","9","88","326","1","5","5339","11","43","7","15","5","1074","56","15","277","37","5","242","16","7012","8","11","0","8","4","88","210","28","11","14","609","34","3","173","309","30","94","11","43","1033","16173","9"
"2020-04-29","4","","94","76","10","18","0","34","142","6","242","56","219","29","13","17","2","11","117","54","13","3","124","21","86","1564","16","4","19","13","121","2","16","446","60","47","","60","351","348","17","1395","","2","167","10","92","335","1","6","5430","11","45","8","14","5","1264","59","15","284","38","5","262","22","7159","9","12","0","8","4","90","224","39","12","15","632","34","3","173","313","30","98","0","46","1049","16494","10"
"2020-04-30","4","","98","82","10","24","0","35","143","6","248","63","228","31","13","19","2","11","118","54","13","3","131","21","88","1581","15","4","19","13","125","2","17","470","76","52","","61","364","364","17","1479","","2","170","9","93","337","1","6","5513","11","46","11","14","5","1453","61","15","287","40","5","276","22","7267","9","13","0","8","5","92","236","32","11","16","663","35","3","180","328","32","105","1","49","1075","16729","9"
"2020-05-01","4","","104","82","10","26","1","36","150","4","263","64","231","30","13","19","2","11","118","53","13","3","133","21","90","1600","16","4","19","21","127","2","19","483","80","51","","60","381","405","17","1600","","2","171","9","98","343","1","6","5623","11","50","10","14","5","1560","60","16","296","40","5","288","24","7423","11","14","0","8","5","92","254","8","11","16","684","36","3","183","331","33","106","16","54","1091","16970","9"
"2020-05-02","5","","108","82","10","29","1","39","158","5","294","66","235","33","13","19","2","11","118","57","13","3","136","21","93","1620","14","4","19","23","132","2","21","497","87","52","","61","364","442","17","1697","","2","171","9","105","352","1","6","5666","11","51","12","14","5","1825","62","16","303","45","5","301","26","7475","14","15","0","8","5","93","261","16","11","17","700","36","3","184","336","38","113","16","59","1101","17106","9"
"2020-05-03","4","","113","83","10","28","1","37","157","4","300","68","237","32","13","19","2","11","118","56","13","4","136","21","95","1634","14","4","19","26","131","2","22","506","90","52","","61","361","456","17","1786","","2","171","9","107","361","1","6","5756","11","50","12","14","5","1844","62","16","311","44","5","305","26","7518","16","14","0","8","5","93","321","18","11","17","720","37","3","184","335","36","113","10","61","1113","17298","9"
"2020-05-04","4","","116","83","10","28","1","37","161","4","304","66","244","33","13","19","2","11","119","56","13","3","137","21","95","1647","14","5","20","25","131","2","24","506","90","52","","61","363","480","17","1854","","2","171","9","110","356","1","6","5736","11","50","12","14","6","1870","62","16","320","45","5","313","28","7499","19","15","0","8","5","93","321","22","11","18","728","36","3","185","339","42","113","11","67","1118","17314","9"
"2020-05-05","4","","120","85","10","28","1","39","162","4","315","70","246","34","13","19","2","11","120","56","14","3","138","21","98","1668","14","5","20","26","137","2","25","518","93","52","","61","367","489","17","1914","","2","173","9","110","362","1","6","5789","11","50","13","14","6","1898","62","16","327","46","5","318","31","7522","21","15","0","8","5","94","346","64","11","18","742","36","3","189","342","43","117","13","69","1123","17391","9"
"2020-05-06","4","","124","86","10","27","1","39","176","4","344","72","250","35","14","19","2","12","123","56","14","4","141","21","104","1710","15","4","20","26","138","2","28","539","98","53","","61","373","539","17","2016","","2","174","9","114","366","1","6","5832","11","51","14","15","6","1936","63","16","354","46","5","335","32","7573","22","15","0","8","5","95","368","64","11","18","760","38","3","196","342","44","118","13","68","1129","17571","9"
"2020-05-07","4","","126","86","10","27","1","41","179","4","354","73","252","36","14","19","2","12","126","56","15","4","146","21","106","1731","15","4","20","27","146","2","31","557","99","54","","61","380","561","17","2076","","2","174","9","121","368","1","6","5876","11","53","15","15","6","2036","63","16","371","46","5","344","34","7624","23","15","0","8","5","95","368","64","12","18","772","38","4","198","342","47","126","30","73","1140","17667","9"
"2020-05-08","4","","130","86","10","27","1","44","185","4","376","76","254","39","13","19","2","12","126","56","15","5","152","21","109","1739","16","4","20","27","151","2","34","563","103","54","","61","381","573","17","2135","","2","174","9","126","374","1","6","5963","11","51","18","16","6","2124","66","16","383","46","5","344","34","7664","24","15","0","9","5","95","413","7","11","20","779","38","4","201","353","51","130","71","81","1160","17824","10"
"2020-05-09","4","","136","87","10","27","1","49","189","4","384","79","258","41","13","19","2","12","127","57","14","5","150","21","110","1750","16","4","20","29","151","2","34","575","107","54","","61","389","591","17","2213","","2","175","9","127","375","1","6","6019","11","51","19","16","6","2136","66","16","387","46","5","354","34","7692","25","15","0","9","5","97","432","21","11","20","780","37","4","203","353","65","131","12","84","1176","17960","10"
"2020-05-10","4","","150","87","10","27","1","48","192","4","391","79","260","41","13","19","2","12","126","57","14","5","150","21","110","1758","17","4","20","31","152","2","35","579","108","55","","62","393","601","18","2281","","2","176","9","127","376","1","6","6042","11","51","21","16","6","2138","66","16","389","46","5","367","34","7736","28","15","0","9","5","97","432","22","11","20","789","37","4","204","357","65","134","17","88","1182","18075","11"
"2020-05-11","4","","157","87","10","27","1","51","204","4","403","80","268","42","13","19","2","12","128","57","14","5","151","21","114","1765","17","4","20","33","153","2","36","586","110","55","","62","400","622","18","2332","","2","177","9","128","376","1","6","6064","11","51","21","16","6","2139","66","16","393","46","5","384","35","7752","30","16","0","9","5","98","420","26","11","20","809","38","4","211","358","65","139","10","93","1192","18194","11"
"2020-05-12","4","","161","87","10","28","1","52","214","4","411","82","275","43","13","19","2","12","126","57","14","5","152","21","114","1782","18","4","21","33","152","2","36","594","110","55","","61","401","636","17","2416","","2","175","9","129","377","1","6","6097","11","51","23","16","6","2144","67","16","399","47","5","401","36","7784","34","15","0","9","5","98","430","75","11","20","829","38","4","214","366","71","162","8","94","1206","18274","11"
"2020-05-13","4","","165","88","10","28","1","54","214","4","425","84","280","44","13","19","2","12","127","57","14","5","155","21","114","1784","18","4","21","34","152","2","36","605","111","55","","61","405","643","17","2446","","2","175","9","129","378","1","6","6137","11","51","22","16","6","2145","67","16","404","52","5","406","37","7830","38","15","0","9","5","98","444","84","11","20","849","38","4","213","373","76","161","10","94","1210","18389","11"
"2020-05-14","5","","168","88","10","29","1","58","226","4","470","90","286","46","13","19","2","14","129","57","14","5","161","21","115","1813","17","4","23","35","155","2","39","619","114","56","","62","411","669","17","2627","","2","176","10","132","380","1","6","6232","11","51","23","17","7","2171","67","16","415","52","5","435","38","7952","44","16","0","9","5","98","483","93","11","20","866","38","4","219","394","79","163","35","100","1231","18770","11"
"2020-05-15","6","","173","90","10","29","1","56","228","4","485","92","290","50","13","19","2","14","132","57","14","5","162","21","115","1835","17","4","23","35","162","2","38","629","116","57","","62","416","679","17","2705","","2","179","10","132","381","1","6","6274","11","51","25","18","8","2227","69","16","417","52","5","452","41","7994","46","16","0","9","5","99","501","97","11","21","877","38","4","222","399","82","166","15","106","1236","18882","11"
"2020-05-16","6","","174","91","11","30","1","56","234","4","500","95","295","53","14","19","3","14","132","57","14","5","162","21","116","1845","17","4","23","42","166","2","41","643","118","58","","62","416","708","17","2766","","3","180","10","134","383","2","6","6304","11","52","25","19","8","2227","70","16","420","53","5","468","41","8023","47","17","0","9","5","99","518","97","11","21","903","38","4","223","408","84","166","15","110","1241","19016","11"
"2020-05-17","6","","179","91","11","30","1","56","241","4","522","95","301","59","14","19","2","14","134","57","14","5","163","21","117","1866","17","5","23","42","166","2","44","648","119","58","","62","415","707","17","2825","","3","180","10","136","385","2","6","6345","11","52","26","18","8","2538","70","16","429","53","5","486","43","8043","50","17","0","10","5","99","531","88","11","21","913","39","4","225","403","86","170","3","112","1242","19065","11"
"2020-05-18","6","","186","91","11","31","1","57","248","4","528","95","304","60","14","19","2","15","135","57","14","5","165","21","118","1869","17","5","23","49","167","2","44","649","119","59","","62","415","719","17","2868","","3","180","10","136","386","2","6","6357","11","52","27","18","8","3051","71","16","433","55","5","513","50","8050","54","17","0","10","5","99","558","62","11","21","930","39","4","227","407","87","172","2","115","1245","19128","11"
"2020-05-19","6","","184","91","11","31","1","58","250","4","538","95","308","61","14","19","2","15","136","57","15","5","165","21","118","1891","17","5","23","50","165","2","44","650","123","65","","62","418","739","17","2934","","3","180","11","140","385","2","6","6367","11","52","27","19","8","3122","76","16","433","56","5","519","51","8078","58","18","0","10","5","99","573","13","11","21","940","39","4","235","412","90","173","2","116","1251","19292","11"
"2020-05-20","8","","191","91","11","32","1","57","255","4","552","97","320","66","14","21","2","17","136","58","16","5","168","21","122","1915","17","5","23","56","167","2","41","667","124","71","","65","421","751","18","3036","","3","182","11","140","387","2","6","6392","11","52","28","19","8","3195","76","16","438","60","5","530","63","8117","66","20","0","10","6","99","616","21","11","21","957","39","4","246","419","92","174","3","116","1261","19432","11"
"2020-05-21","9","","195","92","11","32","1","57","260","4","564","98","327","68","14","21","2","16","137","58","17","5","170","21","125","1926","17","5","23","57","168","2","42","674","129","73","","65","425","762","18","3145","","3","182","11","142","389","2","6","6420","11","52","29","19","8","3257","76","16","442","62","5","552","71","8125","69","20","0","10","5","99","632","42","11","21","968","39","4","249","422","92","178","3","117","1265","19538","11"
"2020-05-22","9","","197","93","11","32","1","57","269","4","571","99","334","73","14","21","2","17","136","58","17","5","173","21","125","1929","17","5","23","63","168","2","42","682","135","76","","67","430","778","18","3231","","5","183","11","144","390","3","6","6445","11","52","31","19","8","3275","79","16","455","63","5","561","75","8131","73","20","0","10","5","100","657","48","11","21","973","39","4","247","426","96","177","25","120","1275","19602","11"
"2020-05-23","10","","202","94","11","32","1","59","276","4","584","100","339","76","14","21","2","17","137","58","17","5","175","21","129","1936","17","5","23","67","168","2","42","695","141","77","","70","432","793","19","3308","","5","187","11","145","390","3","6","6482","11","53","31","19","8","3289","79","16","461","66","5","583","79","8192","74","20","0","10","5","100","673","61","11","21","982","39","4","238","429","100","183","4","121","1282","19697","11"
"2020-05-24","11","","210","95","11","32","1","60","282","4","587","101","341","77","14","21","2","17","138","58","17","5","176","21","132","1948","18","5","23","69","168","2","42","696","143","77","","74","436","797","19","3359","","5","190","11","146","391","3","6","6499","11","54","31","19","8","3303","79","16","461","65","5","590","89","8215","82","20","0","10","5","100","696","63","11","21","989","40","4","235","430","101","185","4","121","1294","19771","11"
"2020-05-25","11","","210","95","11","33","1","61","286","4","593","102","347","77","15","21","2","17","138","58","17","5","178","21","132","1961","18","5","23","71","170","2","42","701","143","82","","74","438","801","19","3385","","6","188","11","146","391","3","6","6516","11","54","31","19","8","3303","79","16","463","65","5","603","91","8226","84","20","0","10","5","100","709","65","11","21","997","40","4","235","431","102","185","3","123","1298","19816","11"
"2020-05-26","11","","212","95","12","33","1","61","287","4","596","103","349","78","15","21","2","17","138","58","17","5","178","21","138","1964","18","5","23","71","170","3","42","705","144","84","","74","438","802","19","3420","","5","188","11","146","392","3","6","6528","11","54","31","19","8","3305","79","16","464","65","5","604","92","8240","85","20","0","10","5","100","714","64","11","21","1000","40","4","236","431","104","186","3","126","1301","19926","11"
