"date","North Dakota/Adams","North Dakota/Barnes","North Dakota/Benson","North Dakota/Billings","North Dakota/Bottineau","North Dakota/Bowman","North Dakota/Burke","North Dakota/Burleigh","North Dakota/Cass","North Dakota/Cavalier","North Dakota/Dickey","North Dakota/Divide","North Dakota/Dunn","North Dakota/Eddy","North Dakota/Emmons","North Dakota/Foster","North Dakota/Golden Valley","North Dakota/Grand Forks","North Dakota/Grant","North Dakota/Griggs","North Dakota/Hettinger","North Dakota/Kidder","North Dakota/LaMoure","North Dakota/Logan","North Dakota/McHenry","North Dakota/McIntosh","North Dakota/McKenzie","North Dakota/McLean","North Dakota/Mercer","North Dakota/Morton","North Dakota/Mountrail","North Dakota/Nelson","North Dakota/Oliver","North Dakota/Pembina","North Dakota/Pierce","North Dakota/Ramsey","North Dakota/Ransom","North Dakota/Renville","North Dakota/Richland","North Dakota/Rolette","North Dakota/Sargent","North Dakota/Sheridan","North Dakota/Sioux","North Dakota/Slope","North Dakota/Stark","North Dakota/Steele","North Dakota/Stutsman","North Dakota/Towner","North Dakota/Traill","North Dakota/Unassigned","North Dakota/Walsh","North Dakota/Ward","North Dakota/Wells","North Dakota/Williams"
"2020-05-01","","   .00 %","","","","   .00 %","   .00 %","  2.60 %","  5.65 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  1.55 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  6.12 %",""," 16.67 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-02","","   .00 %","","","","   .00 %","   .00 %","  1.27 %","  5.54 %","","","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","","  1.15 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %"," 66.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  3.85 %",""," 42.86 %","","","   .00 %","   .00 %"," 19.05 %","   .00 %","   .00 %"
"2020-05-03","","   .00 %","","","","   .00 %","   .00 %","   .00 %","  5.77 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .75 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  1.85 %",""," 10.00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %"
"2020-05-04","","   .00 %","","","","   .00 %","   .00 %","  3.75 %","  4.13 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .75 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  3.64 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-05","","   .00 %","","","","   .00 %"," 66.67 %"," 10.84 %","  2.06 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .37 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 34.62 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","  9.09 %","","","   .00 %","   .00 %","   .00 %","   .00 %"," 18.18 %"
"2020-05-06","","   .00 %","","","","   .00 %","   .00 %"," 10.87 %","  6.69 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .37 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %"," ##.## %","","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-07","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","  3.35 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  1.48 %","   .00 %","","","","","","   .00 %","   .00 %"," 15.38 %","   .00 %","   .00 %","   .00 %"," -2.78 %","   .00 %","   .00 %"," 25.00 %"," 50.00 %"," 66.67 %","   .00 %","   .00 %"," 14.29 %"," ##.## %"," 50.00 %","","   .00 %","   .00 %","  5.26 %","","   .00 %","","   .00 %","   .00 %"," 14.29 %","  4.00 %","   .00 %"," 38.46 %"
"2020-05-08","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .98 %","  6.06 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  2.55 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.71 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-09","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","  3.86 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .71 %","   .00 %","","","","",""," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 40.00 %"," 50.00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","","   .00 %","   .00 %","  1.67 %","","  8.33 %","","   .00 %","   .00 %","   .00 %","  3.85 %","   .00 %","   .00 %"
"2020-05-10","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","  3.07 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .35 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-11","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .97 %","  1.99 %","","","   .00 %","  9.09 %"," ##.## %","   .00 %","   .00 %","","   .70 %"," ##.## %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","  2.78 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %",""," 15.38 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.56 %"
"2020-05-12","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .96 %","  5.48 %","","","   .00 %"," -8.33 %","   .00 %","   .00 %","   .00 %","","  2.09 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-11.11 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","  6.67 %","","   .00 %","   .00 %","   .00 %","  3.70 %","   .00 %","  5.26 %"
"2020-05-13","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .95 %","  7.97 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  1.37 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %"
"2020-05-14","","   .00 %","-50.00 %","","","   .00 %","   .00 %","   .94 %","  5.99 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  2.36 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," -2.63 %","  2.70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %"
"2020-05-15","","   .00 %","   .00 %","","","   .00 %","   .00 %","  1.87 %","  4.14 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .99 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.41 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-16","","   .00 %","   .00 %","","","   .00 %","   .00 %","  2.75 %","  7.17 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  2.61 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-17","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .89 %","  3.71 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .63 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  2.56 %","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," ##.## %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %"
"2020-05-18","","   .00 %","   .00 %","","","   .00 %","   .00 %","  2.65 %","  2.27 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-19","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .86 %","  4.77 %","","","   .00 %","  9.09 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","  6.67 %"," 16.67 %","   .00 %","   .00 %"," -7.14 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.29 %"," 40.00 %","   .00 %"," 22.22 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-20","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  2.56 %","  3.91 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .63 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 57.50 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 18.18 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  6.25 %",""," ##.## %","   .00 %"," 10.00 %","  3.57 %","   .00 %","  4.76 %"
"2020-05-21","","   .00 %","   .00 %",""," ##.## %","   .00 %","   .00 %","  5.00 %","  7.28 %","","","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","","   .31 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","  1.59 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %"," 12.50 %","   .00 %","   .00 %","  7.69 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 82.76 %","   .00 %","   .00 %"
"2020-05-22","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  1.59 %","  5.26 %","","","   .00 %","   .00 %"," ##.## %"," 20.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.14 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  5.88 %","","   .00 %","   .00 %","   .00 %","  1.89 %","   .00 %"," 13.64 %"
"2020-05-23","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .78 %","  3.12 %","","","   .00 %","   .00 %","-12.50 %","   .00 %","   .00 %","","   .31 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.29 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %"
"2020-05-24","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  1.55 %","  2.76 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .62 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  5.00 %","   .00 %"," 18.18 %","   .00 %","   .00 %","   .00 %"
"2020-05-25","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  2.36 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .62 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-26","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," -6.11 %","  1.02 %","","","   .00 %","   .00 %","-42.86 %","-33.33 %","   .00 %","","   .31 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," -7.81 %","   .00 %","-50.00 %","   .00 %","   .00 %","-25.00 %","-11.11 %","-11.11 %","   .00 %"," -5.00 %"," 25.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","-52.38 %","   .00 %","   .00 %","-33.33 %","   .00 %"," -4.00 %"
"2020-05-27","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  1.01 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .31 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-28","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  1.63 %","  2.26 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .31 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.26 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 10.00 %","   .00 %","   .00 %","  2.78 %","   .00 %","   .00 %"
"2020-05-29","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .80 %","  1.78 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .91 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 22.22 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-30","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .79 %","  1.44 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .60 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","  6.25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","  4.76 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  4.55 %","","  9.09 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.17 %"
"2020-05-31","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .79 %","  1.19 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  1.64 %","   .00 %","   .00 %","","  8.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-01",""," 25.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .78 %","  2.29 %","","","   .00 %"," -8.33 %","   .00 %","   .00 %","   .00 %","","   .90 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.69 %","  2.56 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %","   .00 %","","-50.00 %","   .00 %","   .00 %","   .00 %","  4.35 %","","  7.69 %","   .00 %","  7.69 %","   .00 %","   .00 %","   .00 %"
"2020-06-02","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .78 %","  1.03 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  -.30 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  2.70 %","   .00 %","   .00 %"
"2020-06-03","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  1.54 %","  1.19 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .30 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 22.22 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.83 %","","   .00 %","   .00 %","  7.14 %","  2.63 %","   .00 %","   .00 %"
"2020-06-04",""," 20.00 %","   .00 %",""," 50.00 %","   .00 %","   .00 %","  1.52 %","  1.12 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.44 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.55 %","   .00 %"," 33.33 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-05","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .75 %","  1.72 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","  5.88 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.35 %","   .00 %","   .00 %",""," ##.## %","   .00 %","   .00 %","   .00 %","  3.45 %","","   .00 %","   .00 %","   .00 %","  5.13 %","   .00 %","   .00 %"
"2020-06-06",""," 50.00 %"," ##.## %","","   .00 %","   .00 %","   .00 %","  4.44 %","  2.51 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","","   .00 %","   .00 %","  6.67 %","  4.88 %"," 66.67 %","   .00 %"
"2020-06-07","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .71 %","  1.65 %","","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %","   .00 %","","   .30 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.38 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","   .00 %","   .00 %","   .00 %","  2.33 %"," 20.00 %","   .00 %"
"2020-06-08","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .70 %","   .31 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .59 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 19.05 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %"
"2020-06-09","","   .00 %"," 50.00 %",""," 33.33 %","   .00 %","   .00 %","   .70 %","   .68 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 14.29 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.14 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.61 %","   .00 %"," -2.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-10","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  2.08 %","  1.45 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %",""," ##.## %"," ##.## %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.08 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-11","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  2.04 %","  1.33 %",""," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","  1.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %","   .00 %","  3.23 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  7.14 %","   .00 %","   .00 %","  2.27 %","   .00 %","  4.00 %"
"2020-06-12","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  4.00 %","  1.11 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .59 %","   .00 %","   .00 %","","   .00 %"," 33.33 %","","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","  1.64 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.12 %","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-13","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  1.92 %","  1.55 %",""," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .29 %","   .00 %","   .00 %","","   .00 %"," 12.50 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.61 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  2.22 %","   .00 %","   .00 %"
"2020-06-14","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  3.77 %","   .34 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .29 %","   .00 %","   .00 %","","   .00 %"," 11.11 %","","   .00 %","   .00 %","   .00 %"," 11.11 %","   .00 %","  3.17 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.78 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.96 %","","   .00 %","   .00 %","   .00 %","  2.17 %","   .00 %","   .00 %"
"2020-06-15","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  1.21 %","   .68 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .58 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.08 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-16","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  5.39 %","   .44 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .29 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  1.49 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  6.25 %","   .00 %","   .00 %","   .00 %"
