"date","Wisconsin/Adams","Wisconsin/Ashland","Wisconsin/Barron","Wisconsin/Bayfield","Wisconsin/Brown","Wisconsin/Buffalo","Wisconsin/Burnett","Wisconsin/Calumet","Wisconsin/Chippewa","Wisconsin/Clark","Wisconsin/Columbia","Wisconsin/Crawford","Wisconsin/Dane","Wisconsin/Dodge","Wisconsin/Door","Wisconsin/Douglas","Wisconsin/Dunn","Wisconsin/Eau Claire","Wisconsin/Florence","Wisconsin/Fond du Lac","Wisconsin/Forest","Wisconsin/Grant","Wisconsin/Green","Wisconsin/Green Lake","Wisconsin/Iowa","Wisconsin/Iron","Wisconsin/Jackson","Wisconsin/Jefferson","Wisconsin/Juneau","Wisconsin/Kenosha","Wisconsin/Kewaunee","Wisconsin/La Crosse","Wisconsin/Lafayette","Wisconsin/Langlade","Wisconsin/Lincoln","Wisconsin/Manitowoc","Wisconsin/Marathon","Wisconsin/Marinette","Wisconsin/Marquette","Wisconsin/Menominee","Wisconsin/Milwaukee","Wisconsin/Monroe","Wisconsin/Oconto","Wisconsin/Oneida","Wisconsin/Outagamie","Wisconsin/Ozaukee","Wisconsin/Pepin","Wisconsin/Pierce","Wisconsin/Polk","Wisconsin/Portage","Wisconsin/Price","Wisconsin/Racine","Wisconsin/Richland","Wisconsin/Rock","Wisconsin/Rusk","Wisconsin/Sauk","Wisconsin/Sawyer","Wisconsin/Shawano","Wisconsin/Sheboygan","Wisconsin/St. Croix","Wisconsin/Taylor","Wisconsin/Trempealeau","Wisconsin/Unassigned","Wisconsin/Vernon","Wisconsin/Vilas","Wisconsin/Walworth","Wisconsin/Washburn","Wisconsin/Washington","Wisconsin/Waukesha","Wisconsin/Waupaca","Wisconsin/Waushara","Wisconsin/Winnebago","Wisconsin/Wood"
"2020-05-07","0","0","0","0","53","-1","","2","0","1","0","9","2","4","0","0","1","2","0","1","0","6","1","0","0","0","0","3","1","30","0","0","1","","0","0","0","0","0","1","104","0","3","0","10","4","0","1","0","0","0","31","0","13","0","-1","0","0","6","0","","0","0","0","0","11","0","6","6","0","0","3","0"
"2020-05-08","0","0","3","0","71","0","","12","0","0","0","0","8","5","0","0","0","3","0","1","0","0","2","1","0","0","0","0","1","17","1","0","0","","0","0","1","2","0","0","149","0","1","1","12","2","0","0","0","0","0","44","0","19","0","0","0","3","0","3","","0","0","1","0","0","0","1","7","1","0","3","0"
"2020-05-09","0","0","0","0","57","0","","1","2","1","0","1","10","4","2","1","0","4","0","1","0","1","10","1","0","0","0","0","0","24","2","0","4","","0","2","2","1","0","0","132","0","1","0","6","3","0","0","0","0","0","46","0","4","0","2","0","0","0","1","","0","0","0","0","3","0","2","9","2","0","7","0"
"2020-05-10","0","0","2","0","63","0","","5","0","0","0","0","7","12","1","0","0","0","0","7","2","1","0","1","0","0","2","0","0","31","1","1","0","","0","0","0","0","0","0","98","0","-1","0","1","1","0","0","0","0","0","24","0","7","0","0","0","2","1","0","","0","0","0","0","6","0","1","4","0","0","0","0"
"2020-05-11","0","0","-1","0","27","0","","1","1","0","0","0","2","7","1","0","0","3","0","8","1","0","0","0","0","0","0","1","0","11","0","-1","0","","0","0","1","5","0","0","70","1","1","0","5","2","0","1","0","0","0","20","0","7","0","1","0","3","0","2","","0","0","0","0","5","0","1","9","0","0","2","2"
"2020-05-12","0","0","0","0","34","0","","2","1","0","2","0","3","1","0","0","0","3","0","7","0","1","1","0","0","0","0","1","0","23","0","2","0","","0","1","0","0","0","0","47","0","0","0","0","0","0","1","0","0","0","39","0","8","0","1","0","0","0","2","","1","0","1","0","4","0","1","5","0","0","1","0"
"2020-05-13","0","0","0","0","24","0","","1","0","0","0","0","13","4","1","0","5","1","0","3","1","1","2","2","0","0","0","2","0","20","0","0","1","","0","0","3","0","0","0","146","0","0","0","5","3","0","0","0","0","0","22","0","11","0","0","0","2","0","5","","0","0","2","0","-1","0","3","7","1","0","1","0"
"2020-05-14","0","0","0","0","17","0","1","2","2","1","0","1","4","4","0","1","1","2","0","8","0","1","3","0","1","0","1","2","0","26","0","3","1","","1","0","1","0","0","0","172","0","0","0","2","3","1","1","1","0","0","48","0","13","0","1","0","1","1","1","","1","0","1","0","8","0","3","23","1","0","6","1"
"2020-05-15","0","0","0","0","35","0","0","9","4","0","0","2","13","4","6","0","0","2","0","0","0","1","0","0","0","0","0","2","0","18","1","5","1","","0","1","2","0","0","0","148","0","2","0","4","6","0","1","0","0","0","87","0","13","0","2","0","1","1","0","","0","0","1","0","18","0","4","10","1","1","4","0"
"2020-05-16","0","0","0","0","36","0","0","1","2","1","2","2","12","6","4","0","1","0","0","5","2","0","2","0","0","0","0","0","0","40","0","2","0","","1","0","1","2","0","0","224","0","0","0","7","1","0","1","0","0","0","84","1","16","0","1","0","2","0","2","","0","0","2","0","8","0","11","13","1","0","5","1"
"2020-05-17","0","0","0","0","26","0","0","1","0","2","0","0","18","12","0","0","0","1","0","15","2","0","3","1","0","0","0","2","0","18","0","1","0","","0","1","1","1","0","0","186","0","0","0","4","2","0","3","0","0","0","13","0","7","0","0","0","0","1","5","","3","0","1","0","3","0","8","9","0","0","6","0"
"2020-05-18","0","0","0","0","6","0","1","1","2","0","0","1","1","3","0","1","-1","4","0","3","0","2","1","0","0","0","0","1","1","10","0","0","0","","0","0","0","1","0","0","60","0","0","0","3","0","0","1","0","0","0","17","0","3","0","0","0","2","0","4","","1","0","0","0","4","0","1","6","0","2","1","1"
"2020-05-19","0","0","0","0","16","0","-1","0","1","1","0","0","3","1","0","2","0","5","0","3","0","1","1","0","0","0","0","1","0","18","1","2","0","","0","3","1","0","0","0","71","0","0","0","4","3","0","1","1","0","0","27","0","6","0","0","0","0","1","0","","0","0","1","0","3","0","6","10","2","0","2","1"
"2020-05-20","0","0","0","0","17","0","0","2","1","1","1","0","22","3","1","0","0","3","0","3","2","3","3","0","0","0","0","0","0","23","0","0","1","","0","1","1","3","0","0","297","0","1","0","7","5","0","4","0","0","0","54","0","14","0","0","0","1","3","4","","0","0","0","0","9","0","8","22","0","0","8","0"
"2020-05-21","0","0","0","0","42","0","0","1","2","-1","-1","1","13","9","0","0","0","4","0","0","0","0","0","1","0","0","0","5","0","32","1","0","-1","1","0","2","0","0","0","0","183","1","0","0","8","1","0","4","2","1","1","51","0","41","0","0","3","2","3","5","1","2","0","1","1","20","1","8","13","0","0","7","1"
"2020-05-22","0","0","0","0","27","0","0","6","1","-1","1","1","11","16","1","1","1","7","0","7","0","3","0","1","0","0","0","8","0","27","0","1","1","0","0","0","1","2","0","0","179","0","1","0","13","2","0","4","4","0","0","103","0","27","0","0","0","0","2","1","0","0","0","1","1","13","0","7","10","1","0","19","0"
"2020-05-23","0","0","1","0","34","0","0","2","2","0","0","0","7","12","2","1","0","4","0","3","0","0","3","1","0","0","0","3","0","35","1","0","1","0","0","0","2","1","0","0","252","0","2","0","7","1","0","2","2","1","0","42","0","9","0","0","0","1","4","7","0","1","0","0","0","10","0","3","16","0","0","6","0"
"2020-05-24","0","0","0","0","5","0","0","0","1","0","0","0","2","3","0","0","1","3","0","7","0","1","1","0","0","0","0","2","0","15","0","-1","2","0","1","1","3","0","0","1","198","0","0","0","3","3","0","6","1","1","0","76","0","16","0","0","0","1","0","2","0","4","0","2","0","9","0","12","8","3","1","6","0"
"2020-05-25","0","0","0","0","6","0","0","1","4","0","1","1","8","9","0","1","1","2","0","9","1","5","1","1","1","0","0","4","0","3","0","1","2","0","0","0","1","1","0","0","167","0","0","0","9","1","0","0","0","0","0","7","0","24","0","0","0","0","0","1","0","2","0","0","0","3","0","13","6","0","0","10","0"
"2020-05-26","0","0","0","0","0","0","0","3","1","0","0","0","26","1","1","1","0","2","0","5","0","0","1","0","0","0","-1","6","0","7","0","3","3","2","1","2","0","0","0","0","165","0","0","0","3","0","0","1","0","0","0","1","0","14","0","0","0","0","1","2","0","1","0","1","0","0","0","3","11","3","0","9","0"
"2020-05-27","0","0","2","0","36","0","0","1","0","1","2","0","22","4","0","0","1","-1","0","6","12","2","3","1","0","0","0","2","0","25","0","0","0","-1","0","1","1","0","0","0","231","0","1","1","2","6","0","0","1","0","0","184","0","5","1","1","0","3","0","1","0","1","0","2","0","12","0","3","15","1","0","8","0"
"2020-05-28","0","0","0","0","15","0","0","0","-1","3","2","0","27","6","0","0","0","0","0","7","2","4","2","0","2","0","1","4","0","55","1","0","1","0","2","4","0","1","0","0","204","0","0","1","6","12","0","1","1","1","0","26","0","19","0","0","1","2","1","3","0","1","0","1","0","9","0","21","57","0","0","6","1"
"2020-05-29","0","0","1","0","8","0","0","1","2","0","1","0","26","8","0","0","0","8","0","2","2","1","5","2","1","0","1","5","1","43","0","2","1","0","0","0","3","0","0","0","477","0","0","0","9","3","0","1","0","0","0","47","0","13","0","0","0","2","3","3","1","1","0","1","0","7","0","5","15","2","0","19","0"
"2020-05-30","0","0","2","0","10","1","0","1","1","-1","1","0","20","35","0","0","0","1","0","9","0","1","1","1","1","0","1","3","0","34","0","0","0","0","0","0","5","0","1","0","227","0","2","0","10","1","0","0","1","0","0","62","0","12","0","0","0","1","1","4","0","1","0","0","1","13","0","10","25","10","0","14","0"
"2020-05-31","0","0","0","0","1","0","0","0","0","1","0","0","5","6","0","0","0","0","0","10","1","0","0","1","0","0","0","2","0","3","1","0","0","1","0","0","-1","0","0","0","94","1","0","0","4","2","0","0","0","0","0","8","0","4","0","0","0","1","2","5","0","0","0","0","0","3","0","4","6","2","0","6","0"
"2020-06-01","0","0","3","0","1","0","0","1","0","1","0","0","5","7","0","0","0","5","0","1","0","1","0","0","0","0","0","1","0","10","0","0","0","0","0","0","0","0","0","0","49","0","0","0","3","3","0","0","0","1","0","11","0","3","0","0","0","1","0","6","0","0","0","0","1","2","0","5","13","1","0","5","0"
"2020-06-02","0","0","0","0","14","0","0","1","1","0","0","0","24","-2","0","0","0","1","0","1","-1","0","2","0","0","0","0","3","-1","23","0","2","0","0","0","0","2","-1","0","0","205","1","1","0","2","0","0","2","3","2","0","29","0","7","0","1","0","2","5","3","0","1","0","0","0","1","0","3","13","3","0","21","0"
"2020-06-03","0","0","1","0","16","0","0","1","1","2","0","0","14","157","0","0","1","0","0","6","0","2","2","2","1","0","2","4","0","16","1","3","0","0","0","2","3","0","2","0","104","0","1","2","7","5","0","0","2","0","0","35","0","12","0","2","0","1","3","2","0","3","0","0","0","26","0","1","22","0","2","14","0"
"2020-06-04","0","0","-1","0","11","0","0","0","0","2","0","0","16","3","2","0","1","2","0","4","1","0","0","0","-1","0","0","2","0","29","0","6","1","1","0","0","0","1","-1","0","280","0","0","0","7","4","0","2","4","0","0","41","0","13","0","0","0","2","3","3","0","1","0","0","0","0","0","5","21","2","-1","25","1"
"2020-06-05","1","1","0","0","8","0","0","0","0","2","0","0","11","8","-1","0","0","3","0","1","5","0","0","0","0","0","-2","6","0","13","0","4","1","0","0","1","2","0","0","0","159","0","0","1","7","3","0","1","3","9","0","40","0","11","0","0","0","0","4","2","0","2","0","0","0","4","0","6","13","2","1","25","0"
"2020-06-06","0","0","0","0","5","0","0","0","0","3","0","0","14","1","0","1","1","2","0","7","-1","0","1","0","0","0","1","2","1","8","0","0","1","0","0","0","6","0","0","0","141","0","2","0","10","3","0","0","2","10","0","28","0","3","0","0","0","3","6","3","0","6","0","0","0","7","1","5","17","2","0","20","0"
"2020-06-07","0","0","0","0","3","0","0","1","1","0","2","0","29","5","0","0","0","2","0","0","0","0","0","0","1","0","1","4","0","7","0","1","3","0","0","0","1","3","0","0","125","1","1","0","7","3","0","0","0","2","0","4","0","0","0","2","0","0","3","0","0","2","0","0","0","0","0","0","13","6","0","31","0"
"2020-06-08","0","0","0","0","0","0","0","1","0","0","0","0","13","0","0","0","2","1","0","6","0","0","0","1","0","0","1","2","0","12","0","1","0","4","0","1","0","0","0","0","87","0","0","1","7","1","0","0","0","0","0","1","0","22","0","0","0","1","0","1","0","2","0","0","0","5","0","2","15","1","0","12","0"
"2020-06-09","1","0","0","0","22","0","0","0","0","3","1","0","15","6","0","0","0","0","0","2","1","1","0","0","-1","0","-1","4","0","9","1","7","2","-3","0","0","2","1","1","0","73","0","0","0","12","0","0","1","1","4","0","28","0","7","0","1","1","3","4","1","0","1","0","1","0","12","0","2","6","0","3","34","1"
"2020-06-10","0","0","1","0","6","0","0","0","1","0","2","0","13","4","0","0","0","2","0","6","0","0","0","0","0","0","1","4","0","13","0","4","1","0","0","0","3","0","1","0","123","4","0","0","5","1","0","0","2","12","0","13","0","10","0","0","0","0","2","1","0","1","0","0","0","4","0","2","13","3","0","26","1"
