"date","New York/Albany","New York/Allegany","New York/Bronx","New York/Broome","New York/Cattaraugus","New York/Cayuga","New York/Chautauqua","New York/Chemung","New York/Chenango","New York/Clinton","New York/Columbia","New York/Cortland","New York/Delaware","New York/Dutchess","New York/Erie","New York/Essex","New York/Franklin","New York/Fulton","New York/Genesee","New York/Greene","New York/Hamilton","New York/Herkimer","New York/Jefferson","New York/Kings","New York/Lewis","New York/Livingston","New York/Madison","New York/Monroe","New York/Montgomery","New York/Nassau","New York/New York City","New York/Niagara","New York/Oneida","New York/Onondaga","New York/Ontario","New York/Orange","New York/Orleans","New York/Oswego","New York/Otsego","New York/Putnam","New York/Queens","New York/Rensselaer","New York/Richmond","New York/Rockland","New York/Saratoga","New York/Schenectady","New York/Schoharie","New York/Schuyler","New York/Seneca","New York/St. Lawrence","New York/Steuben","New York/Suffolk","New York/Sullivan","New York/Tioga","New York/Tompkins","New York/Ulster","New York/Unassigned","New York/Warren","New York/Washington","New York/Wayne","New York/Westchester","New York/Wyoming","New York/Yates"
"2020-04-23","  3.20 %","   .00 %","","  3.80 %","  1.73 %","   .56 %","  3.24 %","  1.09 %","  1.28 %","  1.77 %","  3.25 %","   .00 %","  1.44 %","  2.25 %","  3.96 %","  6.67 %","   .00 %","   .74 %","  8.40 %","  1.66 %","   .00 %","  2.84 %","  2.34 %","","  2.50 %","  2.11 %"," -1.80 %","  2.71 %","  2.80 %","  1.94 %","  1.48 %","  4.78 %","  3.43 %","   .23 %","  1.14 %","   .99 %","  7.69 %","  1.86 %","  1.25 %"," -2.60 %","","  3.31 %","","  1.39 %","  1.73 %","   .10 %","  1.00 %"," -2.50 %","   .00 %","  7.30 %","  -.52 %","  2.50 %","  2.09 %","  4.61 %","   .02 %","  1.52 %","   .00 %","  4.88 %","  9.18 %","  1.58 %","  2.29 %"," -1.36 %","  4.22 %"
"2020-04-24","  3.39 %","   .67 %","","  3.87 %","  2.81 %","  1.64 %","  4.01 %","  1.60 %","  1.50 %","  1.73 %","  3.84 %","   .00 %","  1.84 %","  2.36 %","  3.54 %","  4.17 %","   .00 %","  1.46 %","  1.66 %","  1.15 %","   .00 %","  2.73 %","  1.46 %","","  2.50 %","  2.49 %"," -1.80 %","  3.05 %","  2.21 %","  1.77 %","  1.65 %","  6.26 %","  3.29 %","   .22 %","   .85 %","  1.99 %","  5.59 %","  1.79 %","   .82 %"," -3.73 %","","  1.36 %","","  1.51 %","  2.14 %","   .72 %","  1.00 %"," -2.50 %","   .00 %","  6.59 %","  -.52 %","  2.63 %","  3.25 %","  2.74 %","   .36 %","   .42 %","   .00 %","  4.96 %","  5.70 %","  1.18 %","  2.27 %","  -.39 %","  4.22 %"
"2020-04-25","  5.58 %","  3.25 %","","  4.78 %","  5.89 %","  5.74 %","  4.01 %","  7.68 %","  3.17 %","  1.29 %","  4.80 %","  2.40 %","  4.58 %","  3.10 %","  4.85 %","  3.77 %","  1.54 %"," 23.52 %","  3.52 %","  4.69 %","   .00 %","  2.73 %","  1.80 %","","   .00 %","  8.85 %","  1.03 %","  4.06 %","  5.80 %","  1.96 %","  1.90 %","  6.25 %","  5.54 %","   .72 %","  3.03 %","  4.27 %"," 10.59 %","  2.02 %","  4.41 %","  4.87 %","","  3.69 %","","  3.29 %","  4.92 %","  9.74 %"," 12.43 %"," -2.50 %"," 20.00 %","  7.31 %","  1.79 %","  2.21 %","  4.34 %"," 17.09 %","  1.18 %","  3.54 %","   .00 %","  5.56 %"," 12.29 %","  5.71 %","  2.30 %","  6.12 %"," 11.09 %"
"2020-04-26","  6.17 %","  3.25 %","","  4.65 %","  5.30 %","  5.74 %","  5.50 %","  7.71 %","  3.35 %","   .44 %","  3.61 %","  2.40 %","  -.73 %","  3.21 %","  5.31 %","  2.77 %","  1.54 %"," 23.85 %","  3.61 %","  5.02 %","   .00 %","  2.68 %","  2.14 %","","   .00 %","  9.54 %","  1.37 %","  4.24 %","  5.09 %","  2.13 %","  1.89 %","  7.26 %","  6.28 %","  1.57 %","  3.23 %","  3.03 %","  8.88 %","  3.42 %","  4.41 %","  4.55 %","","  5.59 %","","  3.35 %","  4.13 %","  7.80 %"," 13.64 %"," -2.50 %"," 21.11 %","  6.90 %","  2.08 %","  2.24 %","  4.21 %"," 17.09 %","   .51 %","  3.53 %","   .00 %","  5.81 %"," 13.85 %","  5.31 %","  2.33 %","  6.83 %"," 12.34 %"
"2020-04-27","  5.89 %","  3.25 %","","  3.60 %","  4.16 %","  6.16 %"," -2.62 %","  8.09 %","  3.78 %","  1.15 %","  4.03 %","  2.40 %","  -.73 %","  3.16 %","  5.77 %","  1.82 %","  1.54 %"," 23.11 %","  4.00 %","  5.20 %","   .00 %","  1.83 %","  2.14 %","","   .00 %"," 10.21 %","   .84 %","  3.68 %","  4.55 %","  2.02 %","  1.74 %","  7.19 %","  5.76 %","  1.90 %","  3.43 %","  3.00 %","  7.74 %","  3.42 %","  5.07 %","  4.42 %","","  4.20 %","","  3.28 %","  4.12 %","  7.20 %"," 13.64 %"," -2.50 %"," 21.11 %","  6.64 %","   .33 %","  2.39 %","  4.87 %"," 16.01 %","   .51 %","  4.02 %","   .00 %","  6.41 %"," 12.85 %","  6.14 %","  2.07 %","  8.18 %"," 10.34 %"
"2020-04-28","  5.93 %","  3.25 %","","  3.52 %","  4.16 %","  5.61 %","  2.94 %","  8.75 %","  3.02 %","  2.57 %","  4.63 %","  2.40 %","  3.49 %","  2.76 %","  4.76 %","  3.48 %","  1.54 %"," 24.40 %","  3.48 %","  4.93 %","   .00 %","  1.45 %","  1.40 %","","   .00 %"," 10.15 %","  3.65 %","  3.56 %","  4.88 %","  1.78 %","  2.17 %","  5.59 %","  5.40 %","  4.35 %","  4.36 %","  4.27 %","  6.67 %","  5.23 %","  5.63 %","  9.77 %","","  5.61 %","","  3.16 %","  5.41 %"," 11.37 %"," 14.35 %","   .00 %"," 21.11 %","  4.15 %","  4.44 %","  2.05 %","  5.84 %"," 18.60 %","  1.16 %","  5.69 %","   .00 %","  4.78 %"," 11.08 %","  6.05 %","  1.70 %","  9.54 %"," 10.34 %"
"2020-04-29","  5.84 %","  2.58 %","","  3.34 %","  3.97 %","  4.53 %","  2.84 %","  9.02 %","  2.75 %","  2.19 %","  5.08 %","  2.40 %","  3.43 %","  2.75 %","  4.21 %","  4.25 %","  2.97 %"," 23.99 %","  3.72 %","  5.06 %","   .00 %","   .71 %","   .68 %","","   .00 %","  9.30 %","  3.65 %","  3.23 %","  5.69 %","  1.62 %","  1.84 %","  3.86 %","  5.56 %","  4.13 %","  4.36 %","  3.55 %","  7.58 %","  4.41 %","  5.94 %","  9.94 %","","  5.84 %","","  2.86 %","  4.60 %"," 11.17 %"," 14.88 %","   .00 %"," 21.11 %","  3.43 %","  4.82 %","  1.68 %","  5.28 %"," 19.09 %","   .99 %","  5.33 %","   .00 %","  4.55 %"," 10.79 %","  6.05 %","  1.45 %","  9.20 %"," 10.34 %"
"2020-04-30","  5.34 %","   .00 %","","  2.50 %","   .89 %","   .43 %","  4.13 %","  3.45 %","  1.50 %","  1.81 %","  3.98 %","   .00 %","  1.02 %","  2.12 %","  3.67 %","  3.18 %","  1.43 %","  3.12 %","  1.65 %","  4.26 %","   .00 %","   .71 %","   .67 %","","   .00 %","  3.54 %","  1.61 %","  2.32 %","  2.89 %","  1.19 %","  1.55 %","  4.09 %","  3.82 %","  4.62 %","  1.89 %","  1.64 %","  3.52 %","  2.06 %","  2.25 %","  1.85 %","","  5.42 %","","  1.09 %","  2.04 %","  3.06 %","  4.99 %","   .00 %","  1.64 %","  2.12 %","  1.15 %","  1.42 %","  4.00 %","  4.54 %","   .32 %","  1.87 %","   .00 %","  6.07 %","  5.65 %","  1.81 %","  1.25 %","  3.31 %","  2.43 %"
"2020-05-01","  4.92 %","   .00 %","","  3.08 %","  1.74 %","  1.68 %","  3.86 %","  3.03 %","  1.26 %","  1.38 %","  7.31 %","   .00 %","  1.02 %","  1.93 %","  3.34 %","  3.18 %","  1.43 %","  3.91 %","  1.36 %","  4.92 %","   .00 %","  1.04 %","   .33 %","","   .00 %","  4.01 %","  2.50 %","  2.35 %","  2.83 %","   .93 %","  1.40 %","  3.64 %","  3.27 %","  4.45 %","  1.63 %","  1.54 %","  2.87 %","   .97 %","  2.25 %","  1.84 %","","  4.29 %","","   .97 %","  1.64 %","  2.75 %","  4.26 %","   .00 %","  1.55 %","  1.06 %","   .86 %","  1.20 %","  3.99 %","  4.99 %","   .32 %","  1.75 %","   .00 %","  6.29 %","  6.15 %","  1.81 %","  1.11 %","  2.90 %","  1.18 %"
"2020-05-02","  4.83 %","   .00 %","","  3.17 %","  2.15 %","  1.25 %","  3.17 %","  2.82 %","   .83 %","  1.01 %","  7.19 %","   .00 %","  1.02 %","  1.77 %","  3.56 %","  3.18 %","  1.43 %","  4.98 %","   .93 %","  5.17 %","   .00 %","  1.02 %","   .66 %","","   .00 %","  4.16 %","  3.78 %","  2.88 %","  2.83 %","   .93 %","  1.44 %","  3.87 %","  3.61 %","  4.47 %","  1.37 %","  1.58 %","  3.08 %","  1.60 %","  1.58 %","  1.63 %","","  4.83 %","","  1.00 %","  1.45 %","  2.66 %","  4.26 %","   .00 %","  2.04 %","   .82 %","   .76 %","  1.21 %","  4.48 %","  4.99 %","   .32 %","  1.71 %","   .00 %","  4.84 %","  7.32 %","  1.14 %","  1.13 %","  1.84 %","  1.18 %"
"2020-05-03","  4.54 %","   .00 %","","  4.23 %","  3.35 %","  1.25 %","  3.74 %","  2.05 %","   .83 %","  2.30 %","  6.49 %","   .00 %","   .67 %","  1.84 %","  3.73 %","  2.22 %","  1.43 %","  4.45 %","   .79 %","  6.26 %","   .00 %","  1.35 %","   .66 %","","   .00 %","  5.04 %","  3.72 %","  2.70 %","  2.72 %","   .95 %","  1.44 %","  4.19 %","  3.54 %","  5.12 %","  1.09 %","  1.38 %","  3.94 %","   .94 %","   .61 %","  1.68 %","","  5.21 %","","   .98 %","  1.14 %","  2.37 %","  3.47 %","   .00 %","  3.47 %","   .81 %","   .75 %","  1.27 %","  4.35 %","  1.89 %","   .47 %","  1.74 %","   .00 %","  4.76 %","  7.38 %","  1.40 %","  1.13 %","  1.84 %","  2.29 %"
"2020-05-04","  3.86 %","   .00 %","","  4.13 %","  2.46 %","  1.25 %","  3.63 %","  1.15 %","   .82 %","  2.90 %","  5.44 %","   .00 %","   .66 %","  1.68 %","  3.54 %","  1.46 %","  1.33 %","  4.63 %","   .91 %","  6.30 %","   .00 %","  1.67 %","   .98 %","","   .00 %","  4.90 %"," 12.46 %","  2.59 %","  1.90 %","   .81 %","  1.28 %","  4.22 %","  5.50 %","  4.44 %","  1.30 %","  1.21 %","  2.69 %","  1.25 %","   .30 %","  1.64 %","","  5.19 %","","   .86 %","  1.19 %","  2.24 %","  2.94 %","   .00 %","  3.47 %","   .93 %","   .46 %","  1.07 %","  3.78 %","  1.41 %","   .31 %","  1.58 %","   .00 %","  4.92 %","  7.14 %","  1.66 %","  1.01 %","  1.21 %","  2.29 %"
"2020-05-05","  2.13 %","   .00 %","","  3.57 %","  2.46 %","  1.25 %","  2.34 %","   .65 %","   .41 %","  3.20 %","  6.34 %","   .00 %","   .33 %","  1.30 %","  3.24 %","  1.40 %","  1.33 %","  6.54 %","   .78 %","  4.88 %","   .00 %","  2.94 %","   .65 %","","   .00 %","  4.54 %"," 12.22 %","  2.41 %","  2.90 %","   .71 %","  1.10 %","  3.88 %","  5.57 %","  3.80 %","  1.51 %","  1.12 %","  2.16 %","  1.54 %","   .00 %","  1.23 %","","  3.40 %","","   .73 %","   .78 %","  1.40 %","  1.41 %","   .00 %","  3.39 %","   .57 %","   .46 %","   .94 %","  3.28 %","   .90 %","   .16 %","  1.19 %","   .00 %","  1.76 %","  5.05 %","  1.90 %","   .86 %","   .88 %","  1.11 %"
"2020-05-06","  1.88 %","   .00 %","","  2.93 %","  1.99 %","   .00 %","  1.67 %","   .80 %","   .60 %","  2.52 %","  7.99 %","   .00 %","   .33 %","  1.24 %","  2.86 %","  1.40 %","  1.33 %","  6.03 %","  1.02 %","  6.31 %"," 13.33 %","  2.55 %","   .65 %","","   .00 %","  4.08 %"," 11.72 %","  2.29 %","  3.18 %","   .65 %","  1.00 %","  4.54 %","  5.19 %","  4.20 %","  1.70 %","  1.04 %","  2.30 %","  1.81 %","   .00 %","   .99 %","","  3.10 %","","   .66 %","   .72 %","  1.40 %","   .93 %","   .00 %","  2.36 %","   .45 %","   .64 %","   .87 %","  2.52 %","  1.31 %","   .16 %","  1.28 %","   .00 %","  1.18 %","  2.19 %","  1.90 %","   .80 %","   .58 %","  1.11 %"
"2020-05-07","  1.72 %","   .00 %","","  3.39 %","  3.43 %","   .39 %","  2.72 %","   .80 %","  1.19 %","  2.19 %","  8.45 %","   .71 %","   .65 %","  1.18 %","  2.83 %","  1.40 %","  1.33 %","  5.16 %","  1.63 %","  6.94 %"," 13.33 %","  3.98 %","   .64 %","","  2.22 %","  4.61 %"," 11.58 %","  1.93 %","  3.18 %","   .58 %","   .90 %","  5.19 %","  5.21 %","  4.32 %","  1.89 %","   .92 %","  3.05 %","  1.19 %","   .00 %","  1.23 %","","  3.38 %","","   .55 %","   .71 %","  1.13 %","   .93 %","   .00 %","  1.87 %","   .56 %","   .64 %","   .81 %","  1.87 %","  1.52 %","   .31 %","  1.31 %","   .00 %","   .85 %","   .64 %","  1.34 %","   .72 %","   .58 %","  1.11 %"
"2020-05-08","  1.93 %","   .00 %","","  2.17 %","  2.23 %","   .39 %","  2.15 %","   .79 %","  1.19 %","  2.35 %","  8.19 %","   .71 %","   .65 %","  1.21 %","  2.78 %","  1.36 %","  2.58 %","  4.80 %","  1.75 %","  5.77 %"," 13.33 %","  4.20 %","  1.27 %","","  2.22 %","  3.82 %"," 11.55 %","  2.07 %","  2.76 %","   .55 %","   .84 %","  5.02 %","  4.94 %","  4.20 %","  1.83 %","   .95 %","  4.60 %","  1.76 %","   .00 %","  1.18 %","","  3.38 %","","   .53 %","  1.35 %","  1.15 %","   .00 %","   .00 %","   .44 %","  1.11 %","   .63 %","   .77 %","  1.79 %","  1.93 %","   .31 %","  1.28 %","   .00 %","  1.15 %","  1.59 %","  1.05 %","   .67 %","  1.14 %","  1.05 %"
"2020-05-09","  1.93 %","   .00 %","","  2.19 %","  2.57 %","   .78 %","  1.59 %","   .78 %","  1.75 %","  2.28 %","  7.81 %","   .71 %","   .32 %","  1.17 %","  2.67 %","  1.36 %","  1.25 %","  4.50 %","  1.36 %","  5.88 %"," 13.33 %","  4.14 %","  1.25 %","","  4.22 %","  3.53 %","  2.89 %","  2.16 %","  3.38 %","   .57 %","   .85 %","  4.95 %","  3.03 %","  4.64 %","  1.62 %","  1.02 %","  4.76 %","  2.29 %","   .00 %","  1.03 %","","  3.87 %","","   .50 %","  1.69 %","  1.32 %","   .44 %","   .00 %","  1.31 %","  1.00 %","   .63 %","   .78 %","  1.88 %","  2.94 %","   .46 %","  1.24 %","   .00 %","  1.03 %","  1.67 %","   .78 %","   .65 %","  1.69 %","  1.05 %"
"2020-05-10","  2.05 %","   .57 %","","  2.00 %","  2.57 %","  2.66 %","  2.09 %","   .78 %","  1.75 %","  1.99 %","  6.83 %","   .71 %","   .64 %","  1.29 %","  2.74 %","  1.31 %","  1.25 %","  1.99 %","  1.59 %","  4.51 %"," 13.33 %","  3.39 %","  1.54 %","","  4.22 %","  3.50 %","  2.42 %","  2.33 %","  1.90 %","   .57 %","   .84 %","  4.85 %","  2.84 %","  4.77 %","  1.80 %","   .86 %","  5.01 %","  1.99 %","   .00 %","  1.10 %","","  3.85 %","","   .50 %","  1.79 %","  1.24 %","   .44 %","   .00 %","  1.29 %","  1.00 %","   .54 %","   .80 %","  2.13 %","  2.69 %","   .46 %","  1.34 %","   .00 %","  1.52 %","  1.86 %","   .51 %","   .69 %","  1.93 %","  2.05 %"
"2020-05-11","  1.97 %","  1.68 %","","  1.85 %","  2.52 %","  3.35 %","  1.55 %","   .47 %","  1.72 %","  1.99 %","  1.54 %","   .71 %","   .95 %","  1.14 %","  2.27 %","  1.31 %","  1.25 %","  1.74 %","  1.33 %","  1.86 %","   .00 %","  3.59 %","  1.54 %","","  4.22 %","  2.80 %","  1.70 %","  2.25 %","  1.25 %","   .52 %","   .77 %","  3.61 %","  2.94 %","  4.04 %","  1.57 %","   .79 %","  4.83 %","  1.40 %","   .00 %","  1.09 %","","  3.48 %","","   .45 %","  1.68 %","   .86 %","   .44 %","   .00 %","  1.29 %","  1.09 %","   .44 %","   .76 %","  2.17 %","  2.20 %","   .46 %","  1.01 %","   .00 %","  2.38 %","  2.15 %","   .76 %","   .62 %","  1.93 %","  2.05 %"
"2020-05-12","  1.87 %","  3.79 %","","  1.04 %","   .67 %","  2.96 %","   .99 %","   .31 %","  1.31 %","  2.25 %","   .79 %","   .69 %","   .63 %","  1.01 %","  1.84 %","  1.31 %","  1.25 %","  6.31 %","   .70 %","   .80 %","   .00 %","  1.83 %","  1.23 %","","  2.00 %","  1.45 %","   .40 %","  2.29 %","  1.25 %","   .44 %","   .65 %","  2.68 %","  2.11 %","  3.25 %","  1.17 %","   .64 %","  4.32 %","  1.67 %","   .00 %","   .59 %","","  2.57 %","","   .36 %","  1.71 %","  1.07 %","   .44 %","  2.86 %","  1.29 %","  1.09 %","   .44 %","   .64 %","  1.85 %","  2.00 %","   .31 %","   .68 %","   .00 %","  2.75 %","  2.04 %","  1.25 %","   .49 %","  1.64 %","  2.05 %"
"2020-05-13","  1.54 %","  4.74 %","","   .97 %","   .67 %","  2.96 %","  1.46 %","   .31 %","  1.31 %","  1.06 %","   .91 %","  1.36 %","   .94 %","   .91 %","  1.60 %","   .65 %","   .00 %","  6.66 %","   .59 %","   .70 %","   .00 %","  2.03 %","   .60 %","","  2.00 %","   .59 %","   .32 %","  2.46 %","  1.23 %","   .41 %","   .59 %","  2.67 %","  2.05 %","  3.61 %","   .95 %","   .61 %","  3.27 %","  1.10 %","   .00 %","   .63 %","","  2.05 %","","   .31 %","  1.11 %","  1.02 %","   .88 %","  2.86 %","  1.29 %","   .53 %","   .44 %","   .59 %","  1.79 %","  1.77 %","   .76 %","   .72 %","   .00 %","  2.31 %","  1.26 %","  1.24 %","   .45 %","  1.08 %","  1.95 %"
"2020-05-14","  1.28 %","  4.74 %","","   .59 %","  1.32 %","  2.58 %","  1.93 %","   .15 %","   .55 %","  1.29 %","  1.48 %","  2.65 %","  1.24 %","   .92 %","  1.50 %","   .65 %","   .00 %","  7.03 %","   .58 %","   .29 %","   .00 %","  2.24 %","   .59 %","","  1.82 %","   .98 %","   .40 %","  2.61 %","   .90 %","   .37 %","   .57 %","  2.52 %","  1.82 %","  3.18 %","  4.62 %","   .59 %","  3.53 %","   .79 %","   .00 %","   .64 %","","   .77 %","","   .31 %","   .79 %","   .90 %","   .43 %","  2.86 %","   .42 %","   .53 %","   .35 %","   .59 %","  1.75 %","   .76 %","   .61 %","   .75 %","   .00 %","  2.37 %","  1.06 %","  2.43 %","   .45 %","   .53 %","  1.95 %"
"2020-05-15","  1.44 %","  4.17 %","","   .90 %","  1.32 %","  1.02 %","  1.88 %","   .30 %","   .73 %","  2.28 %","  1.32 %","  2.65 %","   .92 %","   .81 %","  1.44 %","   .00 %","   .00 %","  6.60 %","   .35 %","   .29 %","   .00 %","  1.96 %","   .87 %","","  1.82 %","   .78 %","   .40 %","  2.81 %","  1.46 %","   .34 %","   .64 %","  2.94 %","  1.56 %","  2.64 %","  4.85 %","   .58 %","  3.15 %","  1.31 %","   .00 %","   .58 %","","   .91 %","","   .30 %","   .93 %","  1.10 %","   .43 %","  2.86 %","   .00 %","   .53 %","   .35 %","   .55 %","  1.70 %","   .94 %","   .61 %","   .83 %","   .00 %","  1.96 %","  1.05 %","  2.62 %","   .41 %","   .00 %","   .95 %"
"2020-05-16","  1.55 %","  3.06 %","","  1.81 %","  1.30 %","   .99 %","  3.22 %","   .45 %","   .71 %","  3.69 %","  1.49 %","  3.25 %","   .91 %","   .87 %","  1.66 %","   .00 %","  1.18 %","  6.64 %","   .57 %","   .48 %","   .00 %","  2.37 %","   .87 %","","  3.48 %","   .97 %","   .55 %","  3.45 %","  2.30 %","   .36 %","   .66 %","  3.29 %","  2.35 %","  2.70 %","  5.57 %","   .61 %","  4.69 %","  2.06 %","   .00 %","   .52 %","","  1.28 %","","   .32 %","   .97 %","  1.29 %","   .43 %","  2.86 %","   .41 %","   .21 %","   .44 %","   .55 %","  1.88 %","   .92 %","   .90 %","  1.12 %","   .00 %","  1.00 %","   .75 %","  2.59 %","   .45 %","   .26 %","   .95 %"
"2020-05-17","  1.32 %","   .95 %","","  1.80 %","  1.30 %","   .99 %","  2.73 %","   .45 %","   .88 %","  3.65 %","  1.61 %","  2.56 %","  1.20 %","   .83 %","  1.81 %","   .62 %","  1.18 %","  4.97 %","   .68 %","   .58 %","   .00 %","  2.37 %","   .87 %","","  8.10 %","  1.53 %","   .55 %","  3.62 %","  2.30 %","   .36 %","   .69 %","  3.37 %","  2.38 %","  2.81 %","  6.57 %","   .64 %","  4.72 %","  2.03 %","   .00 %","   .68 %","","  1.08 %","","   .40 %","  1.01 %","  1.31 %","   .43 %","  2.50 %","   .81 %","   .10 %","   .43 %","   .56 %","  1.93 %","  1.10 %","  1.05 %","  1.16 %","   .00 %","   .98 %","   .84 %","  2.97 %","   .47 %","   .26 %","  1.86 %"
"2020-05-18","  1.51 %","   .00 %","","  2.08 %","  1.91 %","  1.62 %","  2.67 %","   .30 %","  1.05 %","  3.82 %","  1.70 %","  2.48 %","   .90 %","   .71 %","  1.63 %","   .62 %","  1.18 %","  5.52 %","   .68 %","   .67 %","   .00 %","  1.85 %","   .87 %","","  9.35 %","  1.33 %","   .39 %","  3.29 %","  2.00 %","   .33 %","   .63 %","  3.46 %","  2.40 %","  1.73 %","  6.47 %","   .56 %","  3.37 %","  2.03 %","   .00 %","   .59 %","","  1.12 %","","   .37 %","  1.14 %","  1.39 %","   .43 %","  4.72 %","   .81 %","   .00 %","   .43 %","   .49 %","  1.89 %","   .91 %","   .73 %","  1.01 %","   .00 %","   .97 %","   .46 %","  2.94 %","   .45 %","   .52 %","  2.65 %"
"2020-05-19","  1.87 %","   .00 %","","  2.31 %","  1.52 %","  2.55 %","  2.20 %","   .30 %","  1.05 %","  3.05 %","  1.37 %","  1.77 %","   .59 %","  1.34 %","  1.52 %","  1.23 %","  1.18 %","  4.95 %","   .79 %","   .67 %","   .00 %","  1.37 %","   .58 %","","  8.71 %","   .93 %","   .39 %","  3.31 %","  1.70 %","   .28 %","   .55 %","  3.54 %","  2.39 %","  3.24 %","  3.34 %","   .44 %","  3.06 %","  2.69 %","   .00 %","   .78 %","","   .98 %","","   .32 %","   .99 %","  1.11 %","   .43 %","  4.72 %","   .81 %","   .00 %","   .52 %","   .41 %","  1.50 %","   .91 %","   .87 %","   .92 %","   .00 %","   .70 %","   .46 %","  1.95 %","   .38 %","   .52 %","  3.45 %"
"2020-05-20","  1.81 %","   .00 %","","  2.27 %","  1.81 %","  2.21 %","  2.16 %","   .15 %","   .87 %","  2.07 %","  1.00 %","  1.77 %","   .59 %","  1.27 %","  1.42 %","  1.23 %","  1.18 %","  5.03 %","  1.01 %","   .57 %","   .00 %","  1.36 %","   .00 %","","  8.71 %","   .93 %","  2.77 %","  3.35 %","   .83 %","   .26 %","   .44 %","  2.92 %","  2.39 %","  3.64 %","  5.09 %","   .44 %","  3.14 %","  2.41 %","   .00 %","   .83 %","","  1.15 %","","   .31 %","   .80 %","   .98 %","   .43 %","  4.72 %","  1.20 %","   .31 %","   .51 %","   .36 %","  1.28 %","   .72 %","  1.29 %","   .78 %","   .00 %","   .61 %","   .37 %","  2.52 %","   .36 %","   .52 %","  9.60 %"
"2020-05-21","  1.58 %","   .00 %","","  1.78 %","  1.79 %","  2.73 %","  4.02 %","   .00 %","   .52 %","   .65 %","   .99 %","  1.16 %","   .87 %","  1.22 %","  1.61 %","  2.41 %","  1.11 %","  4.83 %","  1.10 %","   .38 %","   .00 %","   .44 %","   .00 %","","  7.04 %","  1.28 %","  2.75 %","  2.91 %","   .53 %","   .23 %","   .42 %","  2.71 %","  1.70 %","  3.85 %","  4.90 %","   .43 %","  1.32 %","  2.10 %","   .00 %","   .84 %","","   .81 %","","   .30 %","   .79 %","   .80 %","   .84 %","  4.72 %","   .79 %","   .31 %","   .43 %","   .32 %","  1.03 %","   .88 %","  1.00 %","   .60 %","   .00 %","  1.12 %","   .36 %","  2.30 %","   .36 %","   .26 %","  9.60 %"
"2020-05-22","  2.15 %","   .00 %","","  2.49 %","  2.63 %","  3.01 %","  5.75 %","   .15 %","   .17 %","   .43 %","   .93 %","  1.72 %","   .86 %","  1.25 %","  1.73 %","  1.78 %","  1.11 %","  2.05 %","   .98 %","   .28 %","   .00 %","   .87 %","   .28 %","","  3.54 %","   .72 %","  2.96 %","  2.87 %","   .53 %","   .24 %","   .40 %","  2.52 %","  1.73 %","  4.06 %","  4.34 %","   .40 %","   .94 %","  2.73 %","   .00 %","   .88 %","","   .94 %","","   .23 %","   .92 %","   .79 %","   .84 %","  4.22 %","  1.16 %","   .31 %","   .51 %","   .29 %","   .89 %","   .87 %","  1.13 %","   .55 %","   .00 %","  1.18 %","   .45 %","  1.63 %","   .33 %","   .26 %","  8.69 %"
"2020-05-23","  1.92 %","   .00 %","","  2.78 %","  3.10 %","  3.20 %","  8.19 %","   .30 %","   .00 %","   .21 %","   .74 %","  1.67 %","  1.42 %","  1.33 %","  2.15 %","  1.78 %","  2.16 %","  1.18 %","  1.19 %","   .37 %","   .00 %","  1.70 %","   .28 %","","  2.29 %","   .72 %","  3.23 %","  2.93 %","   .53 %","   .25 %","   .41 %","  2.54 %","  2.28 %","  4.64 %","  4.29 %","   .46 %","  3.34 %","  3.35 %","   .30 %","  1.01 %","","   .84 %","","   .24 %","   .82 %","   .60 %","   .42 %","  2.00 %","  1.16 %","   .42 %","   .42 %","   .30 %","   .81 %","  1.38 %","  1.11 %","   .62 %","   .00 %","  1.25 %","   .54 %","  2.00 %","   .34 %","   .25 %","  8.72 %"
"2020-05-24","  1.49 %","   .00 %","","  3.15 %","  2.50 %","  2.54 %","  9.02 %","   .30 %","   .00 %","   .21 %","   .84 %","  1.62 %","  2.23 %","   .52 %","  2.24 %","  1.18 %","  2.16 %","  1.29 %","   .97 %","   .56 %","   .00 %","  1.90 %","   .28 %","","  1.11 %","   .54 %","  3.07 %","  2.57 %","  1.05 %","   .27 %","   .44 %","  2.18 %","  2.27 %","  3.24 %","  3.97 %","   .47 %","  3.84 %","  2.37 %","   .59 %","   .83 %","","   .84 %","","   .26 %","   .90 %","   .84 %","   .42 %","  2.00 %","  1.53 %","   .52 %","   .34 %","   .33 %","   .81 %","  1.55 %","  1.24 %","   .66 %","   .00 %","  1.25 %","   .54 %","  1.98 %","   .35 %","   .50 %","  7.92 %"
"2020-05-25","  1.27 %","   .00 %","","  3.55 %","  2.98 %","  2.54 %","  8.61 %","   .30 %","   .17 %","   .21 %","  1.23 %","  1.62 %","  2.23 %","   .54 %","  2.13 %","  1.18 %","  2.16 %","  1.27 %","   .86 %","   .92 %","   .00 %","  2.08 %","   .28 %","","  1.11 %","   .72 %","   .74 %","  2.09 %","  1.05 %","   .27 %","   .43 %","  2.17 %","  2.45 %","  2.89 %","  1.71 %","   .40 %","  3.78 %","  2.94 %","   .59 %","   .78 %","","   .52 %","","   .26 %","  1.03 %","   .96 %","   .42 %","  2.00 %","  1.14 %","   .20 %","   .25 %","   .35 %","   .88 %","  1.37 %","  1.21 %","   .76 %","   .00 %","  1.33 %","   .63 %","  1.14 %","   .33 %","   .75 %","  1.76 %"
