"date","Wisconsin/Adams","Wisconsin/Ashland","Wisconsin/Barron","Wisconsin/Bayfield","Wisconsin/Brown","Wisconsin/Buffalo","Wisconsin/Burnett","Wisconsin/Calumet","Wisconsin/Chippewa","Wisconsin/Clark","Wisconsin/Columbia","Wisconsin/Crawford","Wisconsin/Dane","Wisconsin/Dodge","Wisconsin/Door","Wisconsin/Douglas","Wisconsin/Dunn","Wisconsin/Eau Claire","Wisconsin/Florence","Wisconsin/Fond du Lac","Wisconsin/Forest","Wisconsin/Grant","Wisconsin/Green","Wisconsin/Green Lake","Wisconsin/Iowa","Wisconsin/Iron","Wisconsin/Jackson","Wisconsin/Jefferson","Wisconsin/Juneau","Wisconsin/Kenosha","Wisconsin/Kewaunee","Wisconsin/La Crosse","Wisconsin/Lafayette","Wisconsin/Langlade","Wisconsin/Lincoln","Wisconsin/Manitowoc","Wisconsin/Marathon","Wisconsin/Marinette","Wisconsin/Marquette","Wisconsin/Menominee","Wisconsin/Milwaukee","Wisconsin/Monroe","Wisconsin/Oconto","Wisconsin/Oneida","Wisconsin/Outagamie","Wisconsin/Ozaukee","Wisconsin/Pepin","Wisconsin/Pierce","Wisconsin/Polk","Wisconsin/Portage","Wisconsin/Price","Wisconsin/Racine","Wisconsin/Richland","Wisconsin/Rock","Wisconsin/Rusk","Wisconsin/Sauk","Wisconsin/Sawyer","Wisconsin/Shawano","Wisconsin/Sheboygan","Wisconsin/St. Croix","Wisconsin/Taylor","Wisconsin/Trempealeau","Wisconsin/Unassigned","Wisconsin/Vernon","Wisconsin/Vilas","Wisconsin/Walworth","Wisconsin/Washburn","Wisconsin/Washington","Wisconsin/Waukesha","Wisconsin/Waupaca","Wisconsin/Waushara","Wisconsin/Winnebago","Wisconsin/Wood"
"2020-04-18","   .00 %","   .00 %","   .00 %","   .00 %"," 13.33 %","   .00 %","","   .00 %","  5.00 %"," 16.67 %","   .00 %","   .00 %","  -.28 %"," -5.00 %","   .00 %"," 14.29 %","   .00 %","   .00 %","   .00 %","  1.64 %",""," 15.38 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 42.86 %","  8.26 %","   .00 %","   .00 %","   .00 %","",""," 20.00 %","  6.25 %"," 25.00 %","   .00 %","   .00 %","  2.58 %","   .00 %","   .00 %","   .00 %","  6.45 %","  1.28 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.46 %","   .00 %","  7.94 %"," 33.33 %","  3.23 %","   .00 %","   .00 %","  2.63 %","   .00 %","","   .00 %","   .00 %","","   .00 %"," 18.67 %","   .00 %","  1.23 %","  1.57 %","   .00 %","   .00 %"," 11.76 %","   .00 %"
"2020-04-19","   .00 %","   .00 %","   .00 %","   .00 %","  5.39 %","   .00 %",""," 20.00 %"," -4.76 %"," 14.29 %","   .00 %","   .00 %","   .84 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %"," 18.52 %","   .00 %","  5.08 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.12 %","   .00 %","   .00 %","   .00 %","  6.06 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.44 %","   .00 %","  8.82 %","   .00 %","  3.12 %","   .00 %","   .00 %","  2.56 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  2.44 %","  2.32 %","   .00 %","   .00 %","  7.89 %","   .00 %"
"2020-04-20","   .00 %","   .00 %","   .00 %","   .00 %"," 32.56 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .83 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.84 %",""," 27.78 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.63 %","   .00 %","   .00 %","   .00 %","",""," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.91 %","   .00 %"," 25.00 %","   .00 %","   .00 %","  1.27 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.57 %","   .00 %","  8.11 %","   .00 %","  3.03 %","   .00 %","   .00 %","  7.50 %","   .00 %","","   .00 %","   .00 %","","   .00 %"," -3.37 %","   .00 %","  2.38 %","  1.51 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-21","   .00 %","   .00 %","   .00 %","   .00 %"," 10.18 %","   .00 %","","   .00 %","   .00 %","  6.25 %","   .00 %","   .00 %","  4.95 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.72 %","   .00 %","  4.00 %","   .00 %","","","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  1.96 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.29 %","   .00 %","   .00 %","   .00 %","  6.32 %","   .00 %","  3.75 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","  4.65 %","   .00 %","  1.16 %","  1.86 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-22","   .00 %","   .00 %","   .00 %","   .00 %"," 28.03 %","   .00 %","","   .00 %","   .00 %","  5.88 %","   .00 %","   .00 %","  1.05 %","  5.26 %","   .00 %","   .00 %","   .00 %","  4.55 %","   .00 %","   .00 %","","  8.70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.38 %"," 10.00 %","  5.30 %","   .00 %"," -3.85 %"," 33.33 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.13 %","   .00 %","   .00 %","   .00 %","  5.71 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.03 %"," 12.50 %","  3.61 %","   .00 %","  5.88 %","   .00 %","   .00 %","  2.33 %","  9.09 %","","   .00 %","   .00 %","","   .00 %","  4.44 %","   .00 %","  1.15 %","  1.46 %"," 25.00 %","   .00 %","  4.88 %","   .00 %"
"2020-04-23","   .00 %","   .00 %","   .00 %","   .00 %"," 13.18 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .26 %","   .00 %","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %","  1.54 %","","  4.00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.71 %","   .00 %","  5.76 %"," 25.00 %","   .00 %","   .00 %","","","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","  3.39 %","  7.69 %","   .00 %","   .00 %","  2.70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.59 %"," 11.11 %"," 15.12 %","   .00 %","  2.78 %","   .00 %","   .00 %","   .00 %","  8.33 %","","   .00 %","   .00 %","","   .00 %","  6.38 %","   .00 %","  2.27 %","   .72 %"," 20.00 %","   .00 %","  6.98 %","   .00 %"
"2020-04-24","   .00 %","   .00 %","   .00 %","   .00 %"," 32.97 %","   .00 %",""," 16.67 %","   .00 %","  5.56 %","   .00 %","   .00 %","  2.07 %","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.52 %","","  3.85 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.70 %","   .00 %","  6.80 %","-10.00 %","   .00 %","   .00 %","",""," 28.57 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.06 %","   .00 %","   .00 %","   .00 %"," 13.16 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.51 %","   .00 %"," 21.21 %","   .00 %","  2.70 %","   .00 %"," 33.33 %","  2.27 %","   .00 %",""," ##.## %","   .00 %","   .00 %","   .00 %"," 13.00 %","   .00 %","  1.11 %","  3.21 %"," 16.67 %","   .00 %","   .00 %","   .00 %"
"2020-04-25","   .00 %","   .00 %","   .00 %","   .00 %"," 19.01 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.52 %","  9.52 %"," 11.11 %","   .00 %","   .00 %","  4.35 %","   .00 %","   .00 %","","  3.70 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.63 %","  9.09 %","  4.78 %"," 11.11 %","  4.00 %","   .00 %","","","   .00 %","  5.88 %","-12.50 %","   .00 %","   .00 %","  3.87 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  2.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.35 %","   .00 %"," 25.83 %","   .00 %","   .00 %","   .00 %","   .00 %"," -2.22 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 16.81 %","   .00 %","  1.10 %","  3.46 %","   .00 %","   .00 %","  4.35 %","   .00 %"
"2020-04-26","   .00 %","   .00 %","   .00 %","   .00 %","  7.78 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.00 %"," 26.09 %","   .00 %","   .00 %","   .00 %","  4.17 %","   .00 %","  2.99 %","","  7.14 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.04 %","   .00 %","   .00 %","   .00 %","",""," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.12 %","   .00 %"," 16.67 %","   .00 %","  6.98 %","  3.66 %","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %","  5.88 %"," 10.00 %","   .00 %","   .00 %","  5.26 %"," 50.00 %","   .00 %","  2.27 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  2.27 %","   .00 %","   .00 %","  2.68 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-27","   .00 %","   .00 %","   .00 %","   .00 %","  9.92 %","   .00 %",""," 28.57 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.73 %","  3.45 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  3.33 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","   .29 %","   .00 %","   .00 %","   .00 %","",""," 10.00 %"," -5.56 %","   .00 %","   .00 %","   .00 %","  1.71 %","   .00 %"," 14.29 %","   .00 %","  2.17 %","  1.18 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.11 %","   .00 %","  8.61 %","   .00 %","  5.00 %","   .00 %","   .00 %","  2.22 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  2.22 %","   .00 %","  2.17 %","  1.95 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-28","   .00 %","   .00 %","   .00 %","   .00 %","  7.85 %","   .00 %",""," 11.11 %","  5.00 %","  5.26 %","   .00 %","   .00 %","  1.21 %","  6.67 %"," 20.00 %","   .00 %","   .00 %","  8.00 %","   .00 %","   .00 %","","  3.23 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.69 %","   .00 %","  2.35 %"," 10.00 %","  3.85 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.80 %","   .00 %","   .00 %","   .00 %","  6.38 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.82 %","   .00 %","  8.54 %","   .00 %","  4.76 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .72 %","   .00 %","  2.13 %","  2.56 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-29","   .00 %","   .00 %","   .00 %","   .00 %","  5.54 %","   .00 %",""," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.68 %","  3.12 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  9.38 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.14 %","  7.69 %","  4.31 %"," 27.27 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.42 %","   .00 %","   .00 %","   .00 %","  8.00 %","   .00 %","   .00 %"," 11.11 %","   .00 %"," 25.00 %","   .00 %","  2.92 %","   .00 %","  2.81 %","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 12.23 %","   .00 %","  1.04 %","  2.49 %"," 14.29 %","   .00 %","  6.25 %","   .00 %"
"2020-04-30","   .00 %","   .00 %","   .00 %","   .00 %","  8.86 %","   .00 %","","  8.33 %","  4.76 %","   .00 %","   .00 %","   .00 %","   .94 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.70 %","   .00 %","   .00 %","","  5.71 %","  9.09 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 21.43 %","  7.71 %","   .00 %","  3.70 %","   .00 %","","","   .00 %","  5.88 %"," 14.29 %","   .00 %","   .00 %","  4.44 %","   .00 %"," 25.00 %","   .00 %","   .00 %","  2.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.99 %","  9.09 %","  8.20 %","   .00 %","  2.27 %","   .00 %","   .00 %","  2.17 %"," 23.08 %",""," 50.00 %","   .00 %","   .00 %","   .00 %","  3.21 %","   .00 %","  1.03 %","  2.13 %","   .00 %","   .00 %","  3.92 %","   .00 %"
"2020-05-01","   .00 %","   .00 %","   .00 %","   .00 %"," 11.16 %","   .00 %","","  7.69 %","  4.55 %","   .00 %","  3.70 %","   .00 %","   .47 %","  9.09 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.90 %",""," 10.81 %","  8.33 %"," 50.00 %","   .00 %","   .00 %","  8.33 %","  2.22 %","   .00 %"," 21.99 %"," -7.14 %","   .00 %"," 50.00 %","","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %","   .00 %","  3.54 %","   .00 %"," 40.00 %","   .00 %"," 14.81 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.70 %","   .00 %"," 12.12 %","   .00 %"," 28.89 %","   .00 %"," 50.00 %","  4.26 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  6.21 %","   .00 %","  1.02 %","  4.17 %"," 25.00 %","   .00 %"," 16.98 %","   .00 %"
"2020-05-02","   .00 %","   .00 %"," 16.67 %","   .00 %","  8.26 %","   .00 %",""," 14.29 %","   .00 %","   .00 %","  3.57 %"," 33.33 %","   .70 %","  5.56 %"," 16.67 %","   .00 %"," 11.11 %"," 21.43 %","   .00 %","  2.82 %","","  4.88 %","   .00 %","   .00 %","   .00 %","   .00 %"," -7.69 %","   .00 %","  5.88 %","  9.22 %"," 15.38 %","  3.57 %","   .00 %","","   .00 %"," 18.18 %","  5.56 %","   .00 %","   .00 %","   .00 %","  3.38 %","   .00 %","  7.14 %","   .00 %","  1.61 %","  1.14 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  3.82 %","   .00 %","  9.46 %","   .00 %"," 10.34 %","   .00 %","  6.67 %","  4.08 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  7.02 %","   .00 %","  1.01 %","  1.71 %","   .00 %","   .00 %","  8.06 %","   .00 %"
"2020-05-03","   .00 %","   .00 %","   .00 %","   .00 %","  6.76 %","   .00 %",""," 12.50 %","  8.70 %","  5.00 %","   .00 %"," 25.00 %","   .69 %","   .00 %","  7.14 %","   .00 %"," 20.00 %","  5.88 %","   .00 %","   .00 %",""," 11.63 %"," 15.38 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.50 %"," 20.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","  3.08 %","   .00 %"," 20.00 %","   .00 %","  7.94 %","  3.37 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.62 %","  8.33 %","  7.82 %","   .00 %","  1.56 %","   .00 %","   .00 %","  1.96 %"," 12.50 %","","   .00 %","   .00 %","   .00 %","   .00 %","  7.65 %","   .00 %","  1.00 %","  1.12 %","   .00 %","   .00 %","  2.99 %","   .00 %"
"2020-05-04","   .00 %","   .00 %","   .00 %","   .00 %","  6.63 %"," 25.00 %","","  5.56 %","   .00 %","   .00 %","  3.45 %"," 20.00 %","  1.15 %","  2.63 %","   .00 %","   .00 %","   .00 %"," 13.89 %","   .00 %","  2.74 %","","   .00 %","  6.67 %"," 66.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.25 %"," 22.22 %","  6.90 %","   .00 %","","   .00 %","  7.69 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.60 %","   .00 %","   .00 %","   .00 %","  7.35 %","  2.17 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","  5.06 %","   .00 %"," 10.31 %","   .00 %","  1.54 %"," 33.33 %","   .00 %","  1.92 %"," 11.11 %",""," 33.33 %","   .00 %"," ##.## %","   .00 %","  7.11 %","   .00 %","  2.97 %","  1.94 %","   .00 %","   .00 %","  4.35 %","   .00 %"
"2020-05-05","   .00 %","   .00 %","   .00 %","   .00 %","  6.70 %"," 20.00 %","","  5.26 %","   .00 %","   .00 %","  6.67 %"," 16.67 %","   .45 %","  2.56 %"," 20.00 %","   .00 %","  8.33 %","  2.44 %","   .00 %","  2.67 %",""," 14.58 %"," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.58 %","   .00 %","  3.23 %","   .00 %","","   .00 %"," 14.29 %"," 10.53 %","   .00 %","   .00 %","   .00 %","  1.73 %","   .00 %"," 11.11 %","   .00 %","  5.48 %","  1.06 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %"," 17.07 %","   .00 %","  4.15 %","   .00 %","  1.52 %","   .00 %","  6.25 %","  3.77 %","  5.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .47 %","   .00 %","  1.92 %","   .27 %","   .00 %"," ##.## %"," 15.28 %","   .00 %"
"2020-05-06","   .00 %","   .00 %","   .00 %","   .00 %","  6.99 %","   .00 %","","   .00 %","  8.00 %","  4.76 %","   .00 %","   .00 %","   .45 %","  5.00 %","   .00 %"," 11.11 %","   .00 %","  7.14 %","   .00 %","  7.79 %","   .00 %","  9.09 %","   .00 %","   .00 %"," 42.86 %","   .00 %","   .00 %","  2.17 %","  5.56 %","  1.58 %"," 13.64 %","   .00 %"," 33.33 %","","   .00 %","  6.25 %","   .00 %"," 18.18 %","   .00 %","   .00 %","  3.46 %","   .00 %"," 15.00 %","   .00 %","  7.79 %","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %","   .00 %","  4.49 %","   .00 %","  3.32 %","   .00 %","  4.48 %","   .00 %","   .00 %","  7.27 %","  9.52 %",""," 25.00 %","   .00 %","   .00 %","   .00 %","  1.42 %","   .00 %","   .94 %","  1.63 %","   .00 %","   .00 %","  2.41 %","   .00 %"
"2020-05-07","   .00 %","   .00 %","   .00 %","   .00 %","  3.21 %","-16.67 %",""," 10.00 %","   .00 %","  4.55 %","   .00 %"," ##.## %","   .45 %","  9.52 %","   .00 %","   .00 %","  7.69 %","  4.44 %","   .00 %","  1.20 %","   .00 %"," 10.00 %","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.38 %","  5.26 %","  5.17 %","   .00 %","   .00 %"," 12.50 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","  3.00 %","   .00 %"," 13.04 %","   .00 %"," 12.05 %","  4.21 %","   .00 %","  9.09 %","   .00 %","   .00 %","   .00 %","  5.55 %","   .00 %","  4.18 %","   .00 %"," -1.43 %","   .00 %","   .00 %"," 10.17 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  5.12 %","   .00 %","  5.61 %","  1.60 %","   .00 %","   .00 %","  3.53 %","   .00 %"
"2020-05-08","   .00 %","   .00 %"," 42.86 %","   .00 %","  4.16 %","   .00 %",""," 54.55 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.79 %"," 10.87 %","   .00 %","   .00 %","   .00 %","  6.38 %","   .00 %","  1.19 %","   .00 %","   .00 %","  9.52 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","  2.79 %","  4.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  4.76 %"," 15.38 %","   .00 %","   .00 %","  4.17 %","   .00 %","  3.85 %"," 16.67 %"," 12.90 %","  2.02 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.46 %","   .00 %","  5.86 %","   .00 %","   .00 %","   .00 %"," 17.65 %","   .00 %"," 13.04 %","","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %","   .00 %","   .88 %","  1.84 %"," 10.00 %","   .00 %","  3.41 %","   .00 %"
"2020-05-09","   .00 %","   .00 %","   .00 %","   .00 %","  3.21 %","   .00 %","","  2.94 %","  7.41 %","  4.35 %","   .00 %","  6.25 %","  2.20 %","  7.84 %"," 11.11 %"," 10.00 %","   .00 %","  8.00 %","   .00 %","  1.18 %","   .00 %","  1.52 %"," 43.48 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.83 %","  7.69 %","   .00 %"," 44.44 %","","   .00 %"," 11.76 %","  9.09 %","  6.67 %","   .00 %","   .00 %","  3.55 %","   .00 %","  3.70 %","   .00 %","  5.71 %","  2.97 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.26 %","   .00 %","  1.17 %","   .00 %","  2.90 %","   .00 %","   .00 %","   .00 %","  3.85 %","","   .00 %","   .00 %","   .00 %","   .00 %","  1.33 %","   .00 %","  1.75 %","  2.33 %"," 18.18 %","   .00 %","  7.69 %","   .00 %"
"2020-05-10","   .00 %","   .00 %"," 20.00 %","   .00 %","  3.44 %","   .00 %",""," 14.29 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.51 %"," 21.82 %","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.14 %"," ##.## %","  1.49 %","   .00 %"," 14.29 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","  4.76 %","  3.57 %","  3.12 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.54 %","   .00 %"," -3.57 %","   .00 %","   .90 %","   .96 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.53 %","   .00 %","  2.02 %","   .00 %","   .00 %","   .00 %"," 10.00 %","  1.54 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  2.62 %","   .00 %","   .86 %","  1.01 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-11","   .00 %","   .00 %"," -8.33 %","   .00 %","  1.42 %","   .00 %","","  2.50 %","  3.45 %","   .00 %","   .00 %","   .00 %","   .42 %"," 10.45 %","  4.76 %","   .00 %","   .00 %","  5.56 %","   .00 %","  8.60 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.00 %","   .00 %","  1.61 %","   .00 %"," -3.03 %","   .00 %","","   .00 %","   .00 %","  4.17 %"," 31.25 %","   .00 %","   .00 %","  1.77 %","  7.14 %","  3.70 %","   .00 %","  4.46 %","  1.90 %","   .00 %","  8.33 %","   .00 %","   .00 %","   .00 %","  2.84 %","   .00 %","  1.98 %","   .00 %","  1.41 %","   .00 %"," 13.64 %","   .00 %","  7.41 %","","   .00 %","   .00 %","   .00 %","   .00 %","  2.13 %","   .00 %","   .85 %","  2.25 %","   .00 %","   .00 %","  2.04 %"," ##.## %"
"2020-05-12","   .00 %","   .00 %","   .00 %","   .00 %","  1.77 %","   .00 %","","  4.88 %","  3.33 %","   .00 %","  6.25 %","   .00 %","   .63 %","  1.35 %","   .00 %","   .00 %","   .00 %","  5.26 %","   .00 %","  6.93 %","   .00 %","  1.47 %","  3.03 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.96 %","   .00 %","  3.32 %","   .00 %","  6.25 %","   .00 %","","   .00 %","  5.26 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.69 %","   .00 %","   .00 %","   .00 %","  5.39 %","   .00 %","  2.22 %","   .00 %","  1.39 %","   .00 %","   .00 %","   .00 %","  6.90 %",""," 20.00 %","   .00 %"," 33.33 %","   .00 %","  1.67 %","   .00 %","   .85 %","  1.22 %","   .00 %","   .00 %","  1.00 %","   .00 %"
"2020-05-13","   .00 %","   .00 %","   .00 %","   .00 %","  1.23 %","   .00 %","","  2.33 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.73 %","  5.33 %","  4.55 %","   .00 %"," 35.71 %","  1.67 %","   .00 %","  2.78 %"," 25.00 %","  1.45 %","  5.88 %"," 25.00 %","   .00 %","   .00 %","   .00 %","  3.85 %","   .00 %","  2.79 %","   .00 %","   .00 %","  7.69 %","","   .00 %","   .00 %"," 12.00 %","   .00 %","   .00 %","   .00 %","  3.59 %","   .00 %","   .00 %","   .00 %","  4.27 %","  2.80 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.88 %","   .00 %","  2.98 %","   .00 %","   .00 %","   .00 %","  8.00 %","   .00 %"," 16.13 %","","   .00 %","   .00 %"," 50.00 %","   .00 %","  -.41 %","   .00 %","  2.52 %","  1.69 %","  7.69 %","   .00 %","   .99 %","   .00 %"
"2020-05-14","   .00 %","   .00 %","   .00 %","   .00 %","   .86 %","   .00 %","   .00 %","  4.55 %","  6.45 %","  4.17 %","   .00 %","  5.88 %","   .82 %","  5.06 %","   .00 %","  9.09 %","  5.26 %","  3.28 %","   .00 %","  7.21 %","   .00 %","  1.43 %","  8.33 %","   .00 %"," 10.00 %","   .00 %","  7.14 %","  3.70 %","   .00 %","  3.53 %","   .00 %","  8.82 %","  7.14 %",""," ##.## %","   .00 %","  3.57 %","   .00 %","   .00 %","   .00 %","  4.08 %","   .00 %","   .00 %","   .00 %","  1.64 %","  2.73 %","   .00 %","  7.14 %"," 20.00 %","   .00 %","   .00 %","  6.11 %","   .00 %","  3.42 %","   .00 %","  1.37 %","   .00 %","  3.70 %","  1.52 %","  2.78 %",""," 16.67 %","   .00 %"," 16.67 %","   .00 %","  3.29 %","   .00 %","  2.46 %","  5.46 %","  7.14 %","   .00 %","  5.88 %"," 25.00 %"
"2020-05-15","   .00 %","   .00 %","   .00 %","   .00 %","  1.75 %","   .00 %","   .00 %"," 19.57 %"," 12.12 %","   .00 %","   .00 %"," 11.11 %","  2.63 %","  4.82 %"," 26.09 %","   .00 %","   .00 %","  3.17 %","   .00 %","   .00 %","   .00 %","  1.41 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.57 %","   .00 %","  2.36 %","  3.45 %"," 13.51 %","  6.67 %","","   .00 %","  5.00 %","  6.90 %","   .00 %","   .00 %","   .00 %","  3.37 %","   .00 %","  7.14 %","   .00 %","  3.23 %","  5.31 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %"," 10.44 %","   .00 %","  3.31 %","   .00 %","  2.70 %","   .00 %","  3.57 %","  1.49 %","   .00 %","","   .00 %","   .00 %"," 14.29 %","   .00 %","  7.17 %","   .00 %","  3.20 %","  2.25 %","  6.67 %"," 25.00 %","  3.70 %","   .00 %"
