"date","Alaska/Aleutians East","Alaska/Aleutians West","Alaska/Anchorage","Alaska/Bethel","Alaska/Bristol Bay","Alaska/Denali","Alaska/Dillingham","Alaska/Fairbanks North Star","Alaska/Haines","Alaska/Hoonah-Angoon","Alaska/Juneau","Alaska/Kenai Peninsula","Alaska/Ketchikan Gateway","Alaska/Kodiak Island","Alaska/Kusilvak","Alaska/Lake and Peninsula","Alaska/Matanuska-Susitna","Alaska/Nome","Alaska/North Slope","Alaska/Northwest Arctic","Alaska/Petersburg","Alaska/Prince of Wales-Hyder","Alaska/Sitka","Alaska/Skagway","Alaska/Soldotna","Alaska/Southeast Fairbanks","Alaska/Sterling","Alaska/Unassigned","Alaska/Valdez-Cordova","Alaska/Wrangell","Alaska/Yakutat","Alaska/Yukon-Koyukuk"
"2020-07-02","","","  3.28 %","   .00 %","","","","  1.36 %","   .00 %","","   .00 %","  2.65 %","   .00 %"," 33.33 %","",""," 15.91 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","",""," 25.00 %","","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-07-03","","","  4.45 %"," 11.11 %","","","","  7.38 %","   .00 %","","  2.27 %","  2.58 %","   .00 %","   .00 %","   .00 %","","  4.90 %"," 12.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %"," 33.33 %","   .00 %","","   .00 %"
"2020-07-04","","","  6.49 %"," 10.00 %","","","","  2.50 %","   .00 %","","   .00 %","   .63 %","   .00 %","   .00 %","   .00 %","","  6.54 %","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %",""," 33.33 %"
"2020-07-05","","","  4.19 %","   .00 %","","","","  1.22 %","   .00 %","","   .00 %","  1.25 %","   .00 %","   .00 %","   .00 %","","   .88 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-07-06","","","  3.29 %","   .00 %","","","","  3.61 %","   .00 %","","   .00 %","  1.85 %","   .00 %","   .00 %","   .00 %","","   .87 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-07-07","","","  2.12 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .61 %","  4.55 %","   .00 %","   .00 %","","  1.72 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %"," 25.00 %","   .00 %",""," 25.00 %"
"2020-07-08","","   .00 %","  3.47 %","   .00 %","","","","  2.91 %","   .00 %","","  2.22 %","  5.42 %","   .00 %","   .00 %"," ##.## %","","  2.54 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %"," 20.00 %","   .00 %","","   .00 %"
"2020-07-09","","   .00 %","  3.69 %","  9.09 %","","","","  4.52 %","   .00 %","","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","","  4.96 %"," 11.11 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-07-10","","   .00 %","  3.55 %","   .00 %","   .00 %","","","  8.65 %","   .00 %","","  2.17 %","  3.85 %","   .00 %","   .00 %","   .00 %","","  3.15 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-07-11","","   .00 %","  4.68 %","  8.33 %","   .00 %","",""," 11.44 %","   .00 %","","  2.13 %","  1.06 %","   .00 %","   .00 %","   .00 %","","  2.29 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %",""," 40.00 %"
"2020-07-12","","   .00 %","  5.07 %","  7.69 %","   .00 %","","","  9.38 %","   .00 %","","  6.25 %","  4.71 %","   .00 %"," 25.00 %","   .00 %","","  8.96 %"," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %"," 66.67 %","   .00 %",""," 85.71 %"
"2020-07-13","","   .00 %","  4.96 %"," 14.29 %"," 66.67 %","","","  4.08 %","   .00 %","","   .00 %","  1.50 %","   .00 %"," 20.00 %","   .00 %","","  3.42 %","   .00 %"," 25.00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-07-14","","   .00 %","  2.43 %","   .00 %","   .00 %","","","  1.96 %","   .00 %","","  1.96 %","  2.96 %","   .00 %","   .00 %","   .00 %","","  4.64 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %"," 20.00 %","   .00 %","","  7.69 %"
"2020-07-15","","   .00 %","  4.22 %","   .00 %","   .00 %","","","  2.69 %","   .00 %","","  1.92 %","   .00 %","  8.70 %"," 16.67 %"," 50.00 %","","  1.90 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %"," 25.00 %","   .00 %",""," 14.29 %"
"2020-07-16","","   .00 %","  3.16 %","   .00 %","   .00 %","","   .00 %","  8.24 %"," 50.00 %","","   .00 %","  5.26 %"," -8.00 %","-28.57 %","   .00 %","","   .62 %","   .00 %","   .00 %"," 14.29 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %"," 13.33 %","   .00 %",""," 12.50 %"
"2020-07-17","","   .00 %","  2.70 %","   .00 %","   .00 %","","   .00 %","   .69 %","   .00 %","","  5.66 %","  2.27 %","   .00 %","   .00 %","   .00 %","","  3.70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 15.38 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","","  5.56 %"
"2020-07-18","","   .00 %","  3.94 %","   .00 %","   .00 %","","   .00 %","  3.09 %","   .00 %","","  3.57 %","  3.56 %","  4.35 %","   .00 %","   .00 %","","  3.57 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %"," 11.76 %","   .00 %","","   .00 %"
"2020-07-19","","   .00 %","  4.60 %","   .00 %","   .00 %","","   .00 %","  2.67 %","   .00 %","","  6.90 %","  3.00 %","  4.17 %","   .00 %","   .00 %","","  5.17 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""," 10.00 %","","   .00 %","-10.53 %","   .00 %",""," 52.63 %"
"2020-07-20","","   .00 %","  5.71 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  2.60 %","   .00 %","","  1.61 %","  2.08 %","   .00 %","   .00 %","   .00 %","","  3.83 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-07-21","   .00 %","   .00 %","  6.76 %","  6.25 %","   .00 %","   .00 %","   .00 %","  1.58 %","   .00 %","","  1.59 %","  2.86 %","   .00 %","   .00 %","   .00 %","","  3.68 %","   .00 %"," 16.67 %"," 12.50 %","   .00 %","   .00 %","  6.67 %","","","  9.09 %","","   .00 %","  5.88 %","   .00 %","","   .00 %"
"2020-07-22","   .00 %","   .00 %","  3.99 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.12 %","   .00 %",""," 10.94 %","  1.19 %"," 12.00 %","   .00 %","   .00 %","","  4.06 %","   .00 %"," 14.29 %","   .00 %","   .00 %","   .00 %"," 12.50 %","","","   .00 %","","   .00 %"," 61.11 %","   .00 %",""," 10.34 %"
"2020-07-23","   .00 %","   .00 %","  2.81 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.23 %","   .00 %",""," -1.41 %","   .39 %","   .00 %","   .00 %","   .00 %","","  3.41 %","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","","","  8.33 %","","   .00 %"," 13.79 %","   .00 %",""," 15.62 %"
"2020-07-24","   .00 %","   .00 %","  2.82 %","  5.88 %","   .00 %","   .00 %","   .00 %","  1.74 %","   .00 %","","  2.86 %","  2.34 %"," 14.29 %","   .00 %","   .00 %","","   .47 %","  6.25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","  6.06 %","   .00 %","   .00 %","  2.70 %"
"2020-07-25","   .00 %"," ##.## %","  4.52 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.99 %"," 33.33 %","","  1.39 %","  3.05 %","   .00 %","   .00 %","   .00 %","","  4.69 %","   .00 %","   .00 %"," 40.00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %"," 11.43 %","   .00 %","   .00 %","  7.89 %"
"2020-07-26","   .00 %"," 50.00 %"," 13.39 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.07 %","   .00 %","","  2.74 %","   .74 %","  3.12 %","   .00 %","   .00 %","","  1.79 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %","  5.56 %","","","   .00 %","","   .00 %","   .00 %"," 66.67 %"," ##.## %","  2.44 %"
"2020-07-27","   .00 %"," 33.33 %","  4.78 %","   .00 %","   .00 %","   .00 %","   .00 %","   .81 %","   .00 %","","  4.00 %","  1.47 %","   .00 %","   .00 %"," 33.33 %","","  3.52 %","   .00 %"," 37.50 %"," 35.71 %","   .00 %"," 33.33 %"," 10.53 %","","","   .00 %","","   .00 %","  5.13 %","   .00 %"," 33.33 %","   .00 %"
"2020-07-28","   .00 %","-25.00 %","  5.71 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.61 %","   .00 %","","  7.69 %","  2.17 %","  3.03 %","   .00 %","   .00 %","","  2.13 %","   .00 %","  9.09 %","   .00 %","   .00 %"," 25.00 %","   .00 %","","","  7.69 %","","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %"
"2020-07-29","   .00 %","   .00 %","  3.51 %","   .00 %","   .00 %","   .00 %","   .00 %","   .53 %","   .00 %","","  1.19 %","  1.77 %","   .00 %","   .00 %","   .00 %","","  2.08 %","   .00 %","   .00 %","   .00 %","   .00 %"," 40.00 %","   .00 %","","","   .00 %","","   .00 %","  2.44 %","   .00 %","   .00 %","   .00 %"
"2020-07-30","   .00 %"," 33.33 %","  2.74 %","  5.56 %","   .00 %","   .00 %","   .00 %","  1.58 %","   .00 %","","  2.35 %","  1.74 %","   .00 %"," 20.00 %","   .00 %","","  5.71 %","   .00 %","  8.33 %"," 47.37 %","   .00 %","-28.57 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %"
"2020-07-31","   .00 %"," 25.00 %","  5.27 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.11 %","   .00 %","","   .00 %","   .34 %","   .00 %","   .00 %","   .00 %","","  3.09 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","  4.76 %","   .00 %"," 16.67 %","  7.14 %"
"2020-08-01","   .00 %","   .00 %","  6.63 %","  5.26 %","   .00 %","   .00 %","   .00 %","  1.26 %","   .00 %","","   .00 %","  2.39 %","  2.94 %","   .00 %","   .00 %","","  7.49 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.76 %","","","   .00 %","","   .00 %","  2.27 %","   .00 %","   .00 %","   .00 %"
"2020-08-02","   .00 %","   .00 %","  6.11 %","  5.00 %","   .00 %","   .00 %","   .00 %","   .74 %","   .00 %","","  1.15 %","  1.33 %","   .00 %","   .00 %","   .00 %","","  4.88 %","   .00 %","   .00 %"," 10.71 %","   .00 %"," 40.00 %","  4.55 %","","","   .00 %","","   .00 %","  6.67 %"," 60.00 %","   .00 %","  2.22 %"
"2020-08-03","   .00 %","   .00 %","  2.18 %","  4.76 %","   .00 %","   .00 %","   .00 %","   .99 %","   .00 %","","  3.41 %","   .00 %","   .00 %","   .00 %"," 25.00 %","","  1.33 %","   .00 %"," 15.38 %","  6.45 %","   .00 %"," 14.29 %","   .00 %","","","   .00 %","","   .00 %","  2.08 %"," 12.50 %","   .00 %","   .00 %"
"2020-08-04"," ##.## %","-20.00 %","  1.98 %","   .00 %","   .00 %","   .00 %","   .00 %","   .73 %","   .00 %","","  1.10 %","   .00 %","  2.86 %","   .00 %"," 20.00 %","","  1.97 %"," 11.76 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %"," -2.04 %","   .00 %","   .00 %","  2.17 %"
"2020-08-05","   .00 %","   .00 %","  1.89 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .48 %","   .00 %","","  1.09 %","   .66 %","  2.78 %","   .00 %","   .00 %","","   .96 %","   .00 %","   .00 %"," 12.12 %","   .00 %","-12.50 %","  8.70 %","","","  7.14 %","","   .00 %","   .00 %","   .00 %","   .00 %","  2.13 %"
"2020-08-06","   .00 %","   .00 %","  1.15 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.20 %","   .00 %","","  2.15 %","   .65 %","   .00 %","   .00 %","   .00 %","","   .32 %","   .00 %","   .00 %","  5.41 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","  2.08 %","-11.11 %","   .00 %","   .00 %"
"2020-08-07","   .00 %","   .00 %","  1.34 %","   .00 %"," 28.57 %","   .00 %","   .00 %","  1.90 %","   .00 %","","  3.16 %","  1.30 %","   .00 %"," 16.67 %","   .00 %","","   .95 %","   .00 %","   .00 %","  2.56 %","   .00 %"," 14.29 %","   .00 %","","","  6.67 %","","   .00 %","   .00 %"," 12.50 %","   .00 %","  2.08 %"
"2020-08-08","   .00 %","   .00 %","  2.79 %","   .00 %","   .00 %","   .00 %","   .00 %","   .70 %","   .00 %","","  3.06 %","  1.28 %","   .00 %","-14.29 %","   .00 %","","  1.89 %","   .00 %"," 12.50 %"," -2.50 %","   .00 %","   .00 %","  4.00 %","","","   .00 %","","   .00 %","  2.04 %","   .00 %","   .00 %","  4.08 %"
"2020-08-09","   .00 %","   .00 %","  2.81 %","   .00 %"," 11.11 %","   .00 %","   .00 %","  1.86 %","   .00 %","","  5.94 %","  1.90 %","   .00 %","   .00 %","   .00 %","","  4.94 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","  6.25 %","","   .00 %","   .00 %","   .00 %","   .00 %","  1.96 %"
"2020-08-10","   .00 %","   .00 %","  1.81 %","  4.55 %","   .00 %","   .00 %","   .00 %","   .23 %","   .00 %","","  2.80 %","  1.86 %"," -2.70 %","   .00 %","   .00 %","","  2.65 %","   .00 %","   .00 %","  2.56 %","   .00 %","   .00 %","  3.85 %","","","   .00 %","","   .00 %","  6.00 %","-11.11 %","   .00 %","  1.92 %"
"2020-08-11","   .00 %","   .00 %","  1.09 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .23 %","   .00 %","","  2.73 %","  2.74 %","   .00 %","   .00 %"," 16.67 %","","  1.15 %","   .00 %","  5.56 %","  2.50 %","   .00 %","-12.50 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %"," 14.29 %","   .00 %"
"2020-08-12","   .00 %","   .00 %","  1.71 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.36 %","   .00 %","","  1.77 %","   .89 %","   .00 %","   .00 %","   .00 %","","   .28 %","   .00 %","   .00 %","   .00 %","   .00 %"," 28.57 %","  3.70 %","","","   .00 %","","   .00 %"," 11.32 %","   .00 %","   .00 %","  1.89 %"
"2020-08-13","   .00 %","   .00 %","  1.33 %","   .00 %"," 10.00 %","   .00 %","   .00 %","  3.36 %","   .00 %","","  5.22 %","  1.18 %","  5.56 %"," 66.67 %","   .00 %","","  2.26 %"," 26.32 %","  5.26 %","  4.88 %"," 16.67 %"," 22.22 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  1.85 %"
"2020-08-14","   .00 %"," 25.00 %","  3.62 %","   .00 %","   .00 %","   .00 %","   .00 %","   .43 %"," 25.00 %",""," 11.57 %","   .58 %","   .00 %","   .00 %"," 14.29 %","","   .83 %","   .00 %","   .00 %","  2.33 %","   .00 %","  9.09 %","  3.57 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-15","   .00 %","   .00 %","  1.47 %"," 26.09 %","   .00 %","   .00 %","   .00 %","  3.66 %","   .00 %","","  5.19 %","   .87 %","  2.63 %","   .00 %","   .00 %","","  1.92 %","   .00 %","  5.00 %","   .00 %","   .00 %","  8.33 %","  6.90 %","","","  5.88 %","","-50.00 %","   .00 %","   .00 %"," 12.50 %","  3.64 %"
"2020-08-16","   .00 %","   .00 %","  2.20 %","  6.90 %","   .00 %","   .00 %"," ##.## %","  2.08 %","   .00 %","","  3.52 %","  4.30 %","   .00 %"," 10.00 %","   .00 %","","  1.88 %","   .00 %","  9.52 %","  2.27 %","   .00 %"," 15.38 %","   .00 %","","","   .00 %","","   .00 %","  5.08 %","   .00 %","   .00 %","   .00 %"
"2020-08-17","   .00 %","   .00 %","  1.46 %","  6.45 %","   .00 %","   .00 %","   .00 %","   .81 %","   .00 %","","   .68 %","   .27 %","   .00 %","   .00 %","   .00 %","","   .53 %","  8.33 %","  4.35 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  1.75 %"
"2020-08-18","   .00 %","   .00 %","   .88 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.62 %","   .00 %","","  1.35 %","  3.84 %","   .00 %","   .00 %","   .00 %","","  2.10 %","   .00 %","   .00 %","  6.67 %","   .00 %","  6.67 %","  6.45 %","","","   .00 %","","   .00 %","  1.61 %","   .00 %","   .00 %","  1.72 %"
"2020-08-19","   .00 %","   .00 %","  1.27 %","  6.06 %","   .00 %","   .00 %"," 25.00 %","  2.78 %","   .00 %","","   .00 %","   .53 %","  2.56 %","  9.09 %","   .00 %","","  1.80 %","   .00 %","  8.33 %","  6.25 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","  1.59 %","   .00 %","   .00 %","  1.69 %"
"2020-08-20","   .00 %","   .00 %","  1.65 %","  5.71 %","   .00 %","   .00 %","   .00 %","  2.13 %","   .00 %","","  3.33 %","   .52 %","  2.50 %"," 16.67 %","   .00 %","","  2.53 %","  3.85 %","  7.69 %","  5.88 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","  1.56 %","   .00 %","   .00 %","   .00 %"
"2020-08-21","   .00 %","   .00 %","  1.16 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.70 %","   .00 %","","   .00 %","  1.31 %"," -2.44 %","   .00 %","   .00 %","","  1.23 %"," 11.11 %","  3.57 %"," 12.96 %","   .00 %","   .00 %","  3.03 %","","","   .00 %","","   .00 %","  6.15 %","   .00 %","   .00 %","  6.67 %"
"2020-08-22","   .00 %","   .00 %","  1.60 %","  2.70 %","   .00 %","   .00 %","   .00 %","  2.23 %","   .00 %","","  1.29 %","  2.06 %","  5.00 %","   .00 %","   .00 %","","  3.16 %","   .00 %","  3.45 %","  1.64 %","   .00 %"," 25.00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %"," 12.50 %","   .00 %","  3.12 %"
"2020-08-23","   .00 %","   .00 %","  1.13 %","  5.26 %","   .00 %","   .00 %","   .00 %","  2.00 %","   .00 %","","  3.82 %","   .76 %","   .00 %","   .00 %","   .00 %","","  2.59 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-24","   .00 %","   .00 %","  1.56 %"," 37.50 %","   .00 %","   .00 %","   .00 %","   .18 %","   .00 %","","   .00 %","   .50 %","   .00 %","   .00 %","   .00 %","","  1.61 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %",""," ##.## %","  1.45 %","   .00 %","   .00 %","   .00 %"
