"date","Georgia/Appling","Georgia/Atkinson","Georgia/Bacon","Georgia/Baker","Georgia/Baldwin","Georgia/Banks","Georgia/Barrow","Georgia/Bartow","Georgia/Ben Hill","Georgia/Berrien","Georgia/Bibb","Georgia/Bleckley","Georgia/Brantley","Georgia/Brooks","Georgia/Bryan","Georgia/Bulloch","Georgia/Burke","Georgia/Butts","Georgia/Calhoun","Georgia/Camden","Georgia/Candler","Georgia/Carroll","Georgia/Catoosa","Georgia/Charlton","Georgia/Chatham","Georgia/Chattahoochee","Georgia/Chattooga","Georgia/Cherokee","Georgia/Clarke","Georgia/Clay","Georgia/Clayton","Georgia/Clinch","Georgia/Cobb","Georgia/Coffee","Georgia/Colquitt","Georgia/Columbia","Georgia/Cook","Georgia/Coweta","Georgia/Crawford","Georgia/Crisp","Georgia/Dade","Georgia/Dawson","Georgia/DeKalb","Georgia/Decatur","Georgia/Dodge","Georgia/Dooly","Georgia/Dougherty","Georgia/Douglas","Georgia/Early","Georgia/Echols","Georgia/Effingham","Georgia/Elbert","Georgia/Emanuel","Georgia/Evans","Georgia/Fannin","Georgia/Fayette","Georgia/Floyd","Georgia/Forsyth","Georgia/Franklin","Georgia/Fulton","Georgia/Gilmer","Georgia/Glascock","Georgia/Glynn","Georgia/Gordon","Georgia/Grady","Georgia/Greene","Georgia/Gwinnett","Georgia/Habersham","Georgia/Hall","Georgia/Hancock","Georgia/Haralson","Georgia/Harris","Georgia/Hart","Georgia/Heard","Georgia/Henry","Georgia/Houston","Georgia/Irwin","Georgia/Jackson","Georgia/Jasper","Georgia/Jeff Davis","Georgia/Jefferson","Georgia/Jenkins","Georgia/Johnson","Georgia/Jones","Georgia/Lamar","Georgia/Lanier","Georgia/Laurens","Georgia/Lee","Georgia/Liberty","Georgia/Lincoln","Georgia/Long","Georgia/Lowndes","Georgia/Lumpkin","Georgia/Macon","Georgia/Madison","Georgia/Marion","Georgia/McDuffie","Georgia/McIntosh","Georgia/Meriwether","Georgia/Miller","Georgia/Mitchell","Georgia/Monroe","Georgia/Montgomery","Georgia/Morgan","Georgia/Murray","Georgia/Muscogee","Georgia/Newton","Georgia/Oconee","Georgia/Oglethorpe","Georgia/Out of GA","Georgia/Paulding","Georgia/Peach","Georgia/Pickens","Georgia/Pierce","Georgia/Pike","Georgia/Polk","Georgia/Pulaski","Georgia/Putnam","Georgia/Quitman","Georgia/Rabun","Georgia/Randolph","Georgia/Richmond","Georgia/Rockdale","Georgia/Schley","Georgia/Screven","Georgia/Seminole","Georgia/Spalding","Georgia/Stephens","Georgia/Stewart","Georgia/Sumter","Georgia/Talbot","Georgia/Taliaferro","Georgia/Tattnall","Georgia/Taylor","Georgia/Telfair","Georgia/Terrell","Georgia/Thomas","Georgia/Tift","Georgia/Toombs","Georgia/Towns","Georgia/Treutlen","Georgia/Troup","Georgia/Turner","Georgia/Twiggs","Georgia/Unassigned","Georgia/Union","Georgia/Upson","Georgia/Walker","Georgia/Walton","Georgia/Ware","Georgia/Warren","Georgia/Washington","Georgia/Wayne","Georgia/Webster","Georgia/Wheeler","Georgia/White","Georgia/Whitfield","Georgia/Wilcox","Georgia/Wilkes","Georgia/Wilkinson","Georgia/Worth"
"2020-04-01","-1","","4","0","2","0","2","13","0","1","2","0","","0","1","0","0","2","1","0","0","8","1","0","10","1","0","7","1","1","18","0","14","-2","2","0","0","1","","2","0","1","30","1","1","4","18","5","6","","1","","0","","0","3","25","1","1","54","0","","1","2","0","1","12","0","3","","1","-1","0","2","12","6","0","1","0","0","0","0","0","1","1","","1","5","0","0","0","3","-1","0","0","","0","0","1","0","7","2","","0","1","1","1","2","0","","2","0","1","2","0","1","1","","","0","0","1","9","-1","1","-2","3","1","0","4","0","","0","0","","6","2","5","-1","","","3","1","0","351","","0","2","6","1","1","2","","0","0","0","0","0","0","1","-1"
"2020-04-02","2","","0","0","1","0","0","3","0","1","2","0","","1","2","1","0","1","0","2","0","2","0","0","8","0","0","9","3","0","26","1","36","0","3","3","0","2","","4","0","0","31","1","0","1","27","5","7","","1","","0","","1","4","11","3","0","88","0","","2","2","1","0","32","0","3","","1","2","-1","-1","18","12","2","2","0","0","0","0","0","1","3","1","0","6","2","1","0","1","0","0","1","","1","0","2","0","1","0","","0","1","4","4","1","0","","1","0","1","5","0","0","0","2","","0","-1","0","9","-1","0","0","2","0","0","8","0","","0","0","","0","4","4","2","","","1","1","0","262","1","1","0","2","4","0","0","","0","0","0","5","0","0","-1","0"
"2020-04-03","0","","0","0","3","0","1","7","0","0","8","0","","2","2","2","0","0","0","0","0","10","2","0","14","0","0","12","3","2","47","0","52","6","11","5","0","9","","2","0","2","52","3","2","1","53","11","7","","0","1","0","","2","6","6","9","0","170","0","","3","1","1","1","47","0","7","","1","2","0","0","17","6","1","1","0","","0","1","0","1","-1","0","1","15","0","0","0","3","0","0","1","1","1","1","1","1","4","0","","0","1","5","4","1","0","","9","2","1","4","1","0","2","0","1","0","4","9","9","1","0","0","5","0","0","14","1","","1","0","2","4","2","2","1","1","","6","7","0","-271","0","0","1","2","2","0","2","","0","0","0","0","1","1","0","2"
"2020-04-04","2","","0","0","1","0","1","6","1","0","4","0","","0","3","0","0","1","1","0","0","6","0","0","6","0","0","10","3","0","29","0","47","0","12","1","0","5","","2","0","0","52","4","0","3","76","9","14","","1","0","0","","0","4","2","3","0","59","0","","4","0","0","3","35","0","5","","3","-1","0","0","25","5","0","1","0","","0","0","0","0","0","0","0","13","2","0","0","7","0","2","2","1","0","0","0","5","9","1","","0","2","3","3","3","0","","6","1","0","2","1","2","1","0","0","0","8","1","7","2","0","2","1","0","0","21","1","","0","0","1","2","9","4","0","0","","6","0","0","-262","0","4","0","0","2","0","-1","","0","0","0","1","0","0","1","5"
"2020-04-05","0","","0","1","3","0","3","0","0","0","4","0","","1","1","0","1","1","4","3","1","9","0","1","19","0","0","8","2","0","14","0","28","0","4","3","0","9","1","3","0","3","43","1","0","0","50","6","2","","2","0","0","","0","5","1","9","0","21","0","","2","2","0","0","44","0","33","","0","1","0","0","17","4","0","2","2","0","1","0","2","0","1","0","0","8","1","0","0","2","2","0","0","0","1","0","1","0","1","2","","0","0","3","12","2","0","","2","3","0","0","1","0","-1","0","0","1","2","0","6","0","0","0","2","1","0","3","1","","0","0","1","6","0","0","0","0","","2","0","0","33","0","3","0","3","0","1","1","1","1","0","1","0","-1","0","0","1"
"2020-04-06","1","","1","0","1","0","2","19","1","0","0","0","2","0","5","3","1","6","4","0","0","5","0","0","21","0","0","11","7","0","6","0","59","0","3","4","0","9","0","15","0","3","36","3","3","4","30","16","12","","4","1","0","","1","7","4","8","0","65","0","","0","1","1","3","35","0","14","","0","3","0","0","11","2","0","2","-1","1","0","2","0","1","7","3","1","11","3","0","0","3","0","0","0","0","2","0","2","4","3","1","","3","1","4","7","0","0","","4","2","0","5","4","2","1","1","0","0","6","5","4","0","0","1","15","2","2","4","1","","0","1","0","7","2","8","2","0","1","3","2","0","42","0","9","0","4","4","0","0","1","2","0","0","1","1","1","1","3"
"2020-04-07","0","4","3","4","11","0","13","8","1","1","2","0","1","0","5","2","4","0","9","7","2","14","1","1","13","0","1","11","8","3","22","1","35","23","16","6","2","3","1","3","0","1","66","-3","0","9","223","9","16","1","4","0","2","","1","5","5","14","-2","97","2","","0","1","1","6","82","4","65","1","5","2","0","1","16","15","3","4","3","0","1","3","3","0","1","1","6","48","-1","0","0","4","0","4","2","1","5","1","4","1","34","3","","3","1","13","3","8","1","","6","1","1","7","1","0","1","2","2","2","57","18","5","4","1","3","9","3","0","60","1","","0","2","0","22","9","1","1","1","0","9","2","0","169","2","6","1","1","15","1","5","1","0","0","5","4","0","1","0","16"
"2020-04-08","0","0","3","0","1","1","2","5","0","0","8","0","2","10","0","2","3","3","2","1","0","6","0","0","8","0","0","7","4","3","27","0","38","6","-1","2","1","0","1","2","1","2","61","13","1","-1","47","11","6","0","1","1","2","","-1","6","4","5","0","116","1","","1","1","1","1","40","2","32","0","2","3","0","0","21","13","0","2","-1","0","0","0","7","0","-1","0","3","13","2","1","0","5","0","3","0","2","3","0","1","-3","18","-1","","4","0","4","2","1","0","","6","3","0","8","0","2","0","0","1","0","1","2","1","0","1","1","6","4","1","21","2","","0","0","0","6","6","4","0","0","0","2","4","0","368","1","1","-1","1","5","0","6","1","-1","0","1","0","0","0","1","9"
"2020-04-09","1","0","0","2","3","0","4","4","0","0","3","0","1","0","-1","2","3","3","5","2","0","0","2","-1","6","0","1","8","0","1","4","0","41","4","10","7","1","5","0","5","0","2","36","-9","0","1","34","5","7","1","1","0","1","","0","4","6","5","0","36","0","","1","0","2","1","38","-1","10","0","-2","1","0","-1","10","11","1","1","0","0","0","1","0","2","1","0","2","4","1","0","0","1","0","4","1","2","2","0","0","-3","8","0","","0","1","41","0","0","0","","-1","1","0","4","2","0","1","0","0","1","9","8","-1","0","0","0","2","0","0","22","-1","","0","0","3","3","14","5","0","0","0","4","2","0","163","1","11","1","2","3","0","-1","-1","0","1","1","-1","3","0","4","4"
"2020-04-10","0","0","1","0","2","3","2","11","2","2","3","0","0","1","4","2","1","4","2","0","0","14","2","0","5","1","-1","11","0","1","13","0","33","5","2","4","1","6","0","8","0","0","53","5","0","7","42","15","0","0","0","0","1","","0","3","0","9","0","88","0","","1","2","7","2","43","6","12","0","0","1","0","1","17","8","1","2","1","0","0","0","1","0","0","0","1","10","-1","0","0","6","0","3","-1","2","1","0","0","1","15","0","","2","0","29","6","2","9","","4","0","1","1","3","-1","0","0","0","0","7","11","0","2","1","-1","2","0","2","21","2","","0","1","2","4","16","4","3","1","0","4","6","0","226","1","7","2","9","3","0","5","0","0","0","0","4","0","1","0","7"
"2020-04-11","2","-2","0","1","12","0","3","2","0","0","7","0","1","1","-1","0","7","0","4","1","0","4","1","0","6","0","1","12","1","0","21","0","34","0","0","7","0","11","0","6","0","1","40","1","0","5","14","5","1","0","1","0","0","","0","2","6","8","1","58","2","","1","1","0","0","29","1","25","2","0","2","0","0","7","2","0","0","0","0","2","1","1","2","0","0","0","12","2","2","0","3","0","1","1","1","1","0","4","0","4","0","","0","2","17","4","1","1","","7","1","-1","4","0","0","0","0","-1","0","5","43","6","0","0","2","5","2","0","11","0","","0","1","0","4","1","1","0","0","0","-1","1","0","151","1","4","0","0","2","0","0","1","0","0","0","0","0","0","2","3"
"2020-04-12","0","0","0","2","8","0","4","3","0","0","4","0","1","0","1","0","0","1","2","0","0","3","0","1","5","0","1","4","1","0","31","0","18","3","7","2","1","2","0","3","0","1","34","2","4","0","78","6","15","0","2","0","1","","0","5","3","9","0","45","1","","0","6","0","0","15","0","4","0","1","0","0","1","11","2","0","1","0","0","0","0","4","0","1","0","4","5","1","0","0","0","0","2","0","0","2","0","1","0","1","0","2","0","0","2","2","2","0","","4","1","2","0","1","1","0","1","0","0","2","2","4","0","2","1","6","0","0","5","0","","2","0","0","3","3","2","0","0","0","2","9","0","-179","0","4","0","3","3","0","1","0","0","0","0","0","17","0","1","6"
"2020-04-13","2","0","0","2","1","0","0","4","0","0","5","2","3","1","2","3","0","2","5","2","0","10","1","0","5","0","1","12","2","1","29","3","68","4","1","2","0","16","0","1","0","3","111","7","1","10","63","14","5","0","0","0","1","1","0","6","3","8","0","131","0","","5","4","0","4","49","1","13","0","0","3","1","0","20","14","1","0","2","0","1","1","0","1","2","0","3","14","1","1","0","6","0","4","0","0","3","0","0","2","11","0","0","0","1","15","12","1","1","","11","2","-1","0","2","2","1","1","0","0","12","7","5","0","0","0","4","2","2","18","0","","0","1","0","7","1","3","1","0","0","4","-1","0","1","0","6","0","5","3","1","1","0","0","0","0","2","2","0","0","7"
"2020-04-14","2","0","0","0","16","1","10","14","2","2","19","0","1","1","-1","1","0","5","6","0","0","21","2","1","5","2","1","21","10","0","44","0","113","4","0","5","0","16","6","12","1","7","164","10","3","1","80","22","11","0","3","3","0","1","4","10","9","15","1","214","0","","2","6","6","2","76","13","71","2","3","1","1","1","26","9","0","5","1","0","0","1","1","2","2","0","0","5","3","0","1","5","2","22","2","7","5","0","1","3","17","1","0","1","1","14","9","3","6","","24","0","2","2","4","1","1","5","0","1","14","15","6","0","2","1","8","5","0","24","1","","0","1","2","20","11","9","3","5","0","7","4","1","-932","1","67","4","8","8","0","-1","2","0","1","3","3","4","2","1","8"
"2020-04-15","1","0","0","0","21","0","1","5","0","0","4","0","1","1","0","2","0","1","4","1","0","2","2","0","3","0","0","6","3","0","21","1","29","1","1","3","1","1","1","5","0","1","47","1","0","1","11","8","4","1","0","1","0","0","1","5","0","0","2","32","0","","1","1","0","3","37","1","11","0","0","2","0","0","15","4","0","1","1","1","0","1","1","1","1","0","0","6","5","0","0","5","0","0","1","0","0","0","2","0","8","0","0","0","1","2","4","1","0","18","2","0","1","0","3","2","0","0","0","0","0","6","1","1","0","0","7","0","1","4","2","","0","0","0","1","3","3","1","0","0","0","0","0","-24","0","7","3","0","2","1","0","0","0","0","0","2","1","0","2","5"
"2020-04-16","3","1","0","1","7","2","4","2","0","1","23","0","2","0","0","1","4","2","1","3","0","6","1","1","1","0","0","17","4","2","12","0","66","6","9","4","2","4","1","5","4","0","56","7","2","11","30","5","5","0","-1","0","2","0","0","4","1","9","1","85","1","","3","3","4","5","44","19","37","1","1","8","0","0","9","12","1","4","0","1","2","0","3","0","0","0","2","1","0","0","0","2","0","-8","1","0","1","1","3","5","11","1","0","2","-1","15","11","2","12","24","4","4","1","1","2","0","0","2","0","0","3","21","1","0","1","4","9","1","0","4","2","","0","1","2","2","20","4","1","0","0","7","7","1","-119","0","4","0","3","3","1","1","0","1","0","1","2","5","2","3","8"
"2020-04-17","1","2","3","2","12","3","14","5","3","1","70","1","1","2","1","3","5","2","1","1","0","17","0","0","12","1","1","24","4","1","23","0","82","2","17","8","1","9","2","17","0","5","102","1","0","3","43","18","17","1","1","0","1","0","0","9","0","22","2","96","2","","2","4","2","1","121","16","152","0","-1","2","0","0","14","10","0","9","4","2","2","0","8","1","0","1","2","4","5","0","0","3","9","5","0","7","4","0","10","0","20","1","0","2","2","15","6","3","1","73","11","3","0","1","2","2","5","0","0","0","5","49","8","2","1","-1","20","3","4","25","2","","0","0","0","2","0","3","1","2","0","3","2","0","111","2","23","0","4","8","1","0","1","0","0","5","7","2","1","2","4"
"2020-04-18","0","0","0","-3","-1","0","3","4","0","0","4","2","2","0","0","0","4","1","-3","0","1","10","1","0","4","0","0","10","0","1","14","0","28","2","4","7","1","7","0","4","1","0","47","0","0","3","25","6","2","0","0","0","0","0","1","2","0","4","0","29","0","","2","4","0","2","33","8","44","0","1","2","0","2","9","0","2","1","0","0","0","0","1","0","3","0","2","3","1","0","0","7","2","3","0","2","2","0","1","0","9","0","0","2","0","4","0","0","0","35","0","1","1","2","1","0","0","4","0","0","2","20","3","0","0","1","7","2","2","9","0","","0","0","1","6","3","1","2","0","0","4","1","0","-35","0","8","0","-1","3","0","1","0","1","0","0","3","4","0","1","3"
"2020-04-19","2","0","1","1","2","1","3","2","2","0","7","0","0","0","2","1","6","2","0","1","0","11","0","1","2","0","0","17","2","0","14","0","25","4","3","4","0","5","0","4","0","2","56","6","0","1","16","4","4","0","1","0","0","0","1","4","1","12","0","56","1","","1","7","4","1","49","2","14","1","0","2","1","1","14","2","0","1","3","1","0","0","0","1","1","0","2","0","0","0","0","8","1","2","0","2","0","0","2","2","1","0","0","0","0","8","7","2","0","53","1","0","2","0","2","1","0","3","0","0","0","6","9","1","0","1","2","5","0","21","0","","0","1","0","3","12","4","0","3","0","5","5","0","34","4","0","2","2","5","0","1","0","0","0","0","0","3","6","0","2"
"2020-04-20","1","0","1","3","20","1","3","7","0","0","4","-1","2","0","2","3","1","37","4","-1","2","24","4","0","6","1","0","24","6","0","21","0","71","4","23","15","1","8","1","7","2","1","69","0","0","1","14","13","4","0","1","0","2","1","3","4","4","11","2","88","4","","0","3","3","2","82","25","81","3","2","6","0","-1","15","16","0","7","1","1","0","1","1","3","2","1","0","4","2","0","0","6","1","4","1","1","0","0","4","1","-3","0","0","1","0","10","11","1","2","83","8","3","0","0","1","6","2","4","0","1","4","19","12","0","0","4","7","5","2","0","3","","0","2","1","2","-1","6","0","2","1","13","3","0","42","2","5","4","3","3","0","0","1","1","0","10","2","1","1","2","7"
"2020-04-21","0","0","0","0","2","0","6","1","4","0","0","0","0","7","-1","1","3","2","0","0","0","2","3","1","0","0","1","5","0","0","6","0","19","0","9","4","0","1","0","0","2","0","13","-2","0","2","10","1","0","0","2","0","0","1","0","1","1","2","0","10","3","","0","-1","0","0","41","8","18","0","1","-1","0","0","2","3","0","1","-1","0","0","0","0","0","2","0","0","1","0","0","0","4","1","2","1","0","0","0","1","0","4","0","0","0","1","5","0","2","0","19","2","0","0","0","1","0","-1","1","0","0","1","12","0","0","1","0","1","1","0","1","1","","0","0","0","6","7","1","0","0","0","5","0","0","174","-1","4","9","1","4","0","0","1","1","0","1","1","1","1","0","1"
"2020-04-22","26","0","1","0","23","1","4","3","1","0","21","0","0","6","4","2","2","43","15","0","0","4","19","0","8","1","1","18","4","0","3","0","57","1","4","4","2","-2","0","5","3","4","75","-9","2","1","33","15","11","1","1","3","1","0","1","2","1","14","1","47","2","","2","4","6","5","51","23","187","1","2","5","0","1","4","5","0","7","1","0","0","1","3","2","-1","0","1","17","0","1","0","17","1","4","2","4","0","0","1","1","66","0","0","1","0","10","7","0","3","33","2","0","0","0","1","0","0","1","0","1","2","18","4","0","2","2","3","1","1","8","2","","1","0","3","3","15","0","1","4","0","4","0","2","197","3","7","31","9","3","0","3","1","0","0","2","7","6","2","0","13"
"2020-04-23","2","2","0","-1","6","1","3","5","1","2","10","2","0","1","5","0","7","1","6","1","0","3","0","0","6","0","0","25","4","0","67","0","54","7","5","5","0","9","0","11","0","1","80","11","1","7","-1","14","1","0","3","4","2","0","0","10","0","8","3","181","8","","0","3","7","-1","78","19","56","3","1","6","0","1","25","4","2","6","1","2","1","1","1","2","3","0","2","4","1","0","0","3","2","7","1","1","2","0","1","2","10","3","0","2","0","12","7","1","-1","-25","3","1","1","0","3","0","3","2","0","0","1","22","7","0","0","0","1","6","-1","3","-1","","0","1","-2","3","10","5","2","0","0","9","2","0","-306","7","5","0","8","5","2","0","0","0","0","3","6","13","1","5","0"
