"date","Georgia/Appling","Georgia/Atkinson","Georgia/Bacon","Georgia/Baker","Georgia/Baldwin","Georgia/Banks","Georgia/Barrow","Georgia/Bartow","Georgia/Ben Hill","Georgia/Berrien","Georgia/Bibb","Georgia/Bleckley","Georgia/Brantley","Georgia/Brooks","Georgia/Bryan","Georgia/Bulloch","Georgia/Burke","Georgia/Butts","Georgia/Calhoun","Georgia/Camden","Georgia/Candler","Georgia/Carroll","Georgia/Catoosa","Georgia/Charlton","Georgia/Chatham","Georgia/Chattahoochee","Georgia/Chattooga","Georgia/Cherokee","Georgia/Clarke","Georgia/Clay","Georgia/Clayton","Georgia/Clinch","Georgia/Cobb","Georgia/Coffee","Georgia/Colquitt","Georgia/Columbia","Georgia/Cook","Georgia/Coweta","Georgia/Crawford","Georgia/Crisp","Georgia/Dade","Georgia/Dawson","Georgia/DeKalb","Georgia/Decatur","Georgia/Dodge","Georgia/Dooly","Georgia/Dougherty","Georgia/Douglas","Georgia/Early","Georgia/Echols","Georgia/Effingham","Georgia/Elbert","Georgia/Emanuel","Georgia/Evans","Georgia/Fannin","Georgia/Fayette","Georgia/Floyd","Georgia/Forsyth","Georgia/Franklin","Georgia/Fulton","Georgia/Gilmer","Georgia/Glascock","Georgia/Glynn","Georgia/Gordon","Georgia/Grady","Georgia/Greene","Georgia/Gwinnett","Georgia/Habersham","Georgia/Hall","Georgia/Hancock","Georgia/Haralson","Georgia/Harris","Georgia/Hart","Georgia/Heard","Georgia/Henry","Georgia/Houston","Georgia/Irwin","Georgia/Jackson","Georgia/Jasper","Georgia/Jeff Davis","Georgia/Jefferson","Georgia/Jenkins","Georgia/Johnson","Georgia/Jones","Georgia/Lamar","Georgia/Lanier","Georgia/Laurens","Georgia/Lee","Georgia/Liberty","Georgia/Lincoln","Georgia/Long","Georgia/Lowndes","Georgia/Lumpkin","Georgia/Macon","Georgia/Madison","Georgia/Marion","Georgia/McDuffie","Georgia/McIntosh","Georgia/Meriwether","Georgia/Miller","Georgia/Mitchell","Georgia/Monroe","Georgia/Montgomery","Georgia/Morgan","Georgia/Murray","Georgia/Muscogee","Georgia/Newton","Georgia/Oconee","Georgia/Oglethorpe","Georgia/Out of GA","Georgia/Paulding","Georgia/Peach","Georgia/Pickens","Georgia/Pierce","Georgia/Pike","Georgia/Polk","Georgia/Pulaski","Georgia/Putnam","Georgia/Quitman","Georgia/Rabun","Georgia/Randolph","Georgia/Richmond","Georgia/Rockdale","Georgia/Schley","Georgia/Screven","Georgia/Seminole","Georgia/Spalding","Georgia/Stephens","Georgia/Stewart","Georgia/Sumter","Georgia/Talbot","Georgia/Taliaferro","Georgia/Tattnall","Georgia/Taylor","Georgia/Telfair","Georgia/Terrell","Georgia/Thomas","Georgia/Tift","Georgia/Toombs","Georgia/Towns","Georgia/Treutlen","Georgia/Troup","Georgia/Turner","Georgia/Twiggs","Georgia/Unassigned","Georgia/Union","Georgia/Upson","Georgia/Walker","Georgia/Walton","Georgia/Ware","Georgia/Warren","Georgia/Washington","Georgia/Wayne","Georgia/Webster","Georgia/Wheeler","Georgia/White","Georgia/Whitfield","Georgia/Wilcox","Georgia/Wilkes","Georgia/Wilkinson","Georgia/Worth"
"2020-03-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-23","0","0","0","0","0","0","0","5","0","0","1","0","0","0","0","0","0","1","0","0","0","5","1","0","0","0","0","2","5","0","5","0","12","1","0","0","0","1","0","0","0","0","22","0","0","0","12","3","0","0","0","0","0","0","0","1","1","3","0","34","0","0","1","1","0","0","7","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","2","0","","1","0","0","1","0","0","0","0","0","0","0","1","2","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1"
"2020-03-24","0","0","0","2","0","0","0","13","1","0","2","0","0","0","2","0","1","0","0","1","0","5","0","0","3","0","0","8","2","0","3","0","7","1","2","1","0","1","0","3","0","0","19","0","0","0","26","4","0","0","0","0","0","0","0","2","1","1","0","39","0","0","1","2","0","1","11","0","4","0","0","1","0","0","4","2","1","0","1","0","0","0","0","0","0","0","3","4","1","0","0","2","1","1","0","0","0","0","1","0","3","2","0","0","0","1","1","2","0","","1","0","2","0","0","4","1","0","0","0","0","0","3","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","36","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"2020-03-25","1","0","0","1","0","0","1","4","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","3","0","1","0","15","0","0","2","0","0","0","0","0","0","22","1","1","0","19","6","3","0","1","0","0","0","1","0","3","1","0","14","0","0","0","1","0","1","3","0","5","0","0","0","0","0","0","2","1","1","1","0","0","0","0","1","0","0","1","5","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","2","0","0","","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","2","1","1","0","3","0","0","0","1","1","0","1","3","0","0","0","0","0","1","65","0","0","0","0","0","0","1","0","0","0","1","2","0","1","0","0"
"2020-03-26","-1","0","0","-2","0","0","2","8","0","0","2","0","0","0","1","0","0","1","0","1","0","23","0","0","2","0","0","7","5","0","10","0","14","0","2","4","0","2","0","1","0","2","13","1","0","0","47","1","2","0","0","0","0","0","0","2","2","6","0","13","0","0","0","1","0","-1","27","0","2","0","0","0","0","0","12","4","0","0","0","0","0","0","0","0","0","0","1","5","0","0","1","1","1","0","1","0","0","0","0","0","6","0","0","0","0","1","3","2","0","","1","1","0","0","0","2","0","0","0","0","0","-1","3","0","0","0","5","-1","0","0","0","0","1","0","-1","2","0","0","1","0","0","4","1","0","20","0","0","0","-1","1","0","0","0","0","0","0","1","0","0","0","1"
"2020-03-27","0","0","0","0","0","0","2","12","1","0","2","0","0","0","1","0","2","0","2","0","0","5","0","0","1","0","0","8","8","0","14","0","29","1","0","0","0","7","0","0","0","-1","52","0","0","0","37","9","3","0","1","0","0","0","1","5","4","4","1","96","0","0","1","3","0","0","27","1","3","0","1","0","0","0","15","0","1","1","0","0","0","0","0","1","0","0","0","5","0","2","0","4","0","0","1","0","0","0","2","0","4","0","0","0","0","3","5","3","0","","5","1","0","0","0","0","0","0","0","0","2","1","4","0","0","0","0","0","0","5","0","0","0","0","0","1","2","6","0","0","0","1","0","0","51","0","2","0","0","1","0","0","0","0","0","0","1","0","0","0","2"
"2020-03-28","0","0","0","0","0","0","1","18","0","0","1","0","0","0","2","0","0","2","0","0","0","9","0","0","5","1","0","6","3","0","11","0","37","0","1","2","0","0","0","1","0","0","59","1","0","0","12","8","5","0","0","0","0","0","1","6","7","2","1","66","0","0","1","2","0","0","27","-1","7","0","0","0","1","0","10","3","0","0","0","0","0","1","0","0","-1","0","0","2","1","0","0","4","0","0","0","0","1","0","0","2","0","0","0","0","2","0","0","0","0","","7","0","1","0","1","0","1","0","0","0","0","1","1","0","0","1","0","1","0","1","0","0","0","0","0","0","3","2","0","0","0","-2","0","0","13","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","1"
"2020-03-29","0","0","1","0","0","0","0","3","0","0","2","0","0","1","1","1","1","0","1","0","1","0","2","0","0","0","0","4","0","0","2","0","41","5","1","0","0","3","0","1","0","0","32","1","0","0","34","2","1","0","0","0","0","0","0","1","0","4","0","34","0","0","1","0","0","0","14","0","1","0","1","1","0","0","5","3","0","0","0","0","0","0","0","0","0","0","2","6","1","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","1","0","2","1","0","","4","0","0","1","1","0","1","0","0","0","0","0","1","0","0","0","1","1","0","4","0","0","0","0","0","4","1","0","0","0","0","0","0","0","32","0","1","0","3","3","0","0","0","0","1","0","2","0","0","0","2"
"2020-03-30","0","0","0","0","1","1","0","2","0","1","2","0","0","0","0","0","0","0","2","1","0","17","0","0","1","0","0","5","6","0","2","0","23","2","0","0","1","6","0","0","0","3","9","1","0","1","28","2","0","0","0","0","0","0","0","6","1","8","1","56","1","0","2","1","0","2","15","0","2","0","1","2","1","0","3","1","0","0","0","0","0","0","0","0","2","0","3","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","4","1","0","0","","1","1","1","0","0","2","0","0","0","0","0","1","0","1","0","2","0","0","0","1","0","0","0","0","0","2","0","6","1","0","0","2","1","0","-98","0","0","0","-1","0","1","0","0","0","0","0","-1","0","0","0","1"
"2020-03-31","2","","1","3","1","2","11","10","1","0","5","1","","1","0","1","4","1","4","1","0","42","0","0","10","0","2","15","9","4","43","0","34","1","12","12","0","13","","9","1","5","54","2","1","5","195","11","12","","0","","1","","2","13","7","14","1","107","0","","7","1","1","4","80","2","32","","1","0","2","0","20","13","0","6","0","0","2","0","1","1","-1","","1","45","1","1","0","1","4","1","0","","2","1","0","0","16","1","","1","1","8","13","4","1","","6","0","0","1","0","3","0","","","2","2","27","18","4","1","3","1","1","1","17","1","","0","1","","28","2","0","1","","","5","0","0","1","","0","","2","4","2","0","","1","0","2","3","1","1","1","18"
