"date","Utah/Bear River","Utah/Beaver","Utah/Box Elder","Utah/Cache","Utah/Carbon","Utah/Central Utah","Utah/Daggett","Utah/Davis","Utah/Duchesne","Utah/Emery","Utah/Garfield","Utah/Grand","Utah/Iron","Utah/Juab","Utah/Kane","Utah/Millard","Utah/Morgan","Utah/Out of UT","Utah/Piute","Utah/Rich","Utah/Salt Lake","Utah/San Juan","Utah/Sanpete","Utah/Sevier","Utah/Southeast Utah","Utah/Southwest","Utah/Southwest Utah","Utah/Summit","Utah/Tooele","Utah/TriCounty","Utah/Uintah","Utah/Unassigned","Utah/Utah","Utah/Wasatch","Utah/Washington","Utah/Washington County","Utah/Wayne","Utah/Weber","Utah/Weber-Morgan","Utah/unassigned"
"2020-03-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-23","","0","0","1","0","","0","10","0","0","0","0","0","0","0","0","0","","0","0","29","0","0","0","","","","22","-1","","0","","5","3","5","","0","8","",""
"2020-03-24","","0","0","0","0","","0","2","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","","","","17","0","","0","","2","4","0","","0","1","",""
"2020-03-25","","0","-1","-3","0","","0","4","0","0","0","0","0","0","0","0","0","1","0","0","27","0","0","0","","","","7","1","","0","","5","0","0","","0","1","",""
"2020-03-26","","0","0","0","0","","0","4","0","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","","","","6","1","","0","","6","5","3","","0","4","",""
"2020-03-27","","0","0","0","0","","0","11","0","0","0","0","0","0","0","0","0","0","0","0","40","0","0","0","","","","7","1","","0","","2","8","1","","0","6","",""
"2020-03-28","","0","4","5","0","","0","9","0","0","0","0","0","0","0","0","0","0","0","0","58","1","0","0","","","","25","3","","0","","4","8","4","","0","9","",""
"2020-03-29","","1","1","0","0","","0","10","0","0","1","4","2","0","0","0","0","0","0","0","45","3","0","0","","","","24","1","","0","","20","3","-5","","0","8","",""
"2020-03-30","","-1","2","-5","0","","0","8","0","0","-1","-4","-2","0","0","0","0","5","0","0","39","0","0","0","","","","16","0","","0","","7","5","7","","0","2","",""
"2020-03-31","","","0","7","","","","7","","","1","1","6","","","","","3","","","36","0","","","","","","5","3","","1","","13","6","-1","","","2","",""
"2020-04-01","","","0","0","","","","0","","","0","0","0","","","","","0","","","0","0","","","","","","0","0","","0","","0","0","0","","","0","",""
"2020-04-02","","","0","0","","","","19","1","","0","0","1","","1","","","0","","","80","7","","","","","","32","1","","0","","35","11","4","","","12","",""
"2020-04-03","","","3","8","1","","","19","0","1","0","0","3","","0","","","","","","65","1","","","","","","18","3","","0","","45","8","3","","","5","",""
"2020-04-04","","","0","1","0","","","15","0","0","0","0","2","","0","","","","","","109","0","","","","","","8","1","","0","","36","1","1","1","","5","",""
"2020-04-05","","","0","3","0","","","5","0","0","0","0","0","","0","","","","","","91","0","","","","","","26","2","","0","","30","8","0","2","","4","",""
"2020-04-06","","","1","3","0","","","12","0","1","0","0","1","","1","","","","","","36","0","","","","","","4","3","","1","-2","7","1","4","0","","4","",""
"2020-04-07","","","2","2","0","","","4","0","0","0","0","0","","0","","","","","","30","0","","","","","","5","0","","0","0","13","1","5","","","4","",""
