"date","Bihar/ARWAL","Bihar/AURANGABAD","Bihar/Araria","Bihar/Arwal","Bihar/Aurangabad","Bihar/BEGUSARAI","Bihar/BHAGALPUR","Bihar/BHOJPUR","Bihar/Banka","Bihar/Begusarai","Bihar/Bhagalpur","Bihar/Bhojpur","Bihar/Buxar","Bihar/Darbhanga","Bihar/EAST CHAMPARAN","Bihar/East Champaran","Bihar/GAYA","Bihar/GOPALGANJ","Bihar/Gaya","Bihar/Gopalganj","Bihar/Jamui","Bihar/Jehanabad","Bihar/KAIMUR","Bihar/KHAGARIA","Bihar/Kaimur","Bihar/Katihar","Bihar/Khagaria","Bihar/Kishanganj","Bihar/Lakhisarai","Bihar/MUZAFFARPUR","Bihar/Madhepura","Bihar/Madhubani","Bihar/Munger","Bihar/Muzaffarpur","Bihar/NALANDA","Bihar/NAWADA","Bihar/Nalanda","Bihar/Nawada","Bihar/Other State","Bihar/PATNA","Bihar/Patna","Bihar/Purnia","Bihar/Rajmahal","Bihar/Rohtas","Bihar/SARAN","Bihar/SIWAN","Bihar/SUPAUL","Bihar/Saharsa","Bihar/Samastipur","Bihar/Saran","Bihar/Sheikhpura","Bihar/Sheohar","Bihar/Sitamarhi","Bihar/Siwan","Bihar/Supaul","Bihar/VAISHALI","Bihar/Vaishali","Bihar/West Champaran","Bihar/bhagalpur","Bihar/gaya"
"2020-04-03","","","","","","","","","","","","","","","","","","","-50.00 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-75.00 %","","","","","",""
"2020-04-04","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-07","","","","","","","","",""," ##.## %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ##.## %","","","","","",""
"2020-04-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-09","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ##.## %","","","","","",""
"2020-04-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-88.24 %","","","","","",""
"2020-04-11","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ##.## %","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-13","","","","","","","","","","-50.00 %","","","","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-75.00 %","","",""," ##.## %","","","","   .00 %","","","","","","","","","","","","","","","","   .00 %","","",""
"2020-04-16","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","",""," ##.## %","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-17","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","","","","-66.67 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","",""
"2020-04-19","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","","","","","","","","","","","-66.67 %","","",""," ##.## %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ##.## %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-21","","","","","","","","","","","",""," ##.## %","","","","","","","","","","","","","","","","","","",""," ##.## %","","","","","","","","   .00 %","","","   .00 %","","","","","","","","","","","","","","","",""
"2020-04-22","","","","","","","","","   .00 %",""," ##.## %","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","-82.35 %","","",""," ##.## %","","","","","","","","","","","","","","","","","","",""
"2020-04-23","","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","-42.86 %","","","","","","","","   .00 %","",""," ##.## %","","","","","","","","","","-50.00 %","","","","","",""
"2020-04-24","","","","","   .00 %","","","","   .00 %","","",""," ##.## %","","","","","","","","","","","","","","","","","","   .00 %",""," ##.## %","","","","   .00 %","","","","-75.00 %","","","","","","","","","   .00 %","","","","","","","","","",""
"2020-04-25","","","","   .00 %","","","","","","","","   .00 %","-58.33 %","","","","","","   .00 %","","","","","","-25.00 %","","","","","","","","-90.32 %","","","","","","",""," ##.## %","","","-66.67 %","","","","","","   .00 %","","","","","","","   .00 %","","",""
"2020-04-26","","",""," ##.## %","","","","","","","","","","",""," ##.## %","","",""," ##.## %","","   .00 %","","","","","","","","","","","   .00 %","","","","","","","","","",""," ##.## %","","","","","","","","","","","","","","","",""
"2020-04-27","","","",""," ##.## %","","","","","",""," ##.## %","","   .00 %","","","","","","","","","","","","","",""," ##.## %","","","   .00 %"," ##.## %","","","","-66.67 %","-50.00 %","","","-14.29 %","   .00 %",""," ##.## %","","","","","","   .00 %","","","","","","","","","",""
"2020-04-28","","","   .00 %","","","","","","   .00 %","","","","-80.00 %","","","","","","","-33.33 %",""," ##.## %","","","-33.33 %","","","","","","","","-90.91 %","","","","","","","","","","","","","","","","","","   .00 %","","   .00 %","","","","","","",""
"2020-04-29","","","","","-80.00 %","","","","","   .00 %","","-71.43 %"," ##.## %"," ##.## %","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","-50.00 %","","","-81.25 %","","","","","","","","","   .00 %","","","","   .00 %","   .00 %","",""
"2020-04-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," 50.00 %","","","","","","","","-33.33 %","",""," ##.## %","","","","",""," ##.## %","",""," ##.## %","   .00 %","","","","","",""
"2020-05-01","","","","","","","","","","","","-50.00 %","   .00 %","","","","","","","","","","",""," 50.00 %","   .00 %","","","","",""," ##.## %","","","","","   .00 %","","","","","","","-36.36 %","","","","","","","","","","","","","","","",""
"2020-05-02","","","   .00 %","","","","","","","",""," ##.## %","-81.82 %","","","","","","","","","","","","-50.00 %","   .00 %","","","","","","","   .00 %","","","","","","","","","","","","","","","","","-50.00 %","","","","","","","","","",""
"2020-05-03","","","","-66.67 %"," ##.## %","","","","",""," 50.00 %",""," 50.00 %","","","   .00 %","","","","","","","","","-66.67 %","-50.00 %","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %","",""
"2020-05-04","","","","","","","","","","   .00 %","","","","","","","","","","","","","",""," ##.## %","","","","","","","-61.54 %","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","-80.00 %","",""
"2020-05-05","","","","","","","","","","","","","","","","","","","","","","","","","-50.00 %"," ##.## %","","","","","","","   .00 %","","","","   .00 %","   .00 %","","","","","","   .00 %","","","","","","","","","","   .00 %","","","","","",""
"2020-05-06","","","","","","","","","","","-83.33 %","","","","","","","","","","","","","","   .00 %","","","","","","","-80.00 %","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","   .00 %","","","","","","","",""
"2020-05-07","","","","","-80.00 %","","","","","","   .00 %","","   .00 %","","","","","","","","","-66.67 %","","","","","","   .00 %","","","   .00 %","","   .00 %","","","","","","","","-50.00 %","","","   .00 %","","","","","","   .00 %","","   .00 %","","","","","   .00 %","","",""
"2020-05-08","","","","","","","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","-75.00 %","","","","","","","","","","-80.00 %","   .00 %","","","","","","   .00 %","","","","   .00 %","   .00 %","",""," ##.## %","","","","","","","   .00 %"," ##.## %","","","","","","   .00 %","","","","",""
"2020-05-09","","","","   .00 %","","","","",""," ##.## %","","   .00 %","   .00 %","","","","","","","","","","","","   .00 %","","-75.00 %","","","","","","   .00 %","   .00 %","",""," ##.## %","","","","","","","   .00 %","","","","","","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","",""
"2020-05-10","",""," ##.## %","   .00 %","   .00 %","","",""," ##.## %","-58.33 %"," ##.## %","   .00 %","   .00 %","-50.00 %",""," ##.## %","","","   .00 %","","","","","","   .00 %",""," ##.## %"," ##.## %","   .00 %","","   .00 %",""," ##.## %","   .00 %","",""," ##.## %"," ##.## %","","","   .00 %","","","","","",""," ##.## %","-83.33 %","","","","","","","","","","",""
"2020-05-11","","","","","","","","","","","-77.78 %","",""," 50.00 %","","","","","","   .00 %","","   .00 %","","","","","","","","",""," ##.## %","","   .00 %","","","-90.91 %"," ##.## %","",""," 22.22 %","   .00 %","","","","","","-85.71 %","   .00 %",""," ##.## %","","   .00 %","   .00 %"," ##.## %","","","","",""
"2020-05-12","","","","   .00 %","   .00 %","","","","-50.00 %"," 80.00 %","-50.00 %","   .00 %","   .00 %","-33.33 %","","","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %"," ##.## %","","   .00 %","",""," ##.## %","-90.91 %","   .00 %","",""," ##.## %","-66.67 %","",""," 63.64 %","   .00 %","","   .00 %","","","",""," ##.## %","   .00 %","-66.67 %","","","   .00 %","-50.00 %","","","   .00 %","",""
"2020-05-13","","","","","-50.00 %","","",""," ##.## %","-22.22 %"," ##.## %"," ##.## %","   .00 %","","","-75.00 %","","","","   .00 %","","","","","   .00 %","","-81.25 %","","   .00 %","","","-75.00 %"," ##.## %","   .00 %","","",""," ##.## %","","","-50.00 %","","","-76.92 %","","","","","","","","",""," ##.## %"," ##.## %","","","","",""
"2020-05-14","","","","","","","","","   .00 %","","-83.33 %","-85.71 %","","","","","","","","","","   .00 %","","","",""," ##.## %","-87.50 %"," ##.## %","","","","","   .00 %","","","-75.00 %","","","",""," ##.## %","","-33.33 %","","","","","","","   .00 %","","","","-33.33 %",""," ##.## %","","",""
"2020-05-15","","","","","","","","","","   .00 %","","   .00 %","","   .00 %","","","","","",""," ##.## %","","","","","","-16.67 %"," ##.## %","-83.33 %","","   .00 %","   .00 %","","","","","","-88.89 %","","","   .00 %","","","","","",""," ##.## %","","","","","   .00 %"," 25.00 %","   .00 %","","   .00 %","","",""
"2020-05-16","","","","","   .00 %","","","","   .00 %","   .00 %","   .00 %"," ##.## %","","","","   .00 %","","","","   .00 %"," ##.## %","-80.00 %","","","   .00 %"," ##.## %","-60.00 %","","   .00 %","",""," ##.## %","   .00 %","-33.33 %","","","   .00 %"," ##.## %","",""," ##.## %"," ##.## %","","   .00 %","","","",""," ##.## %",""," ##.## %","   .00 %","","-60.00 %","",""," 50.00 %","","",""
"2020-05-17","","",""," ##.## %","","","","","-52.94 %","-85.71 %","","","   .00 %","",""," ##.## %","","","","","-77.78 %","","",""," ##.## %","-80.00 %"," ##.## %","   .00 %","","","-71.43 %","-20.00 %","-66.67 %"," ##.## %","","","   .00 %","","",""," ##.## %","-94.12 %","","   .00 %","","","","   .00 %","","-50.00 %","","","   .00 %",""," 50.00 %","","","","",""
"2020-05-18","","","","-##.## %","","","","",""," ##.## %","-20.00 %","-66.67 %","","","","","","",""," ##.## %","","","","","-50.00 %"," ##.## %","-90.91 %","","","","","-75.00 %"," ##.## %","   .00 %","",""," ##.## %","-80.00 %","","","-98.28 %","   .00 %","","","","",""," ##.## %",""," ##.## %","-88.89 %","   .00 %","   .00 %",""," ##.## %",""," 33.33 %","","",""
"2020-05-19","","","","   .00 %","   .00 %","","","","","-20.00 %"," 25.00 %","","-33.33 %","","","","",""," 50.00 %","","-50.00 %"," ##.## %","",""," ##.## %"," ##.## %","","","","","   .00 %","","","","","",""," ##.## %","",""," ##.## %","","","","","","","","   .00 %",""," ##.## %","","","","-42.86 %","","","","",""
"2020-05-20","","","","","","","","","   .00 %",""," ##.## %","","","   .00 %","","","","","","-96.77 %","","","","","","-92.31 %"," ##.## %","   .00 %","","",""," 50.00 %","","","",""," 50.00 %","","","","","","","   .00 %","","","","","","","","","","","-50.00 %","","","","",""
"2020-05-21","","","","","","","","","-90.91 %","-33.33 %","",""," ##.## %","",""," ##.## %","",""," ##.## %"," ##.## %",""," 61.29 %","","",""," ##.## %"," 40.00 %","   .00 %"," ##.## %","","","-66.67 %","-57.14 %","","","","","","","","   .00 %"," ##.## %","","   .00 %","","","",""," ##.## %",""," ##.## %","","","","   .00 %","","   .00 %","   .00 %","",""
"2020-05-22","","","   .00 %"," 33.33 %"," ##.## %","","",""," ##.## %"," ##.## %","-16.67 %","-50.00 %"," ##.## %"," 50.00 %",""," ##.## %","   .00 %","","-14.29 %","-52.94 %"," ##.## %","-##.## %","","","-71.43 %"," -5.26 %","-33.33 %","   .00 %","-88.89 %","","   .00 %"," ##.## %"," 33.33 %","   .00 %","","","-66.67 %"," ##.## %","",""," ##.## %","-##.## %","","-22.22 %","","","","-##.## %","-40.00 %"," ##.## %","-69.23 %","   .00 %","   .00 %"," ##.## %","-##.## %",""," 50.00 %"," ##.## %","",""
"2020-05-23","","","","-50.00 %"," 75.00 %","","","","-50.00 %","-85.71 %","-70.00 %","","-97.37 %","   .00 %","","","",""," 66.67 %","","-90.91 %","   .00 %","","","","-27.78 %","-14.29 %",""," ##.## %",""," ##.## %","-47.06 %","","","",""," 50.00 %","-11.11 %","","","-44.44 %","",""," ##.## %","","","","","","-63.64 %","",""," ##.## %","-62.50 %","   .00 %",""," ##.## %","-60.00 %","",""
"2020-05-24","","",""," ##.## %","-85.71 %","","",""," ##.## %"," 80.00 %"," ##.## %","   .00 %","","","","-65.62 %","","","-70.00 %","   .00 %","   .00 %","   .00 %","",""," 50.00 %"," ##.## %","-83.33 %","","-50.00 %","","","-83.33 %"," 50.00 %","-60.00 %","","","   .00 %"," 50.00 %","","","-60.00 %","   .00 %","","-64.52 %","","","","","-73.33 %"," 50.00 %","-25.00 %","","","   .00 %","-86.67 %","",""," 50.00 %","",""
"2020-05-25","",""," ##.## %","-57.14 %"," ##.## %","","","",""," 88.89 %","-50.00 %"," ##.## %",""," 44.44 %","","","",""," 33.33 %","   .00 %","","","","","","-71.05 %"," 50.00 %","   .00 %","   .00 %","","-94.74 %"," ##.## %","-66.67 %","-50.00 %","","","-66.67 %","","",""," ##.## %","","","-90.91 %","","","","   .00 %","-75.00 %","-50.00 %","-66.67 %","","-15.38 %","-33.33 %"," 50.00 %","","-62.50 %"," 66.67 %","",""
"2020-05-26","","","-50.00 %","-66.67 %","","","","","   .00 %","-94.12 %"," ##.## %","",""," -7.69 %","","   .00 %","",""," 25.00 %"," 33.33 %","   .00 %","   .00 %","","","",""," ##.## %","   .00 %"," ##.## %","","   .00 %"," ##.## %","","","",""," ##.## %","   .00 %","","","-45.45 %","",""," ##.## %","","","","-42.86 %","   .00 %"," 66.67 %"," ##.## %","   .00 %",""," ##.## %"," ##.## %","","-88.89 %","","   .00 %",""
"2020-05-27","",""," ##.## %"," ##.## %","-66.67 %","","","","-##.## %"," ##.## %","","","","-66.67 %","","","","","","","","","",""," 33.33 %","","-##.## %","-94.12 %","",""," ##.## %","-##.## %","   .00 %"," ##.## %","","","","   .00 %","","","-83.33 %","-77.78 %","","","","","","-75.00 %","","-20.00 %","","","   .00 %","-80.00 %","-##.## %","","   .00 %","","",""
"2020-05-28","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %",""," ##.## %","   .00 %","","   .00 %","","   .00 %",""," 71.43 %","   .00 %","","","","","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %",""," ##.## %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %","",""
"2020-05-29","","","-93.33 %","-66.67 %","   .00 %","","","","   .00 %",""," ##.## %","   .00 %","   .00 %","","","   .00 %","","","   .00 %"," ##.## %","   .00 %","   .00 %","",""," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","","   .00 %"," ##.## %","",""," ##.## %","  8.33 %","","   .00 %","","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","","   .00 %","","",""
"2020-05-30","",""," ##.## %","   .00 %","","","","","-83.33 %","   .00 %","-84.00 %"," 25.00 %"," ##.## %"," ##.## %","","   .00 %","",""," 66.67 %","","-75.00 %","-31.58 %","","","   .00 %","","-80.00 %"," ##.## %","",""," 22.22 %",""," ##.## %","   .00 %","",""," 50.00 %","-33.33 %","","","-40.00 %","",""," ##.## %","","","","   .00 %","-71.43 %"," ##.## %","-20.00 %","   .00 %","-90.91 %"," ##.## %","","","   .00 %","   .00 %","",""
"2020-05-31","","","-90.00 %"," 50.00 %"," 75.00 %","","","",""," ##.## %"," ##.## %","-86.67 %","-50.00 %","-94.44 %","","","",""," 20.00 %",""," ##.## %","   .00 %","","","-70.00 %","   .00 %"," ##.## %"," 90.91 %","",""," 54.55 %","","-66.67 %"," -8.33 %","","","","-50.00 %","",""," ##.## %","   .00 %","","","","",""," 66.67 %","","-35.71 %","-50.00 %",""," ##.## %","","   .00 %","","","","","   .00 %"
"2020-06-01","",""," ##.## %","-##.## %","","","",""," ##.## %","-##.## %","-76.47 %"," ##.## %","-##.## %"," ##.## %",""," ##.## %","","","-66.67 %","   .00 %","-60.00 %","-69.23 %","","","-##.## %"," ##.## %"," ##.## %","-66.67 %","   .00 %","","-82.35 %","   .00 %","","","","","-66.67 %"," ##.## %","","","-72.73 %","-92.31 %","","   .00 %","","","","-60.00 %","   .00 %","-66.67 %","-75.00 %","","-##.## %"," 12.50 %","-38.46 %","","   .00 %","   .00 %","",""
"2020-06-02","",""," ##.## %","","","","","","-16.67 %","   .00 %","   .00 %","","   .00 %","","","-44.44 %","",""," ##.## %","-33.33 %","-50.00 %","-50.00 %","","","   .00 %","","-75.00 %","-42.86 %"," ##.## %",""," ##.## %"," 20.00 %","-50.00 %","   .00 %","","","   .00 %","","",""," ##.## %"," ##.## %","","","","","",""," 50.00 %","-33.33 %"," ##.## %","-50.00 %","   .00 %"," 22.22 %","-75.00 %","","   .00 %","","",""
"2020-06-03","","","-75.00 %","   .00 %","","","","","","-50.00 %"," 25.00 %","-33.33 %"," ##.## %","   .00 %","","-20.00 %","","","   .00 %","   .00 %","   .00 %"," 50.00 %","",""," ##.## %","-57.14 %"," ##.## %","-75.00 %","-73.68 %","","-75.00 %","",""," ##.## %","","","","-33.33 %","","","-71.43 %","","","   .00 %","","",""," ##.## %"," 83.33 %"," ##.## %","-50.00 %"," ##.## %"," ##.## %","-81.82 %","","","-66.67 %","   .00 %","",""
"2020-06-04","","","","-33.33 %","   .00 %","","","","   .00 %"," 50.00 %","-40.00 %","","","-81.82 %","","-75.00 %","","","-20.00 %"," ##.## %"," ##.## %"," ##.## %","","","-90.00 %","","-85.88 %","","-80.00 %",""," ##.## %","   .00 %","   .00 %","-83.33 %","","","   .00 %"," ##.## %","",""," ##.## %","   .00 %",""," ##.## %","","","","-33.33 %","-81.82 %","-71.43 %","","","-92.86 %","","   .00 %",""," ##.## %","","",""
"2020-06-05","","","   .00 %",""," ##.## %","","","","-75.00 %",""," 66.67 %"," 50.00 %","-75.00 %"," ##.## %",""," ##.## %","",""," ##.## %","-70.00 %","","-57.14 %","","",""," 83.33 %","-66.67 %","   .00 %"," ##.## %","","","   .00 %"," ##.## %"," ##.## %","",""," ##.## %","   .00 %","","","","-84.62 %",""," 85.71 %","","","",""," ##.## %","","-66.67 %","   .00 %",""," ##.## %","","","","","",""
"2020-06-06","",""," 20.00 %","   .00 %","-50.00 %","","",""," ##.## %","   .00 %"," 40.00 %","-33.33 %"," ##.## %","-37.50 %",""," ##.## %","","","-60.00 %","   .00 %","","-66.67 %","",""," ##.## %","","-75.00 %"," 28.57 %","","","","   .00 %"," 87.50 %","   .00 %","","",""," 50.00 %","","","   .00 %"," ##.## %","","","","","","-25.00 %"," -9.09 %","   .00 %","","-57.14 %","   .00 %"," ##.## %","   .00 %","","   .00 %"," 71.43 %","",""
"2020-06-07","","","","-##.## %","-66.67 %","","","","   .00 %","","   .00 %"," ##.## %"," 33.33 %","","","-62.50 %","",""," ##.## %","-33.33 %","   .00 %","   .00 %","","","-66.67 %","   .00 %"," ##.## %","-11.11 %","","","","-93.75 %","   .00 %"," ##.## %","","","-33.33 %"," 16.67 %","",""," 20.00 %","-75.00 %","","   .00 %","","",""," 66.67 %"," 50.00 %","-81.82 %","   .00 %",""," ##.## %","-38.46 %"," 28.57 %","","-60.00 %"," 58.33 %","",""
"2020-06-08","","","   .00 %","   .00 %","","","",""," ##.## %","","-78.57 %","-87.50 %"," ##.## %","","","","","","-25.00 %","   .00 %","","","","",""," ##.## %","","-62.50 %","   .00 %","","-50.00 %"," ##.## %","-26.67 %","-56.67 %","","","","-64.29 %","",""," 50.00 %"," ##.## %",""," ##.## %","","","","-40.00 %","-80.00 %",""," 33.33 %","",""," ##.## %","-83.33 %",""," ##.## %","-73.68 %","",""
"2020-06-09","","","-80.00 %","-75.00 %","   .00 %","","",""," ##.## %","   .00 %"," ##.## %","-##.## %","-60.00 %","   .00 %","","-66.67 %","","","-##.## %"," ##.## %","   .00 %","   .00 %","","","   .00 %"," ##.## %","   .00 %","","   .00 %",""," ##.## %","-89.47 %","-27.27 %","-61.54 %","",""," ##.## %"," ##.## %","","","-55.56 %","",""," -9.09 %","","",""," 66.67 %","-##.## %","   .00 %","-##.## %","","","-85.71 %"," 33.33 %","","-40.00 %","","",""
"2020-06-10","",""," ##.## %"," ##.## %"," ##.## %","","","","-81.82 %","","-23.81 %","   .00 %","-75.00 %","",""," ##.## %","","","   .00 %","-##.## %","   .00 %","","","","-63.64 %","-94.12 %","   .00 %","   .00 %","   .00 %","","-52.94 %"," ##.## %"," 62.50 %","-20.00 %","","","-63.64 %","-68.18 %","","","-50.00 %","   .00 %","","-70.00 %","","","","-60.00 %","   .00 %"," ##.## %","   .00 %"," 33.33 %","-20.00 %","","",""," 33.33 %","","",""
"2020-06-11","","","-75.00 %","-85.71 %"," ##.## %","","","","","   .00 %","-37.50 %","-52.63 %"," ##.## %","   .00 %","","","","","-20.00 %","   .00 %","-50.00 %","   .00 %","",""," ##.## %"," ##.## %"," ##.## %","-55.56 %","   .00 %",""," ##.## %","-95.00 %"," ##.## %","-75.00 %","","","-75.00 %","-28.57 %","",""," 50.00 %","-96.36 %",""," ##.## %","","",""," ##.## %","-40.00 %","-57.89 %"," 50.00 %","","-87.50 %","   .00 %","   .00 %","","","","",""
"2020-06-12","","","   .00 %"," ##.## %","-84.21 %","","","","   .00 %","-50.00 %"," 30.00 %","-77.78 %"," ##.## %","-83.33 %","","   .00 %","","","-75.00 %","","-50.00 %"," ##.## %","","","-30.00 %"," ##.## %","-85.71 %","-75.00 %","   .00 %","",""," ##.## %",""," ##.## %","",""," ##.## %","","",""," 66.67 %","-50.00 %",""," 85.71 %","","",""," ##.## %"," ##.## %","-12.50 %","",""," ##.## %","-93.33 %","","","   .00 %","-20.00 %","",""
"2020-06-13","",""," ##.## %",""," ##.## %","","",""," ##.## %"," 25.00 %","  7.69 %"," ##.## %","-83.33 %"," ##.## %","","","",""," ##.## %","-71.43 %","","-80.00 %","","","-42.86 %","-81.82 %"," ##.## %"," ##.## %","-50.00 %","","-93.75 %"," ##.## %","   .00 %","-57.14 %","","","-66.67 %","   .00 %","",""," ##.## %"," ##.## %","","-69.23 %","","","","","","-71.43 %",""," ##.## %"," 66.67 %"," 25.00 %"," ##.## %","","   .00 %"," ##.## %","",""
"2020-06-14","","","","","   .00 %","","","","-75.00 %","","-71.43 %","-##.## %"," ##.## %","-83.33 %","","   .00 %","","","-75.00 %"," ##.## %","","-##.## %","","",""," ##.## %","","","   .00 %","","   .00 %","-95.24 %","-33.33 %"," 83.33 %","",""," ##.## %","   .00 %","","","-20.00 %","","","","","","","   .00 %","   .00 %"," ##.## %","   .00 %","-36.00 %"," ##.## %"," ##.## %","","","   .00 %","-22.22 %","",""
"2020-06-15","","","   .00 %","   .00 %"," 16.67 %","","","","-25.00 %","   .00 %","-75.00 %","",""," ##.## %",""," ##.## %","",""," ##.## %",""," ##.## %","   .00 %","","","   .00 %","-71.43 %","   .00 %","   .00 %","",""," ##.## %"," ##.## %","   .00 %"," 63.64 %","","","-25.00 %","   .00 %","","","-91.67 %","   .00 %","","-75.00 %","","",""," ##.## %","-93.75 %","-76.92 %"," 66.67 %","-93.75 %","-95.83 %","  6.67 %","   .00 %","","-80.00 %","   .00 %","",""
