"date","Karnataka/BAGALKOTE","Karnataka/BIDAR","Karnataka/Bagalkote","Karnataka/Ballari","Karnataka/Belagavi","Karnataka/Bengaluru Rural","Karnataka/Bengaluru Urban","Karnataka/Bengaluru urban","Karnataka/Bidar","Karnataka/Chamarajanagara","Karnataka/Chikkaballapura","Karnataka/Chikkamagaluru","Karnataka/Chitradurga","Karnataka/DAKSHINA KANNADA","Karnataka/Dakshina Kannada","Karnataka/Davanagere","Karnataka/Dharwad","Karnataka/Gadag","Karnataka/HASSAN","Karnataka/HAVERI","Karnataka/Hassan","Karnataka/Haveri","Karnataka/KALABURAGI","Karnataka/KOPPAL","Karnataka/Kalaburagi","Karnataka/Kodagu","Karnataka/Kolar","Karnataka/Koppal","Karnataka/MANDYA","Karnataka/Mandya","Karnataka/Mysuru","Karnataka/Other State","Karnataka/RAICHUR","Karnataka/Raichur","Karnataka/Ramanagara","Karnataka/Shivamogga","Karnataka/Tumakuru","Karnataka/UDUPI","Karnataka/UTTARA KANNADA","Karnataka/Udupi","Karnataka/Uttara Kannada","Karnataka/Vijayapura","Karnataka/Yadgir"
"2020-04-06","","","   .00 %","",""," 50.00 %","  4.17 %","","","","","","","","","","","","","","","","","","","","","","",""," 41.18 %"," 20.00 %","","","","","","","","","","",""
"2020-04-07","",""," ##.## %","","",""," 12.00 %","","","","","","","","","","","   .00 %","","","","","",""," ##.## %","","","","","   .00 %",""," 16.67 %","","","","","","","","","","",""
"2020-04-08","","","","","","","","","",""," ##.## %","","","","","","","","","","","","",""," 25.00 %","","","",""," 33.33 %",""," 14.29 %","","","","","","","",""," 20.00 %","",""
"2020-04-09","",""," 75.00 %",""," 42.86 %","","  7.14 %","","",""," ##.## %","","","","","","   .00 %","","","","","","","","","","","",""," 25.00 %","  8.33 %","","","","","","","","","","","",""
"2020-04-10","","","","",""," 66.67 %","  6.67 %","","","","","","","","","","","","","","","","","","   .00 %","","","","",""," 19.23 %","","","","","","","","","","","",""
"2020-04-11","","","","","","","  6.25 %",""," 11.11 %","","","","","","","","","","","","","","","","","","","","",""," 16.13 %","","","","","","","","","","","",""
"2020-04-12","","","",""," 40.00 %","","  8.82 %","","","","","","","","","","","","","","","","",""," 60.00 %","","","","","","  2.78 %","","","","","","","","","","","   .00 %",""
"2020-04-13","",""," 14.29 %",""," 21.43 %"," 20.00 %","  2.70 %",""," 20.00 %","","","","","","",""," ##.## %","","","","","","","","","","","",""," 60.00 %","","","","","","","","","","","","",""
"2020-04-14","",""," 37.50 %","","  5.88 %","","  7.89 %","","",""," 20.00 %","","","","","","","","","","","","",""," 37.50 %","","","","","","","","","","","","","","",""," 16.67 %"," 16.67 %",""
"2020-04-15","",""," 18.18 %","","   .00 %","","  2.44 %","","","","","","","","","","","","","","","","","","  9.09 %","","","","",""," 27.03 %"," 12.50 %","","","","","","","","",""," 42.86 %",""
"2020-04-16","","","",""," 83.33 %","","  9.52 %","","","","","","","","","","","   .00 %","","","","","",""," 25.00 %","","","","","","  6.38 %"," 33.33 %","","","","","","","","",""," 70.00 %",""
"2020-04-17","","",""," ##.## %"," 15.15 %",""," 21.74 %","","  8.33 %",""," 50.00 %","","",""," 25.00 %","","","","","","","","","","","","","",""," 37.50 %"," 24.00 %","","","","","","","","","",""," 11.76 %",""
"2020-04-18","",""," 53.85 %","","  2.63 %","","  5.36 %","","","","","","","","",""," 20.00 %"," ##.## %","","","","","",""," 13.33 %","","","","","  9.09 %"," 11.29 %","","","","","","","","","","","  5.26 %",""
"2020-04-19","","","","","","","","","","","","","",""," 20.00 %","","","","","","","","","","","","","","","","  5.80 %","","","","","","","","","","","",""
"2020-04-20","","","","","","","","","  7.69 %","","","","","","","",""," 50.00 %","","","","","",""," 29.41 %","","","","","","","","","","","","","","","",""," 55.00 %",""
"2020-04-21","","","","","  2.56 %","","","","","","","","",""," 16.67 %","","","","","","","","",""," 13.64 %","","","","","","  2.74 %","","","","","","","","","","","  9.68 %",""
"2020-04-22","","","","","","","  3.39 %","","","","","","","","","","","","","","","","",""," 20.00 %","","","","","","  2.67 %","","","","","","","","","","","",""
"2020-04-23","","","","","",""," 16.39 %","","","","","","",""," 14.29 %",""," 33.33 %","","","","","","","","  3.33 %","","","",""," 16.67 %","","","","","","","","","","","","  5.88 %",""
"2020-04-24","",""," 15.00 %","","  5.00 %",""," 26.76 %","","",""," 11.11 %","","","","","","","","","","","","","","","","","","","  7.14 %","","","","","",""," ##.## %","","","","","  5.56 %",""
"2020-04-25","","","",""," 21.43 %",""," 14.44 %","","",""," 10.00 %","","",""," 12.50 %","","","","","","","","","","","","","","","  6.67 %","  1.30 %","","","","","","","","","","","",""
"2020-04-26","","","","","","","","","","","","","",""," 11.11 %","","","","","","","","","","  6.45 %","","","","","","","","","","","","","","","","","",""
"2020-04-27","","","  8.70 %","","","","   .97 %","","","","","","",""," 20.00 %","","","","","","","","","","   .00 %","","","",""," 12.50 %","   .00 %","","","","","","","","","","","  5.26 %",""
"2020-04-28","",""," 12.00 %","","","   .00 %","   .96 %","","","","","","","","","",""," 33.33 %","","","","","",""," 18.18 %","","","","","","   .00 %","   .00 %","","","","","","","","","","",""
"2020-04-29","","","","","  1.96 %","","","","","","","","","","","   .00 %","","","","","","","",""," 20.51 %","","","","","","  1.28 %","","","","",""," 50.00 %","","","","","",""
"2020-04-30","","","",""," 26.92 %","","  9.52 %","","","","","","","","  8.33 %"," ##.## %","","","","","","","","","  2.13 %","","","","","","   .00 %","   .00 %","","","",""," 33.33 %","","","","","  5.00 %",""
"2020-05-01","","","","   .00 %","  4.55 %","","   .00 %","","","","  9.09 %","","",""," 15.38 %"," ##.## %"," 12.50 %","   .00 %","","","","","","","  4.17 %","","","",""," 44.44 %","   .00 %","","","","","","","","","","   .00 %","  2.38 %",""
"2020-05-02","","","  3.57 %","","  1.45 %","","  3.48 %","","  7.14 %","","  8.33 %","","","","","   .00 %","   .00 %","","","","","","","","   .00 %","","","","","","","","","","",""," 50.00 %","","","","","  4.65 %",""
"2020-05-03","",""," 10.34 %","   .00 %","","","  3.36 %","","","","   .00 %","","","","","","","","","","","","",""," 12.00 %","","","","","","   .00 %","","","","","","","","","","","   .00 %",""
"2020-05-04","","","","","   .00 %","","   .81 %",""," 46.67 %","","  7.69 %","","","",""," ##.## %","   .00 %","","","","","   .00 %","","","  3.57 %","","","","","  7.69 %","   .00 %","","","","","","","","","","","  2.22 %",""
"2020-05-05","","","  6.25 %","  7.69 %","","","  2.42 %","","","","","","","","  6.67 %"," 40.00 %"," 11.11 %","","","",""," ##.## %","","","   .00 %","","","","","","   .00 %","","","","","","","","",""," 14.29 %","   .00 %",""
"2020-05-06","",""," 38.24 %","","   .00 %","","  1.57 %","","","","","","",""," 18.75 %","","","","","","","","","","  1.72 %","","","","","   .00 %","","","","","","","","","","","","  2.17 %",""
"2020-05-07","","","  6.38 %","   .00 %","  1.43 %","","   .78 %","","   .00 %","","","","","","","  7.14 %"," 10.00 %","","","","","","","","  5.08 %","","","","","","   .00 %","","","","","","","","","","","   .00 %",""
"2020-05-08","","","","  7.14 %"," 15.49 %","","  5.38 %","","","","","","   .00 %","",""," 31.11 %","   .00 %","","","","","","","","","","","","","","","","","","","","","","",""," ##.## %","",""
"2020-05-09","","","","","","","  8.76 %",""," 13.64 %","","  7.14 %",""," ##.## %",""," 15.79 %"," 10.17 %","","","","","","","","","   .00 %","","","","","   .00 %","   .00 %","","","","",""," 66.67 %","","",""," 40.00 %","  2.13 %",""
"2020-05-10","","","   .00 %",""," 36.59 %","","  1.34 %","","","","  6.67 %","","","","","  1.54 %","","   .00 %","","","","","","","  6.45 %","","","","","","   .00 %","  8.33 %","","","","   .00 %","","","",""," 25.00 %","   .00 %",""
"2020-05-11","","","  4.00 %","","   .00 %","","   .66 %","","  8.00 %","","","","","","","  4.55 %","","","","",""," 50.00 %","","","  1.52 %","","","","","  7.14 %","","  7.69 %","","","","","","","","","","  2.08 %",""
"2020-05-12","",""," 28.85 %","  6.67 %","","","  2.63 %","","  7.41 %","","  6.25 %","","","","  9.09 %"," 17.39 %"," 81.82 %"," 75.00 %","","","   .00 %","","","","  1.49 %","","   .00 %","","","  3.33 %","","","","","","","","","","","","   .00 %","   .00 %"
"2020-05-13","","","","  6.25 %","   .00 %","","  1.28 %",""," 41.38 %","","","","","","  4.17 %","  2.47 %","","","",""," 80.00 %","","",""," 11.76 %","","","","","   .00 %","","","","","","","","","","","  5.71 %","  4.08 %",""
"2020-05-14","","","  1.49 %","","   .89 %","","  3.16 %",""," 17.07 %","","","","","","   .00 %","  3.61 %",""," 57.14 %","","","","","","","  2.63 %","","","",""," 16.13 %","   .00 %","   .00 %","","","","","","","","","","   .00 %",""
"2020-05-15","","","  1.47 %","   .00 %","   .00 %","","  7.98 %",""," 14.58 %","","",""," 33.33 %",""," 64.00 %","","","","",""," 77.78 %","","","","  3.85 %",""," 20.00 %","",""," 36.11 %","   .00 %","","","",""," 12.50 %","","",""," ##.## %","","",""
"2020-05-16","","","  1.45 %","  5.88 %","","","  7.95 %","","","","","","","","","  1.16 %","  5.00 %","","",""," 25.00 %","","","","  9.88 %","","","","","  2.04 %","","","","",""," 33.33 %","","",""," 12.50 %","","  1.96 %",""
"2020-05-17","","","","","","","   .00 %","","","","   .00 %","","","","  4.88 %",""," 19.05 %","","",""," 30.00 %","","",""," 11.24 %",""," 50.00 %","",""," 44.00 %","","","","",""," 16.67 %","   .00 %","",""," 11.11 %","  2.70 %","  1.92 %"," ##.## %"
"2020-05-18","","","   .00 %","  5.56 %","  1.77 %",""," 12.63 %","","  1.82 %","","   .00 %","","","","  4.65 %","  1.15 %",""," 45.45 %","",""," 15.38 %","","",""," 11.11 %","   .00 %","","   .00 %",""," 23.61 %","  1.27 %","   .00 %","","   .00 %","","","   .00 %","",""," 10.00 %"," 23.68 %","  9.43 %"," ##.## %"
"2020-05-19","","","  7.14 %","   .00 %","   .00 %","","  2.80 %","","  1.79 %","","","   .00 %"," 12.50 %","",""," 22.73 %","","  6.25 %","",""," 10.00 %","","",""," 11.82 %","","","",""," 79.78 %","","",""," 16.67 %",""," 85.71 %","","",""," 36.36 %","  8.51 %","  1.72 %"," 10.00 %"
"2020-05-20","","","","","","","  1.82 %",""," 17.54 %","","","","","","  2.22 %","   .00 %","   .00 %","","",""," 63.64 %","","","","  5.69 %","","","","","  5.00 %","","",""," 57.14 %","",""," 40.00 %","",""," 40.00 %","  1.96 %","","  9.09 %"
"2020-05-21","","","   .00 %"," 57.89 %","  7.83 %","","  3.57 %","","",""," 11.76 %","","",""," 13.04 %","  2.78 %"," 20.00 %"," 11.76 %","",""," 24.07 %","","","","",""," 22.22 %","",""," 19.64 %","  1.25 %","",""," 45.45 %",""," 23.08 %","  7.14 %","",""," ##.## %"," 17.31 %","  1.69 %",""
"2020-05-22","","","  1.33 %","","   .81 %"," 83.33 %","  2.16 %",""," 13.43 %",""," ##.## %"," ##.## %"," 11.11 %","","  1.92 %","  2.70 %","  6.67 %","","",""," 20.90 %"," ##.## %","","","   .00 %","","","","","  3.98 %","","",""," 62.50 %","","  6.25 %"," 53.33 %","","","  6.38 %","  1.64 %"," 11.67 %"," 16.67 %"
"2020-05-23","","",""," 10.00 %","   .80 %","","  1.69 %","","  3.95 %",""," 39.39 %","","","","  5.66 %","  2.63 %"," 15.62 %"," 78.95 %","","","  4.94 %","","","","   .77 %",""," 27.27 %","",""," 13.40 %","","",""," ##.## %","","","","","","  6.00 %","  3.23 %",""," ##.## %"
"2020-05-24","","","   .00 %","","","","   .41 %","","  7.59 %",""," 29.35 %","","   .00 %","","  1.79 %","  3.42 %","  2.70 %","","",""," 16.47 %","   .00 %","","","  4.58 %"," ##.## %","","","","  6.33 %","","","","","","  5.88 %","  8.70 %","",""," 43.40 %","  3.12 %","  1.49 %"," 27.91 %"
"2020-05-25","","","   .00 %","  9.09 %","   .79 %","   .00 %","  3.31 %","","  1.18 %","","","","","","  7.02 %","   .00 %"," 10.53 %","","","","  1.01 %","   .00 %","",""," 11.68 %",""," 14.29 %","","","   .79 %","","","","","   .00 %","","  4.00 %","",""," 42.11 %","  1.52 %","  1.47 %"," 13.64 %"
"2020-05-26","","","  1.32 %","  2.78 %"," 10.24 %","","   .80 %",""," 11.63 %","","   .84 %",""," ##.## %","","  4.92 %","  9.09 %","","   .00 %","",""," 13.00 %","","","","   .00 %",""," 12.50 %"," 33.33 %","","   .00 %","","   .00 %","","","","","","","","  2.78 %","   .00 %","  8.70 %"," 11.20 %"
"2020-05-27","","","","  2.70 %","  2.86 %"," 18.18 %","  2.38 %",""," 13.54 %","","  3.33 %"," 30.00 %","",""," 17.19 %","  4.55 %","   .00 %","","",""," 13.27 %","   .00 %","",""," 18.30 %","","  5.56 %","","","   .39 %","","","","  7.58 %","","   .00 %","  3.85 %","","","  8.11 %","  8.96 %","  4.00 %"," 11.51 %"
"2020-05-28","","","   .00 %","","   .00 %","","  3.49 %",""," 11.01 %","",""," 23.08 %"," 20.00 %",""," 32.00 %","   .00 %","","   .00 %","",""," 10.16 %"," 66.67 %","","","  2.76 %","","","","","","   .00 %","","","  1.41 %","","","","",""," 24.17 %","","  2.56 %","  4.52 %"
"2020-05-29","","",""," 23.68 %","","  7.69 %","  4.49 %","","","","  4.03 %"," 12.50 %","  2.78 %","","","  2.90 %","  2.38 %","","","","  2.84 %","","",""," 32.80 %","","","","","   .78 %","  2.47 %","",""," 86.11 %","","  2.78 %","  7.41 %","",""," 10.07 %","   .00 %","  5.00 %"," 37.04 %"
"2020-05-30","","   .00 %","   .00 %","","   .69 %","  7.14 %"," 11.83 %","","  7.44 %","","   .00 %","","  2.70 %",""," 14.14 %","  2.82 %","  4.65 %","   .00 %","","","  8.97 %"," 40.00 %","","","   .81 %",""," 15.79 %","","","","  2.41 %","","","   .00 %",""," 16.22 %","  3.45 %","","","  7.93 %","  2.74 %"," 13.10 %","  8.11 %"
"2020-05-31","","","","  2.13 %","  8.97 %","   .00 %","  6.73 %",""," 25.38 %","","   .00 %","   .00 %","   .00 %",""," 12.39 %","  4.11 %","","   .00 %","","","","","",""," 11.24 %","","  4.55 %","   .00 %","","  5.06 %","   .00 %","",""," 61.94 %","","  2.33 %","   .00 %","","","  5.65 %","  6.67 %"," 27.37 %"," 18.33 %"
"2020-06-01","","","  1.30 %","  6.25 %","   .00 %","   .00 %","  7.21 %","","   .61 %","","  3.88 %","   .00 %","  2.63 %","","  -.79 %","  1.32 %","  4.44 %","","","","  8.86 %","  7.14 %","","","  8.30 %","","  8.70 %","   .00 %","","  5.56 %",""," 85.71 %","","   .00 %"," ##.## %"," 15.91 %"," -6.67 %","",""," 39.04 %","  1.25 %","   .83 %","   .35 %"
"2020-06-02","",""," 11.54 %","   .00 %"," 32.28 %"," 20.00 %","  3.36 %","","  6.10 %","","  1.49 %","","","","","  4.55 %","  4.26 %","","","","  5.23 %","  6.67 %","",""," 33.33 %","","  4.00 %","","","  1.40 %","","","","  7.37 %","","","  7.14 %","",""," 57.69 %","   .00 %","  3.28 %","  1.75 %"
"2020-06-03","","","  2.30 %","  1.96 %","   .00 %","  5.56 %","  5.42 %","","","","   .00 %","","","","  1.59 %","  1.86 %","  2.04 %","   .00 %","","","   .55 %","","",""," 26.25 %","","  7.69 %","","","  4.50 %","  2.35 %","",""," 15.02 %","","  3.92 %","","",""," 15.12 %","   .00 %","  4.76 %","  3.10 %"
"2020-06-04","","","","  1.92 %","  5.74 %","","  2.31 %","","","","  1.47 %","   .00 %","","","  3.12 %","  7.93 %","   .00 %","  5.88 %","","","  8.24 %","  6.25 %","","","","","","","","  4.97 %","  1.15 %","",""," 32.84 %","","   .00 %","  3.33 %","",""," 19.49 %","","   .76 %",""
"2020-06-05","","","  1.12 %","  1.89 %"," 16.29 %"," 63.16 %","  2.51 %",""," 22.41 %","","  2.17 %","   .00 %","   .00 %","","  6.06 %","   .56 %","  6.00 %","   .00 %","","","  1.52 %"," 11.76 %","","","  8.32 %","","  3.57 %","","","  4.10 %","","","",""," ##.## %","","","",""," 36.17 %","  8.64 %"," 39.85 %"," 24.75 %"
"2020-06-06","","","   .00 %","   .00 %","  1.95 %","","  4.41 %","","   .47 %","","  1.42 %","   .00 %","   .00 %",""," 17.14 %","  3.37 %","  5.66 %"," 11.11 %","","","  1.50 %"," 15.79 %","",""," 12.61 %","","  3.45 %"," 25.00 %","","   .91 %","","","","   .56 %","   .00 %","","  3.23 %","",""," 15.76 %","  2.27 %","  3.23 %"," 27.61 %"
"2020-06-07","","","   .00 %"," 11.11 %"," 14.50 %"," 16.13 %","  5.40 %","","  3.27 %","","   .00 %","   .00 %","   .00 %",""," 10.37 %","  9.24 %","  5.36 %","  5.00 %","","","  2.46 %","   .00 %","","","  6.33 %","","","","","   .30 %","","   .00 %","","   .28 %",""," 22.64 %","","","","  1.46 %","  2.22 %","  4.69 %","  8.19 %"
"2020-06-08","","","  2.22 %"," 13.33 %","","","  4.01 %",""," 21.72 %","","   .00 %","","","","  1.66 %","","  6.78 %"," 14.29 %","","","  1.44 %","   .00 %","",""," 15.11 %","",""," 20.00 %","","   .00 %","","","","   .00 %"," 25.00 %","  6.15 %","   .00 %","","","  4.99 %","","   .00 %"," 12.82 %"
"2020-06-09","","","  1.09 %","","","","  6.21 %","","  3.35 %","   .00 %","  1.40 %","","",""," 12.50 %","  3.98 %","  3.17 %","","","","   .00 %","","","","  1.33 %","","   .00 %"," ##.## %","","   .00 %","  2.27 %","","","","","  5.80 %","  3.12 %","","","","   .00 %","  1.00 %"," 10.50 %"
"2020-06-10","","","  2.15 %","  4.41 %","   .33 %","","  8.47 %","","  1.80 %","","","","","","  1.93 %","  1.44 %","  6.15 %","   .00 %","","","  1.42 %","   .00 %","","","  1.44 %","","   .00 %","","","   .00 %","","","",""," 40.00 %","","","","","   .00 %","   .00 %","  6.40 %","  4.21 %"
"2020-06-11","","","  3.16 %","","","  2.78 %","  3.16 %","","  4.95 %","","   .00 %","  5.56 %","","","   .95 %","  4.25 %","  2.90 %","   .00 %","","","   .93 %","","","","  2.06 %",""," 20.00 %","  8.33 %","","   .00 %","  5.56 %","","","  4.18 %"," 71.43 %"," 13.70 %","","","","  2.32 %","  3.26 %","  1.85 %","  9.87 %"
"2020-06-12","","","   .00 %"," ##.## %","   .33 %","","  6.49 %","","  3.37 %","","   .00 %","","  7.69 %","","  7.98 %","   .00 %"," 26.76 %","   .00 %","","","  4.17 %","   .00 %","","","  2.53 %","","  2.78 %","","","   .60 %","  9.47 %","","","  1.07 %"," 25.00 %","  7.23 %"," 21.21 %","","","  2.27 %","  4.21 %","   .45 %","   .00 %"
"2020-06-13","","","  1.02 %","  6.55 %","","","  5.25 %",""," 13.68 %","","","","   .00 %",""," 13.04 %","  1.36 %"," 22.22 %","   .00 %","","","  4.89 %","  9.09 %","","","  8.26 %",""," 10.81 %","","","   .60 %","   .96 %","","","  1.32 %","  6.67 %","","","","","  1.41 %","  5.05 %","  2.71 %","  7.07 %"
"2020-06-14","","","  4.04 %","  4.47 %","   .33 %","  2.70 %","  6.75 %","","  5.73 %","","","","","","  1.92 %","   .00 %","  9.09 %","","","","   .42 %","  4.17 %","","","  1.48 %",""," 17.07 %","   .00 %","","  1.48 %","","  3.85 %","","   .52 %"," 18.75 %","  2.25 %","","","","  2.09 %","  5.77 %","   .44 %","  2.80 %"
"2020-06-15","","","  2.91 %","  5.35 %","   .00 %","   .00 %","  5.27 %","","  2.98 %","","   .00 %","","","","  8.68 %","   .45 %"," 28.33 %","","","","   .42 %","  8.00 %","","","  5.39 %","",""," 30.77 %","","","","","","  4.68 %"," 10.53 %","  3.30 %","","","","   .19 %","","  1.32 %","  1.61 %"
"2020-06-16","","","   .00 %"," 26.90 %","   .99 %","   .00 %","  6.72 %","","   .53 %","","   .00 %"," 21.05 %","",""," 27.43 %","   .00 %","  5.19 %","  8.33 %","","","  2.10 %","","","","  6.71 %","","   .00 %"," 23.53 %","","   .00 %","  3.81 %","","","  1.49 %"," 19.05 %","  7.45 %","  2.50 %","","","   .68 %","  5.45 %","  1.73 %","   .73 %"
"2020-06-17","","","  3.77 %"," 11.60 %","","  2.63 %","  7.37 %","","  3.14 %","","  2.07 %","   .00 %","","","  2.18 %","  1.33 %","  4.94 %","","","","  2.06 %","","","","  1.90 %","","","   .00 %","","  2.04 %","   .92 %","","","   .24 %","","  3.96 %","","","","   .39 %","  2.59 %","   .00 %","  4.47 %"
"2020-06-18","","","   .91 %"," 17.20 %","","","  2.12 %","","  1.52 %","","   .00 %"," 13.04 %","","","  6.13 %","  1.32 %","  2.35 %","  9.62 %","","","  1.61 %","","","","  4.70 %","","   .00 %","  4.76 %","","  2.00 %","  1.82 %","   .00 %","","   .98 %"," 84.00 %","   .95 %","","","","   .00 %","  1.68 %","   .85 %","   .92 %"
"2020-06-19","","","  2.70 %"," 11.31 %","   .33 %"," 10.26 %"," 16.87 %","","  2.50 %","","  2.03 %","  7.69 %","","","  3.27 %","  5.19 %","  1.72 %","","","","  7.14 %","","","","  4.86 %","","  8.33 %"," 27.27 %","","   .84 %","  5.36 %","   .00 %","","   .00 %","  6.52 %","   .94 %","  4.88 %","","","  1.06 %","   .83 %","   .00 %","   .46 %"
"2020-06-20","","","  1.75 %"," 10.44 %","   .33 %","  9.30 %","  9.83 %",""," 17.80 %"," ##.## %","  3.31 %"," 28.57 %","","","   .97 %","  1.23 %","  2.82 %","  3.51 %","","","  5.93 %"," 44.44 %","","","  3.03 %","","  7.69 %","","","  1.11 %"," 18.64 %","  3.70 %","","  3.62 %"," 77.55 %","  1.87 %","  4.65 %","","","  1.24 %","  3.28 %","  3.80 %","   .00 %"
"2020-06-21","",""," 12.07 %","  9.95 %","   .00 %",""," 18.67 %","","  2.69 %","","  1.92 %","  2.78 %","   .00 %","","  1.69 %","  3.25 %","  8.24 %"," 30.51 %","","","  1.75 %","  7.69 %","","","  3.38 %",""," 14.29 %","   .00 %","","  1.37 %"," 12.86 %","","","   .47 %","  2.30 %","  1.83 %","  8.89 %","","","   .00 %","  6.35 %"," 15.85 %","   .34 %"
"2020-06-22","","","  4.62 %","   .00 %","","  8.51 %"," 10.11 %","","  1.01 %","","   .63 %"," 13.51 %","  4.76 %","","  2.84 %","  3.54 %","  2.03 %","  1.30 %","","","   .00 %","   .00 %","","","  2.26 %"," ##.## %","  3.12 %","  3.57 %","","","   .63 %","","","","  3.37 %","","  4.08 %","","","  1.32 %","  4.48 %","  5.26 %","   .11 %"
"2020-06-23","","",""," 11.99 %","   .65 %","","  7.80 %","","  4.39 %"," ##.## %","  3.12 %","","","","  1.84 %","   .76 %","  1.99 %"," 11.54 %","","","  2.41 %","  4.76 %","","","   .49 %"," 25.00 %"," 12.12 %"," 13.79 %","","   .54 %"," 13.21 %","","","   .70 %","","  4.50 %","  7.84 %","","","  1.02 %","  2.14 %","  5.33 %","  1.48 %"
"2020-06-24","","","","  6.87 %","   .32 %"," 13.73 %"," 11.70 %","","   .96 %"," 33.33 %","  4.85 %","  2.38 %","  4.55 %","","  2.71 %","  3.02 %","  5.85 %","  6.90 %","","","   .34 %","","","","  1.79 %"," 40.00 %","  8.11 %"," 33.33 %","","   .54 %","  3.89 %","","","  2.07 %"," 23.91 %","  2.59 %","  1.82 %","","","  1.29 %","  6.29 %","  1.27 %","  1.45 %"
