"date","Maine/Androscoggin","Maine/Aroostook","Maine/Cumberland","Maine/Franklin","Maine/Hancock","Maine/Kennebec","Maine/Knox","Maine/Lincoln","Maine/Out of ME","Maine/Oxford","Maine/Penobscot","Maine/Piscataquis","Maine/Sagadahoc","Maine/Somerset","Maine/Unassigned","Maine/Waldo","Maine/Washington","Maine/York"
"2020-06-10","9","0","15","0","0","1","0","0","","0","0","0","0","1","0","1","0","4"
"2020-06-11","7","0","22","0","0","1","0","0","","0","0","0","0","0","0","1","0","-1"
"2020-06-12","18","0","27","1","1","1","0","1","","0","1","0","0","0","2","0","0","2"
"2020-06-13","4","0","26","0","0","2","1","0","","0","0","0","0","0","-2","0","0","5"
"2020-06-14","6","0","20","0","0","0","0","0","","2","0","0","0","0","0","0","0","8"
"2020-06-15","4","0","11","0","0","0","1","0","","1","0","0","0","0","0","0","0","0"
"2020-06-16","-1","0","5","0","0","1","0","0","","0","-1","0","0","0","1","0","0","4"
"2020-06-17","6","0","11","0","0","1","0","0","","0","0","0","0","1","-2","0","0","0"
"2020-06-18","7","1","32","0","0","0","0","0","","-1","0","0","0","0","1","0","1","1"
"2020-06-19","4","0","23","1","0","0","0","0","","1","1","0","0","0","-1","0","0","6"
"2020-06-20","3","0","18","0","1","-1","1","0","","0","0","1","0","0","1","0","0","1"
"2020-06-21","4","6","6","0","0","1","0","0","","0","0","0","0","0","-1","0","0","3"
"2020-06-22","1","2","2","0","1","0","0","0","","0","1","0","1","0","1","0","0","5"
"2020-06-23","1","2","12","0","0","3","0","0","","0","1","0","0","0","0","0","0","6"
"2020-06-24","0","1","12","0","0","-1","0","0","","1","0","0","1","0","0","0","0","7"
"2020-06-25","6","-1","42","0","0","2","0","0","","0","1","0","0","0","0","0","0","3"
"2020-06-26","4","0","19","0","1","1","0","1","","0","-1","0","0","1","4","0","0","2"
"2020-06-27","5","2","29","1","0","0","0","1","","0","1","1","2","0","-3","0","0","13"
"2020-06-28","7","0","26","0","0","0","0","0","","0","0","0","0","0","2","0","0","2"
"2020-06-29","0","-1","15","2","0","3","0","0","","2","1","0","0","1","0","0","0","5"
"2020-06-30","7","1","18","0","0","0","0","0","","0","0","0","0","0","-3","0","0","11"
"2020-07-01","1","1","18","0","0","1","1","1","","0","2","0","0","0","0","1","1","14"
"2020-07-02","4","0","23","-1","0","0","-1","0","","1","0","0","0","0","4","0","0","4"
"2020-07-03","2","0","24","0","0","0","1","0","","2","4","0","0","1","-1","0","0","12"
"2020-07-04","4","0","13","0","1","-1","0","0","","2","2","0","0","1","-2","0","0","4"
"2020-07-05","2","0","12","0","0","-1","0","1","","0","2","1","0","0","0","0","0","1"
"2020-07-06","0","0","5","0","1","0","0","0","","0","2","0","0","0","-1","2","0","-1"
"2020-07-07","0","0","8","0","0","0","0","0","","0","-1","0","0","0","3","0","1","6"
"2020-07-08","3","0","11","0","0","2","0","0","","1","2","0","0","0","-3","0","1","3"
"2020-07-09","3","0","15","1","0","0","0","1","","1","3","1","0","1","1","0","0","-1"
"2020-07-10","1","0","7","0","0","-2","0","0","","0","0","0","0","0","0","1","0","6"
"2020-07-11","-2","0","10","1","0","1","0","0","","0","0","0","1","0","3","0","0","7"
"2020-07-12","0","0","11","0","0","0","0","0","","1","2","0","-1","0","4","0","0","2"
"2020-07-13","1","0","18","0","0","0","0","0","","1","0","0","0","0","-7","0","0","6"
"2020-07-14","0","1","7","-1","0","1","0","0","","0","0","0","0","0","-1","0","-1","2"
"2020-07-15","4","-1","4","0","0","0","0","0","","2","1","-1","0","0","1","1","1","0"
"2020-07-16","1","1","10","0","1","0","0","1","","0","1","0","0","0","1","0","0","4"
"2020-07-17","2","1","23","1","0","1","0","2","","1","3","0","0","1","-1","0","0","4"
"2020-07-18","0","1","4","0","0","-1","0","0","","0","2","0","0","0","1","0","0","2"
"2020-07-19","2","0","12","1","0","0","0","1","","-1","0","0","0","0","22","0","1","4"
"2020-07-20","1","1","9","1","0","2","0","1","","1","3","0","1","1","-2","0","0","5"
"2020-07-21","1","2","4","0","0","1","0","0","","0","2","0","1","0","-1","0","0","2"
"2020-07-22","0","0","11","1","2","3","0","0","","-1","0","0","3","-1","-20","0","0","1"
"2020-07-23","2","2","12","0","-2","1","0","0","","0","0","-1","-1","0","0","0","0","2"
"2020-07-24","12","-1","4","0","0","0","0","0","","0","0","0","1","1","-1","0","-1","5"
"2020-07-25","5","0","14","0","0","3","0","2","","0","3","0","1","1","-1","0","0","5"
"2020-07-26","2","0","7","1","0","1","0","0","","1","0","0","3","0","0","0","2","7"
"2020-07-27","9","0","5","-1","0","1","0","0","","0","0","0","0","0","0","0","0","4"
"2020-07-28","1","0","0","0","-1","0","0","0","","0","1","0","0","0","0","0","0","5"
"2020-07-29","1","0","13","0","5","1","0","0","","2","1","0","0","0","0","2","0","3"
"2020-07-30","2","1","3","0","4","2","0","0","","0","0","0","2","0","0","0","0","8"
"2020-07-31","1","0","7","0","0","2","1","0","","3","4","0","1","0","1","0","0","4"
"2020-08-01","2","0","8","0","0","3","0","1","","0","1","0","4","0","0","0","1","5"
"2020-08-02","0","0","5","0","7","0","0","0","","1","2","0","0","0","0","0","1","5"
"2020-08-03","-2","0","6","0","0","2","0","0","","0","2","0","1","0","0","0","0","3"
"2020-08-04","0","0","3","0","0","0","0","0","","-1","0","0","0","0","0","0","3","2"
"2020-08-05","1","0","5","0","2","0","1","-1","","0","0","0","3","0","0","0","0","6"
"2020-08-06","-1","1","4","0","-1","0","0","1","","0","2","0","0","-1","0","0","0","0"
"2020-08-07","10","0","5","0","0","1","0","0","","-1","0","0","0","0","0","0","0","2"
"2020-08-08","0","0","7","0","0","0","1","1","","0","0","0","1","0","0","0","0","2"
"2020-08-09","5","0","6","0","0","0","-1","0","","0","0","1","1","0","0","0","1","3"
"2020-08-10","2","0","1","0","1","2","0","0","","1","-2","0","0","0","0","0","0","2"
"2020-08-11","0","0","1","0","0","-1","0","0","","1","1","0","-1","0","0","0","0","0"
"2020-08-12","3","0","7","0","1","0","0","0","0","0","2","0","1","0","-1","0","0","5"
"2020-08-13","2","0","6","0","3","0","0","0","0","0","3","2","1","2","0","0","0","0"
"2020-08-14","5","0","10","2","0","0","0","0","0","1","6","0","1","0","0","0","1","1"
"2020-08-15","0","0","9","0","0","0","0","0","0","1","8","5","0","1","1","0","0","3"
"2020-08-16","2","0","4","0","0","1","1","0","0","1","8","0","0","1","0","1","0","5"
"2020-08-17","3","0","4","0","0","0","0","0","0","1","13","1","0","3","-1","0","1","4"
"2020-08-18","1","0","13","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"2020-08-19","0","0","2","0","2","0","0","0","0","1","8","-5","0","1","0","1","0","12"
"2020-08-20","1","2","3","0","0","3","0","0","0","-1","2","0","0","1","0","0","0","7"
"2020-08-21","4","2","6","0","2","1","0","0","0","0","5","0","0","0","0","2","0","11"
"2020-08-22","4","0","4","0","1","3","0","0","0","0","5","0","1","0","0","1","0","13"
"2020-08-23","1","0","2","1","1","0","0","0","0","0","3","0","0","4","0","2","0","4"
"2020-08-24","3","0","1","0","0","2","1","0","0","0","5","0","0","0","0","0","0","9"
