"date","Maine/Androscoggin","Maine/Aroostook","Maine/Cumberland","Maine/Franklin","Maine/Hancock","Maine/Kennebec","Maine/Knox","Maine/Lincoln","Maine/Out of ME","Maine/Oxford","Maine/Penobscot","Maine/Piscataquis","Maine/Sagadahoc","Maine/Somerset","Maine/Unassigned","Maine/Waldo","Maine/Washington","Maine/York"
"2020-03-22","","","","","","","","","","","","","","","","","",""
"2020-03-23","0","0","13","0","0","0","1","1","","1","1","0","0","0","-3","0","0","4"
"2020-03-24","0","0","8","0","0","1","0","0","","1","1","0","0","0","","1","0","4"
"2020-03-25","1","0","13","0","0","0","0","0","","0","0","0","1","0","-3","0","0","7"
"2020-03-26","1","0","3","1","0","1","0","0","","2","1","0","0","0","-1","1","0","4"
"2020-03-27","1","0","2","0","0","0","1","0","","0","1","0","0","0","2","0","0","6"
"2020-03-28","1","0","28","1","0","3","0","0","","0","4","0","1","0","0","0","0","5"
"2020-03-29","1","0","22","0","0","1","2","0","","1","1","0","2","1","2","0","0","9"
"2020-03-30","0","0","12","0","0","0","0","3","","0","1","0","0","0","0","0","0","6"
"2020-03-31","3","","15","0","","2","1","0","","0","0","","0","0","1","0","","6"
"2020-04-01","0","","0","0","","0","0","0","","0","0","","0","0","0","0","","0"
"2020-04-02","1","","35","1","2","7","2","0","","0","4","","3","1","2","0","","15"
"2020-04-03","7","1","18","1","0","0","2","0","","1","4","","2","0","3","1","1","15"
"2020-04-04","1","0","9","0","0","2","0","0","","1","2","","1","1","1","0","0","6"
"2020-04-05","0","0","7","0","0","1","0","0","","0","0","","0","1","-1","0","0","6"
"2020-04-06","3","0","11","1","0","1","0","1","","0","3","","0","0","0","2","0","7"
"2020-04-07","0","1","4","0","0","3","0","0","","1","6","","0","0","-2","0","0","7"
"2020-04-08","0","0","9","0","1","0","0","0","","0","0","","0","1","-1","2","0","6"
"2020-04-09","1","0","7","2","0","0","1","0","","0","0","","1","0","-4","4","0","11"
"2020-04-10","0","0","7","0","1","3","0","0","","0","2","","1","0","-1","8","0","5"
"2020-04-11","3","0","8","0","0","2","0","0","","1","1","","0","1","0","8","0","6"
"2020-04-12","1","0","8","1","1","1","0","0","","0","0","","0","2","0","2","0","1"
"2020-04-13","0","0","7","0","0","46","2","1","","0","0","","0","0","2","0","0","7"
"2020-04-14","1","0","32","0","0","3","-1","1","","0","0","","0","3","-3","0","0","1"
"2020-04-15","2","0","8","1","0","12","1","1","","0","2","","0","2","0","1","1","4"
"2020-04-16","1","1","4","0","0","1","0","0","","0","1","","0","1","0","9","0","8"
"2020-04-17","0","-1","17","1","1","1","0","0","","0","3","","0","1","-1","3","0","6"
"2020-04-18","3","0","9","1","0","1","0","0","","0","1","","0","0","0","0","0","5"
"2020-04-19","0","0","9","1","0","1","0","0","","1","2","1","1","1","1","0","0","2"
"2020-04-20","0","0","2","1","0","0","0","0","","0","1","0","0","0","-1","1","0","4"
"2020-04-21","1","0","6","0","0","0","1","0","","0","2","0","1","0","0","0","0","2"
"2020-04-22","0","0","9","1","1","2","0","0","","0","1","0","0","0","1","2","0","2"
"2020-04-23","1","1","19","0","1","1","0","0","","0","2","0","0","0","-2","2","0","5"
"2020-04-24","1","1","12","12","0","0","0","0","","0","1","0","0","0","0","0","0","1"
"2020-04-25","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0"
"2020-04-26","4","0","28","1","1","1","1","0","","1","3","0","1","1","2","1","0","5"
"2020-04-27","0","0","5","0","0","1","0","0","","0","2","0","0","0","0","0","0","0"
"2020-04-28","0","1","7","0","1","1","1","0","","0","2","0","0","1","-1","0","0","4"
"2020-04-29","1","0","6","0","0","1","1","0","","0","2","0","1","0","1","0","0","3"
"2020-04-30","5","0","14","0","0","0","0","1","","0","19","0","0","-1","-1","0","0","2"
"2020-05-01","4","0","18","1","0","0","0","1","","0","1","0","0","0","-1","1","0","3"
"2020-05-02","2","0","23","0","0","0","0","0","","0","3","0","0","0","0","0","0","2"
"2020-05-03","2","0","22","1","0","1","0","-1","","0","2","0","0","0","0","0","0","5"
"2020-05-04","4","0","9","0","0","0","0","0","","0","1","0","0","0","2","0","0","4"
"2020-05-05","2","1","13","0","0","0","0","0","","0","0","0","0","0","-2","0","0","7"
"2020-05-06","5","0","12","0","0","1","1","1","","1","2","0","1","0","0","0","0","4"
"2020-05-07","7","0","48","2","0","1","0","0","","1","2","0","0","0","2","0","0","13"
"2020-05-08","4","0","27","0","0","1","1","1","","0","0","0","0","0","4","0","0","6"
"2020-05-09","4","0","27","0","0","1","0","0","","0","0","0","0","0","-5","0","0","7"
"2020-05-10","2","0","17","0","0","0","0","0","","0","1","0","1","0","2","0","0","5"
"2020-05-11","8","0","12","0","0","1","1","0","","0","0","0","0","0","3","0","0","1"
"2020-05-12","5","0","7","0","0","1","0","0","","0","0","0","0","0","0","0","0","2"
"2020-05-13","6","0","23","0","0","1","0","0","","0","0","0","2","1","0","0","0","5"
"2020-05-14","6","1","34","0","0","1","0","0","","0","1","0","2","0","-4","1","0","8"
"2020-05-15","4","0","20","2","0","3","2","1","","0","0","0","1","1","0","0","0","4"
"2020-05-16","7","0","23","0","0","4","0","1","","0","2","0","0","1","0","0","0","7"
"2020-05-17","11","0","16","0","1","1","-1","0","","0","0","0","1","0","0","0","3","7"
"2020-05-18","8","0","15","0","0","0","0","0","","0","0","0","0","0","-1","0","-3","7"
"2020-05-19","12","0","11","0","0","-1","0","0","","0","1","0","0","0","0","0","0","5"
"2020-05-20","34","1","28","1","0","1","0","0","","1","1","0","1","0","1","0","0","9"
"2020-05-21","17","0","28","1","0","2","0","1","","0","3","0","0","0","1","1","0","4"
"2020-05-22","7","0","49","1","0","1","0","0","","1","0","0","0","1","0","0","0","11"
"2020-05-23","18","0","41","0","0","2","0","1","","0","0","0","0","0","-3","0","0","6"
"2020-05-24","6","0","23","0","0","2","0","1","","2","0","0","0","0","1","0","0","7"
"2020-05-25","5","0","8","0","0","0","0","0","","0","1","0","0","0","-1","0","0","6"
"2020-05-26","9","0","16","0","0","0","0","0","","1","0","0","0","0","0","0","0","9"
"2020-05-27","5","0","9","0","0","0","0","0","","4","0","0","1","0","3","0","0","6"
"2020-05-28","12","0","27","0","0","0","0","0","","3","1","0","1","1","2","0","0","5"
"2020-05-29","5","2","25","0","0","0","0","0","","3","0","0","0","0","-1","0","0","3"
"2020-05-30","18","0","29","0","0","0","0","0","","1","0","0","0","0","0","0","0","8"
"2020-05-31","11","0","29","0","0","0","0","0","","1","0","0","0","0","-2","0","0","4"
"2020-06-01","6","0","14","0","0","0","0","0","","-1","0","0","0","0","-1","0","0","6"
"2020-06-02","10","0","14","0","0","-1","0","0","","0","0","0","1","0","0","0","-1","5"
"2020-06-03","12","0","23","0","0","0","1","0","","0","0","0","0","0","3","0","0","2"
"2020-06-04","8","0","18","0","0","1","0","0","","-1","0","0","-1","0","0","0","0","3"
"2020-06-05","4","0","21","0","1","1","0","0","","0","1","0","0","0","0","1","0","7"
"2020-06-06","8","0","25","0","0","1","0","0","","0","0","0","0","0","-4","0","0","12"
"2020-06-07","21","0","17","0","0","0","0","0","","-1","0","0","0","0","2","0","0","7"
"2020-06-08","9","0","4","0","0","1","0","0","","0","0","0","0","2","0","1","0","1"
"2020-06-09","5","0","13","0","0","0","0","0","","0","0","0","0","0","0","0","0","0"
