"date","Uttar Pradesh/Agra","Uttar Pradesh/Aligarh","Uttar Pradesh/Ambedkar Nagar","Uttar Pradesh/Amethi","Uttar Pradesh/Amroha","Uttar Pradesh/Auraiya","Uttar Pradesh/Ayodhya","Uttar Pradesh/Azamgarh","Uttar Pradesh/Baghpat","Uttar Pradesh/Bahraich","Uttar Pradesh/Ballia","Uttar Pradesh/Balrampur","Uttar Pradesh/Banda","Uttar Pradesh/Barabanki","Uttar Pradesh/Bareilly","Uttar Pradesh/Basti","Uttar Pradesh/Bhadohi","Uttar Pradesh/Bijnor","Uttar Pradesh/Budaun","Uttar Pradesh/Bulandshahr","Uttar Pradesh/Chandauli","Uttar Pradesh/Chitrakoot","Uttar Pradesh/Deoria","Uttar Pradesh/Etah","Uttar Pradesh/Etawah","Uttar Pradesh/Farrukhabad","Uttar Pradesh/Fatehpur","Uttar Pradesh/Firozabad","Uttar Pradesh/Gautam Buddha Nagar","Uttar Pradesh/Ghaziabad","Uttar Pradesh/Ghazipur","Uttar Pradesh/Gonda","Uttar Pradesh/Gorakhpur","Uttar Pradesh/Hamirpur","Uttar Pradesh/Hapur","Uttar Pradesh/Hardoi","Uttar Pradesh/Hathras","Uttar Pradesh/Jalaun","Uttar Pradesh/Jaunpur","Uttar Pradesh/Jhansi","Uttar Pradesh/Kannauj","Uttar Pradesh/Kanpur Dehat","Uttar Pradesh/Kanpur Nagar","Uttar Pradesh/Kasganj","Uttar Pradesh/Kaushambi","Uttar Pradesh/Kushinagar","Uttar Pradesh/Lakhimpur Kheri","Uttar Pradesh/Lalitpur","Uttar Pradesh/Lucknow","Uttar Pradesh/Maharajganj","Uttar Pradesh/Mahoba","Uttar Pradesh/Mainpuri","Uttar Pradesh/Mathura","Uttar Pradesh/Mau","Uttar Pradesh/Meerut","Uttar Pradesh/Mirzapur","Uttar Pradesh/Moradabad","Uttar Pradesh/Muzaffarnagar","Uttar Pradesh/Pilibhit","Uttar Pradesh/Pratapgarh","Uttar Pradesh/Prayagraj","Uttar Pradesh/Rae Bareli","Uttar Pradesh/Rampur","Uttar Pradesh/Saharanpur","Uttar Pradesh/Sambhal","Uttar Pradesh/Sant Kabir Nagar","Uttar Pradesh/Shahjahanpur","Uttar Pradesh/Shamli","Uttar Pradesh/Shrawasti","Uttar Pradesh/Siddharthnagar","Uttar Pradesh/Sitapur","Uttar Pradesh/Sonbhadra","Uttar Pradesh/Sultanpur","Uttar Pradesh/Unnao","Uttar Pradesh/Varanasi","Uttar Pradesh/mathura"
"2020-03-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","","","","","","","","","","","","","","","","","","","-7","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1",""
"2020-03-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-30","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","0","","","","","","9","","","","","","","","","","","","","","","","","","","","",""
"2020-03-31","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","-5","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-01","0","","","","","","","","","","","","","","","","","","","1","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-02","4","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","0","","","","","","","","","1","","","","","","","","","","","","","","","","-13","","","","","","","","","","","","","","","","","","","","",""
"2020-04-03","-2","","","","","","","","","","","","","","","0","","","","","","","","","","","","","-6","0","","","","","","","","","","","","","5","","","","","","","","","","","","4","","","","","","","","","","","","","1","","","","","","","",""
"2020-04-04","21","","","","","","","","0","","","","","","","","","","","","","","","","","","","","6","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1","","","","-11","","","","1","","","","","","","2",""
"2020-04-05","-21","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","5","0","","","","1","","","","","","","","","","","","1","","6","","","","","","3","","","","","","","","","","","","","0","","","","","","","-2",""
"2020-04-06","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5","","","","","","-2","","","","","","","","","","","","","","","","","","","2","","","","","","","",""
"2020-04-07","11","","","","","","","-2","","","","","","","","1","","","","0","","","","","","","","-1","","","","","","","","","","","","","","","","","","","","","-3","","","","","","","","","","","","","","","","","","","-2","","","","","","","",""
"2020-04-08","-11","","","","","0","","","0","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","-1","","","","","","0","","","","3","","","","","","-6","","","","","","","","","0","","","","","","","-6","","","","1",""
"2020-04-09","17","","","","0","","","","1","","","","","","","","","","","","","","","","","","","1","-5","-7","","","","","","0","","","","","","","0","","","","","","","","","","","","1","","","2","","2","","","","5","","","","","","","","","","","",""
"2020-04-10","-14","","","","4","0","","","","","","","","","","-2","","","","","","","","","","","","","-2","","","","","","1","","","","","","","","","","","","","","","","","","","","3","","","","","","","","-4","","","","","","","","","","","","",""
"2020-04-11","-1","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","-2","","","","","","-2","","","","","","","","","-5","","","","","","","","","","","",""
"2020-04-12","8","","","","","","","","0","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","-1","","-1","","-1","-3","","","","","","6","","","","","","","","","","","",""
"2020-04-13","23","","","","","","","1","","","","","","","","4","","","","","","","","","","","","0","3","","","","","","","","","","","","","","","","","","","","1","","","","0","","2","","","","","","","","","4","","","","","","","","","","","",""
"2020-04-14","-31","","","","-3","1","","","5","","","","0","","","","","7","","","","","","","","","","","12","","","","","","0","","","","","","","","0","","","","","","4","","","","","","0","","16","","","","","","","3","","","","2","","","1","","","","",""
"2020-04-15","11","","","","","","","","","","","","","","","-3","","","","-2","","","","","","","","2","","","","","","","3","","","","","","","","7","","","","","","23","","","","","","-1","","-15","","","","","","","","","","","","","","","","","","",""
"2020-04-16","-6","","","","-1","","","","-6","","","","-2","","","","","-4","1","","","","","","","","","-4","-6","-1","","","","","","","","","0","","","","-4","","","","","","-9","","","","","","0","","","","","","","","","","","","","","","","-2","","","","",""
"2020-04-17","-4","","","","","-1","","","","","","","","","","","","","-1","1","","","","","0","","","","","","","","","","-5","","","","","","","","3","","","","","","-15","","","0","","","","-1","10","","","","","","","","-5","","","","","","","","","","0",""
"2020-04-18","22","","","","","","","","","","","","","","","","","5","","-1","","","","","","","","9","-7","1","","","","","","","","","","","","","-6","","","","","","52","","","","","","-3","0","-6","","","","","","","","","","","-4","","","2","","","","1",""
"2020-04-19","14","","","","","","","-1","","","","","","","","1","","","2","","","","","","0","","","-1","","9","","","","","","","","","","","-3","","","","","","","","-57","","","","0","","3","-2","12","","","","","","7","5","","","","2","","","","","","","",""
"2020-04-20","-40","","","","6","0","","","","","","","","","","","","-5","2","2","","","","","","","","0","2","-6","-1","","","","0","","","","","","0","","29","","","","","","0","","","","0","","-3","","-17","","","","","","-7","","","","","","","","","","","","",""
"2020-04-21","64","","","","-6","1","","","","","","","2","","","-2","","-2","","0","","","","","-2","","","-9","-3","","","","","","","","","","","","","","-15","","","","","","0","","","","","","5","","14","","","","","31","0","","","","","","","","","","","","-1",""
"2020-04-22","-47","1","","","4","","","","","","","","","","","","","","","-2","","","","","","","","5","-1","-3","","","","","0","","","","","","","","-9","","","","","","-1","","","","0","","-5","","6","4","","","","-25","","7","","","","","","","","","0","","1",""
"2020-04-23","-6","0","","","","-1","","","","","","","","","","","","-1","","","","","","","","","","-5","","2","","","","","","","","","","","","","9","","","","","","3","","","","","","2","","-18","","","","","","","","0","0","","","","","","","","","",""
"2020-04-24","-2","","","","","","","0","","","","","","","","2","","","","4","","","","","","","","8","8","","","","","","","","","","","","0","","14","","","","","","","","","-1","0","","-2","","4","","","","","","","-1","","","","-2","","","","","","","4",""
"2020-04-25","15","0","","","-3","","","","","","","","","","","","","","","6","","","","","","","","-1","-8","-3","-1","","","","","","","","","","","","-5","","","","","","15","","","","0","","2","","","0","","","2","","3","12","3","18","","","-2","","0","","0","","",""
"2020-04-26","-24","-1","","","","","","","","-7","","","","","","","","","-4","","","","","","","","","","3","4","","","","","6","","","","","","","","-3","","","","","","-18","","","","0","","","","-10","-4","","","","","","-16","-3","","","","0","","","","","","4",""
"2020-04-27","11","8","","","","","","","","","","","","","-4","","","0","1","1","","","","","","","","9","12","","","","","","-6","","","0","","","","","6","","","","","","1","","","","","","0","","6","","","-2","","","-3","","","","","","","","","","","","",""
"2020-04-28","5","-9","","","","","","","","","","","0","","","","","0","","","","","","","","","","","-15","","","0","","","","","","0","2","","","","-19","","","","","","3","","","","1","","-1","","2","","","","","-7","","","0","-17","","","","","","","","","2",""
"2020-04-29","12","7","","","","","","","","","","","","","0","","","0","","","","","","","","","","-7","2","-1","","","","","","","","","","1","","","-6","","","","","","-1","","","","-1","","1","","","","","","","","2","","3","","","","","","","","","","-10",""
"2020-04-30","9","-5","","","","","","","","","","","","","","","","","","-11","","","","-2","","","","-9","1","0","","","0","","","","","","","-1","","","1","","","","","","-3","-5","","","","","2","","-4","","","","","","","4","","","","","","","","","","","5",""
"2020-05-01","-9","","","","","","","","","","","","2","","","","","","","","","","","4","","","","12","9","2","","","","","","","-3","","","","","","9","","","","","","7","","","","","","-2","","","","","1","-2","","","0","-3","1","","","","","","","","0","",""
"2020-05-02","10","3","","","","","","","0","4","","","","","1","5","","","","","","","0","-3","","","","0","-8","0","","0","0","","-5","","0","0","","4","","","-7","","","","","","0","","","1","","","5","","","","","","3","","-2","5","","-2","","","","","","","","0","",""
"2020-05-03","21","-5","","","","","","","","","","","","0","","","","","","-2","","","","","","","","-3","4","11","","","","","7","","0","0","","","","","24","","","","","","-4","","","","-4","","-7","","-1","-4","","-1","-3","","","","1","-3","","","","0","","","","","-5",""
"2020-05-04","-28","","","","","","","","","-4","","","","","","","","","","","","","","","","","","1","3","-2","","","","","","","","","","","","0","-19","","","","","","","","","","-1","","24","","-1","","","0","","","","","","3","","","0","","","","","","",""
"2020-05-05","-20","0","","","","-1","","","0","","","","","","","","","","","","","","","","-8","","","-4","1","-2","","","","","","","","","","1","","","0","","","","","","","","","","-3","","-1","","","","","","","","","","","","","","","8","","","","","",""
"2020-05-06","3","6","","","","","","","","","","","4","","","-3","","","","0","","","","-1","","","","5","","-4","","","","","","","","2","","","","","6","","","0","","","","","","0","3","","-13","","","","","0","4","","","","","3","","","0","-7","","","","","5",""
"2020-05-07","0","-4","","1","","","","","","","","0","-4","","-1","","","","","","","","","","","","","-11","","0","","-3","","","4","","1","","","","","","","","","","","","","","","1","-2","","-1","","","","","","","-1","","","","","","","","0","","","0","","",""
"2020-05-08","21","","","0","","","","","2","1","","","-2","","","-5","","-3","","3","","","0","-4","5","","","5","","4","","-1","","","","","","-1","","-1","","","","","","","","","4","","","","7","","2","","2","","0","","-2","","-1","","4","","","","0","-4","","","","","",""
"2020-05-09","1","","","","-2","","","","","3","","","","","","3","0","11","","","","0","","","","","","1","-3","-4","","","0","","","","","18","-2","","","0","","-2","","0","","","-7","","","-1","-4","","12","","3","","","-2","","","","","","","","0","","","","","","","3",""
"2020-05-10","-24","","","-1","","","0","","","-3","","","1","","","-1","","-8","","","","","","5","-2","0","-1","-5","-17","3","","0","","","","","","","","0","","","","4","","-2","","","-3","","","","-3","","-2","","","","","2","","","","3","-4","","","","2","","","","","0","-3",""
"2020-05-11","1","","","","1","","-2","","-2","-1","","","","4","","2","","","","-3","","","","","","","0","","8","-5","0","5","","","","","8","-19","","-4","","0","-6","","","","-2","","-2","","","0","0","","-9","","","","","0","","0","","","1","-3","","","","1","","","","","2",""
"2020-05-12","10","1","","4","","","","","2","0","","","-1","","","","","0","","-4","","-1","","","","5","0","","-1","-2","","-3","","","","1","","5","","","2","","4","","","","","","3","0","","","","","-1","","-4","","","1","","","","-13","","","","-1","","5","-6","","","","-2",""
"2020-05-13","-27","0","","","","-1","","","","","","","","","","-3","","","","","","","","","","","0","","9","1","1","","1","","0","","","","-2","3","0","","-4","-2","2","","","","14","0","","","","","-5","","5","","","-1","1","0","","","","","","","","1","","","3","0","2",""
"2020-05-14","-3","0","","-3","1","","","0","-3","","","2","","-2","","5","","1","","","","","0","","2","","","","-14","16","2","","2","","-1","0","","-7","0","","-3","","3","","-2","","8","","-8","1","","-4","","","5","","9","","","-1","3","","","28","-4","1","0","0","-1","-2","","","1","","-1",""
"2020-05-15","15","","0","1","0","","5","","","-7","8","3","","9","","","0","","","2","1","","","","","","","","4","-16","9","0","-3","0","9","","","","3","","-1","2","-4","","","","","","-2","1","","4","","0","-3","","","","","2","2","","","-15","8","0","0","","","0","","","","","1",""
"2020-05-16","3","","0","","","","-2","1","","","","","","-5","-1","-3","1","","","","3","","5","","0","-1","0","1","2","4","","","1","","","5","","","5","","","","2","","1","2","-1","","6","-1","","4","","","18","4","","","","0","-4","","12","9","5","-1","","","","-2","","","1","","-2",""
"2020-05-17","-8","","5","-1","","0","","","1","6","-7","-5","","","2","2","-1","","","","","","-3","","","","1","-2","4","2","-5","2","","","","-3","","","","","0","","0","","","1","2","","-3","0","","","6","0","-19","","6","","6","15","3","","-11","","-8","1","3","","1","6","9","","","","0",""
"2020-05-18","1","-2","0","6","","","","0","","-2","","14","","","","-2","1","","","","","","","","","0","","2","","-5","-7","-3","","","-10","-3","","","-5","","","","-1","0","7","","","","","0","","","3","","-7","-4","-8","","-7","-16","","0","-2","-11","4","","","3","","-7","","1","1","","8",""
"2020-05-19","7","16","-6","","","","","","","5","","-10","","","0","42","","","","","-1","-6","9","","","-3","12","","","-2","6","3","-4","","3","0","","","","","","","","4","3","","-7","","3","1","","3","-1","","","4","12","-2","8","6","","5","7","","","","","","2","","","","-6","","2",""
"2020-05-20","-3","","0","","3","","19","-1","0","-10","-1","","","","3","-38","","6","","-13","-1","","","","14","","-13","","-29","3","-1","","4","","","0","","","-3","","0","","0","","-8","","2","","-9","","","","5","","","","-10","3","-1","4","8","","-3","","","5","0","","","1","","","","","-4",""
"2020-05-21","0","","8","","2","","-2","15","","2","","","","4","","10","","-5","","6","","","-7","","-14","0","4","","8","4","6","","-4","","-2","1","","","16","","1","","4","","8","","-4","","0","5","","","-4","8","0","-6","2","-3","-5","-10","","","1","","","","-2","","1","10","","","","0","",""
"2020-05-22","-15","-6","","","0","0","-13","","","-1","0","-3","0","","-2","","1","-1","","","","-2","","","7","","-1","","-5","-3","2","-2","","","0","-1","","","26","","","","","","-13","","6","","2","-7","","-7","-1","","-2","","-1","3","0","1","","-3","-5","7","","0","-1","","-5","0","-3","","","1","",""
"2020-05-23","12","1","","","","","-2","","","","0","","","","5","-17","","2","","","-1","","3","","1","0","","","12","6","-12","","7","","","9","0","","-11","","","0","","","","-1","","","7","4","","","","-8","11","4","4","-3","0","","-5","-2","19","","","2","2","","","-10","","","","","",""
"2020-05-24","-1","-1","-2","-8","9","","","-7","","","","0","","","-1","6","6","1","-16","1","-1","","7","","-8","-1","","","0","-6","","","-7","","","-5","","","-29","0","4","0","-3","-3","2","0","5","","-9","-4","4","","0","0","0","-4","-4","5","","","0","","-13","","1","-9","-2","-1","","-1","","0","","-2","1",""
"2020-05-25","4","-4","0","4","-10","","","","","1","15","","","","-4","11","-5","-3","0","-1","1","8","","","4","","-4","9","-9","0","6","","11","","","","","","8","","","","6","","1","","","","","0","","0","3","","-13","","3","","","","0","","7","-2","-4","6","0","1","","6","","","-16","-3","-3",""
"2020-05-26","-2","1","8","29","","","9","6","","-2","-15","","","-5","","-13","-1","-2","","0","-1","","-8","","-2","","1","-2","-5","-1","-1","","-6","","2","","","","-10","","","4","-5","","","0","-10","","6","4","-4","0","","","8","","-6","","","4","5","1","-16","0","0","","","","","1","","","4","0","-8",""
"2020-05-27","0","","-8","-26","","","10","-14","-1","1","","","","0","-3","2","","2","","","","","1","4","-2","","1","-5","0","4","-6","1","-5","","19","","","","16","","2","","","","","","","","0","-3","","","3","3","3","","14","7","","3","-1","-1","-1","1","9","","","","","-6","","-1","","0","7",""
"2020-05-28","-6","","","-7","","-3","-22","12","","0","3","","","","","2","4","-1","1","","","","-5","","1","-1","-1","5","5","5","4","2","7","","","-1","","","-16","","","-1","","","","","","","-2","","","5","-4","-1","-12","","-12","","","-6","-3","1","","4","-4","4","","","","0","","0","","0","-8",""
"2020-05-29","1","14","","","-2","","8","7","","1","3","0","","","0","-6","-6","1","","","","-1","-2","-6","0","3","0","-1","5","-2","-1","-2","-6","","-26","5","","","12","","","","24","","","","-1","","11","","","-3","-2","","9","","9","1","-2","0","","","","2","-3","-8","","0","","5","","","","0","1",""
"2020-05-30","-3","","0","","0","","-4","","","1","","1","","2","-2","10","0","4","","","","-2","","4","-3","-1","","2","10","5","-2","","-1","","1","","4","","","","9","-3","-24","","","","2","0","-13","-1","0","0","","-2","1","","2","-11","0","-1","","","","1","-2","","","","","-4","","0","-4","1","0",""
"2020-05-31","8","","-4","-29","","","0","-14","-8","","0","","","-1","5","-4","3","-2","0","-6","","0","","-2","2","-2","","10","25","16","17","","2","","-1","","","","","","-10","","0","1","","","","","12","8","","0","","4","2","","-8","0","","","-3","","","-8","12","2","2","","","4","","0","4","0","12",""
"2020-06-01","1","-3","3","-12","","","-2","10","-1","-2","-1","-1","0","-1","","10","-3","-4","-1","3","","","-17","-1","3","0","0","","-21","","-16","","20","","","-4","0","","-12","","-1","","1","0","","1","-2","","-3","-7","","7","","-4","-1","","3","5","","","2","","-5","-4","-4","21","0","","","2","0","","-6","0","-10",""
"2020-06-02","-2","-4","0","21","","","","-5","0","-1","","1","","1","2","1","-2","12","","7","","","3","2","-2","0","","","15","","-2","1","-17","","","5","-4","","","-4","11","","13","","","-4","","","-7","","","-8","5","9","0","","-3","8","","0","8","","4","9","-6","-13","2","-1","-1","-4","","","","1","0",""
"2020-06-03","2","6","","","","-2","","-8","1","1","","-1","","","","","","-11","","7","","","","0","","2","","-13","-40","-14","6","-1","-4","","0","8","0","","","","","","-15","","","","","","-2","","","","","-6","-5","","","","","","-8","","-2","","","","","","","4","","","","-2","",""
"2020-06-04","2","-2","0","-14","","1","","-2","16","","","","1","-3","","-7","4","0","","","","9","5","-3","","1","","4","28","14","-3","-1","0","4","5","-5","","","5","2","-7","","28","","","","1","","10","-1","","2","-5","3","10","0","2","","0","","","","","-3","1","","0","2","3","-7","0","","-1","","",""
"2020-06-05","4","-5","3","-6","","-2","-10","16","-6","3","","","","3","","","","17","","","-3","-6","-2","6","-2","-1","","6","21","2","12","5","2","","-4","-3","","-2","26","","6","","19","1","","3","0","","5","5","1","3","12","-5","-9","","-1","-1","0","0","","","","","6","-8","-2","","-2","1","0","","5","","4",""
"2020-06-06","-3","7","-4","10","","","","-9","","0","4","","","-2","-7","","25","-11","0","-7","3","-1","-6","-6","7","3","","-2","-37","0","-13","-1","-1","","9","","","0","-26","","-6","8","-16","-2","","0","-1","","-16","1","","5","-11","3","1","","-1","2","0","","-3","","","","-3","-4","","","","-2","","","-3","","5",""
"2020-06-07","6","7","-2","-9","","","","-5","4","","3","","","7","2","-2","","3","","34","-1","","6","","-7","","2","-6","3","27","2","-1","0","","-8","","","","6","3","-2","-8","-14","","","","0","","4","-3","-1","-11","","0","9","1","8","17","1","","0","3","","0","2","4","3","","","1","","","","1","-13",""
"2020-06-08","-1","-2","7","-2","","-2","-8","-1","-8","0","","","","","4","-3","","-3","","-9","","","","","2","","","0","42","-5","","","7","2","16","-4","5","10","","-1","4","1","6","","","","","","9","-3","3","5","","","3","","-6","-18","-1","-1","-3","10","-2","2","","-1","-3","","0","1","","","-1","","-4",""
"2020-06-09","-2","-6","-7","10","4","-2","3","1","-4","-4","-2","","","","-3","-1","","-4","","-25","","","-5","","0","","","","-31","0","","1","-7","0","-12","0","-3","-1","-5","6","-5","4","-9","1","","-7","3","","-4","3","0","-3","-4","","-9","0","-2","-1","2","","1","-6","14","","-4","4","-2","","-1","1","","5","0","","3",""
"2020-06-10","-6","-1","","","-4","-1","0","-1","11","","","","","-6","","3","","","","8","-7","","-3","","-4","4","","","-9","-34","","12","-1","","","-6","-1","-8","35","-8","5","-5","-10","","","","-2","","-10","","-3","5","4","","2","0","","5","7","","-2","","-14","","0","-6","3","","","8","","","-1","-3","-3",""
"2020-06-11","-3","4","","","","","-2","1","","","","","","7","14","0","","","","12","","","","-1","1","-6","","8","22","9","-3","-16","-2","4","","14","0","7","-31","2","4","","39","2","3","","-3","","28","","","0","5","","4","-3","","1","-2","","2","","14","3","2","-1","","2","","-9","","","2","12","8",""
"2020-06-12","5","-1","3","","","0","0","","-10","1","","","-3","11","3","-3","-3","19","","5","","","3","6","1","4","-13","9","36","11","","0","0","11","3","-15","5","0","3","-1","-3","2","-12","-3","-5","","2","","-19","","","5","19","","-12","","-16","","-5","","1","-3","-11","2","1","0","3","-1","","-2","","","3","-8","-4",""
"2020-06-13","4","1","-2","0","","1","3","","12","","","","0","","-12","6","-1","-24","","-10","","-9","","","12","-2","2","-19","-28","-7","","","2","","10","","2","-1","-14","4","5","","18","","","","1","","33","","5","-7","-27","","17","","15","","2","1","1","1","2","","1","0","-3","","","2","0","","","","11",""
"2020-06-14","1","6","","0","-2","0","3","","-13","","-2","","0","-4","2","","0","3","","5","-1","","","-4","-7","10","-5","9","35","10","","","11","-15","-17","","4","-6","18","-1","","","-31","0","","","","","-15","","","2","7","","4","","","-15","-4","-1","-3","0","-5","","-4","0","0","0","","-1","0","-3","","","-12",""
"2020-06-15","1","-5","","8","0","","1","","1","","1","","","-11","2","-4","1","-1","-7","-13","","","","-1","-3","-8","1","-2","-24","-15","","0","-11","10","","3","-10","7","-18","-3","","","0","0","","","","","13","","0","-2","0","-3","-2","","","12","0","4","0","-1","4","5","27","0","-2","-1","0","3","","","-6","-2","0",""
"2020-06-16","5","-1","-2","1","7","","","","-2","","0","","","","0","2","14","","","20","","","6","0","-5","6","1","2","-18","12","","4","0","-4","","","1","","-6","","3","","16","2","","","","","-27","","","1","-2","0","18","-5","-10","-7","","-3","7","0","-4","-6","-24","3","0","0","2","-4","0","","12","","3",""
"2020-06-17","-3","7","","-9","","5","","","8","","","","","","-12","13","","","1","-12","14","","-5","2","7","-8","-1","2","12","6","15","-4","17","","-54","","","-6","-2","","4","-1","-22","","8","9","","","59","10","4","8","-6","","1","","13","-6","3","-1","-6","0","10","","3","-3","-1","","","3","","-3","-14","0","2",""
