"date","Arunachal Pradesh/Anjaw","Arunachal Pradesh/Changlang","Arunachal Pradesh/East Kameng","Arunachal Pradesh/East Siang","Arunachal Pradesh/Kamle","Arunachal Pradesh/Kra Daadi","Arunachal Pradesh/Kurung Kumey","Arunachal Pradesh/Lepa Rada","Arunachal Pradesh/Lohit","Arunachal Pradesh/Longding","Arunachal Pradesh/Lower Dibang Valley","Arunachal Pradesh/Lower Siang","Arunachal Pradesh/Lower Subansiri","Arunachal Pradesh/Namsai","Arunachal Pradesh/Pakke Kessang","Arunachal Pradesh/Papum Pare","Arunachal Pradesh/Shi Yomi","Arunachal Pradesh/Siang","Arunachal Pradesh/Tawang","Arunachal Pradesh/Tirap","Arunachal Pradesh/Upper Dibang Valley","Arunachal Pradesh/Upper Siang","Arunachal Pradesh/Upper Subansiri","Arunachal Pradesh/West Kameng","Arunachal Pradesh/West Siang"
"2020-10-07","   .00 %","  1.13 %","   .00 %","  4.01 %","   .00 %","","  7.50 %","  1.65 %","   .33 %","   .00 %","  3.47 %","   .78 %","   .86 %","  1.84 %","","  3.08 %","","  1.89 %","   .32 %","  3.99 %"," ##.## %","  2.65 %","  1.68 %","   .51 %","  3.23 %"
"2020-10-08","","   .89 %","   .34 %","  2.09 %","","   .00 %","   .00 %","  9.76 %","  3.00 %","  1.64 %","   .48 %","   .39 %","  1.71 %","   .00 %","  5.26 %","  1.86 %","","","   .00 %","  5.75 %"," 18.18 %","  2.58 %","  2.64 %","   .84 %","  3.87 %"
"2020-10-09","","  4.55 %","   .00 %","  1.10 %","","  3.33 %","  2.33 %","","  6.15 %","  1.61 %","  1.90 %","   .38 %","  1.68 %","  1.08 %","  7.50 %","  2.17 %","","  5.56 %","  1.89 %","  4.40 %"," 23.08 %","  2.52 %","  4.18 %","   .50 %","  4.88 %"
"2020-10-10","","  3.82 %","   .68 %","  2.64 %","","","","  5.93 %","  2.13 %","  1.06 %","  2.34 %","   .77 %","  2.48 %","  1.07 %","   .00 %","  1.80 %","","   .00 %","   .00 %","  3.72 %","","  1.84 %","  1.23 %","   .50 %","  4.65 %"
"2020-10-11","","   .51 %","   .34 %","  1.06 %","","","  4.55 %","  6.99 %","","  1.05 %","  1.37 %","   .00 %","  2.82 %","  3.53 %","   .00 %","  1.48 %","   .00 %","","   .00 %","  1.44 %","","  1.81 %","","   .99 %","  1.18 %"
"2020-10-12","   .66 %","  1.12 %","  1.35 %","  2.40 %"," 20.00 %","   .00 %","  1.09 %","   .00 %","  2.39 %","  2.07 %","  4.50 %","   .76 %","  1.96 %","   .68 %","  1.16 %","  1.73 %","","  3.51 %","   .31 %","  2.59 %","","  3.55 %","  3.96 %","   .98 %","  2.97 %"
"2020-10-13","  1.97 %","  1.81 %","   .00 %","  3.07 %","   .00 %","","  2.15 %","   .00 %","  3.21 %","  1.02 %","  4.31 %","   .00 %","   .77 %","   .34 %","   .00 %","  1.57 %","","","   .31 %","  1.61 %","","  1.14 %","  1.76 %","   .00 %","  3.14 %"
"2020-10-14","  1.29 %","  1.18 %","   .00 %","  1.85 %","  5.56 %","","  2.11 %","  5.23 %","  2.54 %","  1.01 %","  9.92 %","   .00 %","  2.29 %","  1.69 %","  4.60 %","  1.23 %","","  8.47 %","   .31 %","  2.49 %","","  2.26 %","","  2.26 %","  2.19 %"
"2020-10-17","  1.91 %","   .68 %","","  2.93 %","  5.26 %","  3.23 %","  1.03 %","  1.24 %","  1.65 %","  1.00 %","  1.50 %","   .38 %","  3.36 %","  3.65 %","","  1.45 %","","  3.12 %","","  1.10 %"," 18.75 %","  2.21 %","  1.44 %","   .32 %","  1.19 %"
"2020-10-18","","   .29 %","   .33 %","   .14 %","","","   .00 %","   .61 %","   .27 %","   .49 %","   .74 %","   .75 %","   .00 %","   .32 %","   .00 %","   .45 %","  3.85 %","  1.52 %","   .61 %","   .44 %","   .00 %","  3.24 %","","   .31 %","   .71 %"
"2020-10-19","","  1.35 %","   .00 %","  4.33 %","   .00 %","","  1.02 %","  1.22 %"," 10.54 %","   .98 %","  1.47 %","   .00 %","  1.81 %","  1.60 %","  3.30 %","   .76 %",""," 25.37 %","   .91 %","  2.61 %","   .00 %","  3.66 %","  3.12 %","  1.57 %","  3.39 %"
"2020-10-20","","   .10 %","   .33 %","  1.82 %","","","  1.01 %","   .00 %","   .49 %","   .49 %","  7.25 %","","  1.42 %","  2.52 %","  3.19 %","   .71 %","   .00 %","  2.38 %","  2.72 %","   .42 %","","  3.54 %","  2.48 %","   .31 %","  1.02 %"
"2020-10-21","","   .67 %","   .33 %","  2.80 %","","","","   .60 %","  5.35 %","   .00 %","  1.69 %","   .37 %","  1.05 %","   .31 %","","   .73 %","","  4.65 %","   .00 %","  1.69 %","  5.26 %","  2.93 %","   .00 %","   .46 %","   .89 %"
"2020-10-22","   .62 %","   .47 %","   .00 %","  2.85 %","   .00 %","","   .00 %","","  9.93 %","  1.93 %","   .66 %","   .37 %","   .00 %","  3.98 %","  4.12 %","   .60 %","","  2.22 %","   .59 %","  1.04 %","   .00 %","  2.84 %","   .54 %","  1.23 %","  1.11 %"
"2020-10-23","   .00 %","   .28 %","","   .24 %","","","","   .60 %","  2.31 %","   .47 %","   .00 %","","   .00 %","   .29 %","","   .35 %","  3.70 %","  3.26 %","   .29 %","   .62 %","","  4.15 %","   .00 %","  1.51 %","   .22 %"
"2020-10-24","","   .75 %","   .00 %","   .36 %","","","   .00 %","   .00 %","   .62 %","   .00 %","   .66 %","","   .69 %","","   .00 %","   .44 %","   .00 %","  1.05 %","   .58 %","   .00 %","","  5.31 %","  1.07 %","   .30 %","   .22 %"
"2020-10-25","","   .28 %","","   .24 %","","","","   .00 %","","   .47 %","   .33 %","   .00 %","   .00 %","   .00 %","","   .26 %","","","   .87 %","   .00 %","","  1.26 %","","   .45 %","   .22 %"
"2020-10-26","   .00 %","   .19 %","","  1.08 %","   .00 %","  3.12 %","   .00 %","  3.57 %","  1.84 %","   .94 %","  2.29 %","   .37 %","   .34 %","  2.05 %","   .00 %","  1.06 %","","  1.04 %","   .29 %","   .82 %","   .00 %","  3.32 %","  1.59 %","   .59 %","  1.85 %"
"2020-10-27","   .00 %","   .37 %","   .00 %","  1.54 %","   .00 %","   .00 %","","","   .40 %","  1.86 %","   .96 %","","  1.71 %","  1.44 %","   .99 %","   .33 %","","","   .57 %","   .61 %"," 10.00 %","   .80 %","   .78 %","   .15 %","  1.28 %"
"2020-10-28","","   .55 %","","   .70 %","   .00 %","  3.03 %","","  2.87 %","  1.20 %","  1.37 %","  2.22 %","","  4.04 %","   .28 %","   .98 %","   .51 %","","  8.25 %","  1.71 %","   .20 %","","  1.20 %","  1.29 %","   .15 %","   .63 %"
"2020-10-29","","   .18 %","   .00 %","  1.39 %","","  2.94 %","","   .00 %","   .79 %","   .45 %","  1.24 %","","   .65 %","   .28 %","  1.94 %","   .61 %","","","   .84 %","   .60 %","","  1.18 %","  1.02 %","   .15 %","   .94 %"
"2020-10-30","  3.73 %","   .09 %","","   .34 %","  5.00 %","","","","   .78 %","   .45 %","   .00 %","   .00 %","   .32 %","  1.41 %","   .00 %","   .64 %","","  3.81 %","   .28 %","   .60 %","   .00 %","  1.95 %","  1.26 %","   .15 %","   .52 %"
"2020-10-31","   .00 %","   .09 %","   .33 %","   .91 %","  4.76 %","","","  2.79 %","  1.75 %","   .45 %","  1.22 %","   .00 %","  2.56 %","   .56 %","   .95 %","   .49 %","   .00 %","","  2.77 %","   .79 %","","  1.91 %","   .25 %","   .58 %","   .62 %"
"2020-11-01","","   .00 %","   .00 %","   .11 %","","","","   .54 %","","   .00 %","   .00 %","","","   .28 %","   .00 %","   .27 %","   .00 %","   .92 %","   .00 %","   .00 %","","   .37 %","   .25 %","   .73 %","   .21 %"
"2020-11-02","   .60 %","   .64 %","","  1.80 %","","","  5.00 %","  2.16 %","   .19 %","","  2.72 %","","  3.75 %","   .55 %","  4.72 %","   .58 %","","","  1.62 %","   .39 %","","  1.49 %","   .74 %","   .58 %","   .10 %"
"2020-11-03","","   .00 %","","   .55 %","  4.55 %","","   .95 %","   .00 %","  1.14 %","   .89 %","  1.18 %","   .37 %","   .60 %","   .55 %","   .90 %","   .31 %"," 21.43 %","","  1.86 %","   .98 %","","   .37 %","","  2.58 %","   .41 %"
"2020-11-04","  1.19 %","   .00 %","","   .55 %","","","","   .53 %","   .19 %","  1.32 %","  1.45 %","   .00 %","  1.20 %","   .27 %","","   .38 %","  5.88 %","  2.73 %","   .00 %","   .97 %","","  2.56 %","  1.97 %","   .56 %","   .31 %"
"2020-11-05","","   .55 %","","   .44 %","","  2.86 %","   .94 %","  1.05 %","   .00 %","   .00 %","  4.01 %","","  1.18 %","   .82 %","","   .39 %"," 47.22 %","","","   .19 %","","  1.07 %","   .00 %","   .42 %","   .10 %"
"2020-11-06","  1.76 %","   .63 %","","   .54 %","","","","  4.69 %","   .19 %","   .43 %","   .28 %","   .37 %","   .00 %","  1.08 %","  1.79 %","   .25 %"," 30.19 %","   .00 %","","   .77 %","   .00 %","   .00 %","   .24 %","   .83 %","   .51 %"
"2020-11-07","   .58 %","   .27 %","","   .87 %","","","","  1.00 %","   .00 %","   .43 %","  3.57 %","","   .00 %","   .00 %","   .00 %","   .25 %"," 17.39 %","","   .00 %","   .38 %","","  1.41 %","","   .14 %","   .20 %"
"2020-11-08","  1.15 %","   .00 %","","   .11 %","","","","   .49 %","   .00 %","   .00 %","   .00 %","","   .29 %","   .27 %","   .00 %","   .26 %","  7.41 %","","   .26 %","   .19 %","","  3.83 %","","   .69 %","   .10 %"
"2020-11-09","  1.14 %","   .27 %","   .33 %","","","   .00 %","   .00 %","  2.45 %","   .56 %","   .43 %","   .80 %","   .73 %","   .00 %","   .27 %","","   .24 %","  2.30 %","","   .00 %","   .76 %","","   .34 %","   .00 %","   .54 %","   .10 %"
"2020-11-10","  1.12 %","   .81 %","","  2.47 %","   .00 %","","","   .48 %","   .19 %","   .00 %","  1.32 %","","   .58 %","  1.33 %","  1.75 %","   .47 %","  1.12 %","","   .26 %","   .19 %","","   .00 %","   .96 %","   .95 %","   .40 %"
"2020-11-11","   .56 %","   .44 %","","   .73 %","   .00 %","","","  5.24 %","","   .43 %","  1.56 %","","","  1.57 %","   .86 %","   .21 %","  3.33 %","   .88 %","   .26 %","  1.13 %","","","   .00 %","  1.34 %","   .40 %"
"2020-11-12","","   .44 %","   .00 %","   .42 %","   .00 %","","","   .45 %","   .56 %","   .43 %","   .51 %","   .00 %","   .00 %","","   .00 %","   .21 %","","","","   .00 %","","  1.00 %","   .72 %","   .93 %","   .20 %"
"2020-11-13","  1.10 %","","","   .93 %","  4.35 %","","","  2.70 %","","   .00 %","   .51 %","","   .00 %","   .26 %","   .00 %","   .29 %","   .00 %","   .00 %","   .78 %","   .37 %","","   .33 %","   .00 %","  1.57 %","   .00 %"
"2020-11-14","","   .09 %","","   .61 %","","","   .00 %","  1.32 %","   .00 %","   .00 %","   .00 %","","   .29 %","   .00 %","","   .21 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","  1.16 %","   .10 %"
"2020-11-15","","   .00 %","","   .00 %","","","","","","   .43 %","  1.01 %","   .00 %","   .00 %","","","   .08 %","   .00 %","","   .77 %","","","  1.65 %","","   .26 %","   .00 %"
"2020-11-16","  1.09 %","   .70 %","","   .61 %","","   .00 %","   .93 %","   .43 %","   .19 %","   .00 %","   .25 %","","","   .26 %","   .00 %","   .26 %","","","","   .00 %","","  2.92 %","   .47 %","   .76 %","   .20 %"
"2020-11-17","","","","   .61 %","","","","   .00 %","","","  1.50 %","","","","   .85 %","   .21 %","  1.08 %","","   .51 %","   .00 %","","   .63 %","","   .51 %","   .10 %"
"2020-11-18","   .00 %","   .26 %","","   .60 %","","","   .00 %","  2.16 %","   .18 %","","   .49 %","","   .00 %","","   .85 %","   .11 %","  1.06 %","   .00 %","   .25 %","   .00 %","","   .31 %","","  1.64 %",""
"2020-11-19","   .00 %","   .09 %","","   .40 %","","","","  1.27 %","   .18 %","   .00 %","   .74 %","","   .29 %","","","   .08 %","   .00 %","  1.75 %","   .25 %","   .18 %","","  1.25 %","   .00 %","   .50 %","   .10 %"
"2020-11-20","   .00 %","   .26 %","   .00 %","   .20 %","","","","","","","   .24 %","","   .29 %","","   .84 %","   .06 %","   .00 %","","   .50 %","   .00 %","","   .31 %","   .24 %","   .62 %","   .40 %"
