"date","Vermont/Addison","Vermont/Bennington","Vermont/Caledonia","Vermont/Chittenden","Vermont/Essex","Vermont/Franklin","Vermont/Grand Isle","Vermont/Lamoille","Vermont/Orange","Vermont/Orleans","Vermont/Rutland","Vermont/Unassigned","Vermont/Washington","Vermont/Windham","Vermont/Windsor"
"2020-04-20","2","1","0","24","0","3","0","2","0","0","1","0","1","2","2"
"2020-04-21","2","1","0","25","0","4","0","2","0","0","1","0","1","2","2"
"2020-04-22","2","1","0","25","0","4","0","2","0","0","1","0","1","2","2"
"2020-04-23","2","1","0","27","0","5","0","2","0","0","1","0","1","2","2"
"2020-04-24","2","1","0","28","0","5","0","2","0","0","1","0","1","2","2"
"2020-04-25","2","1","0","30","0","5","0","2","0","0","1","0","1","2","2"
"2020-04-26","2","1","0","30","0","5","0","2","0","0","1","0","1","2","2"
"2020-04-27","2","1","0","31","0","5","0","2","0","0","1","0","1","2","2"
"2020-04-28","2","1","0","31","0","5","0","2","0","0","1","0","1","2","2"
"2020-04-29","2","1","0","31","0","5","0","2","0","0","1","0","1","2","2"
"2020-04-30","2","1","0","32","0","5","0","2","0","0","1","0","1","3","2"
"2020-05-01","2","1","0","33","0","5","0","2","0","0","1","0","1","3","2"
"2020-05-02","2","1","0","34","0","5","0","2","0","0","1","0","1","3","2"
"2020-05-03","2","1","0","36","0","5","0","2","0","0","1","0","1","3","2"
"2020-05-04","2","1","0","36","0","5","0","1","0","0","1","0","1","3","2"
"2020-05-05","2","1","0","36","0","5","0","1","0","0","1","0","1","3","2"
"2020-05-06","2","1","0","36","0","5","0","1","0","0","1","0","1","3","2"
"2020-05-07","2","1","0","37","0","5","0","1","0","0","1","0","1","3","2"
"2020-05-08","2","1","0","37","0","5","0","1","0","0","1","0","1","3","2"
"2020-05-09","2","1","0","37","0","5","0","1","0","0","1","0","1","3","2"
"2020-05-10","2","1","0","37","0","5","0","1","0","0","1","0","1","3","2"
"2020-05-11","2","1","0","37","0","5","0","1","0","0","1","0","1","3","2"
"2020-05-12","2","1","0","37","0","5","0","1","0","0","1","0","1","3","2"
"2020-05-13","2","1","0","37","0","5","0","1","0","0","1","0","1","3","2"
"2020-05-14","2","1","0","37","0","5","0","1","0","0","1","0","1","3","2"
"2020-05-15","2","1","0","37","0","5","0","1","0","0","1","0","1","3","2"
"2020-05-16","2","1","0","37","0","5","0","1","0","0","1","0","1","3","2"
"2020-05-17","2","1","0","38","0","5","0","1","0","0","1","0","1","3","2"
"2020-05-18","2","1","0","38","0","5","0","1","0","0","1","0","1","3","2"
"2020-05-19","2","1","0","38","0","5","0","1","0","0","1","0","1","3","2"
"2020-05-20","2","1","0","38","0","5","0","1","0","0","1","0","1","3","2"
"2020-05-21","2","1","0","38","0","5","0","1","0","0","1","0","1","3","2"
"2020-05-22","2","1","0","38","0","5","0","1","0","0","1","0","1","3","2"
"2020-05-23","2","1","0","38","0","5","0","1","0","0","1","0","1","3","2"
"2020-05-24","2","1","0","38","0","5","0","1","0","0","1","0","1","3","2"
"2020-05-25","2","1","0","38","0","5","0","1","0","0","1","0","1","3","2"
"2020-05-26","2","1","0","38","0","5","0","1","0","0","1","0","1","3","2"
"2020-05-27","2","1","0","38","0","5","0","1","0","0","1","0","1","3","2"
"2020-05-28","2","1","0","39","0","5","0","1","0","0","1","0","1","3","2"
"2020-05-29","2","1","0","39","0","5","0","1","0","0","1","0","1","3","2"
"2020-05-30","2","1","0","39","0","5","0","1","0","0","1","0","1","3","2"
"2020-05-31","2","1","0","39","0","5","0","1","0","0","1","0","1","3","2"
"2020-06-01","2","1","0","39","0","5","0","1","0","0","1","0","1","3","2"
"2020-06-02","2","1","0","39","0","5","0","1","0","0","1","0","1","3","2"
"2020-06-03","2","1","0","39","0","5","0","1","0","0","1","0","1","3","2"
"2020-06-04","2","1","0","39","0","5","0","1","0","0","1","0","1","3","2"
"2020-06-05","2","1","0","39","0","5","0","1","0","0","1","0","1","3","2"
"2020-06-06","2","1","0","39","0","5","0","1","0","0","1","0","1","3","2"
"2020-06-07","2","1","0","39","0","5","0","1","0","0","1","0","1","3","2"
"2020-06-08","2","1","0","39","0","5","0","1","0","0","1","0","1","3","2"
"2020-06-09","2","1","0","39","0","5","0","1","0","0","1","0","1","3","2"
"2020-06-10","2","1","0","39","0","5","0","1","0","0","1","0","1","3","2"
"2020-06-11","2","1","0","39","0","5","0","1","0","0","1","0","1","3","2"
"2020-06-12","2","1","0","39","0","5","0","1","0","0","1","0","1","3","2"
"2020-06-13","2","1","0","39","0","5","0","1","0","0","1","0","1","3","2"
"2020-06-14","2","1","0","39","0","5","0","1","0","0","1","0","1","3","2"
"2020-06-15","2","1","0","39","0","5","0","1","0","0","1","0","1","3","2"
"2020-06-16","2","1","0","39","0","5","0","1","0","0","1","0","1","3","2"
"2020-06-17","2","1","0","39","0","5","0","1","0","0","1","0","1","3","2"
"2020-06-18","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-06-19","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-06-20","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-06-21","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-06-22","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-06-23","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-06-24","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-06-25","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-06-26","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-06-27","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-06-28","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-06-29","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-06-30","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-07-01","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-07-02","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-07-03","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-07-04","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-07-05","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-07-06","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-07-07","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-07-08","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-07-09","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-07-10","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-07-11","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-07-12","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-07-13","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-07-14","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-07-15","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-07-16","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-07-17","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-07-18","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-07-19","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-07-20","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-07-21","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-07-22","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-07-23","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-07-24","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-07-25","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-07-26","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-07-27","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-07-28","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-07-29","2","1","0","39","0","6","0","1","0","0","1","0","1","3","2"
"2020-07-30","2","1","0","39","0","6","0","1","0","0","1","0","2","3","2"
"2020-07-31","2","1","0","39","0","6","0","1","0","0","1","0","2","3","2"
"2020-08-01","2","1","0","39","0","6","0","1","0","0","1","0","2","3","2"
"2020-08-02","2","1","0","39","0","6","0","1","0","0","1","0","2","3","2"
"2020-08-03","2","1","0","39","0","6","0","1","0","0","1","0","2","3","2"
"2020-08-04","2","1","0","39","0","6","0","1","0","0","1","0","2","3","2"
"2020-08-05","2","1","0","39","0","6","0","1","0","0","1","0","2","3","2"
"2020-08-06","2","1","0","39","0","7","0","1","0","0","1","0","2","3","2"
"2020-08-07","2","1","0","39","0","7","0","1","0","0","1","0","2","3","2"
"2020-08-08","2","1","0","39","0","7","0","1","0","0","1","0","2","3","2"
"2020-08-09","2","1","0","39","0","7","0","1","0","0","1","0","2","3","2"
"2020-08-10","2","1","0","39","0","7","0","1","0","0","1","0","2","3","2"
"2020-08-11","2","1","0","39","0","7","0","1","0","0","1","0","2","3","2"
"2020-08-12","2","1","0","39","0","7","0","1","0","0","1","0","2","3","2"
"2020-08-13","2","1","0","39","0","7","0","1","0","0","1","0","2","3","2"
"2020-08-14","2","1","0","39","0","7","0","1","0","0","1","0","2","3","2"
"2020-08-15","2","1","0","39","0","7","0","1","0","0","1","0","2","3","2"
"2020-08-16","2","1","0","39","0","7","0","1","0","0","1","0","2","3","2"
"2020-08-17","2","1","0","39","0","7","0","1","0","0","1","0","2","3","2"
"2020-08-18","2","1","0","39","0","7","0","1","0","0","1","0","2","3","2"
"2020-08-19","2","1","0","39","0","7","0","1","0","0","1","0","2","3","2"
"2020-08-20","2","1","0","39","0","7","0","1","0","0","1","0","2","3","2"
"2020-08-21","2","1","0","39","0","7","0","1","0","0","1","0","2","3","2"
"2020-08-22","2","1","0","39","0","7","0","1","0","0","1","0","2","3","2"
"2020-08-23","2","1","0","39","0","7","0","1","0","0","1","0","2","3","2"
"2020-08-24","2","1","0","39","0","7","0","1","0","0","1","0","2","3","2"
