"date","Andhra Pradesh/Anantapur","Andhra Pradesh/Chittoor","Andhra Pradesh/East Godavari","Andhra Pradesh/Foreign Evacuees","Andhra Pradesh/Guntur","Andhra Pradesh/Krishna","Andhra Pradesh/Kurnool","Andhra Pradesh/Other State","Andhra Pradesh/Prakasam","Andhra Pradesh/S.P.S. Nellore","Andhra Pradesh/Srikakulam","Andhra Pradesh/Visakhapatnam","Andhra Pradesh/Vizianagaram","Andhra Pradesh/West Godavari","Andhra Pradesh/Y.S.R. Kadapa"
"2020-08-22","  2.69 %","  3.86 %","  3.10 %","","  2.12 %","  1.93 %","  2.36 %","","  5.08 %","  3.91 %","  3.62 %","  3.00 %","  3.39 %","  3.73 %","  2.99 %"
"2020-08-23","  2.67 %","  3.67 %","  2.94 %","","  1.79 %","  1.69 %","  2.23 %","","  5.07 %","  4.06 %","  3.33 %","  2.57 %","  2.86 %","  3.53 %","  2.56 %"
"2020-08-24","  2.47 %","  3.34 %","  2.87 %","","  1.70 %","  1.47 %","  2.02 %","","  4.88 %","  4.10 %","  3.14 %","  2.55 %","  2.96 %","  3.11 %","  2.44 %"
"2020-08-25","  2.13 %","  3.33 %","  2.79 %","","  1.98 %","  1.63 %","  1.97 %","","  4.76 %","  4.30 %","  2.78 %","  2.37 %","  3.24 %","  2.91 %","  2.47 %"
"2020-08-26","  2.10 %","  3.08 %","  2.80 %","","  2.07 %","  1.65 %","  1.83 %","","  4.52 %","  4.48 %","  2.75 %","  2.58 %","  3.15 %","  2.75 %","  2.78 %"
"2020-08-27","  1.93 %","  2.78 %","  2.64 %","","  2.15 %","  1.74 %","  1.80 %","","  4.68 %","  4.30 %","  2.83 %","  2.56 %","  3.12 %","  2.57 %","  2.99 %"
"2020-08-28","  2.10 %","  2.62 %","  2.54 %","","  2.29 %","  2.08 %","  1.80 %","","  4.39 %","  4.25 %","  3.31 %","  2.80 %","  3.48 %","  2.71 %","  2.97 %"
"2020-08-29","  2.01 %","  2.77 %","  2.35 %","","  2.36 %","  2.33 %","  1.92 %","","  4.53 %","  4.14 %","  3.27 %","  2.76 %","  3.51 %","  2.90 %","  3.18 %"
"2020-08-30","  2.08 %","  2.68 %","  2.20 %","","  2.11 %","  2.36 %","  1.90 %","","  4.53 %","  4.04 %","  3.42 %","  2.70 %","  3.27 %","  2.90 %","  3.46 %"
"2020-08-31","  2.17 %","  2.62 %","  2.09 %","","  2.05 %","  2.14 %","  1.84 %","","  4.12 %","  3.81 %","  3.68 %","  2.32 %","  3.15 %","  2.85 %","  3.11 %"
"2020-09-01","  1.95 %","  2.63 %","  2.09 %","","  1.82 %","  2.09 %","  1.79 %","","  3.80 %","  3.77 %","  3.36 %","  2.41 %","  3.04 %","  2.81 %","  3.12 %"
"2020-09-02","  1.90 %","  2.73 %","  2.05 %","","  1.84 %","  2.01 %","  1.73 %","","  3.59 %","  3.49 %","  3.12 %","  2.23 %","  2.97 %","  2.68 %","  3.28 %"
"2020-09-03","  1.85 %","  2.70 %","  2.01 %","","  1.90 %","  1.92 %","  1.62 %","","  3.50 %","  3.34 %","  3.20 %","  2.02 %","  2.73 %","  2.60 %","  3.09 %"
"2020-09-04","  1.85 %","  2.65 %","  2.08 %","","  1.93 %","  1.87 %","  1.55 %","","  3.66 %","  3.37 %","  2.88 %","  1.81 %","  2.69 %","  2.51 %","  2.83 %"
"2020-09-05","  1.61 %","  2.58 %","  2.04 %","","  1.97 %","  2.05 %","  1.42 %","","  4.19 %","  3.24 %","  2.44 %","  1.85 %","  2.71 %","  2.41 %","  3.20 %"
"2020-09-06","  1.73 %","  2.45 %","  2.01 %","","  1.99 %","  2.18 %","  1.21 %","","  4.16 %","  3.27 %","  2.52 %","  1.68 %","  2.68 %","  2.43 %","  3.03 %"
"2020-09-07","  1.60 %","  2.26 %","  2.01 %","","  1.87 %","  1.91 %","  1.04 %","","  3.77 %","  3.19 %","  2.43 %","  1.52 %","  2.64 %","  2.41 %","  2.73 %"
"2020-09-08","  1.38 %","  2.35 %","  2.07 %","","  1.78 %","  1.95 %","   .98 %","","  4.00 %","  3.13 %","  2.22 %","  1.37 %","  2.59 %","  2.49 %","  2.59 %"
"2020-09-09","  1.38 %","  2.26 %","  2.03 %","","  1.75 %","  1.88 %","   .88 %","","  3.84 %","  2.86 %","  2.26 %","  1.28 %","  2.52 %","  2.53 %","  2.56 %"
"2020-09-10","  1.31 %","  2.22 %","  1.99 %","","  1.82 %","  2.06 %","   .89 %","","  3.70 %","  2.67 %","  2.26 %","  1.08 %","  2.36 %","  2.48 %","  2.20 %"
"2020-09-11","  1.21 %","  2.22 %","  2.02 %","","  1.89 %","  2.01 %","   .93 %","","  3.49 %","  2.33 %","  2.03 %","   .99 %","  2.30 %","  2.41 %","  2.02 %"
"2020-09-12","  1.23 %","  2.21 %","  2.01 %","","  1.72 %","  2.25 %","  1.00 %","","  3.87 %","  2.16 %","  1.99 %","  1.07 %","  2.24 %","  2.41 %","  2.19 %"
"2020-09-13","  1.26 %","  2.06 %","  1.97 %","","  1.74 %","  2.22 %","   .96 %","","  3.32 %","  2.01 %","  2.10 %","  1.05 %","  2.17 %","  2.33 %","  2.02 %"
"2020-09-14","  1.11 %","  1.96 %","  1.93 %","","  1.69 %","  2.04 %","   .90 %","","  2.75 %","  1.87 %","  1.97 %","  1.07 %","  2.05 %","  2.26 %","  1.72 %"
"2020-09-15","  1.05 %","  1.77 %","  1.90 %","","  1.57 %","  1.85 %","   .82 %","","  2.42 %","  1.84 %","  1.93 %","  1.14 %","  2.03 %","  2.14 %","  1.74 %"
"2020-09-16","  1.10 %","  1.63 %","  1.84 %","","  1.44 %","  1.76 %","   .79 %","","  2.34 %","  1.71 %","  1.86 %","  1.09 %","  1.95 %","  2.08 %","  1.62 %"
"2020-09-17","  1.03 %","  1.59 %","  1.80 %","","  1.45 %","  1.63 %","   .74 %","","  2.04 %","  1.64 %","  1.83 %","  1.02 %","  1.87 %","  2.04 %","  1.50 %"
"2020-09-18","  1.00 %","  1.54 %","  1.77 %","","  1.31 %","  1.68 %","   .69 %","","  1.96 %","  1.44 %","  1.65 %","   .99 %","  1.78 %","  1.98 %","  1.39 %"
"2020-09-19","   .99 %","  1.51 %","  1.74 %","","  1.21 %","  1.90 %","   .68 %","","  2.05 %","  1.39 %","  1.61 %","   .96 %","  1.73 %","  1.93 %","  1.48 %"
"2020-09-20","  1.07 %","  1.58 %","  1.67 %","","  1.17 %","  1.90 %","   .66 %","","  1.95 %","  1.21 %","  1.46 %","   .85 %","  1.65 %","  1.92 %","  1.25 %"
"2020-09-21","   .98 %","  1.40 %","  1.60 %","","  1.09 %","  1.65 %","   .57 %","","  1.89 %","  1.12 %","  1.33 %","   .77 %","  1.52 %","  1.85 %","  1.07 %"
"2020-09-22","   .88 %","  1.37 %","  1.53 %","","  1.10 %","  1.60 %","   .52 %","","  1.84 %","  1.09 %","  1.18 %","   .74 %","  1.41 %","  1.79 %","  1.03 %"
"2020-09-23","   .93 %","  1.22 %","  1.44 %","","  1.15 %","  1.52 %","   .48 %","","  1.71 %","  1.08 %","  1.07 %","   .76 %","  1.33 %","  1.73 %","  1.11 %"
"2020-09-24","   .92 %","  1.26 %","  1.35 %","","  1.17 %","  1.39 %","   .48 %","","  1.80 %","   .95 %","  1.04 %","   .74 %","  1.26 %","  1.67 %","  1.11 %"
"2020-09-25","   .88 %","  1.22 %","  1.28 %","","  1.13 %","  1.36 %","   .45 %","","  1.74 %","   .95 %","  1.00 %","   .73 %","  1.20 %","  1.62 %","  1.15 %"
"2020-09-26","   .88 %","  1.42 %","  1.20 %","","  1.07 %","  1.60 %","   .45 %","","  1.61 %","   .96 %","  1.01 %","   .85 %","  1.22 %","  1.58 %","  1.29 %"
"2020-09-27","   .94 %","  1.29 %","  1.15 %","","  1.03 %","  1.57 %","   .43 %","","  1.58 %","   .93 %","  1.08 %","   .81 %","  1.19 %","  1.54 %","  1.22 %"
"2020-09-28","   .82 %","  1.21 %","  1.12 %","","   .98 %","  1.29 %","   .39 %","","  1.62 %","   .93 %","  1.05 %","   .69 %","  1.17 %","  1.50 %","  1.05 %"
"2020-09-29","   .73 %","  1.15 %","  1.08 %","","   .91 %","  1.31 %","   .32 %","","  1.43 %","   .93 %","  1.00 %","   .63 %","  1.11 %","  1.45 %","   .92 %"
"2020-09-30","   .77 %","  1.20 %","  1.06 %","","   .89 %","  1.31 %","   .33 %","","  1.21 %","   .91 %","   .95 %","   .59 %","  1.05 %","  1.29 %","   .92 %"
"2020-10-01","   .70 %","  1.16 %","  1.05 %","","   .96 %","  1.27 %","   .35 %","","  1.26 %","   .90 %","   .94 %","   .51 %","   .94 %","  1.22 %","   .85 %"
"2020-10-02","   .64 %","  1.26 %","  1.03 %","","   .92 %","  1.35 %","   .34 %","","  1.24 %","   .88 %","   .79 %","   .50 %","   .86 %","  1.20 %","   .78 %"
"2020-10-03","   .63 %","  1.41 %","   .98 %","","   .89 %","  1.56 %","   .37 %","","  1.22 %","   .90 %","   .73 %","   .53 %","   .78 %","  1.18 %","   .87 %"
"2020-10-04","   .67 %","  1.41 %","   .94 %","","   .94 %","  1.58 %","   .40 %","","  1.21 %","   .89 %","   .63 %","   .50 %","   .72 %","  1.15 %","   .92 %"
"2020-10-05","   .56 %","  1.18 %","   .90 %","","   .91 %","  1.37 %","   .35 %","","  1.34 %","   .86 %","   .52 %","   .46 %","   .62 %","  1.15 %","   .84 %"
"2020-10-06","   .52 %","  1.19 %","   .86 %","","   .85 %","  1.39 %","   .30 %","","  1.24 %","   .85 %","   .44 %","   .47 %","   .55 %","  1.13 %","   .85 %"
"2020-10-07","   .54 %","  1.13 %","   .82 %","","   .84 %","  1.37 %","   .28 %","","  1.07 %","   .80 %","   .41 %","   .42 %","   .51 %","  1.01 %","   .82 %"
"2020-10-08","   .57 %","  1.11 %","   .78 %","","   .83 %","  1.35 %","   .26 %","","  1.04 %","   .70 %","   .43 %","   .41 %","   .48 %","   .92 %","   .74 %"
"2020-10-09","   .52 %","  1.06 %","   .75 %","","   .75 %","  1.23 %","   .26 %","","  1.00 %","   .66 %","   .40 %","   .38 %","   .46 %","   .91 %","   .71 %"
"2020-10-10","   .55 %","  1.20 %","   .72 %","","   .75 %","  1.41 %","   .27 %","","   .94 %","   .64 %","   .40 %","   .44 %","   .50 %","   .99 %","   .82 %"
"2020-10-11","   .58 %","  1.11 %","   .69 %","","   .74 %","  1.37 %","   .29 %","","   .85 %","   .57 %","   .43 %","   .40 %","   .49 %","  1.01 %","   .81 %"
"2020-10-12","   .50 %","   .95 %","   .64 %","","   .72 %","  1.11 %","   .28 %","","   .84 %","   .50 %","   .41 %","   .37 %","   .50 %","   .97 %","   .76 %"
"2020-10-13","   .44 %","   .91 %","   .64 %","","   .68 %","  1.11 %","   .25 %","","   .78 %","   .47 %","   .36 %","   .36 %","   .48 %","  1.00 %","   .75 %"
"2020-10-14","   .44 %","   .81 %","   .61 %","","   .67 %","  1.19 %","   .21 %","","   .65 %","   .43 %","   .37 %","   .36 %","   .46 %","   .90 %","   .74 %"
"2020-10-15","   .39 %","   .74 %","   .58 %","","   .64 %","  1.15 %","   .21 %","","   .56 %","   .38 %","   .34 %","   .32 %","   .40 %","   .86 %","   .64 %"
"2020-10-16","   .37 %","   .67 %","   .56 %","","   .58 %","  1.13 %","   .18 %","","   .55 %","   .35 %","   .29 %","   .33 %","   .36 %","   .81 %","   .55 %"
"2020-10-17","   .36 %","   .72 %","   .56 %","","   .54 %","  1.25 %","   .17 %","","   .58 %","   .38 %","   .29 %","   .35 %","   .31 %","   .81 %","   .57 %"
"2020-10-18","   .37 %","   .65 %","   .52 %","","   .57 %","  1.29 %","   .15 %","","   .53 %","   .37 %","   .32 %","   .37 %","   .27 %","   .75 %","   .55 %"
"2020-10-19","   .35 %","   .64 %","   .49 %","","   .56 %","  1.07 %","   .14 %","","   .59 %","   .33 %","   .31 %","   .35 %","   .21 %","   .72 %","   .47 %"
"2020-10-20","   .31 %","   .62 %","   .47 %","","   .55 %","  1.05 %","   .12 %","","   .59 %","   .33 %","   .30 %","   .37 %","   .21 %","   .68 %","   .43 %"
"2020-10-21","   .33 %","   .60 %","   .48 %","","   .60 %","  1.06 %","   .11 %","","   .50 %","   .29 %","   .33 %","   .34 %","   .23 %","   .64 %","   .41 %"
"2020-10-22","   .33 %","   .58 %","   .47 %","","   .64 %","  1.09 %","   .10 %","","   .49 %","   .25 %","   .33 %","   .33 %","   .25 %","   .67 %","   .40 %"
"2020-10-23","   .32 %","   .55 %","   .46 %","","   .64 %","  1.05 %","   .11 %","","   .48 %","   .23 %","   .34 %","   .33 %","   .27 %","   .66 %","   .38 %"
"2020-10-24","   .29 %","   .55 %","   .46 %","","   .65 %","  1.17 %","   .10 %","","   .46 %","   .22 %","   .32 %","   .37 %","   .30 %","   .68 %","   .40 %"
"2020-10-25","   .28 %","   .55 %","   .42 %","","   .62 %","  1.13 %","   .11 %","","   .47 %","   .19 %","   .32 %","   .35 %","   .30 %","   .67 %","   .38 %"
"2020-10-26","   .19 %","   .51 %","   .35 %","","   .59 %","   .89 %","   .11 %","","   .46 %","   .18 %","   .25 %","   .33 %","   .26 %","   .64 %","   .35 %"
"2020-10-27","   .18 %","   .47 %","   .35 %","","   .58 %","   .90 %","   .11 %","","   .41 %","   .17 %","   .23 %","   .31 %","   .23 %","   .61 %","   .31 %"
"2020-10-28","   .19 %","   .46 %","   .33 %","","   .55 %","   .89 %","   .09 %","","   .33 %","   .15 %","   .17 %","   .27 %","   .20 %","   .60 %","   .30 %"
"2020-10-29","   .22 %","   .42 %","   .33 %","","   .54 %","   .89 %","   .08 %","","   .31 %","   .15 %","   .16 %","   .22 %","   .18 %","   .58 %","   .29 %"
"2020-10-30","   .23 %","   .37 %","   .35 %","","   .56 %","   .93 %","   .07 %","","   .24 %","   .14 %","   .15 %","   .21 %","   .17 %","   .58 %","   .29 %"
"2020-10-31","   .28 %","   .39 %","   .36 %","","   .57 %","  1.10 %","   .06 %","","   .25 %","   .14 %","   .17 %","   .22 %","   .18 %","   .59 %","   .32 %"
"2020-11-01","   .27 %","   .42 %","   .33 %","","   .56 %","  1.05 %","   .06 %","","   .28 %","   .15 %","   .18 %","   .21 %","   .18 %","   .53 %","   .32 %"
"2020-11-02","   .24 %","   .37 %","   .32 %","","   .49 %","   .84 %","   .05 %","","   .31 %","   .15 %","   .18 %","   .21 %","   .17 %","   .51 %","   .30 %"
"2020-11-03","   .21 %","   .42 %","   .31 %","","   .46 %","   .86 %","   .06 %","","   .30 %","   .15 %","   .18 %","   .22 %","   .18 %","   .48 %","   .29 %"
"2020-11-04","   .18 %","   .42 %","   .32 %","","   .44 %","   .80 %","   .06 %","","   .28 %","   .16 %","   .20 %","   .20 %","   .18 %","   .45 %","   .28 %"
"2020-11-05","   .20 %","   .40 %","   .32 %","","   .43 %","   .78 %","   .06 %","","   .27 %","   .17 %","   .21 %","   .21 %","   .19 %","   .44 %","   .26 %"
"2020-11-06","   .21 %","   .36 %","   .34 %","","   .41 %","   .75 %","   .05 %","","   .22 %","   .18 %","   .20 %","   .23 %","   .19 %","   .44 %","   .26 %"
"2020-11-07","   .19 %","   .39 %","   .34 %","","   .42 %","   .89 %","   .06 %","","   .19 %","   .20 %","   .21 %","   .24 %","   .20 %","   .42 %","   .26 %"
"2020-11-08","   .18 %","   .36 %","   .31 %","","   .45 %","   .82 %","   .05 %","","   .16 %","   .20 %","   .22 %","   .22 %","   .21 %","   .42 %","   .23 %"
"2020-11-09","   .19 %","   .31 %","   .29 %","","   .38 %","   .69 %","   .05 %","","   .15 %","   .19 %","   .19 %","   .19 %","   .20 %","   .39 %","   .22 %"
"2020-11-10","   .15 %","   .31 %","   .26 %","","   .38 %","   .62 %","   .05 %","","   .15 %","   .17 %","   .17 %","   .19 %","   .18 %","   .35 %","   .19 %"
"2020-11-11","   .13 %","   .29 %","   .25 %","","   .34 %","   .59 %","   .05 %","","   .12 %","   .16 %","   .16 %","   .16 %","   .18 %","   .34 %","   .18 %"
"2020-11-12","   .14 %","   .28 %","   .23 %","","   .33 %","   .52 %","   .05 %","","   .12 %","   .14 %","   .13 %","   .14 %","   .16 %","   .31 %","   .16 %"
"2020-11-13","   .14 %","   .25 %","   .25 %","","   .29 %","   .48 %","   .06 %","","   .11 %","   .14 %","   .11 %","   .13 %","   .14 %","   .26 %","   .14 %"
"2020-11-14","   .13 %","   .27 %","   .23 %","","   .31 %","   .55 %","   .05 %","","   .12 %","   .14 %","   .12 %","   .15 %","   .14 %","   .27 %","   .13 %"
"2020-11-15","   .14 %","   .22 %","   .21 %","","   .29 %","   .49 %","   .05 %","","   .09 %","   .12 %","   .12 %","   .13 %","   .12 %","   .24 %","   .13 %"
"2020-11-16","   .11 %","   .19 %","   .18 %","","   .25 %","   .41 %","   .05 %","","   .10 %","   .10 %","   .10 %","   .12 %","   .09 %","   .23 %","   .12 %"
"2020-11-17","   .10 %","   .18 %","   .17 %","","   .24 %","   .43 %","   .04 %","","   .08 %","   .08 %","   .10 %","   .12 %","   .09 %","   .23 %","   .10 %"
"2020-11-18","   .08 %","   .16 %","   .15 %","","   .23 %","   .42 %","   .03 %","","   .07 %","   .06 %","   .09 %","   .11 %","   .08 %","   .24 %","   .11 %"
"2020-11-19","   .07 %","   .16 %","   .14 %","","   .24 %","   .41 %","   .03 %","","   .06 %","   .05 %","   .07 %","   .09 %","   .06 %","   .24 %","   .11 %"
"2020-11-20","   .06 %","   .18 %","   .15 %","","   .22 %","   .42 %","   .03 %","","   .06 %","   .06 %","   .08 %","   .09 %","   .06 %","   .23 %","   .11 %"
"2020-11-21","   .08 %","   .20 %","   .15 %","","   .24 %","   .47 %","   .03 %","","   .07 %","   .07 %","   .09 %","   .11 %","   .08 %","   .21 %","   .11 %"
"2020-11-22","   .09 %","   .23 %","   .17 %","","   .26 %","   .52 %","   .04 %","","   .10 %","   .09 %","   .12 %","   .13 %","   .09 %","   .21 %","   .14 %"
"2020-11-23","   .08 %","   .20 %","   .16 %","","   .24 %","   .45 %","   .04 %","","   .10 %","   .09 %","   .11 %","   .12 %","   .09 %","   .18 %","   .13 %"
"2020-11-24","   .06 %","   .19 %","   .15 %","","   .22 %","   .46 %","   .04 %","","   .10 %","   .09 %","   .11 %","   .13 %","   .10 %","   .16 %","   .13 %"
"2020-11-25","   .06 %","   .16 %","   .13 %","","   .21 %","   .43 %","   .05 %","","   .09 %","   .09 %","   .10 %","   .13 %","   .09 %","   .16 %","   .12 %"
"2020-11-26","   .06 %","   .15 %","   .13 %","","   .22 %","   .42 %","   .04 %","","   .08 %","   .08 %","   .09 %","   .14 %","   .08 %","   .16 %","   .11 %"
"2020-11-27","   .05 %","   .10 %","   .09 %","","   .17 %","   .30 %","   .04 %","","   .04 %","   .07 %","   .05 %","   .11 %","   .07 %","   .13 %","   .08 %"
"2020-11-28","   .05 %","   .11 %","   .08 %","","   .16 %","   .33 %","   .04 %","","   .04 %","   .06 %","   .05 %","   .13 %","   .07 %","   .13 %","   .07 %"
"2020-11-29","   .05 %","   .09 %","   .07 %","","   .15 %","   .26 %","   .04 %","","   .04 %","   .06 %","   .04 %","   .12 %","   .07 %","   .13 %","   .07 %"
"2020-11-30","   .05 %","   .08 %","   .05 %","","   .13 %","   .23 %","   .03 %","","   .04 %","   .05 %","   .04 %","   .10 %","   .07 %","   .11 %","   .07 %"
"2020-12-01","   .03 %","   .08 %","   .04 %","","   .11 %","   .22 %","   .03 %","","   .03 %","   .05 %","   .03 %","   .10 %","   .06 %","   .10 %","   .06 %"
"2020-12-26","   .03 %","   .07 %","   .04 %","","   .10 %","   .19 %","   .02 %","","   .03 %","   .04 %","   .02 %","   .08 %","   .05 %","   .08 %","   .05 %"
"2020-12-27","   .03 %","   .08 %","   .04 %","","   .09 %","   .18 %","   .02 %","","   .02 %","   .04 %","   .02 %","   .06 %","   .03 %","   .06 %","   .05 %"
"2020-12-28","   .03 %","   .07 %","   .04 %","","   .07 %","   .15 %","   .01 %","","   .02 %","   .03 %","   .01 %","   .05 %","   .02 %","   .04 %","   .04 %"
"2020-12-29","   .03 %","   .08 %","   .03 %","","   .08 %","   .15 %","   .01 %","","   .02 %","   .03 %","   .01 %","   .06 %","   .01 %","   .03 %","   .03 %"
"2020-12-30","   .03 %","   .08 %","   .03 %","","   .08 %","   .15 %","   .01 %","","   .01 %","   .02 %","   .02 %","   .06 %","   .01 %","   .03 %","   .04 %"
"2020-12-31","   .03 %","   .09 %","   .03 %","","   .08 %","   .15 %","   .01 %","","   .02 %","   .02 %","   .02 %","   .06 %","   .01 %","   .03 %","   .04 %"
"2021-01-01","   .03 %","   .07 %","   .03 %","","   .08 %","   .15 %","   .01 %","","   .02 %","   .02 %","   .02 %","   .07 %","   .01 %","   .03 %","   .04 %"
"2021-01-02","   .03 %","   .08 %","   .03 %","","   .07 %","   .15 %","   .01 %","","   .02 %","   .02 %","   .02 %","   .07 %","   .01 %","   .03 %","   .05 %"
"2021-01-03","   .03 %","   .08 %","   .03 %","","   .06 %","   .14 %","   .02 %","","   .02 %","   .02 %","   .02 %","   .06 %","   .01 %","   .03 %","   .04 %"
"2021-01-04","   .02 %","   .06 %","   .02 %","","   .04 %","   .08 %","   .02 %","","   .01 %","   .02 %","   .02 %","   .04 %","   .01 %","   .02 %","   .02 %"
"2021-01-05","   .02 %","   .06 %","   .02 %","","   .05 %","   .09 %","   .02 %","","   .01 %","   .02 %","   .01 %","   .04 %","   .01 %","   .02 %","   .02 %"
"2021-01-06","   .02 %","   .06 %","   .02 %","","   .05 %","   .08 %","   .01 %","","   .01 %","   .02 %","   .01 %","   .05 %","   .01 %","   .02 %","   .02 %"
"2021-01-07","   .02 %","   .06 %","   .02 %","","   .05 %","   .08 %","   .01 %","","   .01 %","   .02 %","   .02 %","   .05 %","   .01 %","   .02 %","   .02 %"
"2021-01-08","   .03 %","   .05 %","   .02 %","","   .05 %","   .09 %","   .02 %","","   .01 %","   .03 %","   .02 %","   .05 %","   .01 %","   .02 %","   .02 %"
"2021-01-09","   .03 %","   .05 %","   .02 %","","   .06 %","   .09 %","   .02 %","","   .01 %","   .03 %","   .02 %","   .05 %","   .01 %","   .03 %","   .02 %"
"2021-01-10","   .03 %","   .04 %","   .02 %","","   .05 %","   .08 %","   .03 %","","   .01 %","   .03 %","   .02 %","   .04 %","   .01 %","   .02 %","   .02 %"
"2021-01-11","   .03 %","   .04 %","   .02 %","","   .05 %","   .07 %","   .03 %","","   .01 %","   .02 %","   .01 %","   .03 %","   .01 %","   .02 %","   .02 %"
"2021-01-12","   .02 %","   .03 %","   .02 %","","   .05 %","   .08 %","   .02 %","","   .01 %","   .02 %","   .01 %","   .03 %","   .01 %","   .01 %","   .02 %"
"2021-01-13","   .02 %","   .03 %","   .02 %","","   .05 %","   .07 %","   .02 %","","   .01 %","   .01 %","   .01 %","   .03 %","   .01 %","   .01 %","   .02 %"
"2021-01-14","   .02 %","   .03 %","   .02 %","","   .04 %","   .06 %","   .02 %","","   .01 %","   .01 %","   .01 %","   .03 %","   .01 %","   .01 %","   .02 %"
"2021-01-15","   .01 %","   .03 %","   .02 %","","   .03 %","   .05 %","   .01 %","","   .01 %","   .01 %","   .01 %","   .02 %","   .01 %","   .01 %","   .02 %"
"2021-01-16","   .01 %","   .03 %","   .01 %","","   .03 %","   .05 %","   .01 %","","   .01 %","   .01 %","   .01 %","   .03 %","   .01 %","   .01 %","   .02 %"
"2021-01-17","   .01 %","   .04 %","   .01 %","","   .03 %","   .04 %","   .01 %","","   .01 %","   .01 %","   .01 %","   .02 %","   .01 %","   .01 %","   .01 %"
"2021-01-18","   .01 %","   .04 %","   .01 %","","   .02 %","   .03 %","   .01 %","","   .01 %","   .01 %","   .01 %","   .02 %","   .01 %","   .01 %","   .01 %"
"2021-01-19","   .00 %","   .03 %","   .01 %","","   .02 %","   .04 %","   .01 %","","   .01 %","   .01 %","   .01 %","   .02 %","   .01 %","   .01 %","   .02 %"
"2021-01-20","   .01 %","   .04 %","   .01 %","","   .02 %","   .04 %","   .01 %","","   .01 %","   .01 %","   .01 %","   .03 %","   .01 %","   .01 %","   .01 %"
"2021-01-21","   .01 %","   .04 %","   .01 %","","   .02 %","   .05 %","   .01 %","","   .01 %","   .01 %","   .01 %","   .02 %","   .01 %","   .01 %","   .02 %"
"2021-01-22","   .01 %","   .03 %","   .01 %","","   .02 %","   .05 %","   .01 %","","   .01 %","   .01 %","   .01 %","   .03 %","   .01 %","   .01 %","   .02 %"
"2021-01-23","   .01 %","   .03 %","   .01 %","","   .02 %","   .06 %","   .01 %","","   .01 %","   .01 %","   .01 %","   .03 %","   .01 %","   .01 %","   .01 %"
"2021-01-24","   .02 %","   .02 %","   .01 %","","   .02 %","   .05 %","   .01 %","","   .01 %","   .01 %","   .01 %","   .03 %","   .01 %","   .02 %","   .01 %"
"2021-01-25","   .01 %","   .02 %","   .01 %","","   .02 %","   .05 %","   .01 %","","   .01 %","   .01 %","   .01 %","   .02 %","   .01 %","   .01 %","   .01 %"
"2021-01-26","   .01 %","   .01 %","   .02 %","","   .02 %","   .05 %","   .01 %","","   .01 %","   .01 %","   .01 %","   .03 %","   .00 %","   .01 %","   .01 %"
"2021-01-27","   .01 %","   .01 %","   .01 %","","   .02 %","   .05 %","   .01 %","","   .01 %","   .01 %","   .01 %","   .03 %","   .00 %","   .02 %","   .01 %"
"2021-01-28","   .01 %","   .02 %","   .01 %","","   .02 %","   .05 %","   .01 %","","   .01 %","   .01 %","   .01 %","   .03 %","   .00 %","   .01 %","   .01 %"
"2021-01-29","   .01 %","   .01 %","   .01 %","","   .02 %","   .05 %","   .01 %","","   .00 %","   .01 %","   .01 %","   .03 %","   .00 %","   .01 %","   .01 %"
"2021-01-30","   .01 %","   .02 %","   .01 %","","   .02 %","   .06 %","   .01 %","","   .00 %","   .01 %","   .01 %","   .03 %","   .00 %","   .01 %","   .01 %"
"2021-01-31","   .01 %","   .02 %","   .01 %","","   .02 %","   .05 %","   .01 %","","   .00 %","   .01 %","   .01 %","   .03 %","   .00 %","   .01 %","   .01 %"
"2021-02-01","   .01 %","   .01 %","   .01 %","","   .02 %","   .05 %","   .01 %","","   .00 %","   .01 %","   .01 %","   .03 %","   .00 %","   .01 %","   .01 %"
"2021-02-02","   .01 %","   .01 %","   .01 %","","   .02 %","   .05 %","   .01 %","","","   .01 %","   .01 %","   .03 %","   .00 %","   .01 %","   .01 %"
"2021-02-03","   .01 %","   .01 %","   .01 %","","   .02 %","   .04 %","   .01 %","","   .00 %","   .01 %","   .01 %","   .03 %","   .00 %","   .01 %","   .01 %"
"2021-02-04","   .01 %","   .01 %","   .01 %","","   .02 %","   .04 %","   .01 %","","   .00 %","   .01 %","   .01 %","   .03 %","   .00 %","   .01 %","   .01 %"
"2021-02-05","   .01 %","   .01 %","   .01 %","","   .01 %","   .03 %","   .00 %","","   .00 %","   .01 %","   .01 %","   .03 %","   .00 %","   .00 %","   .01 %"
"2021-02-06","   .01 %","   .02 %","   .01 %","","   .01 %","   .04 %","   .00 %","","   .00 %","   .01 %","   .01 %","   .03 %","   .00 %","   .00 %","   .00 %"
"2021-02-07","   .01 %","   .02 %","   .01 %","","   .01 %","   .03 %","   .00 %","","   .00 %","   .01 %","   .01 %","   .02 %","   .00 %","   .00 %","   .00 %"
"2021-02-08","   .01 %","   .02 %","   .01 %","","   .01 %","   .03 %","   .00 %","","   .00 %","   .01 %","   .01 %","   .02 %","   .00 %","   .00 %","   .01 %"
"2021-02-09","   .01 %","   .02 %","   .01 %","","   .01 %","   .02 %","   .00 %","","   .00 %","   .01 %","   .01 %","   .01 %","   .00 %","   .00 %","   .01 %"
