"date","New Jersey/Atlantic","New Jersey/Bergen","New Jersey/Burlington","New Jersey/Camden","New Jersey/Cape May","New Jersey/Cumberland","New Jersey/Essex","New Jersey/Gloucester","New Jersey/Hudson","New Jersey/Hunterdon","New Jersey/Mercer","New Jersey/Middlesex","New Jersey/Monmouth","New Jersey/Morris","New Jersey/Ocean","New Jersey/Passaic","New Jersey/Salem","New Jersey/Somerset","New Jersey/Sussex","New Jersey/Unassigned","New Jersey/Union","New Jersey/Warren"
"2020-06-16","   .00 %","   .54 %","   .00 %","   .24 %","   .00 %","  5.56 %","   .00 %","   .61 %","  2.63 %","   .00 %","   .97 %","   .18 %","  1.33 %","   .16 %","   .73 %","   .50 %","  1.75 %","   .23 %","   .00 %","   .00 %","   .18 %","  1.45 %"
"2020-06-17","  2.22 %","   .48 %","   .00 %","   .00 %","   .00 %","  3.51 %","   .23 %","  1.22 %","   .08 %","  1.52 %","   .19 %","   .83 %","   .15 %","   .00 %","   .24 %","   .10 %","  3.45 %","   .00 %","  1.10 %","   .00 %","   .09 %","   .00 %"
"2020-06-18","  1.63 %","   .18 %","   .82 %","   .00 %","  1.64 %","   .00 %","   .17 %","   .60 %","   .23 %","   .00 %","   .19 %","   .00 %","   .58 %","  -.31 %","   .85 %","   .20 %","  6.67 %","   .23 %","   .00 %","   .00 %","   .09 %","  -.71 %"
"2020-06-19","   .53 %","   .42 %","   .82 %","  -.48 %","   .00 %","   .85 %","   .00 %","  1.20 %","   .08 %","   .00 %","   .19 %","   .27 %","   .29 %","   .16 %","   .84 %","   .40 %","   .00 %","  -.23 %","  1.09 %","   .00 %","  -.09 %","  1.44 %"
"2020-06-20","   .53 %","   .12 %","   .00 %","   .24 %","   .00 %","  3.36 %","   .06 %","  1.18 %","   .00 %","   .00 %","  -.19 %","   .27 %","   .00 %","   .00 %","   .36 %","   .00 %","   .00 %","   .00 %","   .54 %","   .00 %","   .35 %","   .71 %"
"2020-06-21","  -.53 %","   .18 %","   .27 %","   .00 %","   .00 %","   .81 %","   .06 %","   .00 %","   .00 %","   .00 %","   .00 %","   .09 %","   .14 %","   .31 %","   .24 %","   .10 %","   .00 %","   .00 %","  1.61 %","   .00 %","   .00 %","   .00 %"
"2020-06-22","   .00 %","   .29 %","   .27 %","   .24 %","   .00 %","   .00 %","   .06 %","   .00 %","  1.08 %","   .00 %","   .00 %","   .00 %","   .14 %","   .31 %","   .35 %","   .10 %","  1.56 %","   .46 %","   .00 %","   .00 %","   .26 %","   .00 %"
"2020-06-23","  1.06 %","   .29 %","   .00 %","   .96 %","  1.61 %","  1.61 %","   .23 %","   .58 %","   .00 %","   .00 %","  1.15 %","   .27 %","   .57 %","  -.16 %","  1.18 %","   .39 %","  3.08 %","   .23 %","   .00 %","   .00 %","   .09 %","  1.41 %"
"2020-06-24","  1.05 %","   .47 %","   .27 %","   .95 %","   .00 %","   .00 %","  -.06 %","   .00 %","   .61 %","   .00 %","   .94 %","   .27 %","   .29 %","   .31 %","   .70 %","   .59 %","   .00 %","   .68 %","   .53 %","   .00 %","   .09 %","   .00 %"
"2020-06-25","  7.29 %"," 15.46 %"," 10.99 %"," 11.53 %","  6.35 %","  9.52 %"," 14.00 %","  4.65 %","  9.73 %"," 82.09 %","  7.10 %"," 18.07 %"," 13.53 %"," 22.52 %","  8.08 %"," 14.44 %","  5.97 %"," 18.02 %","   .53 %","   .00 %"," 15.88 %","  7.64 %"
"2020-06-26","   .97 %","   .10 %","   .00 %","   .84 %","  1.49 %","  1.45 %","   .20 %","   .00 %","   .07 %","   .00 %","   .70 %","   .23 %","   .63 %","   .38 %","   .43 %","   .34 %","  1.41 %","   .00 %","   .00 %","   .00 %","   .15 %","   .00 %"
"2020-06-27","  1.44 %","   .10 %","   .48 %","   .42 %","   .00 %","   .71 %","   .15 %","   .00 %","   .21 %","   .00 %","   .17 %","   .53 %","   .12 %","   .13 %","   .11 %","   .25 %","  2.78 %","   .00 %","   .00 %","   .00 %","   .08 %","   .65 %"
"2020-06-28","   .00 %","   .00 %","   .72 %","   .62 %","   .00 %","   .00 %","   .15 %","   .56 %","   .07 %","   .82 %","   .00 %","   .08 %","   .25 %","   .25 %","   .32 %","   .08 %","  1.35 %","   .57 %","   .52 %","   .00 %","   .08 %","   .00 %"
"2020-06-29","  1.42 %","   .10 %","   .48 %","   .41 %","   .00 %","   .00 %","   .00 %","   .55 %","   .00 %","   .00 %","   .00 %","   .08 %","   .00 %","   .13 %","   .21 %","   .17 %","   .00 %","   .19 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-30","   .93 %","   .20 %","   .71 %","   .82 %","  7.35 %","  1.42 %","   .00 %","   .00 %","   .14 %","   .81 %","  -.17 %","   .23 %","   .25 %","   .25 %","   .95 %","   .25 %","   .00 %","   .00 %","  -.52 %","   .00 %","   .08 %","  1.28 %"
"2020-07-01","   .00 %","   .35 %","   .94 %","   .82 %","   .00 %","  1.40 %","   .15 %","   .00 %","   .41 %","   .00 %","   .35 %","   .15 %","   .12 %","   .13 %","   .42 %","   .08 %","   .00 %","   .00 %","  1.05 %","   .00 %","   .23 %","   .63 %"
"2020-07-02","  1.39 %","  -.10 %","   .23 %","  2.03 %","   .00 %","   .69 %","   .30 %","   .00 %","  -.21 %","   .00 %","  1.04 %","  -.08 %","   .74 %","   .25 %","   .21 %","   .00 %","  1.33 %","  -.19 %","   .52 %","   .00 %","  -.30 %","   .63 %"
"2020-07-03","   .46 %","   .30 %","   .47 %","  1.99 %","  1.37 %","   .68 %","   .20 %","  2.75 %","   .00 %","   .00 %","   .00 %","   .38 %","   .37 %","   .50 %","   .62 %","   .42 %","  1.32 %","   .38 %","  -.52 %","   .00 %","   .08 %","   .62 %"
"2020-07-04","   .00 %","   .15 %","   .46 %","   .97 %","   .00 %","   .00 %","   .20 %","   .00 %","   .07 %","   .00 %","   .17 %","   .15 %","   .37 %","   .12 %","   .21 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .08 %","   .00 %"
"2020-07-05","   .45 %","   .05 %","   .00 %","   .58 %","   .00 %","  1.36 %","   .10 %","   .53 %","   .00 %","   .00 %","   .51 %","   .08 %","   .12 %","   .00 %","   .31 %","   .17 %","   .00 %","   .19 %","   .00 %","   .00 %","   .08 %","   .00 %"
"2020-07-06","   .00 %","   .10 %","   .23 %","   .77 %","   .00 %","   .00 %","   .05 %","   .00 %","   .07 %","   .00 %","   .34 %","   .15 %","  -.12 %","   .00 %","   .21 %","   .17 %","   .00 %","   .19 %","   .00 %","   .00 %","   .00 %","   .62 %"
"2020-07-07","   .45 %","   .15 %","   .92 %","  1.71 %","  1.35 %","   .00 %","   .05 %","  1.06 %","   .27 %","   .00 %","   .17 %","   .38 %","   .24 %","   .00 %","   .82 %","   .33 %","   .00 %","   .75 %","   .00 %","   .00 %","   .23 %","   .00 %"
"2020-07-08","   .90 %","   .05 %","   .68 %","   .75 %","  1.33 %","   .00 %","   .20 %","  1.05 %","   .14 %","   .00 %","   .51 %","   .75 %","   .36 %","   .50 %","   .41 %","   .33 %","   .00 %","   .37 %","   .52 %","   .00 %","  -.08 %","  1.23 %"
"2020-07-09","   .89 %","   .50 %","  1.13 %","   .37 %","   .00 %","   .00 %","   .68 %","   .52 %","  1.03 %","   .81 %","   .17 %","   .96 %","   .73 %","   .86 %","   .61 %","  1.00 %","   .00 %","  1.30 %","   .00 %","   .00 %","   .83 %","  1.83 %"
"2020-07-10","  1.33 %","   .15 %","   .22 %","   .19 %","   .00 %","   .00 %","   .05 %","   .00 %","   .27 %","   .00 %","   .17 %","   .37 %","   .12 %","   .12 %","   .30 %","   .16 %","   .00 %","   .92 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-11","  1.31 %","   .25 %","   .00 %","   .92 %","  1.32 %","   .00 %","   .44 %","   .00 %","   .07 %","   .00 %","   .50 %","   .66 %","   .24 %","   .00 %","   .20 %","   .08 %","  1.30 %","   .36 %","   .00 %","   .00 %","   .15 %","   .00 %"
"2020-07-12","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-13","   .00 %","   .10 %","   .45 %","   .92 %","   .00 %","   .67 %","   .34 %","   .00 %","   .13 %","   .80 %","   .33 %","   .15 %","   .48 %","   .12 %","   .00 %","   .41 %","   .00 %","   .00 %","   .52 %","   .00 %","   .00 %","   .00 %"
"2020-07-14","   .43 %","   .10 %","   .45 %","   .00 %","  2.60 %","  1.33 %","   .05 %","   .00 %","   .20 %","   .00 %","   .17 %","   .15 %","   .24 %","   .12 %","   .10 %","   .08 %","   .00 %","   .00 %","   .00 %","   .00 %","   .07 %","   .00 %"
"2020-07-15","   .43 %","  -.15 %","   .67 %","   .91 %","  1.27 %","   .66 %","   .34 %","  1.04 %","   .47 %","   .00 %","   .17 %","  1.16 %","   .60 %","   .49 %","   .20 %","   .16 %","   .00 %","  -.18 %","   .00 %","   .00 %","  -.30 %","  1.80 %"
"2020-07-16","   .85 %","   .05 %","   .44 %","   .36 %","   .00 %","   .00 %","   .19 %","   .51 %","   .20 %","   .00 %","   .00 %","   .14 %","   .12 %","   .24 %","   .10 %","   .41 %","  1.28 %","   .36 %","   .00 %","   .00 %","   .07 %","   .59 %"
"2020-07-17","   .00 %","   .15 %","   .00 %","  -.18 %","  2.50 %","   .00 %","   .14 %","   .51 %","   .00 %","   .00 %","   .17 %","   .00 %","   .12 %","   .00 %","   .40 %","   .16 %","   .00 %","   .18 %","   .00 %","   .00 %","   .15 %","   .00 %"
"2020-07-18","   .00 %","   .05 %","   .44 %","   .00 %","   .00 %","   .00 %","   .05 %","   .00 %","   .07 %","   .00 %","   .50 %","   .07 %","   .00 %","   .00 %","   .10 %","   .24 %","   .00 %","   .18 %","   .00 %","   .00 %","   .07 %","   .00 %"
"2020-07-19","   .42 %","  -.05 %","   .22 %","   .36 %","   .00 %","   .65 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  -.07 %","   .12 %","   .00 %","   .20 %","   .08 %","  1.27 %","  -.18 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-20","   .00 %","   .00 %","   .65 %","   .18 %","   .00 %","   .00 %","   .00 %","   .51 %","   .00 %","   .00 %","   .00 %","   .00 %","   .12 %","   .00 %","   .20 %","   .08 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-21","   .42 %","  -.05 %","   .87 %","   .00 %","   .00 %","   .00 %","   .10 %","   .00 %","   .13 %","   .00 %","   .00 %","   .21 %","   .24 %","   .12 %","   .30 %","   .08 %","  1.25 %","   .00 %","   .00 %","   .00 %","   .15 %","   .58 %"
"2020-07-22","   .84 %","  -.05 %","   .21 %","   .54 %","  3.66 %","   .00 %","  -.29 %","   .51 %","  -.60 %","   .00 %","   .00 %","  -.57 %","   .00 %","  -.24 %","  -.20 %","  -.16 %","   .00 %","  -.54 %","   .00 %","   .00 %","  -.30 %"," -1.74 %"
"2020-07-23","   .00 %","   .15 %","   .21 %","   .18 %","  1.18 %","   .00 %","   .24 %","   .50 %","   .20 %","   .00 %","   .00 %","   .29 %","   .00 %","   .24 %","   .10 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .07 %","   .00 %"
"2020-07-24","   .00 %","   .34 %","   .21 %","   .35 %","   .00 %","   .00 %","   .19 %","  1.00 %","   .07 %","   .00 %","   .49 %","   .14 %","   .35 %","   .00 %","   .20 %","   .24 %","   .00 %","   .55 %","   .00 %","   .00 %","   .15 %","   .00 %"
"2020-07-25","   .00 %","   .15 %","   .00 %","   .00 %","   .00 %","   .00 %","   .14 %","   .50 %","   .20 %","   .00 %","   .16 %","   .07 %","   .00 %","   .00 %","  -.30 %","   .00 %","   .00 %","   .36 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-26","   .00 %","   .00 %","   .21 %","   .00 %","   .00 %","   .00 %","   .10 %","   .00 %","   .20 %","   .00 %","   .00 %","   .21 %","   .00 %","   .00 %","   .00 %","   .08 %","   .00 %","   .18 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-27","   .00 %","   .05 %","   .00 %","   .00 %","   .00 %","   .65 %","   .00 %","   .00 %","   .07 %","   .00 %","   .00 %","   .14 %","   .12 %","   .12 %","   .10 %","   .40 %","   .00 %","   .18 %","   .00 %","   .00 %","   .15 %","   .59 %"
"2020-07-28","   .83 %","   .05 %","   .21 %","   .53 %","   .00 %","   .65 %","   .00 %","   .00 %","   .20 %","   .00 %","   .00 %","   .28 %","   .12 %","   .12 %","   .00 %","  -.08 %","  2.47 %","   .18 %","   .00 %","   .00 %","   .15 %","   .00 %"
"2020-07-29","  2.07 %","  -.39 %","  -.21 %","   .35 %","   .00 %","   .64 %","  -.14 %","   .99 %","  -.33 %","   .00 %","  -.16 %","  -.36 %","   .23 %","  -.12 %","  -.20 %","  -.40 %","   .00 %","  -.90 %","   .00 %","   .00 %","  -.30 %","   .59 %"
"2020-07-30","  1.21 %","   .10 %","  -.21 %","   .00 %","   .00 %","   .00 %","   .00 %","   .49 %","  -.07 %","   .00 %","   .16 %","   .00 %","   .00 %","   .00 %","   .40 %","   .08 %","   .00 %","   .18 %","   .00 %","   .00 %","   .07 %","  -.58 %"
"2020-07-31","   .00 %","   .00 %","   .00 %","   .35 %","   .00 %","   .00 %","   .10 %","   .49 %","   .07 %","   .00 %","   .33 %","   .07 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .07 %","   .00 %"
"2020-08-01","   .80 %","   .00 %","   .21 %","   .00 %","  1.16 %","   .00 %","   .00 %","   .97 %","   .07 %","   .00 %","   .16 %","   .00 %","   .00 %","   .12 %","   .10 %","   .00 %","   .00 %","   .18 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-02","   .00 %","   .00 %","   .00 %","   .35 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .16 %","   .00 %","   .00 %","   .00 %","   .10 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .07 %","   .59 %"
"2020-08-03","   .00 %","   .05 %","   .00 %","   .00 %","   .00 %","   .00 %","   .10 %","   .00 %","   .13 %","   .00 %","   .49 %","  -.07 %","   .00 %","   .12 %","   .00 %","   .00 %","  2.41 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-04","   .00 %","   .00 %","   .00 %","   .17 %","   .00 %","   .64 %","   .10 %","   .00 %","   .00 %","   .00 %","   .16 %","   .00 %","   .00 %","   .00 %","   .10 %","   .08 %","   .00 %","   .54 %","   .51 %","   .00 %","   .00 %","   .00 %"
"2020-08-05","   .00 %","  -.15 %","   .00 %","   .17 %","   .00 %","   .00 %","  -.05 %","   .00 %","  -.07 %","   .00 %","  -.32 %","  -.21 %","  -.23 %","  -.36 %","  -.10 %","  -.32 %","  1.18 %","   .54 %","   .51 %","   .00 %","  -.07 %","   .00 %"
"2020-08-06","   .00 %","  -.05 %","   .21 %","   .17 %","   .00 %","   .00 %","   .10 %","   .00 %","   .00 %","   .00 %","   .00 %","   .07 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.16 %","   .18 %","   .00 %","   .00 %","   .07 %","   .00 %"
"2020-08-07","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-08","   .00 %","   .05 %","   .21 %","   .00 %","   .00 %","   .00 %","   .19 %","  1.44 %","   .13 %","   .00 %","   .16 %","   .14 %","   .00 %","   .12 %","   .20 %","   .00 %","   .00 %","  -.18 %","   .51 %","   .00 %","   .15 %","   .58 %"
"2020-08-09","   .00 %","   .00 %","   .21 %","   .35 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .12 %","   .00 %","   .08 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-10","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .07 %","   .00 %","   .16 %","   .00 %","   .00 %","   .00 %","   .00 %","   .16 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-11","   .00 %","   .00 %","   .21 %","   .00 %","   .00 %","   .00 %","   .09 %","   .47 %","   .00 %","   .00 %","   .16 %","   .36 %","   .00 %","   .00 %","   .20 %","   .00 %","   .00 %","   .18 %","   .00 %","   .00 %","  -.07 %","   .00 %"
"2020-08-12","   .00 %","  -.10 %","  -.21 %","  -.17 %","  1.15 %","   .00 %","  -.14 %","   .47 %","   .00 %"," -1.59 %","   .00 %","   .07 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .36 %","   .00 %","   .00 %","  -.07 %","   .00 %"
"2020-08-13","   .00 %","  -.05 %","   .21 %","   .17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .20 %","   .00 %","   .16 %","   .14 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .07 %","   .00 %"
"2020-08-14","   .00 %","   .05 %","   .63 %","   .17 %","  1.14 %","   .00 %","   .00 %","   .47 %","   .00 %","   .00 %","  -.16 %","   .07 %","   .12 %","   .00 %","   .00 %","   .16 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-15","   .40 %","   .00 %","   .00 %","   .17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .16 %","   .14 %","   .12 %","   .00 %","   .00 %","   .00 %","   .00 %","   .18 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-16","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .07 %","   .00 %","   .12 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-17","   .00 %","   .00 %","   .00 %","   .17 %","   .00 %","   .00 %","   .05 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .18 %","   .00 %","   .00 %","   .07 %","   .00 %"
"2020-08-18","   .40 %","   .00 %","   .21 %","   .00 %","  1.12 %","   .00 %","   .00 %","   .93 %","   .07 %","   .00 %","   .16 %","   .07 %","   .00 %","   .00 %","   .00 %","   .08 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-19","  -.39 %","  -.15 %","   .42 %","  -.17 %","   .00 %","   .00 %","   .05 %","   .46 %","   .00 %","   .00 %","   .16 %","   .14 %","  -.12 %","   .00 %","   .29 %","   .00 %","   .00 %","  -.18 %","   .00 %","   .00 %","  -.07 %","  -.58 %"
"2020-08-20","   .00 %","   .05 %","   .00 %","   .00 %","   .00 %","   .63 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .23 %","   .00 %","   .10 %","  -.08 %","  1.15 %","   .00 %","   .00 %","   .00 %","   .07 %","   .00 %"
"2020-08-21","  -.40 %","  -.10 %","   .00 %","   .34 %","  1.11 %","   .00 %","   .00 %","   .92 %","   .07 %","   .00 %","   .00 %","   .07 %","   .12 %","   .00 %","   .10 %","   .16 %","   .00 %","  -.18 %","   .00 %","   .00 %","   .15 %","   .00 %"
"2020-08-22","   .00 %","  -.05 %","   .42 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .07 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-23","   .00 %","   .05 %","   .00 %","   .00 %","   .00 %","   .00 %","   .09 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-24","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
