"date","Kentucky/Adair","Kentucky/Allen","Kentucky/Anderson","Kentucky/Ballard","Kentucky/Barren","Kentucky/Bath","Kentucky/Bell","Kentucky/Boone","Kentucky/Bourbon","Kentucky/Boyd","Kentucky/Boyle","Kentucky/Bracken","Kentucky/Breathitt","Kentucky/Breckinridge","Kentucky/Bullitt","Kentucky/Butler","Kentucky/Caldwell","Kentucky/Calloway","Kentucky/Campbell","Kentucky/Carlisle","Kentucky/Carroll","Kentucky/Carter","Kentucky/Casey","Kentucky/Christian","Kentucky/Clark","Kentucky/Clay","Kentucky/Clinton","Kentucky/Crittenden","Kentucky/Cumberland","Kentucky/Daviess","Kentucky/Edmonson","Kentucky/Elliott","Kentucky/Estill","Kentucky/Fayette","Kentucky/Fleming","Kentucky/Floyd","Kentucky/Franklin","Kentucky/Fulton","Kentucky/Gallatin","Kentucky/Garrard","Kentucky/Grant","Kentucky/Graves","Kentucky/Grayson","Kentucky/Green","Kentucky/Greenup","Kentucky/Hancock","Kentucky/Hardin","Kentucky/Harlan","Kentucky/Harrison","Kentucky/Hart","Kentucky/Henderson","Kentucky/Henry","Kentucky/Hickman","Kentucky/Hopkins","Kentucky/Jackson","Kentucky/Jefferson","Kentucky/Jessamine","Kentucky/Johnson","Kentucky/Kenton","Kentucky/Knott","Kentucky/Knox","Kentucky/Larue","Kentucky/Laurel","Kentucky/Lawrence","Kentucky/Lee","Kentucky/Leslie","Kentucky/Letcher","Kentucky/Lewis","Kentucky/Lincoln","Kentucky/Livingston","Kentucky/Logan","Kentucky/Lyon","Kentucky/Madison","Kentucky/Magoffin","Kentucky/Marion","Kentucky/Marshall","Kentucky/Martin","Kentucky/Mason","Kentucky/McCracken","Kentucky/McCreary","Kentucky/McLean","Kentucky/Meade","Kentucky/Menifee","Kentucky/Mercer","Kentucky/Metcalfe","Kentucky/Monroe","Kentucky/Montgomery","Kentucky/Morgan","Kentucky/Muhlenberg","Kentucky/Nelson","Kentucky/Nicholas","Kentucky/Ohio","Kentucky/Oldham","Kentucky/Owen","Kentucky/Owsley","Kentucky/Pendleton","Kentucky/Perry","Kentucky/Pike","Kentucky/Powell","Kentucky/Pulaski","Kentucky/Robertson","Kentucky/Rockcastle","Kentucky/Rowan","Kentucky/Russell","Kentucky/Scott","Kentucky/Shelby","Kentucky/Simpson","Kentucky/Spencer","Kentucky/Taylor","Kentucky/Todd","Kentucky/Trigg","Kentucky/Trimble","Kentucky/Unassigned","Kentucky/Union","Kentucky/Warren","Kentucky/Washington","Kentucky/Wayne","Kentucky/Webster","Kentucky/Whitley","Kentucky/Wolfe","Kentucky/Woodford"
"2020-04-01","","0","0","","0","","","0","0","0","0","0","0","0","0","0","","0","0","","0","","","0","0","","","","","0","0","","","0","","","0","","","","0","","0","","","0","0","","0","","0","","","0","","0","0","","0","","","0","0","0","","","","0","","","0","0","0","","0","0","0","0","0","0","0","","0","0","","","0","","0","0","0","","0","","","0","","","0","0","","0","","","0","0","0","0","0","","","","4","0","0","0","0","0","","","0"
"2020-04-02","","0","0","","0","","","0","0","0","0","0","0","0","0","0","","0","0","","0","","","0","0","","","","","0","0","","","6","","","0","","","","0","","0","","","0","0","","0","","0","","","10","","22","0","","5","","","0","0","0","","","","0","","","0","0","0","","0","0","0","0","0","0","0","","0","0","","","0","","0","0","0","","0","","","0","","","0","0","","0","","","0","0","0","0","0","","","","95","0","0","0","0","0","","","0"
"2020-04-03","","0","0","","0","","","0","0","0","0","0","0","0","0","0","","0","0","","0","","","0","0","","","","","0","0","","","0","","","0","","","","0","","0","","","0","0","","0","","0","","","0","","0","0","","0","","","0","0","0","","","","0","","","0","0","0","","0","0","0","0","0","0","0","","0","0","","","0","","0","0","0","","0","","","0","","","0","0","","0","","","0","0","0","0","0","","","","0","0","0","0","0","0","","","0"
"2020-04-04","3","0","1","","0","1","","3","2","9","3","0","-1","","5","0","3","2","4","","0","1","","16","3","","1","1","1","21","3","","","4","","","1","","","","1","2","0","","1","0","3","","0","","1","2","","6","","71","2","1","8","","","2","0","0","","","","1","","","1","3","1","","2","1","0","1","2","0","0","2","1","1","","","3","","","1","0","1","0","","","0","3","1","0","4","","0","","1","6","5","4","0","0","","","","-84","0","5","1","1","1","","","3"
"2020-04-05","0","0","0","","-1","0","","1","0","0","0","0","0","0","0","0","-1","0","0","","0","0","","7","0","","0","0","0","0","0","","","2","","","0","","","","0","0","0","","0","0","0","","1","","0","0","","1","","5","1","0","0","","","0","0","0","","","","0","","","0","0","0","","0","1","0","0","3","0","0","0","0","1","","","0","","-10","0","0","0","1","","","1","0","0","0","1","","1","","0","2","0","0","0","0","","","","5","0","3","0","0","0","","","1"
"2020-04-06","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","","0","0","0","0","0","","","0","","","0","","","","0","0","0","","0","0","0","","0","","0","0","","0","","0","0","0","0","","","0","0","0","","","","0","","","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","0","","0","0","0","0","0","","","0","0","0","0","0","","0","","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","0"
"2020-04-07","0","0","0","","1","0","","9","0","2","0","0","0","0","0","0","0","0","1","","0","0","","2","0","","0","1","0","3","0","","","1","","","0","","","","0","0","0","","1","0","0","","0","","0","0","","2","","15","0","0","3","","","0","0","0","","1","","0","","","0","0","1","","0","2","0","0","0","0","0","0","0","0","","","1","","27","0","0","0","1","","","0","0","0","0","0","","2","","0","0","1","0","0","0","","","","118","0","0","0","0","0","","","-1"
"2020-04-08","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","","0","0","0","0","0","","","0","","","0","","","","0","0","0","","0","0","0","","0","","0","0","","0","","0","0","0","0","","","0","0","0","","0","","0","","","0","0","0","","0","0","0","0","0","0","0","0","0","0","","","0","","0","0","0","0","0","","","0","0","0","0","0","","0","","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","0"
"2020-04-09","3","1","0","1","0","0","","2","0","2","2","0","0","1","3","1","3","3","16","","0","0","","13","0","","0","1","0","3","0","","","25","","","3","","","","1","3","0","1","0","1","0","","2","1","3","1","","21","3","61","2","0","18","","","0","3","0","","0","1","0","","","1","2","2","","1","3","0","1","3","2","1","0","0","0","","2","1","","-1","3","0","3","3","","","1","0","0","0","13","","2","","3","1","3","1","1","1","3","","","-76","1","3","1","0","0","1","","1"
"2020-04-10","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","","0","0","0","18","0","","","0","","","0","","","","0","0","0","0","0","0","0","","0","0","14","0","","0","0","0","0","0","0","","","0","0","0","","0","0","0","","","0","0","0","","0","0","0","0","0","0","3","0","0","0","","0","0","","0","0","0","4","0","","","0","0","0","0","0","","0","","0","0","0","0","0","0","0","","","309","0","0","0","0","4","0","","0"
"2020-04-11","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","","0","0","0","0","0","","","0","","","0","","","","0","0","0","0","0","0","0","","0","0","0","0","","0","0","0","0","0","0","","","0","0","0","","0","0","0","","","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","0","0","0","0","0","","0","","0","0","0","0","0","0","0","","","0","0","0","0","0","0","0","","0"
"2020-04-12","5","1","0","0","4","1","","25","0","9","4","5","1","0","13","9","5","6","18","","0","0","","17","6","","2","0","2","2","1","","","31","1","0","0","","1","","10","4","2","1","3","0","12","","0","0","6","1","","30","2","115","8","0","37","1","1","0","4","0","","0","0","0","1","","0","6","4","","7","3","3","2","5","5","2","0","0","5","","0","1","","2","3","0","0","5","","","0","0","3","1","7","","2","1","4","7","7","3","3","0","3","","2","-273","2","25","0","0","1","3","","8"
"2020-04-13","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","","0","0","0","0","0","","","0","0","0","0","","0","","0","0","0","0","0","0","0","","0","0","0","0","","0","0","55","0","0","0","0","0","0","0","0","","0","0","0","0","","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","","","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0"
"2020-04-14","32","-2","0","1","0","1","","10","0","-3","1","-1","1","0","7","11","-1","2","-2","","0","2","","7","1","","-1","0","-1","6","0","","","18","1","0","1","","0","","1","4","1","-1","0","0","3","","1","0","-6","0","","0","7","-19","2","0","8","0","0","0","0","0","","0","0","0","0","","0","0","2","","-1","0","-3","0","2","-1","-1","0","0","0","","0","0","1","17","3","0","0","2","","2","0","1","1","-1","-2","","1","0","-1","4","0","-1","0","1","1","4","-1","-89","0","-2","0","0","-1","1","","-1"
"2020-04-15","0","0","1","0","0","0","","-2","0","1","-2","0","-2","0","-4","2","1","-1","2","","0","0","1","2","0","","0","0","0","2","1","","","9","0","-1","0","","0","1","0","3","0","0","2","-1","1","","-1","0","-3","-1","","4","11","42","1","0","7","0","0","1","2","0","","1","0","0","0","1","5","1","1","","1","1","0","1","1","2","0","0","0","0","","1","0","0","2","0","0","-1","1","","0","0","0","0","0","0","","0","0","1","-5","1","1","3","0","1","0","0","55","0","5","0","1","2","0","","0"
"2020-04-16","2","1","1","2","1","0","","11","3","3","0","2","0","1","1","3","0","7","6","","0","2","0","1","0","","0","0","0","17","0","","","3","0","4","0","","0","2","2","8","1","0","4","5","2","","0","0","6","0","","6","14","27","1","0","6","0","2","0","1","0","","0","0","0","2","0","-1","0","0","","1","0","1","0","4","0","1","0","0","0","","0","1","0","8","1","0","2","3","","0","2","0","1","0","2","","2","0","4","0","2","2","-1","0","2","0","0","-1","1","19","0","1","2","2","","4"
"2020-04-17","0","1","0","-1","0","0","","6","-2","2","1","0","0","1","0","24","1","0","2","","0","-1","0","6","0","","0","0","0","-1","0","","","1","0","0","1","","0","0","0","4","2","0","-1","-1","2","","2","0","-1","0","","7","6","-1","1","0","9","1","1","1","1","0","","0","0","0","1","0","-1","0","0","","1","0","0","0","-1","0","0","0","0","0","","0","0","0","-1","-1","0","0","1","","0","0","0","0","0","1","","0","1","-1","1","1","1","0","0","-1","0","1","10","0","0","0","0","1","1","","-2"
"2020-04-18","2","0","2","0","0","0","","1","2","0","0","0","1","1","0","11","0","-1","0","","0","0","0","1","0","","0","0","0","4","0","","","8","0","0","9","","0","-2","0","13","0","0","0","1","0","","0","0","3","0","","5","0","90","2","0","7","1","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","2","0","0","0","0","0","","0","0","0","4","0","0","4","0","","0","0","0","0","0","1","","0","0","1","1","1","1","0","1","2","0","0","-14","2","16","0","0","1","0","","1"
"2020-04-19","6","0","-1","1","0","0","","7","0","0","0","0","-1","0","2","11","0","0","1","","0","0","0","0","0","1","0","0","1","16","0","","","1","0","0","-8","1","0","0","0","10","6","0","0","0","0","","0","0","0","1","","2","12","125","-1","0","21","0","1","0","0","0","","0","0","1","0","0","0","0","0","","0","0","0","0","0","1","1","1","0","0","","0","0","0","17","0","0","4","-1","","0","0","0","0","0","0","","0","-1","3","0","0","0","1","0","-2","0","0","6","0","8","0","0","0","0","","-1"
"2020-04-20","1","0","0","0","0","0","","0","0","0","0","0","0","0","0","-1","0","0","2","","0","0","0","0","0","0","0","0","0","5","0","","","0","0","0","0","0","0","0","0","12","2","0","0","0","0","","0","1","5","0","","1","2","53","0","0","7","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","2","0","0","0","0","0","0","0","0","","0","0","0","1","0","0","0","0","","0","0","0","0","0","0","","0","0","0","-1","-1","0","0","-1","0","0","0","-6","0","6","0","0","0","0","","0"
"2020-04-21","0","0","1","0","1","0","","5","0","0","0","0","0","0","0","2","1","1","2","","0","0","0","0","1","0","0","0","0","0","0","","","0","0","0","0","0","0","0","1","5","0","0","0","0","1","","0","0","3","0","","32","0","58","0","0","13","0","0","0","1","0","","0","0","0","0","0","0","1","0","","0","2","1","0","1","0","0","0","0","1","","0","0","0","0","0","0","0","2","","0","0","1","0","0","1","","0","1","1","0","2","1","0","0","0","0","0","0","0","11","0","0","0","0","","0"
"2020-04-22","6","1","0","0","1","0","","7","-1","1","0","0","1","0","1","17","0","0","4","","0","0","0","7","0","0","0","0","1","4","0","","","4","0","0","1","0","0","0","2","16","7","0","0","0","2","","1","0","4","-1","1","6","0","29","-1","0","10","1","0","0","0","0","","0","0","0","0","0","0","0","2","","0","4","0","0","0","1","1","0","0","1","","0","0","0","-2","1","0","8","0","","0","0","0","0","0","2","","0","0","0","0","-1","0","0","0","0","0","0","-1","0","19","0","1","3","2","","1"
"2020-04-23","3","0","0","0","0","0","","1","0","0","0","0","0","0","2","1","0","2","0","1","0","0","0","0","0","0","0","0","0","-1","0","","","0","0","0","0","0","0","0","-1","0","2","0","0","0","0","","0","0","0","0","1","7","1","54","0","0","35","0","0","0","-1","0","","0","0","0","0","0","0","0","0","","0","3","0","0","0","0","0","0","0","0","","0","0","0","-2","0","0","1","0","","0","0","-2","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","-5","0","-1","1","-1","0","0","","0"
"2020-04-24","17","1","0","1","1","0","","4","1","1","4","0","0","1","4","6","1","2","6","0","0","0","0","-1","0","0","0","0","0","12","4","","","3","0","2","1","0","0","0","0","5","12","0","0","0","0","","1","0","4","0","0","13","0","113","0","0","9","-1","0","0","0","0","","0","0","0","0","0","0","0","3","","0","0","0","0","1","0","1","1","0","0","","0","1","0","19","3","0","8","0","","1","0","0","2","0","1","","0","0","0","1","3","0","0","1","1","0","0","-9","0","35","0","0","0","0","","0"
"2020-04-25","3","1","0","0","4","1","","5","0","2","0","0","0","0","3","5","0","3","3","0","0","0","0","0","0","0","0","0","0","2","2","","","9","0","0","0","0","0","1","0","20","5","0","1","0","2","","0","0","1","1","0","4","0","0","1","0","3","0","0","0","1","0","","0","0","0","0","0","0","0","1","","1","4","0","0","3","0","1","2","0","0","","0","0","0","5","0","0","4","0","","0","0","3","0","0","2","","0","0","0","0","0","1","1","1","0","1","0","0","0","19","1","0","3","0","","0"
"2020-04-26","0","0","1","2","0","0","","10","0","0","0","0","0","1","5","1","0","2","6","0","0","0","0","0","0","0","0","0","1","7","2","","","3","0","4","1","0","0","0","0","5","18","0","0","0","1","","0","0","0","2","-1","9","2","-1","2","1","1","0","0","0","0","0","","0","1","0","0","0","0","0","2","","1","4","0","0","9","0","1","1","0","0","","1","0","0","15","2","0","0","3","","0","0","0","1","0","0","","0","0","0","2","2","1","0","0","1","0","1","0","0","35","0","0","1","1","","0"
"2020-04-27","-6","1","0","0","2","0","","3","0","0","0","0","0","0","2","-1","0","0","2","1","0","0","0","1","0","0","0","0","0","3","2","","","1","0","0","0","0","0","0","0","5","0","0","0","0","2","","-1","0","4","0","0","4","0","20","0","0","3","0","1","0","0","0","","0","0","0","0","3","0","0","0","","1","2","0","0","1","0","0","2","0","0","","0","0","0","0","0","0","0","0","","-1","1","0","0","0","0","","0","0","0","-1","0","0","0","0","0","0","0","0","0","15","0","0","-1","0","","0"
"2020-04-28","2","1","0","2","0","0","","9","0","0","0","0","0","0","1","10","0","0","4","0","0","1","0","0","0","0","1","1","0","12","0","","","3","0","2","0","0","0","0","2","3","0","0","0","0","0","","0","0","9","0","0","4","-1","84","3","1","17","0","0","0","0","0","","0","0","0","1","0","0","-1","0","","0","1","0","0","4","0","0","2","0","0","0","0","1","0","3","1","0","2","1","1","0","0","0","2","0","2","","0","0","0","0","0","0","0","2","1","3","0","-8","0","29","0","1","2","0","","-2"
"2020-04-29","0","3","0","0","1","0","","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","13","2","","","4","0","1","0","0","0","0","0","2","2","0","0","0","0","","0","1","0","0","0","1","0","57","3","0","1","0","0","0","1","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","1","0","0","0","1","1","0","0","2","1","0","0","1","0","0","0","0","0","0","0","","0","0","0","0","0","3","2","0","0","1","0","0","0","50","0","2","0","0","","1"
"2020-04-30","2","1","0","0","1","0","","13","1","-2","0","0","0","0","2","2","0","3","3","0","0","0","0","0","1","0","0","0","0","6","7","","","2","0","0","0","1","0","0","1","7","3","0","0","0","3","","0","0","0","0","0","4","0","26","1","0","28","1","0","0","2","0","","2","0","0","0","0","2","0","-1","","0","0","0","0","7","0","2","1","0","0","0","0","0","0","7","1","0","-1","0","0","0","0","6","0","0","0","","0","0","0","0","2","0","1","0","0","0","0","3","0","19","0","0","1","0","","0"
"2020-05-01","0","1","0","1","0","0","","6","0","0","0","2","0","0","2","25","0","0","3","0","0","0","0","2","0","0","0","0","0","6","0","","","6","0","1","0","0","0","0","0","6","4","0","0","0","4","","0","1","4","0","0","5","0","45","0","0","10","0","0","0","0","0","","0","0","0","0","1","1","0","1","","1","0","0","0","3","0","0","0","0","0","0","0","1","0","2","1","0","10","3","0","0","0","1","2","0","0","","0","0","0","0","0","1","0","0","0","0","0","0","0","12","0","0","0","0","","0"
"2020-05-02","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","","-1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","-2","0","0","","0"
"2020-05-03","0","0","1","0","1","0","","26","0","0","0","0","0","0","1","2","0","1","3","0","0","1","0","2","-1","0","0","0","0","23","0","","","33","0","-2","1","0","0","0","4","1","10","0","1","0","4","","0","0","3","2","0","5","0","51","0","0","22","0","0","0","0","0","","0","1","0","0","1","2","0","0","","0","0","0","0","1","0","1","2","0","0","0","1","0","0","7","1","0","2","1","0","0","0","1","0","0","0","","0","0","0","0","2","1","0","0","0","0","0","6","0","25","0","0","1","0","","0"
"2020-05-04","0","0","0","-2","2","0","","1","1","0","0","0","0","0","0","24","0","0","2","0","0","0","0","0","0","0","0","0","0","6","0","","","8","0","0","0","-1","0","0","0","3","5","0","0","0","1","","1","2","2","0","3","-3","0","16","0","0","9","0","0","0","0","0","","0","0","0","0","0","1","0","1","","0","-1","0","0","3","0","0","1","0","0","0","0","-1","0","0","0","0","2","0","0","0","0","0","0","0","0","","1","0","0","0","-1","-1","1","0","0","0","0","-4","0","31","0","1","1","0","","0"
"2020-05-05","0","2","0","0","2","0","","20","-1","0","0","0","0","0","12","14","0","0","6","0","0","0","0","1","0","0","0","0","0","19","10","","","3","0","0","-1","0","0","0","1","2","7","0","0","0","3","","0","2","6","0","1","1","1","78","0","0","23","0","2","0","2","0","","0","0","0","0","0","1","0","1","","0","0","0","0","1","0","0","0","0","0","0","0","0","0","310","0","0","9","3","0","0","0","0","0","0","0","","1","0","1","1","2","3","1","0","1","0","0","-1","1","26","0","0","1","0","","-1"
"2020-05-06","1","3","0","0","0","0","","5","0","0","-1","0","0","2","4","2","0","0","4","0","0","0","0","1","0","0","0","0","0","5","2","","","8","0","0","0","0","0","0","1","-1","-1","0","0","0","3","","0","0","-1","0","0","7","0","38","0","0","13","0","-2","1","1","0","","0","0","0","1","0","0","0","0","","0","0","0","0","2","0","0","2","0","-1","0","0","0","0","4","0","0","0","-1","0","0","0","0","1","0","0","","1","0","0","-1","1","0","1","0","0","0","0","-16","1","21","0","0","1","0","","0"
"2020-05-07","2","6","0","0","2","0","","1","0","1","0","1","0","0","2","5","0","0","3","0","0","0","0","0","0","0","0","0","0","11","3","","","22","0","1","0","0","0","0","0","3","3","0","0","0","1","1","0","0","3","0","0","1","0","43","0","1","7","0","0","0","0","0","","0","0","0","0","0","9","0","2","","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","4","0","3","1","0","0","0","0","1","0","0","","0","0","0","8","1","1","0","1","0","0","0","-3","0","39","0","0","1","0","","0"
"2020-05-08","0","0","0","0","0","0","","6","0","0","0","0","0","2","5","4","0","1","4","1","0","0","0","1","0","1","0","0","0","2","4","","","14","0","2","0","0","0","1","2","1","0","0","0","0","5","0","0","0","0","0","0","1","-4","32","1","0","12","0","0","0","1","0","","1","0","2","-1","0","11","1","0","","0","0","0","0","0","0","0","1","0","1","0","0","0","0","6","1","0","0","1","0","0","0","0","0","0","0","","0","1","1","0","9","0","0","0","0","0","0","0","0","26","0","0","-1","0","","0"
