"date","Karnataka/BAGALKOTE","Karnataka/BIDAR","Karnataka/Bagalkote","Karnataka/Ballari","Karnataka/Belagavi","Karnataka/Bengaluru Rural","Karnataka/Bengaluru Urban","Karnataka/Bengaluru urban","Karnataka/Bidar","Karnataka/Chamarajanagara","Karnataka/Chikkaballapura","Karnataka/Chikkamagaluru","Karnataka/Chitradurga","Karnataka/DAKSHINA KANNADA","Karnataka/Dakshina Kannada","Karnataka/Davanagere","Karnataka/Dharwad","Karnataka/Gadag","Karnataka/HASSAN","Karnataka/HAVERI","Karnataka/Hassan","Karnataka/Haveri","Karnataka/KALABURAGI","Karnataka/KOPPAL","Karnataka/Kalaburagi","Karnataka/Kodagu","Karnataka/Kolar","Karnataka/Koppal","Karnataka/MANDYA","Karnataka/Mandya","Karnataka/Mysuru","Karnataka/Other State","Karnataka/RAICHUR","Karnataka/Raichur","Karnataka/Ramanagara","Karnataka/Shivamogga","Karnataka/Tumakuru","Karnataka/UDUPI","Karnataka/UTTARA KANNADA","Karnataka/Udupi","Karnataka/Uttara Kannada","Karnataka/Vijayapura","Karnataka/Yadgir"
"2020-03-23","","","","","","","18","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","",""
"2020-03-24","","","","","","","18","","","","3","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","3","",""
"2020-03-25","","","","","","","23","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-26","","","","","","","23","","","","3","","","","","","","","","","","","","","","","","","","","2","6","","","","","","","","","","",""
"2020-03-27","","","","","","","23","","","","","","","","2","1","","","","","","","","","","","","","","","","","","","","","","","","","4","",""
"2020-03-28","","","","","","","24","","","","6","","","","","2","","","","","","","","","","","","","","","","8","","","","","","","","","4","",""
"2020-03-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","",""
"2020-03-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","","","","","","","","",""
"2020-03-31","","","","","","","24","","","","6","","","","2","","","","","","","","","","2","","","","","","9","","","","","","","","","","4","",""
"2020-04-01","","","","","","","25","","","","","","","","","","","","","","","","","","","","","","","","9","8","","","","","","","","","","",""
"2020-04-02","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","9","8","","","","","","","","","","",""
"2020-04-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-04","","","","","","","25","","","","","","","","2","","","","","","","","","","","","","","","","9","8","","","","","","","","","","",""
"2020-04-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-06","","","","","","","25","","","","","","","","","","","","","","","","","","","","","","","","9","8","","","","","","","","","","",""
"2020-04-07","","","","","","","25","","","","","","","","","","","","","","","","","","2","","","","","","","8","","","","","","","","","","",""
"2020-04-08","","","","","","","","","","","6","","","","","","","","","","","","","","2","","","","","","","8","","","","","","","","","4","",""
"2020-04-09","","","","","","","25","","","","6","","","","","","1","","","","","","","","","","","","","","9","","","","","","","","","","","",""
"2020-04-10","","","","","","","25","","","","","","","","","","","","","","","","","","2","","","","","","9","","","","","","","","","","","",""
"2020-04-11","","","","","","","25","","","","","","","","","","","","","","","","","","","","","","","","9","","","","","","","","","","","",""
"2020-04-12","","","","","","","25","","","","","","","","","","","","","","","","","","2","","","","","","9","","","","","","","","","","","",""
"2020-04-13","","","","","","","25","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-14","","","","","","","25","","","","6","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","4","",""
"2020-04-15","","","","","","","25","","","","","","","","","","","","","","","","","","2","","","","","","9","8","","","","","","","","","","",""
"2020-04-16","","","","","","","25","","","","","","","","","","","","","","","","","","2","","","","","","9","8","","","","","","","","","","",""
"2020-04-17","","","","","","","25","","","","6","","","","2","","","","","","","","","","","","","","","","9","","","","","","","","","","","",""
"2020-04-18","","","","","","","25","","","","","","","","","","1","","","","","","","","2","","","","","","9","","","","","","","","","","","",""
"2020-04-19","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","9","","","","","","","","","","","",""
"2020-04-20","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","",""
"2020-04-21","","","","","","","","","","","","","","","2","","","","","","","","","","2","","","","","","9","","","","","","","","","","","",""
"2020-04-22","","","","","","","25","","","","","","","","","","","","","","","","","","2","","","","","","9","","","","","","","","","","","",""
"2020-04-23","","","","","","","25","","","","","","","","2","","1","","","","","","","","2","","","","","","","","","","","","","","","","","",""
"2020-04-24","","","","","","","25","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-25","","","","","","","25","","","","6","","","","2","","","","","","","","","","","","","","","","9","","","","","","","","","","","",""
"2020-04-26","","","","","","","","","","","","","","","2","","","","","","","","","","2","","","","","","","","","","","","","","","","","",""
"2020-04-27","","","","","","","25","","","","","","","","2","","","","","","","","","","2","","","","","","14","","","","","","","","","","","6",""
"2020-04-28","","","","","","1","30","","","","","","","","","","","","","","","","","","2","","","","","","21","9","","","","","","","","","","",""
"2020-04-29","","","","","1","","","","","","","","","","","2","","","","","","","","","2","","","","","","29","","","","","","","","","","","",""
"2020-04-30","","","","","1","","33","","","","","","","","2","2","","","","","","","","","3","","","","","","36","11","","","","","","","","","","6",""
"2020-05-01","","","","2","1","","41","","","","6","","","","2","2","1","1","","","","","","","7","","","","","","37","","","","","","","","","","5","11",""
"2020-05-02","","","","","9","","43","","2","","6","","","","","2","3","","","","","","","","13","","","","","","","","","","","","","","","","","11",""
"2020-05-03","","","4","3","","","44","","","","7","","","","","","","","","","","","","","13","","","","","","48","","","","","","","","","","","15",""
"2020-05-04","","","","","20","","47","","2","","7","","","","","2","5","","","","","","","","16","","","","","3","50","","","","","","","","","","","19",""
"2020-05-05","","","7","3","","","47","","","","","","","","2","2","5","","","","","","","","17","","","","","","53","","","","","","","","","","5","22",""
"2020-05-06","","","11","","28","","47","","","","","","","","3","","","","","","","","","","22","","","","","7","","","","","","","","","","","","23",""
"2020-05-07","","","12","4","28","","49","","5","","","","","","","2","5","","","","","","","","24","","","","","","54","","","","","","","","","","","25",""
"2020-05-08","","","","6","28","","56","","","","","","1","","","2","6","","","","","","","","","","","","","","","","","","","","","","","","5","",""
"2020-05-09","","","","","","","58","","5","","7","","1","","3","2","","","","","","","","","26","","","","","10","56","","","","","","1","","","","5","25",""
"2020-05-10","","","15","","31","","58","","","","11","","","","","2","","4","","","","","","","39","","","","","","57","12","","","","","","","","","5","33",""
"2020-05-11","","","15","","30","","63","","5","","","","","","","2","","","","","","","","","39","","","","","10","","12","","","","","","","","","","33",""
"2020-05-12","","","21","6","","","63","","5","","11","","","","3","2","6","4","","","","","","","39","","","","","10","","","","","","","","","","","","34",""
"2020-05-13","","","","7","35","","67","","6","","","","","","4","2","","","","","","","","","39","","","","","15","","","","","","","","","","","5","35",""
"2020-05-14","","","21","","35","","69","","6","","","","","","6","2","","4","","","","","","","41","","","","","15","59","12","","","","","","","","","","36",""
"2020-05-15","","","21","8","48","","73","","6","","","","1","","6","","","","","","","","","","41","","","","","15","61","","","","","","","","","","","",""
"2020-05-16","","","21","8","","","87","","","","","","","","","2","6","","","","","","","","42","","","","","15","","","","","","","","","","","","37",""
"2020-05-17","","","","","","","94","","","","12","","","","6","","6","","","","","","","","46","","","","","15","","","","","","","2","","","","5","37",""
"2020-05-18","","","33","8","48","","94","","6","","13","","","","7","2","","4","","","","","","","48","1","","","","17","61","13","","","","","4","","","","5","37",""
"2020-05-19","","","33","8","50","","95","","13","","","","1","","","2","","4","","","","","","","50","","","","","17","","","","","","","","","","","6","37",""
"2020-05-20","","","","","","","96","","13","","","","","","7","9","8","","","","","","","","50","","","","","20","","","","","","","4","","","","6","",""
"2020-05-21","","","39","8","50","","96","","","","13","","","","10","14","8","4","","","","","","","","","","","","21","61","","","","","","4","","","","6","37",""
"2020-05-22","","","41","","51","1","102","","13","","13","","1","","11","21","8","","","","","","","","55","","","","","21","","","","","","","4","","","","6","41",""
"2020-05-23","","","","8","51","","102","","13","","13","","","","11","28","9","4","","","","","","","57","","","","","22","","","","","","","","","","","6","",""
"2020-05-24","","","44","","","","102","","13","","13","","5","","11","46","9","","","","","1","","","57","1","","","","22","","","","","","","4","","","","26","41",""
"2020-05-25","","","47","8","60","1","121","","13","","","","","","11","50","9","","","","","2","","","67","","","","","23","","","","","","","4","","","","27","44",""
"2020-05-26","","","56","8","83","","121","","13","","14","","5","","11","64","","6","","","","","","","68","","","","","24","","14","","","","","","","","","34","44",""
"2020-05-27","","","","9","83","1","123","","16","","14","1","","","11","66","10","","","","","3","","","70","","","","","24","","","","","","4","4","","","","34","44",""
"2020-05-28","","","57","","86","","123","","16","","","1","5","","23","79","","11","","","","3","","","70","","","","","","62","","","","","","","","","","","53","9"
"2020-05-29","","","","9","","1","123","","","","14","2","5","","","84","10","","","","30","","","","80","","","","","29","62","","","","","7","5","","","2","37","53","9"
"2020-05-30","","3","60","","86","1","144","","16","","15","","5","","25","104","10","12","","","30","3","","","123","","5","","","","62","","","2","","7","5","","","3","37","54","9"
"2020-05-31","","","","9","86","4","203","","16","","33","4","9","","34","121","","14","","","","","","","123","","5","2","","57","63","","","2","","24","6","","","60","37","55","9"
"2020-06-01","","","60","11","102","6","215","","30","","34","8","9","","33","121","8","","","","29","0","","","123","","5","3","","57","","18","","37","","20","9","","","59","37","55","27"
"2020-06-02","","","60","22","111","6","215","","30","","34","","","","","121","23","","","","29","3","","","123","","9","","","77","","","","37","","","14","","","59","42","58","27"
"2020-06-03","","","65","27","118","6","234","","","","47","","","","42","134","24","17","","","57","","","","123","","9","","","77","63","","","37","","24","","","","59","43","61","27"
"2020-06-04","","","","30","118","","234","","","","47","13","","","53","141","26","17","","","57","3","","","","","","","","129","64","","","37","","28","14","","","79","","62",""
"2020-06-05","","","65","30","118","6","243","","30","","50","16","12","","53","147","27","26","","","89","3","","","124","","9","","","142","","","","","","","","","","79","43","65","27"
"2020-06-06","","","68","38","118","","248","","63","","69","21","24","","68","149","31","26","","","105","3","","","162","","16","3","","166","","","","37","1","","21","","","100","52","75","68"
"2020-06-07","","","70","38","145","6","270","","86","","86","18","23","","72","150","30","33","","","105","6","","","161","","","","","207","","20","","53","","28","","","","100","58","68","69"
"2020-06-08","","","70","38","","","270","","79","","87","","","","71","","38","33","","","122","11","","","208","","","3","","218","","","","82","1","28","27","","","231","","108","91"
"2020-06-09","","","76","","","","270","","121","","104","","","","81","157","38","","","","150","","","","208","","18","4","","232","67","","","","","31","27","","","","66","131","91"
"2020-06-10","","","77","38","149","","270","","140","","","","","","91","165","44","34","","","150","14","","","274","","26","","","243","","","","","1","","","","","324","76","131","108"
"2020-06-11","","","77","","","6","271","","170","","119","18","","","92","168","45","35","","","160","","","","280","","26","4","","251","67","","","82","1","31","","","","346","76","147","108"
"2020-06-12","","","82","38","211","","271","","192","","121","","39","","109","171","45","36","","","160","21","","","340","","26","","","251","67","","","82","1","43","27","","","471","79","147","237"
"2020-06-13","","","82","44","","","271","","192","","","","38","","113","184","47","39","","","174","21","","","372","","26","","","257","67","","","96","1","","","","","581","79","152","237"
"2020-06-14","","","83","50","217","6","299","","192","","","","","","124","194","49","","","","183","21","","","422","","26","9","","257","","21","","96","1","43","","","","711","87","162","272"
"2020-06-15","","","83","50","239","5","301","","228","","128","","","","130","195","49","","","","189","21","","","454","","","9","","","","","","91","1","54","","","","733","","164","305"
"2020-06-16","","","85","50","248","6","333","","228","","136","18","","","141","205","49","41","","","191","","","","469","","27","9","","278","77","","","137","1","54","30","","","814","87","182","355"
"2020-06-17","","","85","50","","6","342","","228","","136","19","","","141","207","49","","","","191","","","","569","","","11","","284","77","","","137","","69","","","","901","87","196","467"
"2020-06-18","","","85","85","","","356","","240","","141","19","","","147","215","49","39","","","195","","","","601","","29","11","","300","83","22","","137","3","68","","","","937","87","197","466"
"2020-06-19","","","87","85","273","6","364","","243","","141","19","","","193","215","51","","","","195","","","","641","","29","11","","314","83","25","","198","6","68","30","","","941","87","205","477"
"2020-06-20","","","88","93","273","6","366","","255","1","141","19","","","197","220","62","39","","","195","21","","","683","","32","","","317","83","25","","237","6","85","30","","","950","87","210","498"
"2020-06-21","","","94","107","276","","383","","313","","141","19","41","","223","220","74","42","","","201","21","","","692","","32","12","","317","83","","","271","6","85","30","","","956","93","217","513"
"2020-06-22","","","94","107","","6","383","","313","","142","19","41","","240","220","76","42","","","207","24","","","726","1","32","16","","","83","","","","6","","38","","","958","100","220","537"
"2020-06-23","","","","140","276","","407","","355","1","142","","","","242","226","90","42","","","213","25","","","774","1","32","16","","330","83","","","307","","88","38","","","966","106","222","567"
"2020-06-24","","","","140","283","6","448","","367","1","142","23","41","","242","227","97","42","","","213","","","","824","3","36","18","","330","83","","","307","6","88","38","","","975","106","232","567"
"2020-06-25","","","94","189","289","9","478","","385","1","142","23","","","330","227","140","45","","","230","25","","","855","3","36","20","","330","98","","","355","6","93","38","","","1008","116","232","685"
"2020-06-26","","","107","227","290","9","499","","385","1","147","23","41","","362","237","153","45","","","230","25","","","930","3","42","20","","330","99","","","355","17","96","38","","","1025","116","232","685"
"2020-06-27","","","107","287","290","9","506","","445","1","153","27","41","","370","240","157","47","","","236","25","","","954","3","46","21","","334","103","","","396","21","104","38","","","1035","125","","787"
"2020-06-28","","","107","308","294","9","506","","445","","153","27","41","","376","246","164","53","","","236","25","","","1004","3","52","21","","334","135","","","397","","104","38","","","1039","136","286","799"
"2020-06-29","","","111","308","","9","506","","455","","153","35","41","","380","257","175","53","","","238","25","","","1043","3","52","","","334","135","","","397","72","109","38","","","1042","137","290","822"
"2020-06-30","","","111","400","297","9","516","","466","","153","36","43","","381","265","180","53","","","244","25","","","1090","3","53","27","","334","149","","","397","72","109","38","","","1053","137","305","824"
"2020-07-01","","","117","400","297","9","516","","489","1","159","41","43","","398","266","180","60","","","244","","","","1098","3","57","41","","336","162","","","403","76","109","48","","","1055","137","308","838"
"2020-07-02","","","117","462","297","41","546","","489","","160","43","43","","432","272","180","69","","","244","33","","","1121","3","57","41","","348","170","","","404","76","117","48","","","1076","137","322","838"
"2020-07-03","","","117","490","297","41","743","","489","1","162","","43","","483","285","200","81","","","253","35","","","1138","3","62","67","","350","190","","","404","76","117","48","","","1090","145","350","855"
"2020-07-04","","","","510","307","41","938","","501","1","162","49","48","","509","294","209","84","","","253","37","","","1184","","65","68","","350","211","","","422","76","117","59","","","1100","153","374","855"
"2020-07-05","","","131","547","307","","1240","","521","1","167","51","48","","545","301","231","84","","","253","37","","","1236","","72","77","","363","223","","","422","76","117","60","","","1122","153","404","867"
"2020-07-06","","","131","565","","41","1518","","550","4","186","52","48","","620","311","253","128","","","253","37","","","1305","3","82","77","","363","244","","","422","103","125","60","","","1140","159","424","869"
"2020-07-07","","","135","592","307","","1783","","550","24","186","52","52","","646","311","253","137","","","273","58","","","1324","3","89","79","","377","279","","","438","116","137","66","","","1168","164","442","869"
"2020-07-08","","","144","622","336","41","2201","","551","31","189","71","64","","646","324","276","163","","","370","66","","","1346","15","90","86","","377","297","","","442","116","141","67","","","1175","166","444","872"
"2020-07-09","","","144","660","336","41","2807","","551","31","195","71","64","","682","328","293","163","","","386","114","","","1387","15","90","86","","392","311","","","442","143","141","84","","","1203","204","450","872"
"2020-07-10","","","144","737","336","41","3408","","551","49","205","84","70","","728","339","306","163","","","386","114","","","1439","17","90","87","","427","336","","","462","153","169","84","","","1210","214","463","877"
"2020-07-11","","","144","967","356","41","3812","","580","49","205","86","70","","742","344","318","163","","","386","118","","","1455","17","114","99","","459","358","","","465","153","169","84","","","1231","221","480","883"
"2020-07-12","","","172","987","356","41","4018","","601","49","209","88","73","","756","410","382","173","","","420","137","","","1472","61","121","113","","459","401","","","465","153","197","84","","","1259","221","490","894"
"2020-07-13","","","202","1019","356","41","4301","","601","77","209","97","73","","817","431","418","178","","","420","170","","","1501","68","121","113","","501","455","","","475","","197","124","","","1266","248","574","894"
"2020-07-14","","","203","1036","356","41","4964","","601","93","209","97","74","","882","468","449","178","","","437","182","","","1514","68","124","113","","529","471","","","475","153","229","146","","","1346","255","654","894"
"2020-07-15","","","203","1097","356","41","5427","","656","110","244","105","74","","903","483","481","194","","","451","182","","","1515","68","132","136","","548","476","","","483","181","238","171","","","1368","302","654","1038"
"2020-07-16","","","210","1142","371","41","5924","","659","116","257","127","74","","942","494","523","208","","","480","244","","","1520","114","132","174","","575","504","","","535","195","266","194","","","1448","309","719","1083"
"2020-07-17","","","210","1176","371","41","6262","","703","135","257","132","74","","1034","544","592","210","","","494","275","","","1562","114","132","203","","575","524","","","543","195","266","194","","","1529","315","803","1143"
"2020-07-18","","","237","1198","398","41","6512","","703","135","257","134","74","","1057","560","642","220","","","540","288","","","1686","114","132","219","","575","548","","","569","195","266","229","","","1572","339","906","1280"
"2020-07-19","","","258","1283","398","41","6765","","722","174","295","140","108","","1147","571","676","226","","","550","292","","","1766","173","132","247","","605","571","","","612","195","293","229","","","1614","437","1033","1363"
"2020-07-20","","","258","1319","398","41","6928","","799","187","295","158","112","","1147","571","709","226","","","567","292","","","1821","173","184","284","","605","598","","","621","195","293","247","","","1614","477","1091","1436"
"2020-07-21","","","312","1327","420","242","7448","","824","198","295","169","112","","1176","641","709","247","","","582","292","","","1829","182","184","315","","691","647","","","680","195","401","279","","","1728","512","1193","1480"
"2020-07-22","","","312","1366","420","242","8260","","1010","210","387","219","121","","1227","641","844","286","","","609","292","","","1876","210","194","318","","691","666","","","692","195","401","279","","","1762","608","1245","1507"
"2020-07-23","","","312","1402","420","242","9298","","1010","232","436","272","121","","1528","667","920","289","","","633","326","","","1890","210","244","347","","696","704","","","719","195","424","296","","","1827","692","1302","1507"
"2020-07-24","","","312","1455","420","242","10044","","1160","232","514","314","131","","1767","751","972","300","","","699","388","","","1916","236","280","379","","735","722","","","751","195","424","305","","","1915","745","1387","1507"
"2020-07-25","","","471","1535","463","242","10730","","1185","250","543","369","134","","1907","810","1165","328","","","753","452","","","2061","236","350","430","","779","781","","","794","195","424","311","","","1994","800","1581","1528"
"2020-07-26","","","624","1552","636","242","11377","","1217","270","580","374","134","","2054","867","1221","354","","","753","457","","","2193","246","358","459","","804","796","","","816","195","491","311","","","2119","891","1724","1574"
"2020-07-27","","","637","1595","674","242","12161","","1297","288","609","377","146","","2134","927","1276","382","","","811","480","","","2266","253","358","507","","804","869","","","958","195","491","326","","","2170","980","1744","1579"
"2020-07-28","","","724","2124","708","242","12733","","1346","319","761","387","146","","2334","963","1332","438","","","844","501","","","2305","266","358","518","","860","984","","","1089","312","552","383","","","2225","1065","1945","1591"
"2020-07-29","","","745","2224","775","242","13851","","1346","334","856","396","160","","2452","981","1512","448","","","844","503","","","2424","266","358","567","","860","1118","","","1120","312","582","394","","","2308","1171","1984","1619"
"2020-07-30","","","800","2561","825","242","15763","","1390","364","1032","426","160","","2557","1066","1664","467","","","865","521","","","2548","266","448","577","","910","1188","","","1311","312","582","454","","","2369","1221","2014","1642"
"2020-07-31","","","800","2705","912","438","16868","","1463","400","1073","428","186","","2622","1202","1728","490","","","884","553","","","2697","288","490","595","","952","1490","26","","1356","312","575","463","","","2425","1303","2061","1879"
"2020-08-01","","","901","3113","963","527","18551","","1524","415","1097","429","258","","2676","1390","1778","533","","","884","565","","","2827","288","490","666","","979","1564","","","1471","312","706","688","","","2525","1368","2116","1894"
"2020-08-02","","","961","3218","1019","527","20882","","1569","463","1162","440","258","","2721","1479","1845","539","","","1019","599","","","2944","288","549","695","","1005","1665","","","1624","405","732","838","","","2603","1439","2184","1903"
"2020-08-03","","","1025","3236","1048","643","23575","","1659","494","1252","493","258","","2845","1561","1933","578","","","1019","652","","","3313","320","549","713","","1049","2039","","","1765","405","732","858","","","2725","1503","2193","1915"
"2020-08-04","","","1053","3719","1076","699","27849","","1681","517","1283","516","337","","2914","1654","2225","633","","","1063","668","","","3465","320","587","746","","1089","2203","","","1881","664","775","917","","","2886","1503","2271","1928"
"2020-08-05","","","1095","3871","1128","739","30932","","1695","545","1345","535","379","","2996","1745","2504","741","","","1145","707","","","3818","339","737","771","","1179","2315","","","1991","678","816","926","","","2975","1581","2334","1967"
"2020-08-06","","","1128","4294","1172","771","33904","","1792","566","1359","565","451","","3103","1842","2845","893","","","1160","818","","","4048","363","811","844","","1242","2467","","","2053","690","915","939","","","3055","1653","2396","1992"
"2020-08-07","","","1212","4921","1224","791","35035","","1821","593","1408","586","459","","3291","2048","2966","968","","","1171","910","","","4251","376","854","923","","1261","2635","","","2126","756","1050","970","","","3158","1731","2524","2063"
"2020-08-08","","","1588","5101","1602","805","37264","","1839","633","1478","621","480","","3474","2109","3149","1046","","","1171","953","","","4516","397","863","988","","1311","2720","","","2200","788","1129","1027","","","3257","1800","2691","2088"
"2020-08-09","","","1636","5249","2057","907","39101","","1883","780","1508","641","505","","3669","2226","3240","1132","","","1223","1021","","","4724","397","863","1062","","1345","3181","","","2317","788","1156","1050","","","3342","1835","2801","2119"
"2020-08-10","","","1969","5442","2147","1024","41138","","1929","815","1543","661","511","","4202","2332","3515","1232","","","1309","1097","","","4832","428","901","1137","","1345","3439","","","2341","907","1212","1198","","","3459","1875","2902","2134"
"2020-08-11","","","2127","5846","2591","1084","42646","","2056","858","1611","710","531","","4721","2477","3951","1321","","","1445","1136","","","4987","457","927","1219","","1382","4086","","","2390","1092","1665","1254","","","3620","1944","3099","2216"
"2020-08-12","","","2339","6226","2739","1099","45006","","2171","925","1701","926","555","","5219","2647","4185","1396","","","1605","1278","","","5321","504","978","1273","","1517","4754","","","2459","1266","1824","1277","","","3845","2018","3189","2241"
"2020-08-13","","","2501","6666","2879","1834","47218","","2277","979","1774","1226","637","","5860","2871","4324","1446","","","2177","1469","","","5769","533","1017","1333","","1686","5391","","","2832","1288","1977","1306","","","4135","2061","3338","2288"
"2020-08-14","","","2797","6943","3057","2004","49364","","2353","1046","1842","1235","680","","6102","3153","4523","1657","","","2316","1494","","","6145","577","1038","1546","","1751","5803","","","2951","1307","2051","1579","","","4749","2178","3460","2331"
"2020-08-15","","","2935","7499","3461","2083","51398","","2423","1073","2054","1258","843","","6304","3420","4633","1758","","","2440","1528","","","6364","600","1116","1951","","1787","6062","","","3060","1410","2141","1787","","","4978","2220","3595","2480"
"2020-08-16","","","2979","8203","3871","2103","53754","","2496","1143","2127","1295","843","","6432","3529","4833","1828","","","2749","1626","","","6686","627","1276","2146","","1896","6448","","","3131","1430","2147","1878","","","5237","2330","3780","2518"
"2020-08-17","","","3080","8549","4150","2747","55944","","2505","1194","2290","1413","960","","6641","3741","5013","1932","","","3025","1658","","","6880","628","1477","2363","","1978","6737","","","3273","1462","2211","2090","","","5506","2369","3943","2653"
"2020-08-18","","","3344","9049","4609","2904","59464","","2560","1246","2420","1549","1030","","6814","3783","5364","2138","","","3154","1713","","","7126","653","1644","2486","","2108","7035","","","3416","1481","2256","2249","","","5827","2482","4163","2732"
"2020-08-19","","","3645","9678","4876","2967","62013","","2711","1352","2437","1599","1109","","6929","3849","5715","2305","","","3302","1742","","","7373","667","1758","2617","","2189","7275","","","3575","1601","2826","2291","","","6008","2612","4182","2797"
"2020-08-20","","","3942","10067","4965","3174","63994","","2818","1386","2560","1661","1109","","7116","4230","6045","2456","","","3419","1784","","","7549","716","1890","2760","","2282","7275","","","3865","1683","2839","2368","","","6367","2728","4332","2851"
"2020-08-21","","","4023","10471","5157","3221","66574","","2990","1386","2653","1741","1130","","7180","4388","6261","2635","","","3559","1884","","","7710","823","1975","2993","","2346","","","","4157","1726","2915","2632","","","6732","2855","4518","2882"
"2020-08-22","","","4145","10993","5668","3266","69833","","3134","1457","2670","1792","1284","","7500","4737","6354","2756","","","3804","1931","","","7908","887","2045","3218","","2418","","","","4357","1774","3045","2711","","","6967","2925","4648","2916"
"2020-08-23","","","4285","11297","5802","3286","71301","","3180","1503","2710","1834","1376","","7664","4915","6524","2856","","","3932","1954","","","8123","887","2113","3395","","2557","7275","","","4528","1814","3316","2766","","","7276","2988","4803","3154"
"2020-08-24","","","4415","11739","5952","3376","73335","","3287","1528","2817","1939","1455","","7905","5030","6757","2958","","","4083","2174","","","8348","925","2235","3581","","2643","9515","","","4641","1830","3637","2823","","","7432","3038","4893","3184"
"2020-08-25","","","4492","12743","6133","3474","74873","","3371","1547","2890","2047","1469","","8123","5630","6970","3122","","","4227","2256","","","8537","942","2352","3704","","2780","9984","","","4821","1856","3996","2990","","","7612","3145","5001","3202"
"2020-08-26","","","4587","13259","6303","3518","77503","","3476","1635","2958","2192","1471","","8419","5792","7105","3233","","","4368","2395","","","8707","992","2468","3821","","2990","10629","","","4913","1881","4439","3060","","","7858","3183","5103","3280"
"2020-08-27","","","4706","13719","6539","3554","80865","","3581","1666","3048","2257","1510","","8676","6028","7235","3311","","","4600","2504","","","8912","1046","2488","3918","","3244","11078","","","4992","1975","4710","3186","","","8072","3294","5279","3411"
"2020-08-28","","","4847","14342","7328","3612","83013","","3600","1702","3149","2370","1588","","8969","6236","7800","3379","","","4767","2658","","","8999","1070","2489","4170","","3330","11557","","","5219","2149","4793","3222","","","8259","3382","5431","3438"
"2020-08-29","","","4985","15115","7864","4009","85187","","3687","1729","3248","2592","1616","","9205","6464","8119","3510","","","4985","2757","","","9316","1108","2566","4281","","3553","12103","","","5335","2344","5005","3365","","","8478","3432","5517","3503"
