"date","Chhattisgarh/Balod","Chhattisgarh/Baloda Bazar","Chhattisgarh/Balrampur","Chhattisgarh/Bametara","Chhattisgarh/Bastar","Chhattisgarh/Bijapur","Chhattisgarh/Bilaspur","Chhattisgarh/Buxar","Chhattisgarh/Dakshin Bastar Dantewada","Chhattisgarh/Dhamtari","Chhattisgarh/Durg","Chhattisgarh/Gariaband","Chhattisgarh/Gaurela Pendra Marwahi","Chhattisgarh/Janjgir Champa","Chhattisgarh/Jashpur","Chhattisgarh/Kabeerdham","Chhattisgarh/Kondagaon","Chhattisgarh/Korba","Chhattisgarh/Koriya","Chhattisgarh/Mahasamund","Chhattisgarh/Mungeli","Chhattisgarh/Narayanpur","Chhattisgarh/Other State","Chhattisgarh/Raigarh","Chhattisgarh/Raipur","Chhattisgarh/Rajnandgaon","Chhattisgarh/Sukma","Chhattisgarh/Surajpur","Chhattisgarh/Surguja","Chhattisgarh/Unknown","Chhattisgarh/Uttar Bastar Kanker"
"2020-10-29","4446","5153","2057","2404","6260","3346","11589","","4479","4573","15852","2431","581","10657","1893","3654","3150","8452","2848","4286","2730","1767","247","12742","41070","11724","3195","3293","4370","","4331"
"2020-10-30","4525","5220","2092","2434","6320","3361","11706","","4518","4606","15914","2456","589","10809","1900","3682","3201","8561","2883","4369","2755","1775","251","13027","41222","11794","3247","3308","4422","","4351"
"2020-10-31","4613","5284","2109","2465","6357","3386","11804","","4544","4668","15974","2515","604","11034","1925","3770","3271","8799","2940","4405","2803","1778","253","13220","41360","11907","3273","3334","4464","","4403"
"2020-11-01","4686","5319","2120","2529","6384","3404","11912","","4597","4720","16020","2554","605","11186","1933","3794","3305","8932","2964","4426","2839","1779","255","13484","41476","11959","3298","3355","4517","","4453"
"2020-11-02","4787","5384","2130","2567","6437","3428","11975","","4633","4767","16092","2587","620","11404","1966","3861","3382","8994","3023","4464","2875","1784","257","13674","41578","12068","3329","3385","4555","","4499"
"2020-11-03","4888","5432","2149","2591","6484","3434","12058","","4684","4811","16232","2620","631","11586","1972","3876","3435","9213","3054","4489","2915","1796","260","13864","41721","12159","3345","3404","4591","","4535"
"2020-11-04","4938","5512","2170","2700","6529","3466","12162","","4752","4904","16484","2657","634","11824","1986","3935","3478","9470","3082","4524","2960","1800","267","14070","41877","12281","3371","3437","4637","","4584"
"2020-11-05","5070","5549","2181","2752","6558","3479","12236","","4781","4931","16644","2689","640","12061","2007","3981","3532","9584","3113","4591","2982","1801","275","14248","42038","12351","3386","3482","4677","","4606"
"2020-11-06","5152","5587","2198","2827","6583","3514","12314","","4823","4952","16753","2731","643","12249","2034","4052","3580","9728","3135","4632","3032","1802","282","14419","42173","12510","3404","3515","4707","","4652"
"2020-11-07","5257","5631","2222","2865","6616","3536","12420","","4856","5005","16806","2769","646","12427","2055","4114","3649","9878","3150","4669","3071","1808","286","14509","42300","12620","3410","3553","4741","","4685"
"2020-11-08","5295","5675","2223","2894","6642","3545","12502","","4893","5049","16846","2842","649","12519","2108","4136","3683","10049","3173","4696","3085","1811","292","14704","42466","12696","3421","3560","4757","","4718"
"2020-11-09","5402","5737","2233","2939","6673","3556","12588","","4923","5080","16969","2900","657","12682","2136","4173","3711","10187","3204","4755","3112","1815","294","14842","42578","12792","3437","3577","4804","","4759"
"2020-11-10","5458","5782","2262","2966","6725","3564","12776","","4947","5132","17064","2941","660","12866","2151","4212","3728","10350","3220","4816","3123","1819","298","15010","42752","12905","3444","3599","4840","","4784"
"2020-11-11","5525","5851","2272","3037","6754","3576","12901","","4964","5202","17161","2979","664","12996","2160","4268","3788","10518","3233","4906","3153","1820","304","15174","42896","13028","3453","3621","4893","","4818"
"2020-11-12","5648","5945","2298","3088","6790","3591","13037","","5008","5268","17243","3032","665","13165","2185","4296","3819","10641","3263","4942","3189","1826","308","15389","43051","13153","3461","3650","4929","","4852"
"2020-11-13","5724","6016","2326","3101","6839","3596","13086","","5039","5327","17316","3052","668","13337","2215","4344","3854","10767","3298","5013","3217","1829","312","15504","43231","13263","3471","3680","4978","","4877"
"2020-11-14","5746","6028","2333","3153","6862","3613","13089","","5050","5349","17362","3057","","13423","2221","4360","3874","10795","3307","5034","3217","1831","314","15572","43323","13319","3477","3715","5005","","4899"
"2020-11-15","5792","6031","2348","","6872","3623","","","5079","5356","17388","3060","","13488","2243","4370","3890","10822","3320","5054","3224","1832","316","15630","43373","13358","3490","3716","5027","","4914"
"2020-11-16","5823","6047","2350","3170","6887","3639","13166","","5104","5365","17452","3066","672","13624","2253","4384","3906","10985","3344","5083","3230","1833","319","15756","43452","13461","3497","3750","5068","","4950"
"2020-11-17","5886","6103","2359","3207","6904","3660","13268","","5144","5414","17575","3073","678","13820","2273","4414","3927","11156","3367","5114","3262","1836","330","15994","43651","13566","3508","3773","5118","","4977"
"2020-11-18","6005","6197","2391","3227","6936","3675","13397","","5182","5478","17707","3089","687","14029","2306","4475","3962","11356","3391","5182","3288","1842","337","16213","43878","13708","3520","3807","5150","","4990"
"2020-11-19","6094","6254","2414","3263","6961","3689","13498","","5219","5567","17843","3118","700","14237","2341","4507","4003","11535","3426","5263","3314","1845","339","16467","44126","13902","3527","3869","5222","","5011"
"2020-11-20","6145","6313","2451","3311","6985","3706","13652","","5242","5626","17938","3148","709","14407","2360","4548","4020","11683","3457","5337","3324","1848","345","16708","44292","14079","3538","3902","5260","","5062"
"2020-11-21","6286","6437","2476","3370","7008","3717","13768","","5289","5672","18066","3197","728","14636","2401","4591","4040","11921","3506","5404","3355","1851","351","16932","44565","14250","3544","3920","5315","","5084"
"2020-11-22","6334","6506","2518","3403","7016","3730","13866","","5308","5732","18157","3221","734","14697","2411","4637","4064","12048","3515","5445","3371","1851","355","17116","44888","14527","3547","3937","5390","","5104"
"2020-11-23","6455","6573","2533","3453","7034","3739","13994","","5323","5811","18276","3268","742","14854","2459","4679","4081","12244","3594","5532","3397","1854","361","17284","45136","14656","3550","3959","5487","","5161"
"2020-11-24","6553","6666","2550","3488","7059","3749","14113","","5352","5869","18406","3294","747","15003","2494","4715","4090","12397","3614","5624","3426","1857","364","17451","45356","14811","3562","3987","5530","","5191"
"2020-11-25","6644","6761","2573","3539","7087","3762","14246","","5370","5919","18540","3333","755","15125","2515","4758","4127","12554","3628","5702","3462","1859","371","17629","45551","14971","3566","4054","5579","","5215"
"2020-11-26","6744","6840","2620","3587","7111","3773","14395","","5406","5972","18709","3346","762","15185","2522","4797","4158","12674","3661","5761","3479","1860","374","17796","45770","15107","3566","4094","5649","","5230"
"2020-11-27","6850","6916","2633","3624","7123","3789","14543","","5446","6022","18851","3368","770","15296","2559","4826","4200","12848","3667","5838","3498","1861","377","17961","45996","15246","3581","4146","5738","","5254"
"2020-11-28","6914","6985","2647","3695","7153","3831","14661","","5475","6072","18968","3401","772","15442","2591","4853","4231","13204","3719","5915","3512","1862","380","18085","46182","15324","3583","4180","5799","","5281"
"2020-11-29","6966","7034","2680","3724","7172","3832","14779","","5485","6105","19058","3433","","15531","2614","4885","4258","13278","3762","5967","3528","1863","382","18186","46335","15411","3585","4222","5837","","5306"
"2020-11-30","7040","7091","2712","3750","7184","3834","14882","","5503","6138","19227","3456","776","15649","2622","4913","4277","13341","3783","6002","3542","1864","384","18290","46521","15484","3588","4269","5867","","5325"
"2020-12-01","7184","7213","2753","3783","7207","3843","14972","","5521","6197","19329","3489","781","15773","2662","4941","4332","13580","3811","6113","3559","1864","385","18383","46766","15608","3606","4293","5903","","5356"
"2020-12-26","7223","7256","2773","3798","7214","3846","15043","","5522","6244","19426","3505","797","15819","2675","4946","4347","13632","3824","6193","3566","1865","","18463","46939","15699","3607","4334","5940","","5371"
"2020-12-27","7251","7273","2781","3804","7216","3847","15114","","5525","6290","19550","3507","799","15856","2684","4958","4352","13677","3836","6239","3571","1867","","18512","47073","15772","3611","4368","5974","","5385"
"2020-12-28","7316","7304","2797","3820","7222","3850","15200","","5537","6338","19662","3532","813","15919","2703","4978","4379","13753","3862","6304","3582","","","18587","47264","15828","3615","4431","6009","","5408"
"2020-12-29","7342","7344","2815","3835","7228","3854","15257","","5548","6414","19799","3534","831","15987","2719","4983","4390","13812","3876","6343","3592","","385","18655","47492","15918","3615","4492","6054","","5418"
"2020-12-30","7371","7405","2852","3851","7235","","15349","","5552","6445","19917","3542","835","16036","2738","4991","4399","13871","3902","6382","3602","","","18730","47667","16001","3618","4531","6104","","5436"
"2020-12-31","7410","7438","2883","3877","7242","3855","15472","","5563","6463","20027","3546","837","16111","2759","5016","4404","13897","3916","6427","3603","1868","387","18779","47808","16118","3627","4578","6147","","5445"
"2021-01-01","7467","7468","2891","3897","7247","3858","15527","","5566","6500","20159","3553","842","16200","2773","5035","4408","13931","3923","6452","3606","1869","390","18833","47964","16213","","4608","6174","","5454"
"2021-01-02","7527","7507","2900","3916","7255","3858","15626","","5575","6574","20255","3564","856","16264","2814","5050","4418","13967","3949","6507","3617","1869","","18901","48163","16270","3632","4642","6245","","5471"
"2021-01-03","7557","7533","2904","3925","7257","","15672","","5577","6595","20345","3584","858","16300","2833","5067","4419","13979","3979","6532","3620","","391","18926","48324","16322","3635","4658","6301","","5476"
"2021-01-04","7608","7583","2924","3958","7263","3859","15761","","5582","6636","20484","3596","862","16375","2865","5092","4425","14034","4031","6575","3638","1870","","18987","48464","16399","3639","4687","6353","","5502"
"2021-01-05","7656","7610","2949","3974","7269","3860","15818","","5585","6680","20587","3606","865","16400","2894","5104","4429","14074","4061","6604","3646","1870","391","19041","48695","16482","3642","4732","6415","","5525"
"2021-01-06","7695","7638","2966","3989","7275","3863","15931","","5594","6723","20717","3611","876","16446","2923","5113","4441","14108","4107","6647","3659","","","19098","48848","16576","3646","4761","6470","","5532"
"2021-01-07","7734","7663","2973","4015","7278","3865","16011","","5601","6751","20834","3623","884","16501","2955","5124","4448","14151","4134","6697","3663","","","19178","49020","16650","3648","4799","6511","","5552"
"2021-01-08","7779","7690","2984","4030","7312","","16095","","5607","6773","20933","3634","885","16557","2973","5135","4459","14211","4162","6728","3677","1873","393","19247","49190","16708","3655","4819","6545","","5565"
"2021-01-09","7808","7717","2989","4041","7320","","16207","","5616","6805","21051","3644","892","16615","3028","5142","4472","14265","4178","6750","3682","1876","393","19310","49370","16788","3657","4844","6587","","5586"
"2021-01-10","7842","7729","2994","4055","7323","3867","16264","","5616","6824","21165","3646","902","16637","3044","5159","4486","14281","4197","6784","3685","1876","","19352","49493","16827","3658","4857","6612","","5591"
"2021-01-11","7887","7766","3013","4065","7327","3868","16357","","5619","6849","21264","3657","906","16672","3088","5170","4494","14315","4205","6821","3694","1877","394","19414","49626","16892","3660","4871","6635","","5606"
"2021-01-12","7916","7793","3019","4076","7333","","16442","","5619","6870","21366","3666","918","16703","3110","5171","4500","14332","4225","6861","3696","1880","396","19461","49747","16938","3662","4900","6663","","5610"
"2021-01-13","7936","7813","3032","4090","7341","3869","16503","","5620","6884","21461","3674","919","16744","3134","5176","4500","14343","4243","6887","3702","","398","19472","49905","16998","3665","4918","6685","","5620"
"2021-01-14","7963","7823","3035","4105","7343","3872","16576","","5627","6907","21542","3677","924","16781","3151","5183","4510","14352","4262","6916","3706","","399","19487","50032","17034","3671","4934","6702","","5625"
"2021-01-15","7984","7839","3047","4117","7355","3874","16622","","5631","6945","21589","3685","926","16801","3158","5188","4512","14364","4281","6946","3710","","","19519","50127","17071","3674","4949","6717","","5630"
"2021-01-16","8004","7858","3049","4131","7356","3875","16667","","5634","6961","21642","3685","933","16833","3171","5194","4520","14395","4288","6972","3715","1881","401","19583","50238","17097","3678","4966","6736","","5643"
"2021-01-17","8022","7890","3059","4141","7357","3877","16687","","5636","6970","21667","3689","934","16840","3175","5198","4521","14403","4299","6999","3716","1882","404","19600","50290","17115","3683","4974","6753","","5648"
"2021-01-18","8038","7918","3062","4150","7363","3880","16716","","5636","6981","21726","3693","935","16864","3184","5201","4524","14423","4314","7019","3722","1883","404","19624","50376","17150","3686","4995","6783","","5650"
"2021-01-19","8054","7923","3067","4153","7368","","16749","","5639","6988","21768","3698","940","16876","3190","5209","4538","14431","4328","7037","3734","1883","","19656","50428","17176","3689","5014","6800","","5663"
"2021-01-20","8068","7936","3070","4158","7375","3882","16797","","5643","7021","21829","3705","941","16915","3205","5211","4551","14458","4342","7063","3741","1883","","19703","50554","17213","3692","5025","6821","","5671"
"2021-01-21","8083","7965","3077","4171","7378","3884","16872","","5649","7039","21881","3711","941","16935","3223","5216","4558","14469","4357","7081","3746","1885","","19754","50648","17240","3692","5053","6843","","5682"
"2021-01-22","8105","8000","3081","4182","7383","3886","16891","","5649","7055","21940","3715","945","16957","3232","5226","4559","14478","4373","7099","3751","1886","","19784","50728","17262","3692","5071","6850","","5693"
"2021-01-23","8116","8011","3082","4187","7384","3886","16915","","5653","7073","21991","3727","946","16966","3244","5226","4561","14484","4381","7129","3755","","","19819","50811","17282","3692","5078","6867","","5698"
"2021-01-24","8125","8018","3084","4193","7384","3888","16942","","5654","7078","22040","3732","946","16976","3257","5235","4565","14488","4387","7156","","1887","","19832","50857","17305","3693","5085","6880","","5706"
"2021-01-25","8127","8037","3091","4205","7389","3888","16991","","5655","7097","22104","3740","946","17028","3262","5242","4572","14496","4395","7172","3761","1888","","19862","50951","17335","3696","5099","6893","","5710"
"2021-01-26","8133","8050","","4207","7392","","17024","","5657","7102","22148","3741","946","17033","3263","5249","4573","14497","4400","7207","","","404","19887","51053","17351","","5103","6903","",""
"2021-01-27","8137","8081","3101","4218","7394","","17059","","5658","7119","22205","3744","948","17043","3276","5252","4575","14509","4409","7232","3764","1888","","19920","51149","17366","3697","5121","6926","","5713"
"2021-01-28","8116","8408","3176","4390","8674","3985","18626","","5794","6751","23701","4155","1264","17962","3325","5403","4646","14724","4480","7727","3859","1914","","21225","48244","17396","3911","5160","6789","","6038"
"2021-01-29","8128","8411","3186","4404","8675","3986","18658","","5795","6766","23747","4164","","17974","3332","5404","4647","14732","4492","7737","3866","","","21252","48352","17408","3911","5175","6792","","6041"
"2021-01-30","8133","8437","","4411","8679","","18675","","5796","6780","23822","4171","1265","17982","3338","5411","4674","14742","4497","7752","3867","1915","","21283","48451","17423","3913","5189","6801","","6047"
"2021-01-31","8136","8444","","","8680","","18706","","5799","6787","23878","4175","1268","17986","3343","5419","4678","14744","4500","7768","3870","","","21298","48520","17429","","5194","6810","","6048"
"2021-02-01","8138","8450","3190","4413","8685","3986","18724","","5801","6809","23928","4181","1269","17991","3352","5420","4680","14760","4507","7783","3872","1915","","21309","48617","17442","","5212","6813","","6053"
"2021-02-02","8144","8466","3191","4415","8687","3987","18739","","5803","6818","23966","4187","1270","18009","3353","5421","4681","14769","4522","7794","3872","","404","21322","48751","17444","","5228","6821","","6055"
"2021-02-03","8150","8481","3193","4416","8690","","18766","","5803","6823","24015","4194","1270","18021","3359","5421","4682","14784","4527","7798","3876","","405","21342","48897","17450","","5233","6829","","6058"
"2021-02-04","8156","8494","3205","4419","8694","3988","18785","","5808","6836","24073","4201","1271","18032","3366","5425","4683","14795","4535","7805","3880","","","21367","49020","17461","","5240","6837","","6062"
"2021-02-05","8161","8500","","4423","8701","","18802","","5810","6847","24120","4208","1271","18036","3372","5425","4684","14808","4538","7819","3880","","406","21390","49155","17469","","5255","6841","","6065"
"2021-02-06","8164","8507","3207","4426","8706","","18838","","5810","6861","24148","4211","","18040","3377","5427","","14831","4539","7825","3881","","","21401","49242","17476","","5260","6845","","6068"
"2021-02-07","8166","8512","3208","4427","8707","","18855","","","6863","24201","4216","1271","18044","3379","5429","","14834","4541","7833","","","","21414","49285","17482","","5265","6853","","6071"
"2021-02-08","8168","8519","3209","4432","8713","","18862","","","6880","24238","4218","","18047","3383","5429","4687","14853","4551","7845","3884","1916","","21432","49355","17491","3913","5282","6863","","6073"
"2021-02-09","8169","8542","","4436","8714","3989","18872","","5811","6888","24267","4219","","18049","3383","5429","4689","14857","4551","7857","3887","1917","","21457","49414","17496","","5287","6870","","6075"
"2021-02-10","8173","8547","3211","4437","8718","","18890","","5811","6893","24303","4226","","18055","3385","5432","","14864","4553","7867","3889","","407","21471","49481","17504","","5294","6879","","6077"
"2021-02-11","8177","8551","3211","4438","8726","3989","18906","","","6898","24331","4238","1272","18057","3394","5434","4689","14872","4564","7873","3894","1917","408","21501","49552","17511","3913","5304","6887","","6082"
"2021-02-12","8179","8557","3212","4445","8732","3989","18918","","5811","6901","24381","4243","","18061","3400","5435","4689","14877","4570","7877","3896","","","21511","49634","17514","","5306","6898","","6083"
"2021-02-13","8187","8571","","4449","8736","3990","18941","","","6902","24414","4244","","18065","3406","5437","4690","14879","4572","7894","","","409","21534","49687","17518","","5316","6909","","6087"
"2021-02-14","8188","8572","","4452","8739","","18952","","","6906","24455","4246","","18066","3407","5439","","14883","4575","7899","","","410","21543","49735","17527","","5322","6921","","6089"
"2021-02-15","8190","8582","3212","4454","8744","","18958","","5812","6908","24524","4249","1272","18069","3424","5440","4691","14893","4576","7907","3896","","","21553","49820","17535","3915","5327","6935","","6098"
"2021-02-16","8192","8592","3216","4458","8748","","18967","","","6917","24587","4252","1272","18070","3425","5441","4691","14900","4578","7915","3898","1918","410","21567","49879","17555","","5336","6948","","6102"
"2021-02-17","8194","8595","3217","4459","8752","3990","18977","","5813","6928","24653","4262","","18072","3433","5443","","14907","4581","7929","3899","1919","","21575","49997","17570","3915","5343","6964","","6102"
"2021-02-18","8197","8601","3218","4459","8756","","18992","","5815","6931","24722","4273","1273","18075","3446","","","14912","4593","7946","3901","","","21592","50060","17585","","5347","6971","","6105"
"2021-02-19","8201","8606","","4460","8763","","19003","","5816","6937","24771","4278","1274","18077","3455","5444","4691","14915","4610","7954","3901","1920","","21606","50147","17596","","5352","6980","","6107"
"2021-02-20","8202","8615","3221","4462","8767","","19016","","","6941","24828","4291","1275","18081","3462","5446","4693","14923","4622","7962","","","","21615","50222","17610","","5355","6991","","6108"
"2021-02-21","8202","8615","3222","4464","8769","","19034","","5818","6948","24860","4294","1278","18084","3463","","4694","14926","4630","7969","3902","","","21624","50260","17615","","5356","6994","","6111"
"2021-02-22","8204","8625","3223","4464","8778","","19056","","5821","6952","24921","4296","1279","18094","3480","5448","4694","14937","4634","7972","3904","","","21637","50320","17632","","5360","7007","","6114"
"2021-02-23","8206","8632","3224","4466","8788","3992","19085","","5822","6957","24971","4302","","18103","3493","5449","","14950","4644","7975","3909","1921","411","21645","50387","17641","","5364","7016","","6120"
"2021-02-24","8208","8636","3224","4468","8790","3993","19100","","","6958","25014","4308","1281","18106","3503","5453","4695","14957","4665","7978","","1922","","21655","50472","17650","","5368","7024","","6123"
"2021-02-25","8211","8636","3224","4470","8793","3994","19116","","5825","6964","25080","4313","1283","18120","3510","5455","","14962","4666","7980","3909","","","21664","50529","17659","","5369","7029","","6124"
"2021-02-26","8212","8637","3226","4472","8796","","19140","","5826","6974","25142","4317","1287","18123","3527","5458","4696","14968","4688","7989","3910","1922","","21669","50588","17671","3916","5375","7046","","6127"
"2021-02-27","8212","8653","3226","4473","8800","","19174","","5831","6975","25194","4321","1287","18128","3532","","4698","14972","4693","7992","3910","1922","","21679","50656","17675","3916","5381","7053","","6131"
"2021-02-28","8213","8653","","4475","8800","","19193","","5833","6976","25220","4322","1288","18128","3540","5458","","14972","4694","7993","3911","","","21692","50715","17676","","5384","7053","","6132"
"2021-03-01","8217","8658","3227","4478","8802","","19227","","5836","6980","25267","4324","","18137","3551","5458","4701","14981","4701","7995","3913","","411","21698","50787","17691","","5388","7058","","6138"
"2021-03-02","","8666","","4483","8803","3995","19241","","5842","6999","25290","4325","1289","18141","3559","5463","","14995","4703","7997","3916","","","21700","50855","17705","","5396","7063","","6140"
"2021-03-03","8218","8673","3228","4485","8810","","19262","","5844","7011","25321","4330","","18144","3577","5465","4702","15005","4706","8003","3917","","411","21712","50943","17719","","5399","7075","","6145"
"2021-03-04","8218","8683","3229","4488","8814","3996","19297","","5846","7018","25351","4333","1290","18151","3590","5467","","15008","4710","8005","3920","","","21723","51010","17735","","5400","7083","","6146"
"2021-03-05","8219","8685","3232","4496","8817","3996","19310","","","7023","25392","4333","1295","18156","3599","5468","","15022","4717","8012","3922","1922","411","21730","51108","17755","","5404","7096","","6152"
"2021-03-06","8222","8697","3236","4504","8824","3997","19326","","5851","7033","25425","4334","1295","18159","3605","5474","4703","15031","4726","8016","3923","1923","","21733","51206","17788","","5410","7105","","6153"
"2021-03-07","","8705","","","8830","","19347","","","7036","25477","4334","1296","18165","3612","5476","","15040","4730","8022","3924","","","21738","51272","17798","","5413","7116","","6154"
"2021-03-08","8225","8718","3242","4505","8836","","19366","","5851","7039","25542","4335","1296","18173","3624","5480","4704","15053","4732","8025","3926","","411","21743","51368","17816","","5432","7133","","6157"
"2021-03-09","8227","8721","","4509","8837","3999","19384","","5854","7046","25611","4339","1297","18175","3631","5480","4706","15060","4745","8026","3926","","412","21751","51529","17830","","5472","7152","","6158"
"2021-03-10","8230","8734","3245","4512","8838","","19415","","5855","7051","25713","4341","1299","18176","3651","","4706","15086","4762","8032","","","412","21752","51664","17843","","5507","7186","","6160"
"2021-03-11","8232","8736","","4513","8845","","19441","","5855","","25797","4342","","18180","3663","5487","","15096","4767","8035","","","","21757","51819","17864","3918","5520","7201","","6163"
"2021-03-12","8235","8747","3252","4520","8850","4000","19468","","5857","7056","25903","4344","1299","18187","3682","5489","4706","15111","4782","8054","3926","","412","21764","51940","17881","","5543","7224","","6166"
"2021-03-13","8236","8761","3253","4525","8858","","19498","","5860","7062","26043","4351","1300","18193","3691","5491","","15121","4792","8058","3931","","413","21767","52146","17911","","5559","7247","","6168"
"2021-03-14","8241","8769","3256","4528","8866","4001","19567","","5861","7066","26178","","","18198","3704","5494","","15134","4800","8062","3932","","","21774","52279","17922","","5579","7264","","6171"
"2021-03-15","8247","8782","3258","4539","8867","","19617","","5862","7082","26332","4353","1301","18219","3711","","4706","15143","4812","8081","3936","1925","414","21787","52482","17955","","5597","7303","","6178"
"2021-03-16","8253","8791","3266","4547","8873","4001","19673","","5863","7112","26565","4359","1303","18229","3724","5496","","15152","4829","8098","3943","1926","415","21811","52788","17982","","5606","7345","","6184"
"2021-03-17","8263","8808","3269","4567","8882","4002","19731","","5865","7129","26808","4367","","18245","3744","5500","4708","15155","4854","8119","3945","1928","416","21829","53075","18028","","5616","7381","","6190"
"2021-03-18","8271","8816","3284","4584","8890","","19808","","5867","7162","27089","4368","1303","18276","3763","5507","4712","15172","4891","8141","3951","1929","","21839","53385","18087","","5646","7441","","6193"
"2021-03-19","8280","8838","3288","4609","8893","4005","19859","","","7185","27409","4372","1316","18278","3797","5514","4715","15200","4901","8160","3958","1931","","21852","53767","18135","","5659","7485","","6201"
"2021-03-20","8294","8858","3290","4638","8906","","19909","","5871","7204","27800","4376","1322","18289","3822","5520","4716","15216","4927","8185","3970","","","21875","54193","18206","","5676","7534","","6214"
"2021-03-21","8302","8874","3291","4652","8914","4009","20002","","","7227","28145","4384","1329","18291","3841","5523","4717","15229","4946","8202","3971","1932","","21891","54514","18234","3919","5680","7557","","6218"
"2021-03-22","8322","8895","3295","4705","8922","4014","20087","","5875","7243","28613","4394","1332","18310","3894","5545","4718","15273","4997","8241","3976","1933","417","21909","54863","18349","3920","5704","7620","","6240"
"2021-03-23","8343","8926","3304","4775","8939","4016","20204","","5877","7285","29304","4408","1336","18329","3930","5563","4721","15313","5024","8271","3978","1934","","21937","55370","18447","3921","5740","7655","","6249"
"2021-03-24","8365","8955","3310","4827","8959","4019","20305","","5880","7327","30097","4427","1340","18348","3965","5571","4725","15330","5052","8347","3983","1937","419","21953","55943","18573","3922","5779","7701","","6263"
"2021-03-25","8425","8979","3317","4943","8984","4022","20419","","5882","7368","31010","4454","1344","18359","4003","5589","4738","15383","5096","8392","3990","1937","","21979","56493","18736","3926","5812","7765","","6277"
"2021-03-26","8480","9024","3318","5040","8996","4028","20532","","5885","7410","31998","4474","1352","18384","4047","5605","4739","15433","5135","8462","3996","1939","421","21996","57182","18914","3930","5845","7842","","6299"
"2021-03-27","8557","9077","3321","5164","9016","","20669","","5894","7444","33126","4485","1367","18408","4098","5636","4763","15485","5184","8554","4005","1943","422","22033","57978","19136","3931","5899","7925","","6320"
"2021-03-28","8599","9113","3323","5233","9041","4032","20779","","5899","7489","33911","4544","1373","18432","4137","5655","4765","15537","5218","8624","4018","1944","424","22051","58349","19361","","5924","7976","","6339"
"2021-03-29","8624","9123","3332","5271","9059","","20874","","5900","7494","34420","4544","1378","","4169","5666","4766","15550","5224","8664","4022","","","22058","58791","19434","","5931","8032","","6355"
