"date","Andhra Pradesh/Anantapur","Andhra Pradesh/Chittoor","Andhra Pradesh/East Godavari","Andhra Pradesh/Foreign Evacuees","Andhra Pradesh/Guntur","Andhra Pradesh/Krishna","Andhra Pradesh/Kurnool","Andhra Pradesh/Other State","Andhra Pradesh/Prakasam","Andhra Pradesh/S.P.S. Nellore","Andhra Pradesh/Srikakulam","Andhra Pradesh/Visakhapatnam","Andhra Pradesh/Vizianagaram","Andhra Pradesh/West Godavari","Andhra Pradesh/Y.S.R. Kadapa"
"2020-08-20","  3.08 %","  3.25 %","  3.08 %","","  1.56 %","  1.50 %","  2.26 %","","  4.69 %","  3.08 %","  4.70 %","  3.64 %","  2.74 %","  3.82 %","  2.31 %"
"2020-08-21","  2.16 %","  4.15 %","  2.89 %","","  1.24 %","  2.00 %","  2.53 %","","  5.63 %","  3.87 %","  3.36 %","  2.63 %","  3.76 %","  4.19 %","  1.79 %"
"2020-08-22","  3.06 %","  4.41 %","  2.83 %","","  2.47 %","  1.72 %","  2.28 %","","  4.63 %","  4.62 %","  3.76 %","  1.87 %","  3.37 %","  3.67 %","  2.76 %"
"2020-08-23","  1.36 %","  3.23 %","  2.62 %","","  1.70 %","  1.03 %","  1.80 %","","  5.89 %","  4.61 %","  1.25 %","  1.54 %","  1.29 %","  2.30 %","  2.23 %"
"2020-08-24","  2.68 %","  1.66 %","  2.93 %","","  1.54 %","  1.11 %","  1.25 %","","  3.55 %","  4.32 %","  2.63 %","  3.06 %","  3.65 %","  1.56 %","  3.11 %"
"2020-08-25","  1.38 %","  3.19 %","  2.67 %","","  2.97 %","  2.30 %","  1.99 %","","  4.11 %","  4.07 %","  2.92 %","  2.75 %","  4.11 %","  2.81 %","  2.46 %"
"2020-08-26","  2.01 %","  2.92 %","  2.94 %","","  1.67 %","  2.08 %","  1.86 %","","  4.40 %","  4.81 %","  3.17 %","  3.66 %","  3.34 %","  3.42 %","  3.36 %"
"2020-08-27","  2.21 %","  2.88 %","  2.03 %","","  2.87 %","  2.16 %","  2.09 %","","  5.47 %","  3.67 %","  4.21 %","  1.81 %","  3.22 %","  2.77 %","  3.77 %"
"2020-08-28","  2.21 %","  2.47 %","  2.16 %","","  2.41 %","  2.77 %","  1.82 %","","  4.44 %","  4.36 %","  3.65 %","  2.69 %","  3.06 %","  2.98 %","  2.15 %"
"2020-08-29","  2.24 %","  2.39 %","  1.96 %","","  1.87 %","  2.35 %","  1.86 %","","  4.23 %","  3.77 %","  2.40 %","  2.89 %","  3.85 %","  2.53 %","  4.17 %"
"2020-08-30","  1.76 %","  2.73 %","  1.91 %","","  1.71 %","  2.43 %","  1.88 %","","  4.11 %","  3.60 %","  3.68 %","  2.46 %","  2.89 %","  2.80 %","  3.85 %"
"2020-08-31","  2.42 %","  2.62 %","  2.38 %","","  1.41 %","   .99 %","  1.56 %","","  2.35 %","  3.67 %","  4.44 %","  1.76 %","  2.72 %","  3.18 %","  1.63 %"
"2020-09-01","  1.11 %","  2.91 %","  2.03 %","","  1.73 %","  1.91 %","  1.82 %","","  3.89 %","  3.45 %","  2.61 %","  2.25 %","  2.71 %","  2.55 %","  3.81 %"
"2020-09-02","  1.95 %","  2.98 %","  1.98 %","","  2.47 %","  2.39 %","  1.53 %","","  3.37 %","  2.97 %","  2.44 %","  1.80 %","  2.67 %","  2.33 %","  2.95 %"
"2020-09-03","  2.01 %","  2.28 %","  1.76 %","","  2.16 %","  1.87 %","  1.33 %","","  3.78 %","  3.00 %","  2.83 %","  1.82 %","  2.68 %","  2.15 %","  3.22 %"
"2020-09-04","  1.73 %","  2.44 %","  2.23 %","","  1.86 %","  2.18 %","  1.50 %","","  4.94 %","  3.77 %","  2.07 %","  1.44 %","  2.66 %","  2.32 %","  2.52 %"
"2020-09-05","  1.25 %","  2.30 %","  2.18 %","","  1.65 %","  1.91 %","   .91 %","","  4.99 %","  2.99 %","  2.26 %","  1.94 %","  2.83 %","  2.71 %","  3.52 %"
"2020-09-06","  1.69 %","  2.23 %","  1.89 %","","  1.78 %","  2.54 %","   .79 %","","  3.72 %","  3.61 %","  3.01 %","  1.42 %","  2.54 %","  2.63 %","  2.96 %"
"2020-09-07","  1.29 %","  2.06 %","  1.96 %","","  1.91 %","  1.04 %","   .65 %","","  1.44 %","  2.55 %","  2.00 %","   .99 %","  2.48 %","  2.21 %","  1.42 %"
"2020-09-08","   .96 %","  2.71 %","  2.09 %","","  1.72 %","  2.08 %","  1.06 %","","  4.94 %","  2.73 %","  1.77 %","  1.03 %","  2.44 %","  2.56 %","  2.51 %"
"2020-09-09","  1.73 %","  1.99 %","  2.01 %","","  1.70 %","  1.84 %","   .98 %","","  4.11 %","  2.42 %","  2.27 %","   .99 %","  2.30 %","  2.52 %","  2.40 %"
"2020-09-10","   .90 %","  2.13 %","  1.99 %","","  1.98 %","  2.81 %","   .97 %","","  4.30 %","  2.05 %","  2.24 %","   .96 %","  2.01 %","  2.47 %","  1.72 %"
"2020-09-11","  1.17 %","  2.24 %","  2.07 %","","  2.13 %","  2.26 %","   .99 %","","  2.68 %","  1.90 %","  1.88 %","   .97 %","  2.27 %","  2.29 %","  2.05 %"
"2020-09-12","  1.41 %","  1.96 %","  1.89 %","","  1.09 %","  2.29 %","  1.00 %","","  3.32 %","  1.70 %","  1.79 %","  1.36 %","  2.18 %","  2.21 %","  2.28 %"
"2020-09-13","  1.07 %","  1.98 %","  1.88 %","","  1.78 %","  1.90 %","   .86 %","","  2.21 %","  1.98 %","  2.33 %","   .96 %","  2.09 %","  2.18 %","  1.64 %"
"2020-09-14","   .98 %","  1.51 %","  1.84 %","","  1.47 %","   .94 %","   .66 %","","  1.22 %","  1.74 %","  1.60 %","  1.12 %","  1.72 %","  2.16 %","   .90 %"
"2020-09-15","   .60 %","  1.14 %","  1.82 %","","  1.39 %","  1.85 %","   .60 %","","  2.65 %","  1.86 %","  2.07 %","  1.29 %","  1.87 %","  1.85 %","  1.81 %"
"2020-09-16","  1.45 %","  1.57 %","  1.78 %","","  1.47 %","  1.81 %","   .81 %","","  2.31 %","  1.25 %","  1.48 %","   .72 %","  1.88 %","  2.00 %","  1.44 %"
"2020-09-17","  1.07 %","  1.76 %","  1.71 %","","  1.16 %","  1.65 %","   .75 %","","  1.82 %","  1.34 %","  1.67 %","   .99 %","  1.78 %","  1.99 %","  1.69 %"
"2020-09-18","   .90 %","  1.72 %","  1.70 %","","  1.07 %","  2.15 %","   .63 %","","  1.81 %","  1.01 %","  1.44 %","   .81 %","  1.62 %","  1.89 %","  1.09 %"
"2020-09-19","   .92 %","  1.38 %","  1.66 %","","   .97 %","  2.02 %","   .60 %","","  1.67 %","  1.49 %","  1.39 %","   .98 %","  1.51 %","  1.92 %","  1.34 %"
"2020-09-20","  1.03 %","  1.47 %","  1.48 %","","  1.19 %","  1.86 %","   .51 %","","  2.13 %","   .94 %","  1.34 %","   .74 %","  1.44 %","  1.77 %","   .68 %"
"2020-09-21","   .96 %","   .66 %","  1.46 %","","  1.08 %","   .55 %","   .35 %","","  2.02 %","   .84 %","   .79 %","   .32 %","  1.26 %","  1.67 %","   .55 %"
"2020-09-22","   .58 %","  1.63 %","  1.33 %","","  1.21 %","  1.42 %","   .50 %","","  1.58 %","  1.16 %","   .96 %","   .87 %","  1.23 %","  1.68 %","  1.48 %"
"2020-09-23","  1.14 %","   .96 %","  1.25 %","","  1.28 %","  1.75 %","   .42 %","","  1.16 %","   .98 %","   .87 %","   .87 %","  1.20 %","  1.61 %","  1.49 %"
"2020-09-24","   .92 %","  1.59 %","  1.22 %","","  1.08 %","  1.39 %","   .59 %","","  2.12 %","   .82 %","  1.25 %","   .89 %","  1.18 %","  1.64 %","  1.33 %"
"2020-09-25","   .83 %","  1.24 %","  1.13 %","","  1.03 %","  1.67 %","   .37 %","","  1.81 %","   .93 %","  1.15 %","   .70 %","  1.15 %","  1.51 %","   .89 %"
"2020-09-26","   .93 %","  1.67 %","  1.10 %","","   .75 %","  1.75 %","   .37 %","","  1.36 %","   .93 %","   .81 %","   .93 %","  1.33 %","  1.47 %","  1.28 %"
"2020-09-27","   .86 %","   .97 %","  1.08 %","","  1.02 %","  1.27 %","   .41 %","","  1.43 %","  1.00 %","  1.32 %","   .65 %","  1.11 %","  1.46 %","  1.11 %"
"2020-09-28","   .55 %","   .55 %","  1.07 %","","  1.01 %","   .37 %","   .20 %","","  1.36 %","   .96 %","   .74 %","   .29 %","  1.06 %","  1.40 %","   .63 %"
"2020-09-29","   .49 %","  1.30 %","  1.04 %","","   .76 %","  1.50 %","   .26 %","","  1.20 %","   .84 %","   .97 %","   .59 %","   .90 %","  1.39 %","   .69 %"
"2020-09-30","  1.02 %","  1.52 %","  1.02 %","","   .92 %","  1.65 %","   .39 %","","   .68 %","   .80 %","   .92 %","   .47 %","   .86 %","   .70 %","   .89 %"
"2020-10-01","   .58 %","  1.44 %","  1.01 %","","  1.09 %","  1.55 %","   .47 %","","  1.62 %","   .90 %","   .76 %","   .55 %","   .78 %","  1.13 %","   .91 %"
"2020-10-02","   .58 %","  1.47 %","   .99 %","","   .82 %","  1.70 %","   .36 %","","  1.36 %","   .92 %","   .56 %","   .59 %","   .71 %","  1.38 %","   .77 %"
"2020-10-03","   .49 %","  1.30 %","   .83 %","","   .88 %","  1.38 %","   .40 %","","  1.25 %","  1.05 %","   .44 %","   .44 %","   .63 %","  1.30 %","  1.10 %"
"2020-10-04","   .70 %","  1.34 %","   .83 %","","  1.00 %","  1.63 %","   .39 %","","  1.16 %","   .77 %","   .48 %","   .44 %","   .62 %","  1.23 %","   .91 %"
"2020-10-05","   .46 %","   .34 %","   .85 %","","   .78 %","   .61 %","   .15 %","","  1.31 %","   .67 %","   .39 %","   .27 %","   .36 %","   .73 %","   .51 %"
"2020-10-06","   .35 %","  1.48 %","   .79 %","","   .77 %","  1.64 %","   .22 %","","  1.12 %","   .83 %","   .35 %","   .59 %","   .45 %","   .99 %","   .95 %"
"2020-10-07","   .72 %","  1.21 %","   .79 %","","   .75 %","  1.55 %","   .25 %","","   .51 %","   .67 %","   .42 %","   .37 %","   .47 %","   .81 %","   .65 %"
"2020-10-08","   .61 %","  1.16 %","   .63 %","","   .85 %","  1.32 %","   .30 %","","  1.13 %","   .56 %","   .50 %","   .38 %","   .51 %","   .85 %","   .70 %"
"2020-10-09","   .47 %","  1.11 %","   .71 %","","   .58 %","  1.01 %","   .37 %","","   .92 %","   .56 %","   .34 %","   .31 %","   .53 %","  1.19 %","   .75 %"
"2020-10-10","   .58 %","  1.02 %","   .67 %","","   .80 %","  1.51 %","   .21 %","","  1.01 %","   .57 %","   .39 %","   .56 %","   .52 %","  1.12 %","  1.07 %"
"2020-10-11","   .51 %","  1.02 %","   .67 %","","   .73 %","  1.47 %","   .30 %","","   .67 %","   .51 %","   .51 %","   .36 %","   .43 %","  1.06 %","   .88 %"
"2020-10-12","   .34 %","   .42 %","   .52 %","","   .63 %","   .27 %","   .23 %","","   .50 %","   .29 %","   .32 %","   .26 %","   .51 %","   .65 %","   .40 %"
"2020-10-13","   .27 %","  1.00 %","   .65 %","","   .65 %","  1.30 %","   .15 %","","   .81 %","   .40 %","   .24 %","   .32 %","   .42 %","  1.00 %","   .66 %"
"2020-10-14","   .47 %","   .57 %","   .57 %","","   .57 %","  1.41 %","   .18 %","","   .26 %","   .38 %","   .37 %","   .31 %","   .40 %","   .68 %","   .68 %"
"2020-10-15","   .38 %","   .68 %","   .51 %","","   .64 %","  1.28 %","   .18 %","","   .54 %","   .31 %","   .28 %","   .37 %","   .25 %","   .89 %","   .58 %"
"2020-10-16","   .38 %","   .71 %","   .56 %","","   .40 %","  1.37 %","   .17 %","","   .64 %","   .38 %","   .26 %","   .39 %","   .23 %","   .81 %","   .43 %"
"2020-10-17","   .31 %","   .65 %","   .52 %","","   .42 %","   .91 %","   .16 %","","   .62 %","   .42 %","   .30 %","   .38 %","   .24 %","   .68 %","   .50 %"
"2020-10-18","   .32 %","   .63 %","   .44 %","","   .80 %","  1.48 %","   .09 %","","   .59 %","   .34 %","   .40 %","   .41 %","   .22 %","   .67 %","   .54 %"
"2020-10-19","   .35 %","   .52 %","   .43 %","","   .53 %","   .34 %","   .11 %","","   .54 %","   .20 %","   .34 %","   .22 %","   .12 %","   .56 %","   .31 %"
"2020-10-20","   .20 %","   .62 %","   .41 %","","   .62 %","  1.15 %","   .08 %","","   .54 %","   .31 %","   .22 %","   .45 %","   .24 %","   .66 %","   .38 %"
"2020-10-21","   .48 %","   .59 %","   .61 %","","   .63 %","  1.43 %","   .11 %","","   .22 %","   .20 %","   .39 %","   .25 %","   .35 %","   .65 %","   .33 %"
"2020-10-22","   .31 %","   .55 %","   .44 %","","   .61 %","  1.04 %","   .11 %","","   .54 %","   .22 %","   .29 %","   .31 %","   .32 %","   .78 %","   .42 %"
"2020-10-23","   .24 %","   .46 %","   .42 %","","   .82 %","  1.28 %","   .12 %","","   .55 %","   .21 %","   .46 %","   .40 %","   .33 %","   .65 %","   .44 %"
"2020-10-24","   .21 %","   .53 %","   .39 %","","   .59 %","   .94 %","   .10 %","","   .46 %","   .17 %","   .26 %","   .45 %","   .27 %","   .67 %","   .40 %"
"2020-10-25","   .17 %","   .61 %","   .22 %","","   .46 %","   .97 %","   .11 %","","   .58 %","   .16 %","   .20 %","   .34 %","   .23 %","   .60 %","   .30 %"
"2020-10-26","   .03 %","   .38 %","   .28 %","","   .45 %","   .20 %","   .11 %","","   .18 %","   .17 %","   .04 %","   .15 %","   .15 %","   .48 %","   .17 %"
"2020-10-27","   .24 %","   .35 %","   .41 %","","   .59 %","  1.10 %","   .09 %","","   .26 %","   .13 %","   .17 %","   .19 %","   .18 %","   .67 %","   .25 %"
"2020-10-28","   .30 %","   .41 %","   .37 %","","   .64 %","  1.21 %","   .05 %","","   .17 %","   .13 %","   .17 %","   .21 %","   .17 %","   .59 %","   .38 %"
"2020-10-29","   .34 %","   .33 %","   .36 %","","   .54 %","   .95 %","   .04 %","","   .35 %","   .16 %","   .21 %","   .21 %","   .18 %","   .59 %","   .37 %"
"2020-10-30","   .23 %","   .38 %","   .35 %","","   .58 %","  1.17 %","   .06 %","","   .25 %","   .13 %","   .18 %","   .27 %","   .18 %","   .58 %","   .29 %"
"2020-10-31","   .26 %","   .45 %","   .32 %","","   .48 %","  1.09 %","   .06 %","","   .23 %","   .14 %","   .15 %","   .20 %","   .18 %","   .55 %","   .33 %"
"2020-11-01","   .19 %","   .54 %","   .25 %","","   .58 %","   .83 %","   .07 %","","   .43 %","   .16 %","   .22 %","   .15 %","   .19 %","   .35 %","   .24 %"
"2020-11-02","   .16 %","   .15 %","   .31 %","","   .26 %","   .17 %","   .04 %","","   .30 %","   .16 %","   .15 %","   .19 %","   .14 %","   .50 %","   .27 %"
"2020-11-03","   .22 %","   .55 %","   .34 %","","   .41 %","  1.06 %","   .06 %","","   .31 %","   .16 %","   .20 %","   .26 %","   .20 %","   .45 %","   .32 %"
"2020-11-04","   .08 %","   .40 %","   .36 %","","   .47 %","   .83 %","   .06 %","","   .12 %","   .16 %","   .26 %","   .22 %","   .22 %","   .43 %","   .24 %"
"2020-11-05","   .34 %","   .36 %","   .35 %","","   .43 %","   .98 %","   .06 %","","   .21 %","   .22 %","   .21 %","   .21 %","   .21 %","   .49 %","   .24 %"
"2020-11-06","   .25 %","   .32 %","   .34 %","","   .47 %","   .73 %","   .04 %","","   .18 %","   .20 %","   .16 %","   .25 %","   .20 %","   .34 %","   .25 %"
"2020-11-07","   .09 %","   .32 %","   .33 %","","   .33 %","   .87 %","   .06 %","","   .14 %","   .25 %","   .23 %","   .24 %","   .20 %","   .41 %","   .25 %"
"2020-11-08","   .17 %","   .41 %","   .16 %","","   .53 %","   .67 %","   .04 %","","   .14 %","   .15 %","   .26 %","   .19 %","   .22 %","   .43 %","   .16 %"
"2020-11-09","   .13 %","   .13 %","   .29 %","","   .17 %","   .18 %","   .06 %","","   .11 %","   .13 %","   .11 %","   .07 %","   .15 %","   .27 %","   .19 %"
"2020-11-10","   .09 %","   .36 %","   .19 %","","   .39 %","   .64 %","   .06 %","","   .18 %","   .13 %","   .07 %","   .17 %","   .16 %","   .32 %","   .13 %"
"2020-11-11","   .15 %","   .24 %","   .29 %","","   .28 %","   .58 %","   .04 %","","   .04 %","   .15 %","   .13 %","   .13 %","   .16 %","   .25 %","   .17 %"
"2020-11-12","   .15 %","   .25 %","   .24 %","","   .30 %","   .53 %","   .06 %","","   .15 %","   .15 %","   .10 %","   .13 %","   .10 %","   .27 %","   .16 %"
"2020-11-13","   .16 %","   .28 %","   .22 %","","   .29 %","   .47 %","   .08 %","","   .08 %","   .15 %","   .13 %","   .14 %","   .10 %","   .21 %","   .08 %"
"2020-11-14","   .12 %","   .22 %","   .21 %","","   .27 %","   .53 %","   .03 %","","   .14 %","   .10 %","   .16 %","   .17 %","   .16 %","   .28 %","   .13 %"
"2020-11-15","   .11 %","   .11 %","   .12 %","","   .29 %","   .36 %","   .05 %","","   .06 %","   .05 %","   .05 %","   .10 %","   .06 %","   .17 %","   .09 %"
"2020-11-16","   .01 %","   .11 %","   .11 %","","   .07 %","   .18 %","   .02 %","","   .06 %","   .02 %","   .06 %","   .04 %","   .03 %","   .24 %","   .12 %"
"2020-11-17","   .09 %","   .17 %","   .18 %","","   .28 %","   .60 %","   .03 %","","   .05 %","   .05 %","   .08 %","   .13 %","   .09 %","   .27 %","   .10 %"
"2020-11-18","   .07 %","   .19 %","   .13 %","","   .25 %","   .45 %","   .04 %","","   .04 %","   .06 %","   .11 %","   .09 %","   .07 %","   .24 %","   .11 %"
"2020-11-19","   .09 %","   .24 %","   .15 %","","   .29 %","   .45 %","   .02 %","","   .07 %","   .07 %","   .06 %","   .08 %","   .04 %","   .25 %","   .11 %"
"2020-11-20","   .06 %","   .21 %","   .17 %","","   .20 %","   .45 %","   .03 %","","   .08 %","   .08 %","   .08 %","   .12 %","   .08 %","   .16 %","   .12 %"
"2020-11-21","   .06 %","   .18 %","   .14 %","","   .17 %","   .43 %","   .04 %","","   .11 %","   .10 %","   .10 %","   .12 %","   .10 %","   .13 %","   .13 %"
"2020-11-22","   .13 %","   .34 %","   .25 %","","   .40 %","   .80 %","   .07 %","","   .21 %","   .14 %","   .25 %","   .25 %","   .16 %","   .29 %","   .24 %"
"2020-11-23","   .03 %","   .04 %","   .09 %","","   .16 %","   .10 %","   .02 %","","   .04 %","   .05 %","   .04 %","   .04 %","   .04 %","   .08 %","   .06 %"
"2020-11-24","   .02 %","   .17 %","   .10 %","","   .17 %","   .50 %","   .05 %","","   .07 %","   .08 %","   .06 %","   .15 %","   .09 %","   .15 %","   .11 %"
"2020-11-25","   .05 %","   .09 %","   .10 %","","   .12 %","   .32 %","   .05 %","","   .02 %","   .08 %","   .05 %","   .10 %","   .04 %","   .15 %","   .07 %"
"2020-11-26","   .08 %","   .12 %","   .10 %","","   .24 %","   .36 %","   .03 %","","   .07 %","   .07 %","   .05 %","   .14 %","   .07 %","   .14 %","   .10 %"
"2020-11-27","   .06 %","   .09 %","   .05 %","","   .15 %","   .23 %","   .03 %","","   .02 %","   .05 %","   .05 %","   .13 %","   .08 %","   .13 %","   .06 %"
"2020-11-28","   .03 %","   .07 %","   .04 %","","   .09 %","   .23 %","   .04 %","","   .04 %","   .04 %","   .04 %","   .15 %","   .07 %","   .10 %","   .03 %"
"2020-11-29","   .02 %","   .08 %","   .03 %","","   .14 %","   .19 %","   .02 %","","   .03 %","   .06 %","   .03 %","   .06 %","   .09 %","   .12 %","   .09 %"
"2020-11-30","   .03 %","   .04 %","   .04 %","","   .05 %","   .15 %","   .02 %","","   .01 %","   .03 %","   .02 %","   .02 %","   .05 %","   .08 %","   .05 %"
"2020-12-01","   .03 %","   .11 %","   .06 %","","   .12 %","   .32 %","   .02 %","","   .05 %","   .06 %","   .01 %","   .12 %","   .02 %","   .08 %","   .06 %"
"2020-12-26","   .01 %","   .05 %","   .04 %","","   .08 %","   .08 %","   .00 %","","   .00 %","   .03 %","   .01 %","   .03 %","   .01 %","   .03 %","   .03 %"
"2020-12-27","   .05 %","   .13 %","   .02 %","","   .05 %","   .15 %","   .02 %","","   .01 %","   .02 %","   .02 %","   .05 %","   .00 %","   .00 %","   .03 %"
"2020-12-28","   .02 %","   .05 %","   .02 %","","   .07 %","   .07 %","   .01 %","","   .01 %","   .01 %","   .01 %","   .02 %","   .00 %","   .01 %","   .02 %"
"2020-12-29","   .02 %","   .06 %","   .02 %","","   .08 %","   .15 %","   .01 %","","   .01 %","   .01 %","   .01 %","   .07 %","   .00 %","   .02 %","   .04 %"
"2020-12-30","   .05 %","   .12 %","   .04 %","","   .14 %","   .31 %","   .02 %","","   .02 %","   .02 %","   .04 %","   .11 %","   .01 %","   .07 %","   .09 %"
"2020-12-31","   .02 %","   .08 %","   .03 %","","   .05 %","   .10 %","   .01 %","","   .02 %","   .03 %","   .03 %","   .06 %","   .02 %","   .02 %","   .04 %"
"2021-01-01","   .04 %","   .05 %","   .04 %","","   .06 %","   .11 %","   .02 %","","   .01 %","   .02 %","   .02 %","   .07 %","   .02 %","   .02 %","   .03 %"
"2021-01-02","   .02 %","   .07 %","   .01 %","","   .04 %","   .07 %","   .02 %","","   .01 %","   .01 %","   .01 %","   .04 %","   .01 %","   .02 %","   .03 %"
"2021-01-03","   .03 %","   .07 %","   .01 %","","   .04 %","   .09 %","   .01 %","","   .01 %","   .01 %","   .01 %","   .03 %","   .01 %","   .03 %","   .01 %"
"2021-01-04","   .01 %","   .02 %","   .02 %","","   .02 %","   .03 %","   .02 %","","   .00 %","   .01 %","   .01 %","   .02 %","   .00 %","   .00 %","   .02 %"
"2021-01-05","   .02 %","   .10 %","   .02 %","","   .08 %","   .14 %","   .01 %","","   .01 %","   .03 %","   .02 %","   .07 %","   .02 %","   .03 %","   .04 %"
"2021-01-06","   .02 %","   .05 %","   .03 %","","   .06 %","   .06 %","   .01 %","","   .00 %","   .03 %","   .02 %","   .07 %","   .02 %","   .04 %","   .02 %"
"2021-01-07","   .04 %","   .05 %","   .03 %","","   .05 %","   .10 %","   .02 %","","   .02 %","   .04 %","   .02 %","   .04 %","   .01 %","   .02 %","   .02 %"
"2021-01-08","   .03 %","   .05 %","   .02 %","","   .05 %","   .10 %","   .04 %","","   .02 %","   .04 %","   .03 %","   .04 %","   .01 %","   .03 %","   .03 %"
"2021-01-09","   .02 %","   .03 %","   .02 %","","   .05 %","   .08 %","   .02 %","","   .00 %","   .02 %","   .00 %","   .04 %","   .00 %","   .02 %","   .01 %"
"2021-01-10","   .02 %","   .03 %","   .01 %","","   .07 %","   .08 %","   .04 %","","   .01 %","   .01 %","   .02 %","   .03 %","   .02 %","   .01 %","   .01 %"
"2021-01-11","   .01 %","   .03 %","   .02 %","","   .02 %","   .02 %","   .01 %","","   .01 %","   .01 %","   .00 %","   .02 %","   .00 %","   .01 %","   .01 %"
"2021-01-12","   .01 %","   .04 %","   .02 %","","   .04 %","   .11 %","   .00 %","","   .01 %","   .01 %","   .02 %","   .03 %","   .01 %","   .01 %","   .03 %"
"2021-01-13","   .03 %","   .02 %","   .02 %","","   .06 %","   .06 %","   .01 %","","   .00 %","   .00 %","   .02 %","   .04 %","   .02 %","   .01 %","   .02 %"
"2021-01-14","   .01 %","   .06 %","   .01 %","","   .04 %","   .03 %","   .02 %","","   .01 %","   .01 %","   .00 %","   .02 %","   .02 %","   .01 %","   .01 %"
"2021-01-15","   .00 %","   .01 %","   .01 %","","   .02 %","   .03 %","   .00 %","","   .00 %","   .00 %","   .01 %","   .02 %","   .01 %","   .01 %","   .02 %"
"2021-01-16","   .00 %","   .03 %","   .01 %","","   .01 %","   .03 %","   .01 %","","   .00 %","   .02 %","   .01 %","   .04 %","   .01 %","   .00 %","   .00 %"
"2021-01-17","   .01 %","   .06 %","   .01 %","","   .03 %","   .06 %","   .01 %","","   .01 %","   .00 %","   .03 %","   .01 %","   .01 %","   .01 %","   .00 %"
"2021-01-18","   .00 %","   .02 %","   .00 %","","   .02 %","   .01 %","   .01 %","","   .01 %","   .00 %","   .01 %","   .01 %","   .00 %","   .00 %","   .03 %"
"2021-01-19","   .01 %","   .05 %","   .01 %","","   .03 %","   .07 %","   .02 %","","   .01 %","   .00 %","   .01 %","   .03 %","   .00 %","   .01 %","   .02 %"
"2021-01-20","   .01 %","   .05 %","   .01 %","","   .03 %","   .04 %","   .01 %","","   .01 %","   .01 %","   .01 %","   .05 %","   .02 %","   .00 %","   .02 %"
"2021-01-21","   .01 %","   .02 %","   .01 %","","   .02 %","   .07 %","   .01 %","","   .01 %","   .01 %","   .01 %","   .01 %","   .01 %","   .01 %","   .01 %"
"2021-01-22","   .02 %","   .01 %","   .01 %","","   .02 %","   .04 %","   .01 %","","   .01 %","   .01 %","   .01 %","   .03 %","   .01 %","   .01 %","   .01 %"
"2021-01-23","   .02 %","   .01 %","   .03 %","","   .02 %","   .05 %","   .01 %","","   .00 %","   .00 %","   .01 %","   .03 %","   .00 %","   .03 %","   .01 %"
"2021-01-24","   .01 %","   .02 %","   .01 %","","   .02 %","   .04 %","   .01 %","","   .01 %","   .01 %","   .02 %","   .04 %","   .00 %","   .03 %","   .01 %"
"2021-01-25","   .00 %","   .01 %","   .01 %","","   .01 %","   .02 %","   .00 %","","   .01 %","   .00 %","   .01 %","   .01 %","   .00 %","   .00 %","   .00 %"
"2021-01-26","   .01 %","   .01 %","   .02 %","","   .03 %","   .08 %","   .00 %","","   .01 %","   .00 %","   .02 %","   .06 %","   .00 %","   .01 %","   .03 %"
"2021-01-27","   .01 %","   .02 %","   .01 %","","   .01 %","   .04 %","   .01 %","","   .00 %","   .01 %","   .00 %","   .02 %","   .00 %","   .02 %","   .01 %"
"2021-01-28","   .01 %","   .02 %","   .00 %","","   .02 %","   .06 %","   .01 %","","   .00 %","   .01 %","   .00 %","   .03 %","   .00 %","   .01 %","   .01 %"
"2021-01-29","   .01 %","   .02 %","   .01 %","","   .03 %","   .06 %","   .00 %","","   .00 %","   .01 %","   .01 %","   .03 %","   .00 %","   .01 %","   .00 %"
"2021-01-30","   .00 %","   .01 %","   .01 %","","   .02 %","   .06 %","   .02 %","","   .00 %","   .01 %","   .00 %","   .03 %","   .00 %","   .01 %","   .02 %"
"2021-01-31","   .00 %","   .02 %","   .01 %","","   .02 %","   .05 %","   .01 %","","   .00 %","   .01 %","   .01 %","   .02 %","   .00 %","   .01 %","   .02 %"
"2021-02-01","   .01 %","   .00 %","   .01 %","","   .01 %","   .02 %","   .00 %","","   .00 %","   .01 %","   .00 %","   .02 %","   .00 %","   .00 %","   .01 %"
"2021-02-02","   .00 %","   .02 %","   .00 %","","   .01 %","   .05 %","   .00 %","","","   .00 %","   .00 %","   .05 %","   .00 %","   .01 %","   .01 %"
"2021-02-03","   .01 %","   .01 %","   .01 %","","   .02 %","   .04 %","   .01 %","","   .00 %","   .01 %","   .01 %","   .03 %","   .01 %","   .00 %","   .00 %"
"2021-02-04","   .01 %","   .01 %","   .00 %","","   .02 %","   .04 %","   .00 %","","   .01 %","   .00 %","   .01 %","   .02 %","   .00 %","   .01 %","   .00 %"
"2021-02-05","   .01 %","   .03 %","   .01 %","","   .01 %","   .02 %","   .00 %","","   .00 %","   .01 %","   .01 %","   .02 %","   .00 %","   .01 %","   .01 %"
"2021-02-06","   .01 %","   .02 %","   .01 %","","   .00 %","   .02 %","   .01 %","","   .00 %","   .00 %","   .00 %","   .02 %","   .00 %","   .00 %","   .00 %"
"2021-02-07","   .00 %","   .02 %","   .00 %","","   .02 %","   .03 %","   .00 %","","   .00 %","   .01 %","   .01 %","   .01 %","   .00 %","   .00 %","   .00 %"
