"date","Andhra Pradesh/Anantapur","Andhra Pradesh/Chittoor","Andhra Pradesh/East Godavari","Andhra Pradesh/Foreign Evacuees","Andhra Pradesh/Guntur","Andhra Pradesh/Krishna","Andhra Pradesh/Kurnool","Andhra Pradesh/Other State","Andhra Pradesh/Prakasam","Andhra Pradesh/S.P.S. Nellore","Andhra Pradesh/Srikakulam","Andhra Pradesh/Visakhapatnam","Andhra Pradesh/Vizianagaram","Andhra Pradesh/West Godavari","Andhra Pradesh/Y.S.R. Kadapa"
"2020-05-10","  4.90 %"," 16.67 %","   .00 %","","  1.60 %","   .30 %","  2.35 %","","  3.28 %","  5.26 %","","  1.64 %","","","  1.04 %"
"2020-05-11","  7.48 %","  8.04 %","","","  1.31 %","   .88 %","  1.59 %","","   .00 %","  1.00 %","","  4.84 %","","","   .00 %"
"2020-05-12","   .00 %","  8.26 %","  2.17 %","","","  1.17 %","  1.57 %"," ##.## %","","  8.91 %","   .00 %","","","   .00 %","   .00 %"
"2020-05-13","  2.61 %","  8.40 %","  8.51 %","","  3.10 %","   .87 %","  1.20 %"," 12.31 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %"
"2020-05-14","   .00 %","  6.34 %","","","  1.25 %","   .57 %","   .00 %"," 43.84 %",""," 13.64 %"," 40.00 %","","","  1.47 %","  2.06 %"
"2020-05-15","  3.39 %","  9.27 %","  1.96 %","","   .00 %","  2.56 %","  1.35 %"," 42.86 %",""," 11.20 %","","  3.08 %"," 75.00 %","   .00 %","  2.02 %"
"2020-05-16","   .00 %","  4.85 %","   .00 %","","  2.23 %","  1.94 %","  1.50 %","","   .00 %","  6.47 %","","  5.97 %","","  1.45 %","   .99 %"
"2020-05-17","   .00 %","  2.31 %","   .00 %","","   .97 %","   .00 %","   .49 %","   .00 %","  4.76 %","   .68 %"," ##.## %","  4.23 %","","   .00 %","   .00 %"
"2020-05-18","   .00 %","  8.47 %","  9.62 %","","   .00 %","  4.09 %","   .65 %","   .00 %","","  4.70 %","","  1.35 %"," 14.29 %","  2.86 %","  1.96 %"
"2020-05-19","","   .00 %","","","","","   .00 %","","","","","","","",""
"2020-05-20"," 11.48 %","  8.33 %","  3.51 %","","  2.16 %","  3.66 %","  3.74 %","  2.00 %","  1.52 %"," 16.03 %"," 14.29 %","  6.67 %"," ##.## %","  4.17 %","  2.88 %"
"2020-05-21","","","","","","","","","","   .00 %","","","","",""
"2020-05-23","","","","","","   .00 %","","   .00 %","","","","","","",""
"2020-05-25","","","","   .00 %","","","","   .00 %","","","","","","",""
"2020-05-26","","",""," 79.03 %","","","","   .00 %","","","","","","",""
"2020-05-27"," 51.47 %"," 12.50 %"," ##.## %","","  6.10 %"," 12.37 %","  5.49 %"," 43.14 %","  7.46 %"," 27.07 %"," 31.25 %"," 15.00 %"," 37.50 %"," 10.67 %","   .93 %"
"2020-05-28","  1.46 %","  1.71 %","  4.76 %","","  2.88 %","   .00 %","  2.23 %"," 33.79 %","  4.17 %","   .87 %","   .00 %","  6.52 %","","   .00 %","   .93 %"
"2020-05-29","   .00 %","  3.36 %","  1.30 %","","   .00 %","  2.02 %","  1.02 %"," 17.75 %","","  2.16 %","","   .00 %","","   .00 %","  1.83 %"
"2020-05-30","   .00 %","  2.85 %"," 21.79 %","","  2.80 %","   .44 %","  1.29 %"," 17.68 %","","   .42 %","  9.52 %","   .00 %","","","  1.80 %"
"2020-05-31","  3.35 %","  1.58 %","  8.42 %","","  2.30 %","  3.07 %","  2.70 %","  2.96 %","  5.33 %","   .00 %","","  2.04 %","  9.09 %"," 19.28 %","  2.65 %"
"2020-06-01","  1.85 %","  1.95 %","  8.74 %","   .90 %","  1.43 %","  1.49 %","   .14 %","  6.70 %","  1.27 %","  6.72 %","","  4.00 %","  8.33 %","  8.08 %","  2.59 %"
"2020-06-02","  1.36 %","   .76 %","  8.48 %","","  4.64 %","   .84 %","   .55 %","  7.40 %","","  2.36 %"," 21.74 %","   .00 %","   .00 %"," 14.95 %","   .00 %"
"2020-06-03","  3.59 %","  3.03 %","  2.88 %","  6.25 %","  1.54 %","  1.04 %","  1.65 %"," 19.62 %","  1.25 %","","  3.57 %","  1.92 %","   .00 %","  9.76 %"," 12.61 %"
"2020-06-04","  3.03 %","  3.31 %","   .80 %","   .00 %","  1.52 %","  2.26 %","   .68 %","  7.50 %","  3.70 %","  8.46 %","","  2.83 %"," 15.38 %","  7.41 %"," 10.45 %"
"2020-06-05","  7.14 %","  1.42 %","   .40 %","  3.36 %","   .93 %","  1.61 %","   .00 %"," 13.64 %","  1.19 %","  1.77 %","","   .92 %","  6.67 %","  2.76 %","  1.35 %"
"2020-06-06","  7.45 %","  4.56 %","  7.51 %","  6.50 %","  2.96 %","  4.16 %","  2.28 %","  5.86 %","","  5.57 %","  6.90 %","   .00 %"," 15.62 %"," 22.15 %","   .00 %"
"2020-06-07","  5.11 %","   .34 %","  1.10 %","   .00 %","   .36 %","  4.75 %","  1.31 %","  9.31 %",""," 10.23 %","  3.23 %"," 15.45 %"," 16.22 %","  3.30 %","  9.33 %"
"2020-06-08","  6.25 %","  1.34 %","  2.18 %","   .76 %","  1.43 %","  3.45 %","   .52 %","  3.46 %","  1.18 %","  5.09 %","  3.12 %"," 11.81 %","  4.65 %"," 11.17 %","  5.49 %"
"2020-06-09","   .00 %","","","   .00 %","","   .00 %","","  8.23 %","","","","","","",""
"2020-06-10"," 14.71 %","  7.92 %","  3.91 %"," 42.42 %","  2.47 %","  6.49 %","  7.35 %","  2.87 %"," 10.47 %","   .57 %","  3.03 %"," 16.90 %","  6.67 %"," 19.14 %","  9.25 %"
"2020-06-11","  4.27 %","  1.22 %","  3.08 %","  4.79 %","   .69 %","  4.12 %","  1.92 %","  4.07 %","  2.11 %","  2.27 %","   .00 %","  9.04 %"," 12.50 %","  2.81 %"," 12.70 %"
"2020-06-12"," 10.11 %","  4.23 %","  2.66 %","  1.02 %","  2.57 %","  1.27 %","  2.71 %","  6.59 %","  2.06 %","  3.32 %","","  5.52 %"," 11.11 %","  1.17 %","  1.41 %"
"2020-06-13","  3.72 %","  1.45 %","  3.56 %","  1.51 %","  2.17 %","  3.91 %","  6.08 %","  3.19 %","","  2.41 %"," 14.71 %","  4.71 %","  3.33 %","  5.02 %"," 12.04 %"
"2020-06-14"," 10.77 %","   .86 %"," 10.00 %","   .99 %","  1.80 %","  5.41 %","  5.51 %","  3.65 %","  2.02 %","  3.40 %"," 41.03 %","  7.50 %"," 16.13 %","  5.15 %","  2.07 %"
"2020-06-15","  4.75 %","  1.70 %","  9.94 %","  2.94 %","  3.05 %","  7.99 %","  6.15 %","  4.70 %","  1.98 %","  4.05 %","","  1.86 %","  1.39 %","  5.24 %","  4.05 %"
"2020-06-16","  5.77 %","  1.11 %","  3.10 %"," 12.86 %","  4.52 %","  4.49 %","  5.41 %","  3.80 %","   .00 %","  2.68 %","","  1.37 %","  1.37 %","  3.32 %","  1.95 %"
"2020-06-17"," 13.06 %","  6.89 %","  1.25 %"," 10.97 %","  3.43 %","  3.79 %","  5.40 %","  4.16 %"," 13.59 %","   .47 %","   .00 %","  2.70 %",""," 11.90 %","  2.67 %"
"2020-06-18"," 10.69 %","  4.64 %","  4.46 %","  9.89 %","  2.02 %","  3.41 %","  4.34 %","  7.98 %","  9.40 %","  6.13 %","  7.27 %","  1.75 %","  4.05 %"," 10.92 %","  8.55 %"
"2020-06-19","  7.79 %"," 14.29 %","  5.21 %","  6.57 %","  2.40 %","  9.66 %","  2.58 %","  5.17 %"," 24.22 %","   .44 %","   .00 %","  5.60 %",""," 12.18 %","  7.88 %"
"2020-06-20"," 14.02 %"," 10.99 %","  9.23 %","  5.84 %","  2.34 %","  5.48 %","  1.22 %","  5.83 %"," 10.06 %","  1.33 %","","  6.12 %","  1.30 %"," 15.01 %","  4.76 %"
"2020-06-21","  1.39 %","  9.13 %"," 14.43 %","  1.23 %","  3.50 %","  6.72 %","  3.77 %","  2.26 %","  2.86 %","  2.62 %",""," 15.00 %","  7.69 %"," 10.44 %"," 17.58 %"
"2020-06-22","  8.75 %","  5.16 %"," 11.53 %","  2.12 %","  4.43 %","  1.43 %","  4.64 %","  2.86 %","  3.89 %","  1.28 %","","  1.67 %","  7.14 %","  9.82 %"," 10.82 %"
"2020-06-23","  7.82 %","  4.40 %"," 14.05 %","  4.45 %","  6.23 %","  3.10 %","  3.91 %","  2.53 %","  2.67 %","  1.47 %","  1.69 %","  6.91 %","  1.11 %","  5.13 %","  5.58 %"
"2020-06-24","  9.59 %","  6.48 %","  7.65 %","  3.41 %","  4.58 %","  3.28 %","  5.40 %","  2.28 %","  4.17 %","  1.86 %","   .00 %"," 12.62 %","  3.30 %","  4.41 %","  5.29 %"
"2020-06-25","  5.06 %","  6.39 %","  8.42 %","  1.92 %","  7.52 %","  4.15 %","  4.86 %","  4.15 %","  9.00 %","  5.89 %","  1.67 %"," 10.93 %","  5.32 %","  2.71 %","  4.60 %"
"2020-06-26","  7.31 %","  3.72 %","  1.46 %","   .27 %","  7.72 %","  1.70 %","  3.86 %","  1.97 %"," 12.84 %","  2.88 %","  1.64 %","  4.93 %"," 23.23 %"," 11.60 %"," 26.60 %"
"2020-06-27"," 13.89 %"," 11.59 %"," 13.04 %","  1.34 %","  6.88 %","  4.42 %","  4.27 %","  2.89 %"," 10.57 %","  4.48 %","   .00 %","  7.98 %"," 12.30 %","  5.79 %","  7.90 %"
"2020-06-28","  3.86 %"," 10.14 %","  6.03 %","  2.12 %","  8.16 %","  6.31 %","  6.12 %","  2.75 %"," 15.07 %","  3.21 %","   .00 %","  9.57 %","  5.84 %","  8.83 %"," 16.25 %"
"2020-06-29","  7.00 %","  6.29 %","  7.19 %","  1.56 %","  8.21 %","  3.91 %","  4.81 %","  4.34 %","  8.31 %","  4.15 %","","  2.18 %","   .69 %"," 12.91 %","  8.94 %"
"2020-06-30","  7.09 %"," 11.30 %","  5.12 %","  1.28 %","  4.49 %","  6.07 %","  4.38 %","  2.62 %","  9.14 %","   .83 %","  1.61 %","  5.05 %","  8.90 %","   .71 %","  8.67 %"
"2020-07-01","  7.51 %","  3.32 %","  7.09 %","  1.77 %","  5.71 %","  3.54 %","  4.60 %","  1.95 %","  7.57 %","  5.44 %","   .00 %","  3.88 %","  1.26 %","  1.51 %","  6.38 %"
"2020-07-02","  7.93 %","  4.32 %"," 10.09 %","   .99 %","  7.29 %","  4.94 %","  3.67 %","  1.42 %"," 19.85 %","   .31 %","   .00 %","  1.25 %","  8.07 %","  5.25 %"," 10.10 %"
"2020-07-03","  8.17 %","  4.14 %","  4.21 %","   .49 %","  5.23 %","  1.07 %","  5.47 %","  2.23 %"," 29.14 %","  2.34 %"," 47.62 %","  9.49 %","  5.75 %","  5.36 %","  1.73 %"
"2020-07-04","  6.44 %","  5.66 %","  7.35 %","  1.47 %","  3.73 %","  4.35 %","  5.28 %","  1.52 %","  9.25 %","  4.11 %","   .00 %","  1.44 %","  7.07 %","   .36 %","  6.52 %"
"2020-07-05","  4.14 %","  5.92 %","  7.92 %","   .24 %","  9.40 %","  3.69 %","  4.12 %","  1.68 %","  4.01 %","  6.58 %"," ##.## %"," 13.92 %","  9.14 %","  3.56 %","  4.36 %"
"2020-07-06","  6.50 %","  9.06 %"," 10.64 %","   .72 %"," 10.78 %","  3.16 %","  5.55 %","  2.57 %","  5.43 %","  5.62 %"," 19.05 %"," 14.03 %"," 11.16 %","  9.11 %","  7.71 %"
"2020-07-07","  6.57 %","  4.57 %","  6.30 %","   .24 %"," 11.76 %","  5.56 %","  3.25 %","   .98 %","  3.93 %","  5.06 %"," 46.22 %"," 14.98 %"," 12.55 %","  3.86 %","  2.09 %"
"2020-07-08","  3.51 %"," 16.89 %","  6.61 %","   .48 %","  7.65 %","  3.69 %","  1.91 %","   .40 %","   .26 %","  7.79 %","  9.42 %","  4.03 %"," 14.13 %","  3.56 %","  5.19 %"
"2020-07-09","  3.54 %"," 13.37 %","  2.33 %","   .47 %","  9.36 %","  6.45 %","  2.68 %","  2.34 %"," 12.48 %","  3.56 %"," 57.22 %"," 21.18 %","  8.47 %","  1.24 %","  7.92 %"
"2020-07-10","  7.18 %"," 10.39 %","  8.20 %","   .00 %","  5.11 %","  3.82 %","  5.15 %","  1.38 %"," 12.72 %","  5.65 %"," 14.13 %","  7.23 %"," 25.83 %"," 10.41 %","  5.86 %"
"2020-07-11"," 10.91 %"," 13.58 %","  6.41 %","   .94 %","  2.43 %","  5.66 %","  7.79 %","  1.45 %","  6.46 %","  7.97 %"," 31.58 %","  4.00 %"," 18.14 %","  5.50 %","  2.86 %"
"2020-07-12","  4.08 %","  6.34 %"," 11.29 %","   .23 %","  5.30 %","  8.96 %","  7.48 %","   .75 %"," 12.91 %"," 12.04 %"," 17.06 %","  3.69 %"," 27.88 %","  4.90 %","  5.56 %"
"2020-07-13","  5.35 %","  6.30 %"," 11.85 %","   .70 %","  6.33 %","  4.43 %","  7.31 %","   .54 %","  2.90 %","  8.58 %"," 20.50 %","  6.10 %"," 10.90 %","  8.11 %","  4.70 %"
"2020-07-14","  5.34 %","  8.39 %","  5.41 %","   .00 %","  4.55 %","  4.93 %","  4.63 %","   .33 %","  2.65 %"," 13.17 %"," 17.93 %","  1.92 %"," 18.52 %"," 10.89 %","  5.99 %"
"2020-07-15","  4.44 %","  8.36 %","  7.93 %","   .00 %"," 13.95 %","  3.94 %"," 10.54 %","   .83 %","  4.28 %","  3.17 %"," 12.59 %","  8.27 %","  5.89 %"," 10.22 %","  5.65 %"
"2020-07-16","  4.56 %","  6.15 %"," 14.87 %","   .00 %","  3.63 %","  4.63 %"," 13.96 %","   .37 %","  8.06 %","  8.61 %","  6.97 %","  5.03 %"," 11.46 %","  8.73 %","  6.02 %"
"2020-07-17","  7.45 %","  9.28 %"," 16.65 %","   .46 %","  9.26 %","  1.24 %","  6.54 %","   .33 %","  3.80 %","  7.99 %","  8.75 %","  1.36 %","  9.06 %","  4.49 %","  2.48 %"
"2020-07-18","  5.14 %","  8.88 %"," 22.06 %","   .00 %","  4.94 %","  4.30 %"," 10.72 %","   .00 %"," 18.37 %"," 16.20 %","  9.83 %","  6.76 %"," 11.02 %"," 16.04 %","  6.37 %"
"2020-07-19"," 14.14 %"," 10.46 %"," 11.77 %","","  7.79 %"," 12.60 %","  6.41 %","   .00 %","  8.75 %"," 19.61 %"," 26.30 %"," 14.53 %"," 20.27 %"," 13.35 %","  9.34 %"
"2020-07-20","  6.65 %","  2.50 %"," 17.67 %",""," 12.17 %","  3.64 %","  9.25 %","   .00 %"," 11.86 %","  4.19 %"," 10.16 %","  4.86 %","  3.92 %"," 10.61 %","  5.74 %"
"2020-07-21","  8.35 %"," 11.76 %","  7.25 %","   .00 %"," 10.50 %"," 11.53 %","  7.80 %","   .00 %","  8.20 %","  7.93 %","  4.70 %"," 10.46 %"," 14.13 %"," 16.88 %"," 11.51 %"
"2020-07-22","  5.47 %","  6.48 %"," 11.49 %","   .00 %"," 13.87 %","  3.68 %","  9.52 %","   .00 %","  7.85 %"," 12.19 %","  8.50 %"," 43.19 %","  6.31 %"," 15.58 %","  7.34 %"
"2020-07-23"," 16.21 %","  4.78 %"," 16.09 %",""," 17.13 %","  5.41 %"," 11.59 %",""," 11.14 %"," 14.56 %"," 11.20 %"," 19.67 %"," 15.36 %"," 15.00 %","  6.69 %"
"2020-07-24"," 13.51 %"," 10.61 %"," 10.25 %","","  8.68 %","  8.01 %"," 10.50 %",""," 13.13 %","  8.06 %"," 10.46 %"," 21.58 %"," 15.48 %"," 14.07 %"," 13.83 %"
"2020-07-25","  8.75 %","  4.57 %"," 11.96 %","   .00 %","  7.45 %","  8.41 %","  7.72 %","   .00 %","  8.11 %","  8.03 %","  8.84 %"," 18.50 %"," 21.77 %"," 15.47 %","  7.23 %"
"2020-07-26","  8.17 %","  8.34 %","  8.84 %","","  5.78 %","  6.33 %"," 11.71 %","   .00 %","  7.32 %","  8.18 %","  6.42 %"," 13.08 %","  8.44 %"," 11.37 %","  9.08 %"
"2020-07-27","  5.39 %","  4.93 %","  8.97 %","","  7.44 %","  2.28 %","  5.74 %","   .00 %","  8.93 %","  9.69 %","  2.62 %","  9.66 %","  4.95 %","  4.85 %","  7.06 %"
"2020-07-28","  7.22 %","  5.79 %","  9.30 %","","  8.79 %","  5.13 %","  9.37 %","","  8.67 %","  7.73 %","  8.35 %","  3.79 %","  6.61 %","  8.58 %"," 12.76 %"
"2020-07-29"," 12.48 %","  9.91 %"," 10.43 %","","  9.61 %","  4.32 %","  8.15 %","","  5.76 %"," 11.82 %","  9.75 %"," 10.90 %","  1.49 %","  8.13 %"," 12.78 %"
"2020-07-30","  7.72 %","  5.61 %","  8.12 %","","  7.38 %","  4.33 %","  8.65 %","","  7.16 %"," 12.20 %"," 10.50 %"," 14.29 %","  5.94 %","  9.64 %"," 11.63 %"
"2020-07-31"," 10.42 %","  8.23 %","  6.33 %","   .00 %","  6.58 %","  4.79 %","  7.15 %","   .00 %","  8.53 %"," 13.34 %","  6.52 %"," 10.05 %"," 10.17 %","  8.42 %","  8.93 %"
"2020-08-01","  7.67 %","  9.14 %","  4.30 %","","  6.82 %","  5.22 %","  7.32 %","","  7.78 %","  7.64 %","  6.93 %"," 10.73 %","  2.83 %","  4.01 %","  6.95 %"
"2020-08-02","  4.40 %","  6.90 %","  4.37 %","","  4.08 %","  5.26 %","  5.51 %","","  6.90 %","  5.69 %","  7.00 %"," 10.29 %"," 14.74 %","  4.30 %","  4.70 %"
"2020-08-03","  5.77 %","  1.98 %","  5.01 %","","  3.51 %","  3.17 %","  3.16 %","","  6.11 %","  6.01 %","  6.59 %","  7.98 %"," 13.65 %","  3.29 %","  6.53 %"
"2020-08-04","  7.58 %","  4.26 %","  5.88 %","","  5.57 %","  5.37 %","  5.16 %","","  3.55 %","  6.31 %","  6.70 %","  6.08 %"," 10.48 %","  4.44 %","  8.14 %"
"2020-08-05","  6.70 %","  5.26 %","  6.25 %","","  4.10 %","  5.34 %","  6.61 %","","  5.34 %","  5.73 %","  4.74 %","  5.59 %"," 10.68 %","  4.04 %","  7.18 %"
"2020-08-06","  5.54 %","  5.57 %","  5.15 %","","  4.68 %","  4.18 %","  5.82 %","","  5.31 %","  7.95 %","  7.62 %","  4.91 %","  8.34 %","  5.32 %","  5.55 %"
"2020-08-07","  5.20 %","  6.85 %","  4.60 %","","  4.21 %","  4.64 %","  5.70 %","","  4.64 %","  8.79 %","  4.66 %","  5.11 %","  7.10 %","  3.47 %","  5.19 %"
"2020-08-08","  4.38 %","  6.30 %","  4.54 %","","  2.97 %","  4.13 %","  5.48 %","","  6.74 %","  7.54 %","  4.38 %","  5.69 %","  5.63 %","  4.17 %","  4.34 %"
"2020-08-09","  3.69 %","  5.22 %","  5.12 %","","  4.23 %","  4.46 %","  5.37 %","","  5.31 %","  5.56 %","  4.29 %","  5.19 %","  4.24 %","  6.65 %","  6.52 %"
"2020-08-10","  2.62 %","  2.80 %","  3.90 %","","  2.86 %","  1.42 %","  3.22 %","","  5.27 %","  3.87 %","  3.22 %","  3.18 %","  6.52 %","  3.98 %","  3.27 %"
"2020-08-11","  3.88 %","  4.31 %","  4.17 %","","  3.21 %","  3.28 %","  4.02 %","","  3.82 %","  2.65 %","  4.45 %","  3.36 %","  6.33 %","  3.59 %","  4.17 %"
"2020-08-12","  3.04 %","  6.74 %","  3.88 %","","  3.30 %","  3.11 %","  2.65 %","","  4.87 %","  5.13 %","  4.32 %","  3.83 %","  5.95 %","  4.75 %","  2.52 %"
"2020-08-13","  3.23 %","  4.92 %","  4.22 %","","  2.50 %","  2.97 %","  2.72 %","","  6.96 %","  4.60 %","  3.44 %","  4.31 %","  5.38 %","  4.17 %","  5.29 %"
"2020-08-14","  2.79 %","  4.81 %","  3.09 %","","  2.16 %","  2.95 %","  3.08 %","","  2.87 %","  4.32 %","  4.28 %","  3.93 %","  4.92 %","  3.51 %","  3.40 %"
"2020-08-15","  3.03 %","  4.46 %","  2.94 %","","  2.44 %","  2.53 %","  2.29 %","","  4.54 %","  3.54 %","  4.79 %","  3.82 %","  4.80 %","  2.77 %","  2.41 %"
"2020-08-16","  2.00 %","  4.36 %","  2.22 %","","  2.31 %","  2.18 %","  2.55 %","","  5.46 %","  2.53 %","  5.54 %","  2.11 %","  3.17 %","  3.94 %","  1.73 %"
"2020-08-17","  1.81 %","  1.95 %","  2.26 %","","  2.97 %","  1.09 %","  1.11 %","","  3.01 %","  2.80 %","  3.58 %","  2.09 %","  3.66 %","  3.07 %","  3.11 %"
"2020-08-18","  1.48 %","  4.14 %","  3.39 %","","  3.33 %","  2.25 %","  2.44 %","","  5.93 %","  3.88 %","  2.65 %","  3.66 %","  3.92 %","  3.31 %","  4.36 %"
"2020-08-19","  3.68 %","  3.33 %","  3.28 %","","  2.00 %","  2.20 %","  2.28 %","","  4.52 %","  4.12 %","  3.61 %","  3.18 %","  3.15 %","  3.66 %","  3.72 %"
