"date","Idaho/Ada","Idaho/Adams","Idaho/Bannock","Idaho/Bear Lake","Idaho/Benewah","Idaho/Bingham","Idaho/Blaine","Idaho/Boise","Idaho/Bonner","Idaho/Bonneville","Idaho/Boundary","Idaho/Butte","Idaho/Camas","Idaho/Canyon","Idaho/Caribou","Idaho/Cassia","Idaho/Clark","Idaho/Clearwater","Idaho/Custer","Idaho/Elmore","Idaho/Franklin","Idaho/Fremont","Idaho/Gem","Idaho/Gooding","Idaho/Idaho","Idaho/Jefferson","Idaho/Jerome","Idaho/Kootenai","Idaho/Latah","Idaho/Lemhi","Idaho/Lewis","Idaho/Lincoln","Idaho/Madison","Idaho/Minidoka","Idaho/Nez Perce","Idaho/Oneida","Idaho/Owyhee","Idaho/Payette","Idaho/Power","Idaho/Shoshone","Idaho/Teton","Idaho/Twin Falls","Idaho/Unassigned","Idaho/Valley","Idaho/Washington"
"2020-03-22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0"
"2020-03-23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0"
"2020-03-24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0"
"2020-03-25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0"
"2020-03-26","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0"
"2020-03-27","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0"
"2020-03-28","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","0","0"
"2020-03-29","1","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","0","0"
"2020-03-30","2","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","0","0"
"2020-03-31","3","","0","","","0","2","","0","0","","","0","1","","0","","","0","0","","0","0","","0","0","0","0","","","","0","0","0","2","","0","0","","","0","0","","0",""
"2020-04-01","3","","0","","","0","2","","0","0","","","0","1","","1","","","0","0","","0","0","","0","0","0","0","0","","","0","0","0","2","","0","0","","","0","0","","0",""
"2020-04-02","3","0","0","","","0","2","","0","0","","","0","1","","1","","","0","0","","0","0","0","0","0","0","0","0","","","0","0","0","2","","0","0","","","0","0","0","0",""
"2020-04-03","3","0","0","","","0","2","","0","0","","","0","1","","1","","","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","2","","0","0","","","0","0","","0","0"
"2020-04-04","3","0","0","","","0","2","","0","0","","","0","1","","1","","","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","2","","0","0","","","0","1","","0","0"
"2020-04-05","3","0","0","","","0","2","","0","0","","","0","1","0","1","","","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","2","","0","0","","","0","1","0","0","0"
"2020-04-06","3","0","0","","","0","2","","0","0","","","0","1","0","1","","","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","2","","0","0","","","0","1","0","0","0"
"2020-04-07","3","0","0","","","0","2","","0","0","","","0","3","0","1","","","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","2","","0","1","","","0","1","0","0","0"
"2020-04-08","3","0","0","","","0","4","","0","0","","","0","3","0","1","","","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","2","","0","1","0","","0","1","0","0","0"
"2020-04-09","5","0","0","","","0","5","","0","0","","","0","3","0","1","","","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","2","","0","1","0","","0","1","0","0","0"
"2020-04-10","6","0","0","","","0","5","","0","0","","","0","4","0","1","","","0","0","","0","0","0","0","0","2","0","0","","0","0","0","0","5","","0","0","0","","0","1","0","0","0"
"2020-04-11","6","0","0","","","0","5","","0","0","","","0","5","0","1","","","0","0","","0","0","0","0","0","2","0","0","","0","0","0","0","5","","0","0","0","","0","1","0","0","0"
"2020-04-12","6","0","0","","","0","5","","0","0","","","0","5","0","1","","","0","0","","0","0","0","0","0","2","0","0","","0","0","0","0","5","","0","1","0","","0","2","0","0","0"
"2020-04-13","6","0","0","","","0","5","","0","0","0","","0","5","0","1","","","0","0","","0","0","0","0","0","2","0","0","","0","0","0","0","5","","0","1","0","","0","2","0","0","0"
"2020-04-14","9","0","0","","","0","5","","0","0","0","","0","5","0","1","","","0","0","","0","0","0","0","0","2","0","0","","0","0","0","0","6","","0","1","0","","0","4","0","0","0"
"2020-04-15","9","0","0","","","0","5","","0","0","0","","0","5","0","1","","","0","0","","0","0","0","0","0","2","0","0","","0","0","0","0","9","","0","1","0","","0","7","0","0","0"
"2020-04-16","9","0","0","","","0","5","","0","0","0","","0","5","0","1","","","0","0","","0","0","0","0","0","2","0","0","","0","0","0","0","10","","0","1","0","","0","8","0","0","0"
"2020-04-17","9","0","0","","","0","5","","0","0","0","","0","5","0","1","","","0","0","","0","0","0","0","0","2","0","0","","0","0","0","0","10","","0","1","0","","0","8","0","0","0"
"2020-04-18","9","0","0","","","0","5","","0","0","0","","0","5","0","1","","","0","0","","0","0","0","0","0","2","0","0","","0","0","0","0","11","","0","1","0","","0","9","0","0","0"
"2020-04-19","10","0","0","","","0","5","","0","0","0","","0","5","0","1","","","0","0","","0","0","0","0","0","2","0","0","","0","0","0","0","11","","0","1","0","","0","9","0","0","0"
"2020-04-20","10","0","0","","","0","5","","0","0","0","","0","5","0","1","","","0","0","","0","0","0","0","0","2","0","0","","0","0","0","0","11","","0","1","0","","0","10","0","0","0"
"2020-04-21","12","0","0","","","0","5","","0","0","0","","0","5","0","1","","","0","1","","0","0","0","0","0","2","0","0","","0","0","0","0","11","","0","1","0","","0","10","0","0","0"
"2020-04-22","12","0","0","","","0","5","","0","0","0","","0","6","0","1","","","0","1","","0","0","0","0","0","2","0","0","","0","0","0","0","12","","0","1","0","","0","11","0","0","0"
"2020-04-23","14","0","0","","","0","5","","0","0","0","","0","6","0","1","","","0","1","","0","0","0","0","0","2","0","0","","0","0","0","0","13","","0","1","0","","0","11","0","0","0"
"2020-04-24","14","0","0","","","0","5","","0","0","0","","0","6","0","1","","","0","1","","0","0","0","0","0","2","0","0","","0","0","0","0","13","","0","1","0","","0","11","0","0","0"
"2020-04-25","15","0","0","","","0","5","","0","0","0","","0","6","0","1","","","0","2","","0","0","0","0","0","2","0","0","0","0","0","0","0","13","","0","1","0","","0","11","0","0","0"
"2020-04-26","15","0","0","","","0","5","","0","0","0","","0","6","0","1","","","0","2","","0","0","0","0","0","2","0","0","0","0","0","0","0","13","","0","1","0","","0","11","0","0","0"
"2020-04-27","15","0","0","","","0","5","","0","0","0","","0","6","0","1","","","0","2","","0","0","0","0","0","2","0","0","0","0","0","0","0","13","","0","1","0","","0","11","0","0","0"
"2020-04-28","16","0","0","","","0","5","","0","0","0","","0","6","0","1","","","0","2","","0","0","0","0","0","2","0","0","0","0","0","0","0","16","","0","1","0","","0","11","0","0","0"
"2020-04-29","16","0","0","","","0","5","","0","0","0","","0","6","0","1","","","0","2","","0","0","0","0","0","2","0","0","0","0","0","0","0","16","","0","1","0","","0","11","0","0","0"
"2020-04-30","16","0","0","","","0","5","","0","0","0","","0","6","0","1","","","0","2","","0","0","0","0","0","2","0","0","0","0","0","0","0","16","","0","1","0","","0","11","0","0","0"
"2020-05-01","16","0","0","","","0","5","","0","0","0","","0","7","0","1","","","0","2","","0","0","0","0","0","2","0","0","0","0","0","0","0","18","","0","1","0","","0","11","0","0","0"
"2020-05-02","17","0","0","","","0","5","","0","0","0","","0","7","0","1","","","0","2","","0","0","0","0","0","2","0","0","0","0","0","0","0","18","","0","1","0","","0","11","0","0","0"
"2020-05-03","17","0","0","","","0","5","","0","0","0","","0","7","0","1","","","0","2","","0","0","0","0","0","2","0","0","0","0","0","0","0","18","","0","1","0","","0","11","0","0","0"
