"date","Punjab/Amritsar","Punjab/Barnala","Punjab/Bathinda","Punjab/Faridkot","Punjab/Fatehgarh Sahib","Punjab/Fazilka","Punjab/Ferozepur","Punjab/Gurdaspur","Punjab/Hoshiarpur","Punjab/JAlandhar","Punjab/Jalandhar","Punjab/Kapurthala","Punjab/Ludhiana","Punjab/Mansa","Punjab/Moga","Punjab/Pathankot","Punjab/Patiala","Punjab/Rupnagar","Punjab/S.A.S. Nagar","Punjab/Sangrur","Punjab/Shahid Bhagat Singh Nagar","Punjab/Sri Muktsar Sahib","Punjab/Tarn Taran","Punjab/hoshiarpur"
"2020-07-28","  4.55 %","   .70 %"," 11.82 %","   .77 %","  1.34 %","  9.48 %"," 12.50 %","  5.80 %","   .78 %","","  2.64 %"," 11.90 %","  5.14 %","   .90 %","  6.32 %","   .90 %","  4.66 %"," 12.50 %","  4.07 %","  3.24 %","   .68 %","   .47 %","  5.74 %",""
"2020-07-29","  4.71 %"," 24.31 %","","  3.44 %"," 10.26 %","  3.54 %","   .60 %","  7.46 %","   .19 %","","  2.14 %","  2.98 %","  3.49 %","   .00 %","  4.29 %","  4.45 %","  5.80 %","  4.70 %","  4.04 %","  3.03 %","  1.68 %","  3.76 %","  7.35 %",""
"2020-07-30","  3.69 %","  6.70 %","  4.53 %","  8.49 %","   .00 %","  1.14 %"," 21.79 %","  1.43 %","   .77 %","","  3.17 %","  4.55 %","  5.07 %","   .00 %","  3.16 %","  1.42 %","   .89 %","","  2.25 %","  1.37 %","","  4.52 %","  4.76 %",""
"2020-07-31","  3.56 %"," 16.75 %","   .87 %","  -.68 %","  4.50 %","","   .49 %","  1.61 %","  2.11 %","","  1.08 %","   .79 %","  8.41 %","   .00 %","   .31 %"," 12.04 %","  8.59 %","  3.27 %","  2.94 %","  2.23 %","  2.97 %","  1.73 %","  1.99 %",""
"2020-08-01","  2.58 %"," 11.66 %"," 21.78 %","   .68 %","  6.03 %"," 13.91 %"," 11.71 %"," 17.62 %","  2.63 %","","  7.23 %"," 14.12 %","  5.17 %"," 12.50 %","  4.89 %","  4.75 %","  3.84 %","  4.74 %","  4.04 %","  3.50 %","   .96 %","  1.70 %","  3.90 %",""
"2020-08-02","  2.36 %"," 14.06 %","  6.59 %","  7.14 %","  2.71 %","  2.31 %","  9.17 %","  5.05 %","   .73 %","","  3.91 %"," 10.65 %","  4.35 %"," 14.29 %"," 24.49 %","  1.91 %","  5.60 %","  1.13 %","  5.94 %","  2.29 %","  1.27 %","","   .54 %",""
"2020-08-03","  1.48 %","  7.04 %"," 26.05 %","   .95 %","   .26 %","  4.52 %"," 10.20 %","  5.45 %","  1.64 %","","  4.21 %","  3.42 %","  5.39 %","","  5.15 %","  3.04 %","  1.80 %","","  1.19 %","   .72 %","   .00 %","   .00 %","   .27 %",""
"2020-08-04","  1.97 %","  4.61 %","  2.45 %","   .31 %","  3.42 %","   .93 %","  2.54 %","  1.52 %","  1.79 %","","  1.31 %","  2.10 %","  5.95 %"," 10.42 %","  1.34 %","  3.41 %","   .99 %","  1.87 %","  1.17 %","  3.11 %","","   .42 %","   .27 %",""
"2020-08-05","  2.62 %"," 10.38 %"," -4.10 %","  4.08 %","  3.56 %","  2.75 %","  3.36 %","   .15 %","  1.05 %","","  3.83 %","  2.35 %","  7.65 %","   .00 %","  3.08 %","  3.96 %","  9.49 %","  3.66 %","  2.85 %","  1.64 %","   .31 %","  4.58 %","  6.10 %",""
"2020-08-06","  2.89 %","  9.40 %"," 26.74 %","  6.63 %","  4.18 %","  2.08 %","  5.65 %","  8.07 %","  1.91 %","","  3.65 %","  1.72 %","  4.49 %","  3.77 %","  9.81 %","  2.33 %","  6.41 %","  1.06 %"," 10.66 %","  1.19 %","   .94 %","  5.98 %","  3.50 %",""
"2020-08-07","  2.25 %","  9.64 %","  3.66 %","  5.37 %","  6.37 %","  4.66 %","  1.13 %","  9.82 %","  3.58 %","","  2.19 %","  7.91 %","  6.64 %","  9.09 %","  2.72 %","  7.64 %","  5.40 %"," 11.19 %","  7.13 %","  2.76 %","  3.41 %","  4.89 %","  7.00 %",""
"2020-08-08","  4.67 %","  2.61 %","  9.77 %","  4.83 %","  3.10 %","  2.23 %","  2.72 %","  6.30 %","  1.98 %","","  4.14 %","  8.12 %","  3.56 %","  4.44 %","   .19 %","  5.57 %","  5.84 %","  9.75 %","  7.87 %","  2.61 %","  1.20 %","  5.73 %","  5.42 %",""
"2020-08-09","  3.32 %","  3.01 %","  4.94 %","  -.26 %","  8.17 %","   .00 %","  2.50 %","  4.03 %","  1.78 %","","  1.95 %","  4.36 %","  6.45 %","  3.72 %"," 11.13 %","   .55 %","  7.90 %","  5.16 %","   .96 %","  1.75 %","  6.51 %","  2.37 %","  1.50 %",""
"2020-08-10","  1.35 %","  5.17 %","  2.83 %","  6.41 %","  2.98 %","  3.81 %","   .91 %","  4.21 %","  4.44 %","","  5.07 %","  1.39 %","  4.71 %","  5.64 %","  1.02 %","   .00 %","  7.25 %","  1.36 %","  4.68 %","  4.68 %","  3.89 %","  3.31 %","  2.74 %",""
"2020-08-11","  4.93 %","  1.92 %","  4.35 %","  3.61 %","  1.74 %","   .79 %","  3.02 %","  1.42 %"," 11.70 %","","  1.67 %","  7.09 %","  4.64 %"," 16.50 %","  2.69 %"," 11.57 %","  3.91 %","  1.08 %","  6.29 %","  1.19 %","  4.28 %","  1.60 %","  1.64 %",""
"2020-08-12","  3.38 %"," 13.21 %","  2.41 %","  8.37 %","  3.42 %","  3.39 %","  4.10 %","  4.31 %","  2.86 %","","  3.83 %","  8.33 %","  4.02 %","  1.25 %","  3.11 %","  4.38 %","  2.31 %","  6.38 %","  7.42 %","  1.62 %","  3.33 %","  2.84 %","  1.82 %",""
"2020-08-13","  1.39 %","  2.41 %","  8.47 %","  6.87 %","  7.89 %","  1.26 %","  9.28 %","   .41 %","   .53 %","","  5.01 %","  3.75 %","  3.64 %","  4.94 %","  3.81 %","   .16 %","  4.52 %","  2.50 %","  5.84 %","  1.74 %","  4.22 %","  4.60 %","  1.59 %",""
"2020-08-14","  1.37 %","  3.07 %","  5.93 %","  4.02 %","  4.59 %","   .75 %","  3.60 %","  3.60 %","  1.71 %","","  3.74 %","  7.98 %","  4.75 %","  1.18 %","  3.52 %","  9.61 %","  4.17 %","  2.20 %","  3.32 %","  2.07 %","  5.48 %","  4.99 %","  3.12 %",""
"2020-08-15","  2.70 %"," 10.00 %","  4.20 %","  8.69 %","  1.95 %","  8.89 %","   .50 %","  8.34 %","  6.34 %","","  1.24 %","  4.05 %","  1.90 %","  2.33 %","  2.07 %","  2.69 %","  6.02 %","  3.82 %","  5.16 %","  4.05 %","  2.26 %","  3.07 %","  2.08 %",""
"2020-08-16","  1.17 %","   .80 %","  1.43 %","   .89 %","  1.91 %","  3.40 %"," 11.87 %","  6.42 %","  2.55 %","","  4.97 %","  2.37 %","  4.79 %","  4.17 %","  9.26 %","  4.82 %","  2.52 %","  5.29 %","  5.25 %","  1.95 %","","  1.08 %","  5.75 %",""
"2020-08-17","  1.77 %","  9.81 %"," 13.50 %","  5.63 %","  1.88 %","  4.61 %"," 16.91 %","  3.10 %","   .12 %","","  7.54 %","  2.64 %","  3.20 %","  2.18 %"," 11.92 %","  1.05 %","  3.55 %"," 12.01 %","  3.46 %","  1.71 %","  4.19 %"," 10.19 %","   .18 %",""
"2020-08-18","  1.63 %","  3.46 %","  7.31 %","  7.67 %","  7.99 %","  9.64 %","  3.21 %","  1.50 %","  5.92 %","","  3.06 %","  4.51 %","  6.81 %","  5.34 %","  3.91 %","  2.08 %","  8.90 %","  4.68 %","  5.51 %","  3.37 %","  3.39 %"," 11.92 %","  1.23 %",""
"2020-08-19","  3.17 %","  7.24 %","  4.49 %","  8.36 %","  8.68 %","  7.27 %"," 10.26 %","  3.21 %","  3.47 %","","  4.75 %","  1.23 %","  5.74 %","  8.11 %","  7.40 %","   .13 %","  2.76 %","  6.33 %","  5.68 %","  4.57 %","  2.87 %"," 10.00 %","  1.38 %",""
"2020-08-20","  2.53 %","  7.53 %"," 10.26 %","  5.86 %","  4.32 %","  8.20 %"," 11.05 %","  1.59 %","  1.95 %","","  5.28 %","  2.89 %","  4.97 %","  5.62 %","  9.97 %","  2.80 %","  1.91 %","  5.78 %","  8.04 %","  1.68 %","  2.59 %","  3.95 %","  5.46 %",""
"2020-08-21","  2.80 %","  5.19 %","  5.60 %","  2.97 %","  5.27 %","  2.64 %","  5.61 %","  4.55 %","  1.91 %","","  3.58 %"," 10.65 %","  2.02 %","  6.51 %","  5.01 %","  3.22 %","  4.64 %","  3.31 %","  6.25 %","  7.13 %","  5.24 %","  5.13 %","   .32 %",""
"2020-08-22","  2.89 %","   .69 %","   .18 %","  3.28 %","  3.58 %","  1.61 %","   .21 %","  2.10 %","  3.54 %","","   .92 %","  9.89 %","  4.10 %","  5.28 %","  2.30 %","  5.04 %","  3.91 %","  4.81 %","  6.59 %","  2.58 %","  2.40 %"," 12.30 %","  5.65 %",""
"2020-08-23","  2.15 %","   .00 %","  1.25 %","  4.82 %","  2.42 %","  3.00 %","  2.69 %","  1.47 %","  5.13 %","","  2.12 %","  7.06 %","  2.66 %","  3.69 %","  5.57 %","  4.00 %","  3.99 %","  2.45 %","  1.32 %","  2.73 %","  6.67 %","   .64 %","  2.29 %",""
"2020-08-24","  3.39 %","  3.65 %","  7.46 %","  3.15 %","  4.72 %","  7.67 %","   .83 %"," 10.36 %","  3.73 %","","  3.90 %","  5.34 %","  -.25 %","  5.09 %","  3.74 %","  4.50 %","  3.00 %","  6.57 %","  9.70 %","  2.92 %","  3.89 %","  9.92 %","  1.19 %",""
"2020-08-25","  2.21 %","   .66 %","  4.48 %","  4.58 %","   .54 %","  2.14 %","  2.80 %","  9.78 %","  5.62 %","","  2.22 %","  7.01 %","  1.91 %","  5.57 %","  3.20 %","  3.15 %","  2.78 %","  1.54 %","  5.38 %","  1.62 %","   .81 %","  1.75 %","  2.21 %",""
"2020-08-26","  2.11 %","  3.17 %","  1.10 %","   .11 %","  1.81 %","   .14 %","  1.00 %","  7.83 %","  7.24 %","","  2.68 %","  6.96 %","  5.06 %","  4.36 %","  1.91 %","  4.48 %","  4.57 %","   .55 %","  1.79 %","   .50 %","  3.23 %","  2.00 %","  4.04 %",""
"2020-08-27","  2.09 %","  2.01 %","  6.47 %","  4.93 %","  2.20 %","  2.79 %","  1.38 %"," 11.65 %","  7.65 %","","  3.31 %","  2.92 %","  3.60 %","  5.71 %","   .70 %","  2.44 %","  3.58 %","  4.94 %","  5.80 %","  2.13 %","  3.59 %","  1.40 %","   .55 %",""
"2020-08-28","  2.27 %","  4.26 %","   .58 %"," 12.39 %","  6.87 %","  5.28 %","  5.71 %","  9.04 %","  6.50 %","","  3.67 %","  4.40 %","   .89 %","  7.48 %","  5.03 %","  5.33 %","  1.87 %","  3.40 %","  2.68 %","  1.51 %","  1.36 %","  8.44 %","   .28 %",""
"2020-08-29","  3.09 %","  4.98 %","  1.69 %","   .48 %","  3.55 %","  5.15 %","  7.30 %","   .68 %","  5.54 %","","  1.06 %","  1.93 %","  2.66 %","  5.03 %","  1.62 %","  7.50 %","  2.54 %","  5.94 %","  4.11 %","  2.44 %","  4.02 %","  7.02 %","  3.58 %",""
"2020-08-30","  2.92 %","  3.32 %","  2.85 %","  5.68 %","   .93 %","  8.32 %","  3.26 %","  6.15 %","  2.96 %","","  2.47 %","  6.20 %","  2.55 %","  2.76 %","  3.05 %","  4.62 %","  3.21 %","  3.94 %","  4.29 %","  2.48 %","  1.43 %","  6.67 %","   .80 %",""
"2020-08-31","  3.04 %","  5.51 %"," 10.72 %","  2.95 %","  2.57 %","   .34 %","  2.38 %","  3.24 %","  2.74 %","","  3.29 %","  3.24 %","   .99 %","  8.06 %","  1.83 %","  3.05 %","  2.68 %","  1.84 %","  2.85 %","  1.69 %","  1.69 %","  4.02 %","   .40 %",""
"2020-09-01","  2.75 %","  2.00 %","  2.54 %","  7.91 %","  1.34 %","  2.82 %","   .59 %","   .74 %","  2.48 %","","  5.09 %","  2.59 %","   .61 %","  3.81 %","  3.52 %","  2.73 %","  3.54 %","  3.72 %","  5.67 %","  -.36 %","  2.91 %","  6.44 %","  6.43 %",""
"2020-09-02","  2.41 %","  5.20 %","  6.67 %","  3.38 %","  1.59 %","  6.13 %","  2.58 %","  1.07 %","  1.12 %","","  2.57 %","  1.91 %","  1.92 %","  4.47 %","  1.74 %","  1.82 %","  2.49 %","  3.37 %","  2.85 %","  2.03 %","  2.29 %","  6.56 %","  3.82 %",""
"2020-09-03","  3.93 %","  1.46 %","  1.37 %","  4.36 %","  1.48 %","  5.47 %","  2.67 %","  2.84 %","  3.68 %","","  3.28 %","  4.35 %","  1.34 %","  7.65 %","   .98 %","  3.43 %","  2.11 %","  2.42 %","  3.31 %","  2.43 %","  2.64 %","  4.26 %","  4.16 %",""
"2020-09-04","  2.08 %","  1.68 %","  3.80 %","  5.30 %","  1.03 %","  3.33 %","  2.91 %","  4.26 %","  3.43 %","","  2.93 %","  3.09 %","  1.63 %","  2.84 %","  3.77 %","   .94 %","  2.73 %","   .51 %","  3.30 %","  1.55 %","  1.28 %","  3.27 %","   .80 %",""
"2020-09-05","  2.93 %","  1.26 %","  3.52 %","  2.70 %","  1.19 %","  2.08 %","   .35 %","  4.27 %","  6.98 %","","  3.10 %","  2.86 %","  1.81 %","  6.77 %","   .25 %","  3.07 %","  1.98 %","  1.53 %","  3.38 %","   .64 %","   .63 %","  2.64 %","  3.51 %",""
"2020-09-06","  2.87 %","   .78 %","  5.88 %","  6.08 %","   .84 %","  1.39 %","  1.04 %","  6.75 %","  7.22 %","","  3.43 %","  4.88 %","  1.38 %","  3.62 %","  1.62 %"," 14.20 %","  2.13 %","   .70 %","  3.45 %","  1.69 %","  2.39 %","  3.43 %","  1.86 %",""
"2020-09-07","  4.40 %","  1.93 %","  3.51 %","  3.84 %","  2.74 %","  5.49 %","  2.25 %","  6.15 %","  4.29 %","","  2.67 %","  4.79 %","  2.85 %","  4.74 %","  1.60 %","  5.82 %","   .22 %"," 11.49 %","  3.81 %","  1.86 %","  2.83 %"," 10.44 %","  2.25 %",""
"2020-09-08","  4.74 %","  2.27 %","  5.37 %","  5.20 %","  1.78 %","  3.12 %","  1.10 %","  4.03 %","  4.97 %","","  3.28 %","  1.48 %","  2.55 %","  2.98 %","  1.69 %","   .86 %","  2.85 %","  1.43 %","  2.65 %","  1.30 %","  2.99 %","  1.73 %","  4.09 %",""
"2020-09-09","  5.96 %","  1.11 %","  3.94 %","  3.22 %","  1.75 %","  4.37 %","  2.32 %","  5.32 %","  4.28 %","","  2.52 %","  2.74 %","  1.92 %","  3.59 %","  2.20 %","  1.08 %","  2.14 %","   .71 %","  6.48 %","  2.29 %","  2.79 %","  3.91 %","  3.53 %",""
"2020-09-10","  5.61 %","  2.05 %","  5.89 %","  2.48 %","  2.50 %","  2.90 %","  2.91 %","  5.11 %"," 10.05 %","","  2.56 %","  5.39 %","   .75 %","   .56 %","  1.51 %"," 10.68 %","  1.90 %","  3.77 %","  5.86 %","  2.08 %","  1.81 %","  5.32 %","  7.40 %",""
"2020-09-11","  3.19 %","  2.01 %","  3.17 %","  2.87 %","  2.06 %","  3.92 %","  3.64 %","  5.31 %","  6.55 %","","  3.77 %","  9.33 %","  1.15 %","  7.11 %","  2.24 %","  2.84 %","  4.10 %","  2.62 %","  4.78 %","  2.58 %","  1.89 %","  4.11 %","  1.54 %",""
"2020-09-12","  4.27 %","   .84 %","  3.66 %","  3.50 %","  1.79 %","  4.82 %","  2.04 %","  3.11 %","  4.10 %","","  3.44 %","  2.00 %","  2.05 %","  4.15 %","  2.19 %","  4.94 %","  3.33 %","  3.46 %","  5.70 %","   .79 %","  4.25 %","  4.66 %","  3.30 %",""
"2020-09-13","  2.99 %","  2.23 %","  2.70 %","  3.76 %","  3.82 %","  4.17 %","  3.02 %","  6.91 %","  2.65 %","","  2.71 %","  3.27 %","  1.79 %","  4.78 %","  2.14 %","  2.35 %","  3.93 %","  3.58 %","  7.05 %","  2.90 %","  3.45 %","  4.08 %","  2.16 %",""
"2020-09-14","  4.39 %","   .95 %","  2.31 %","  1.58 %","  3.18 %","  1.86 %","  1.16 %","  -.48 %","  3.10 %","","  2.70 %","  2.78 %","  2.27 %","  3.04 %","  1.18 %","  4.78 %","  4.56 %","  7.69 %","  6.21 %","  2.21 %","","  3.86 %","  1.69 %",""
"2020-09-15","  3.17 %","   .94 %","  2.99 %","  3.11 %","  3.15 %","  2.85 %","   .16 %","  4.74 %","  5.31 %","","  2.07 %","  3.99 %","  2.68 %","  1.85 %","  1.86 %","  8.34 %","  1.96 %","   .50 %","  2.69 %","  2.41 %","  6.16 %","  4.63 %","  3.08 %",""
"2020-09-16","  3.83 %","  1.67 %","  2.83 %","  5.84 %","  2.12 %","  3.56 %","  1.83 %","  3.45 %","  6.10 %","","  2.06 %","  3.29 %","  3.96 %","  4.53 %","  1.82 %","  1.50 %","  2.68 %","  5.54 %","  3.79 %","  1.83 %","  5.14 %","  1.04 %","   .97 %",""
"2020-09-17","  2.50 %","  2.56 %","  5.12 %","  2.48 %","  2.73 %","  4.39 %","  3.84 %","  3.06 %","  1.39 %","","  3.26 %","  5.88 %","  3.48 %","  3.21 %","   .10 %","  2.51 %","  3.10 %","  3.97 %","  3.82 %","  2.17 %","  5.07 %","  4.17 %","  3.52 %",""
"2020-09-18","  4.19 %","  2.05 %","  2.31 %","  2.38 %","  4.56 %","  2.62 %","  4.58 %","  2.37 %","  5.28 %","","  2.63 %","  3.55 %","  3.04 %","  3.53 %","   .31 %","  2.22 %","  2.16 %","  2.72 %","  5.40 %","  1.83 %","","  2.23 %","  3.78 %",""
"2020-09-19","  4.09 %","  2.39 %","  2.22 %","  2.59 %","  -.67 %","  4.51 %"," 10.64 %","  2.71 %","  3.69 %","","  1.77 %","  1.93 %","  1.99 %","  5.03 %","  1.68 %","  5.26 %","  2.19 %","  3.72 %","  3.50 %","  1.73 %","  8.96 %","  3.30 %","  1.71 %",""
"2020-09-20","  1.57 %","  2.21 %","  3.12 %","   .85 %","  2.93 %","  3.12 %","  8.52 %","  2.13 %","  2.57 %","","  1.77 %","  1.90 %","  1.32 %","  3.55 %","   .55 %","  6.30 %","  1.80 %","   .61 %","  2.67 %","  1.79 %","  3.08 %","  1.82 %","  2.56 %",""
"2020-09-21","  3.12 %","   .78 %","  2.84 %","  1.91 %","  1.24 %","  3.58 %","  7.64 %","  2.01 %","  1.47 %","","  1.82 %","  1.47 %","  1.51 %","  2.76 %","  1.05 %","  1.91 %","  1.46 %","  4.65 %","  2.97 %","  2.24 %","  2.91 %","  3.14 %","  2.57 %",""
"2020-09-22","  3.05 %","  1.31 %","  1.51 %","  1.33 %","  1.17 %","  1.70 %"," -2.31 %","  1.87 %","  1.37 %","","   .62 %","  3.52 %","   .70 %","   .87 %","  1.63 %","  1.94 %","  1.21 %","  3.81 %","  2.55 %","   .83 %","  1.71 %","  2.06 %","   .70 %",""
"2020-09-23","  2.64 %","  1.35 %","  1.76 %","  2.67 %","  1.04 %","  7.06 %","   .93 %","  2.76 %","  3.73 %","","  2.40 %","  3.36 %","  1.09 %","  2.66 %","   .58 %","  2.16 %","  1.18 %","  1.89 %","  2.59 %","  1.47 %","  3.74 %","  1.51 %","  3.38 %",""
"2020-09-24","  1.63 %","  1.33 %","  3.04 %","  1.80 %","  2.00 %","  2.30 %","   .40 %","  2.14 %","  2.70 %","","  1.58 %","  2.36 %","  1.23 %","  2.03 %","   .97 %","  2.31 %","  1.25 %","  2.56 %","  1.80 %","   .93 %","  3.32 %","  2.22 %","   .53 %",""
"2020-09-25","  2.09 %","   .69 %","  2.97 %","  1.49 %","   .90 %","  3.20 %","  2.22 %","  1.34 %","  2.09 %","","  1.86 %","  3.32 %","  1.00 %","  2.13 %","  2.49 %","  3.67 %","  1.08 %","  1.44 %","  1.32 %","  1.04 %","  1.91 %","  4.16 %","  2.72 %",""
"2020-09-26","  1.43 %","  1.14 %","  1.41 %","  1.35 %","  1.22 %","   .56 %","  1.44 %","  2.70 %","  1.02 %","","  1.58 %","  2.33 %","   .99 %","  2.29 %","   .98 %","  2.42 %","  1.56 %","  2.57 %","  1.58 %","  1.03 %","  1.34 %","  1.36 %","  1.03 %",""
"2020-09-27","  1.78 %","   .73 %","  1.57 %","  1.15 %","  1.10 %","  4.97 %","   .47 %","   .34 %","  1.72 %","","   .86 %","  1.98 %","   .87 %","   .53 %","   .14 %","  3.40 %","  1.17 %","  1.53 %","  1.68 %","  1.37 %","  2.45 %","   .50 %","  1.28 %",""
"2020-09-28","  1.89 %","  1.00 %","  1.09 %","  1.40 %","  1.25 %","   .79 %","   .50 %","  1.57 %","  1.67 %","","   .80 %","  1.59 %","   .79 %","  1.37 %","  1.38 %","  2.26 %","   .66 %","  1.81 %","  1.28 %","   .78 %","  2.13 %","   .71 %","  1.14 %",""
"2020-09-29","   .99 %","   .61 %","   .96 %","   .74 %","   .97 %","   .87 %","   .36 %","  1.13 %","  1.14 %","","  1.14 %","  1.56 %","  1.02 %","   .65 %","   .73 %","   .20 %","   .61 %","  1.38 %","  1.10 %","   .57 %","   .70 %","  1.78 %","  2.94 %",""
"2020-09-30","  1.70 %","   .60 %","  1.55 %","  2.11 %","  1.17 %","  2.50 %","  2.08 %","  1.22 %","  1.49 %","","  1.11 %","  1.10 %","   .92 %","  1.09 %","  1.13 %","  2.48 %","   .84 %","  1.90 %","  1.20 %","   .77 %","  1.82 %","  1.10 %","  -.30 %",""
"2020-10-01","  1.57 %","   .38 %","  1.05 %","  -.18 %","   .84 %","  1.60 %","  1.42 %","  1.49 %","  1.93 %","","   .98 %","  2.14 %","   .72 %","   .06 %","  1.12 %","  1.41 %","   .61 %","   .91 %","  1.60 %","   .76 %","  1.23 %","  1.37 %","  1.28 %",""
"2020-10-02","  1.32 %","   .60 %","   .37 %","   .83 %","   .94 %","  1.86 %","   .93 %","  1.37 %","  1.31 %","","   .47 %","  1.73 %","   .64 %","  1.01 %","   .31 %","   .94 %","   .76 %","  1.57 %","  1.26 %","   .78 %","  1.10 %","  1.07 %","   .78 %",""
"2020-10-03","   .97 %","   .27 %","  1.89 %","  1.04 %","  1.03 %","   .16 %","   .45 %","  1.09 %","  1.79 %","","   .58 %","  2.06 %","   .71 %","  2.01 %","   .62 %","  1.62 %","   .46 %","   .93 %","  1.18 %","   .53 %","   .66 %","   .82 %","  2.15 %",""
"2020-10-04","   .88 %","   .43 %","   .34 %","   .43 %","   .20 %","   .73 %","   .03 %","   .46 %","   .06 %","","   .92 %","  2.96 %","   .92 %","  2.64 %","  1.05 %","   .16 %","   .65 %","   .32 %","   .36 %","   .44 %","  1.56 %","   .39 %","   .76 %",""
"2020-10-05","  1.71 %","   .59 %","   .65 %","   .78 %","   .46 %","  2.01 %","  1.25 %","   .91 %","  1.44 %","","   .64 %","  1.73 %","   .85 %","   .78 %","   .35 %","  1.20 %","   .35 %","   .37 %","   .37 %","   .33 %","  1.83 %","  1.09 %","   .81 %",""
"2020-10-06","   .82 %","   .16 %","  2.33 %","   .63 %","   .36 %","   .55 %","   .64 %","   .50 %","  1.23 %","","   .67 %","   .48 %","   .43 %","   .89 %","   .56 %","   .34 %","   .45 %","  2.16 %","   .44 %","   .58 %","  1.68 %","   .92 %","  -.40 %",""
"2020-10-07","   .86 %","   .64 %","   .43 %","   .91 %","   .51 %","  1.65 %","   .54 %","   .91 %","   .95 %","","   .88 %","  1.59 %","   .61 %","   .35 %","  1.03 %","  1.11 %","   .23 %","   .27 %","   .57 %","   .30 %","   .00 %","   .68 %","  1.79 %",""
"2020-10-08","   .92 %","   .85 %","  -.35 %","   .87 %","   .75 %","   .89 %","  1.25 %","   .89 %","   .75 %","","   .70 %","   .88 %","   .47 %","   .94 %","  -.08 %","   .48 %","   .38 %","  1.35 %","  1.41 %","   .60 %","  -.17 %","   .26 %","  2.38 %",""
"2020-10-09","   .86 %","   .31 %","  -.13 %","   .55 %","   .40 %","  1.23 %","   .03 %","   .06 %","  1.19 %","","   .75 %","  1.06 %","   .52 %","  1.34 %","  1.11 %","   .86 %","   .41 %","   .09 %","   .69 %","   .27 %","   .80 %","   .83 %","  1.88 %",""
"2020-10-10","   .63 %","   .58 %","   .59 %","   .68 %","   .65 %","  1.17 %","   .75 %","  1.71 %","   .80 %","","   .55 %","   .73 %","   .23 %","  1.44 %","   .63 %","  1.20 %","   .45 %","  1.24 %","  1.12 %","   .43 %","   .45 %","   .82 %","   .54 %",""
"2020-10-11","   .59 %","   .47 %","   .27 %","   .44 %","   .40 %","  1.27 %","   .17 %","   .62 %","   .60 %","","   .31 %","   .43 %","   .48 %","   .00 %","   .33 %","   .89 %","   .42 %","   .17 %","  1.01 %","   .27 %","  1.01 %","   .93 %","   .92 %",""
"2020-10-12","   .43 %","   .57 %","   .66 %","   .57 %","   .30 %","   .44 %","   .57 %","   .32 %","   .69 %","","   .58 %","   .56 %","   .32 %","  1.02 %","   .08 %","  1.25 %","   .11 %","   .17 %","   .51 %","   .21 %","   .45 %","   .55 %","   .21 %",""
"2020-10-13","   .51 %","   .15 %","   .86 %","   .50 %","   .59 %","   .66 %","   .37 %","   .61 %","   .80 %","","   .67 %","   .53 %","   .54 %","   .28 %","   .17 %","   .17 %","   .36 %","  1.22 %","   .36 %","   .32 %","   .78 %","  1.06 %","   .96 %",""
"2020-10-14","   .20 %","   .51 %","  1.06 %","   .50 %","   .73 %","   .58 %","   .15 %","   .47 %","   .91 %","","   .26 %","   .84 %","   .33 %","   .61 %","   .29 %","   .75 %","   .42 %","   .73 %","   .19 %","   .27 %","   .22 %","   .83 %","   .53 %",""
"2020-10-15","   .41 %","   .51 %","   .45 %","   .50 %","   .44 %","   .51 %","  -.02 %","   .56 %","   .64 %","","   .18 %","   .16 %","   .42 %","   .28 %","   .12 %","   .36 %","   .24 %","   .56 %","   .57 %","   .24 %","   .22 %","   .43 %","   .53 %",""
"2020-10-16","   .35 %","   .25 %","   .66 %","   .33 %","   .39 %","   .25 %","   .44 %","   .38 %","   .44 %","","   .38 %","   .29 %","   .35 %","   .39 %","   .33 %","   .89 %","   .49 %","   .08 %","   .36 %","   .29 %","   .44 %","   .54 %","   .26 %",""
"2020-10-17","   .32 %","   .81 %","   .41 %","   .56 %","   .05 %","   .76 %","   .27 %","   .01 %","   .15 %","","   .51 %","   .26 %","   .28 %","   .61 %","   .21 %","   .57 %","   .23 %","   .08 %","   .41 %","   .16 %","   .16 %","   .11 %","   .63 %",""
"2020-10-18","   .27 %","   .05 %","   .71 %","   .16 %","   .10 %","   .21 %","   .05 %","   .25 %","  1.43 %","","   .38 %","   .49 %","   .34 %","   .33 %","   .04 %","   .21 %","   .42 %","   .13 %","   .35 %","   .42 %","   .27 %","   .43 %","   .26 %",""
"2020-10-19","   .24 %","  1.01 %","   .36 %","   .59 %","   .05 %","   .36 %","   .46 %","   .43 %","  1.82 %","","   .35 %","   .44 %","   .14 %","   .16 %","   .08 %","   .24 %","   .19 %","   .25 %","   .36 %","   .39 %","   .22 %","   .53 %","   .52 %",""
"2020-10-20","   .31 %","   .30 %","   .85 %","   .42 %","   .14 %","   .46 %","   .27 %","   .36 %","  2.60 %","","  -.14 %","   .08 %","   .23 %","   .76 %","   .16 %","   .21 %","   .36 %","   .38 %","   .27 %","   .42 %","   .05 %","   .63 %","   .31 %",""
"2020-10-21","   .45 %","   .30 %","   .24 %","   .97 %","  1.48 %","   .85 %","   .05 %","   .07 %","  1.42 %","","   .41 %","   .49 %","   .24 %","   .16 %","   .08 %","   .66 %","   .21 %","   .04 %","   .30 %","   .16 %","   .54 %","   .31 %","   .36 %",""
