"date","Uttarakhand/Almora","Uttarakhand/Bageshwar","Uttarakhand/Chamoli","Uttarakhand/Champawat","Uttarakhand/Dehradun","Uttarakhand/Haridwar","Uttarakhand/Nainital","Uttarakhand/Pauri Garhwal","Uttarakhand/Pithoragarh","Uttarakhand/Rudraprayag","Uttarakhand/Tehri Garhwal","Uttarakhand/Udham Singh Nagar","Uttarakhand/Uttarkashi","Uttarakhand/lmora"
"2021-04-18","2976","1396","2945","1764","35771","20055","12902","5318","2685","2157","4617","12769","3426",""
"2021-04-19","3055","1403","2967","1779","36420","20516","13224","5432","2689","2189","4759","12993","3515",""
"2021-04-20","3121","1416","2991","1807","37419","21312","13482","5512","2717","2201","4896","13558","3521",""
"2021-04-21","3220","1424","3052","1817","39295","22098","14300","5729","2735","2253","5081","14160","3596",""
"2021-04-22","3332","1458","3081","1889","40859","22764","14734","5958","2773","2327","5220","14683","3680",""
"2021-04-23","3463","1492","3265","2076","42464","23879","15051","6201","2813","2362","5298","15015","3718",""
"2021-04-24","3580","1502","3355","2397","44200","24837","15643","6502","2936","2415","5488","15393","3933",""
"2021-04-25","3622","1548","3398","2497","45870","25981","16081","6892","3008","2479","5598","15593","3982",""
"2021-04-26","3757","1577","3495","2601","47904","26983","16848","7215","3096","2543","5685","15876","4027",""
"2021-04-27","3946","1621","3709","2659","50122","28007","17696","7347","3194","2578","5889","16273","4269",""
"2021-04-28","4086","1749","3884","2812","52451","29185","18361","7521","3245","2600","5998","17122","4350",""
"2021-04-29","4284","1856","4009","2969","54658","30348","19034","7774","3278","2750","6161","17949","4545",""
"2021-04-30","4504","1882","4273","3074","56573","31204","20033","8140","3344","2916","6301","18346","4679",""
"2021-05-01","4667","2028","4389","3202","58839","31782","20843","8470","3479","2975","6454","18849","4785",""
"2021-05-02","4744","2062","4612","3375","61419","32410","21279","8704","3573","3161","6702","19416","4911",""
"2021-05-03","4911","2167","4781","3590","63445","33086","21737","8843","3723","3196","7117","20072","5103",""
"2021-05-04","5081","2382","4931","3753","66234","33743","22556","9356","3954","3331","7317","20905","5256",""
"2021-05-05","5352","2622","5214","3998","69005","34342","23512","9619","4179","3474","7821","21948","5496",""
"2021-05-06","5581","2731","5562","4274","72128","35387","24359","10032","4391","3614","8077","23078","5885",""
"2021-05-07","5946","2848","5876","4488","76107","36155","25701","10228","4502","3708","8402","24364","6416",""
"2021-05-08","6193","3085","6051","4810","79537","36967","26337","10431","4710","3979","8826","25523","6682",""
"2021-05-09","6273","3090","6280","4883","81956","37700","26569","10703","4925","4052","9241","26442","6907",""
"2021-05-10","6360","3186","6490","5111","83813","38291","27086","11038","5028","4210","9512","27159","7278",""
"2021-05-11","6662","3210","6645","5191","86014","38940","28238","11367","5193","4578","9808","27972","7864",""
"2021-05-12","6967","3367","6848","5391","88366","39853","29124","11794","5366","4810","10193","28896","8456",""
"2021-05-13","7177","3438","7145","5568","90460","41207","29711","12155","5522","5114","10701","29587","8773",""
"2021-05-14","7444","3476","7346","5683","92043","42051","30242","12514","5747","5399","11050","30279","9059",""
"2021-05-15","7783","3614","7561","5725","93466","42515","31279","12996","5993","5450","11455","30663","9487",""
"2021-05-16","7848","3767","7772","5766","94714","43087","30947","13387","6093","5806","11953","31056","9838",""
"2021-05-17","8048","3813","8221","5919","95466","43551","31053","13592","6273","6032","12252","31466","10067",""
"2021-05-18","8368","3974","8416","6043","96692","44106","31495","14101","6391","6273","12600","31838","10241",""
"2021-05-19","8660","4057","8779","6286","97566","44654","32116","14457","6476","6591","12769","32179","10440",""
