"date","Alabama/Autauga","Alabama/Baldwin","Alabama/Barbour","Alabama/Bibb","Alabama/Blount","Alabama/Bullock","Alabama/Butler","Alabama/Calhoun","Alabama/Chambers","Alabama/Cherokee","Alabama/Chilton","Alabama/Choctaw","Alabama/Clarke","Alabama/Clay","Alabama/Cleburne","Alabama/Coffee","Alabama/Colbert","Alabama/Conecuh","Alabama/Coosa","Alabama/Covington","Alabama/Crenshaw","Alabama/Cullman","Alabama/Dale","Alabama/Dallas","Alabama/DeKalb","Alabama/Elmore","Alabama/Escambia","Alabama/Etowah","Alabama/Fayette","Alabama/Franklin","Alabama/Geneva","Alabama/Greene","Alabama/Hale","Alabama/Henry","Alabama/Houston","Alabama/Jackson","Alabama/Jefferson","Alabama/Lamar","Alabama/Lauderdale","Alabama/Lawrence","Alabama/Lee","Alabama/Limestone","Alabama/Lowndes","Alabama/Macon","Alabama/Madison","Alabama/Marengo","Alabama/Marion","Alabama/Marshall","Alabama/Mobile","Alabama/Monroe","Alabama/Montgomery","Alabama/Morgan","Alabama/Out of AL","Alabama/Perry","Alabama/Pickens","Alabama/Pike","Alabama/Randolph","Alabama/Russell","Alabama/Shelby","Alabama/St. Clair","Alabama/Sumter","Alabama/Talladega","Alabama/Tallapoosa","Alabama/Tuscaloosa","Alabama/Unassigned","Alabama/Walker","Alabama/Washington","Alabama/Wilcox","Alabama/Winston"
"2020-04-01","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 40.00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-02","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 40.00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-03","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %"," 20.00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 53.33 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-04","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 15.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %"," 20.00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 53.33 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"," 21.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-05","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %"," 20.00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 57.33 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 21.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-06","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 22.22 %","   .00 %"," 20.00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %"," 17.33 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-07","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 15.19 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 36.67 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 26.22 %","   .00 %"," 20.00 %","   .00 %"," 23.33 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %"," 10.00 %","   .00 %"," 24.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %"," 11.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-08","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.19 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 17.89 %","   .00 %","   .00 %","   .00 %"," 13.33 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %"," 10.00 %","   .00 %"," 10.67 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-09","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.19 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.43 %","   .00 %","   .00 %","   .00 %"," 13.33 %","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %"," 10.00 %","   .00 %"," 13.17 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-10","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.19 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.67 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  9.43 %","   .00 %"," 10.00 %","   .00 %"," 17.33 %","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %"," 10.00 %"," 20.00 %"," 13.61 %","   .00 %"," 40.00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-11","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 15.67 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  8.63 %","   .00 %"," 16.67 %","   .00 %"," 24.00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %"," 10.00 %"," 20.00 %"," 20.88 %","   .00 %"," 40.00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 36.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 40.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-12","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  4.63 %","   .00 %"," 16.67 %","   .00 %"," 10.67 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %"," 20.00 %"," 14.22 %","   .00 %"," 40.00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 40.00 %","   .00 %","-40.00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-13","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  2.97 %","   .00 %"," 16.67 %","   .00 %"," 10.67 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  6.67 %"," 20.00 %"," 16.88 %","   .00 %"," 25.00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 45.00 %","   .00 %","-40.00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-14","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 20.00 %","  2.76 %","   .00 %"," 16.67 %","   .00 %"," 18.17 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  6.67 %"," 20.00 %"," 14.38 %","   .00 %"," 25.00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","  8.00 %","   .00 %","   .00 %","   .00 %"," 33.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-15","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  4.01 %","   .00 %","  6.67 %","   .00 %"," 15.98 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  6.67 %","   .00 %","  9.94 %","   .00 %","  5.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","  8.00 %","   .00 %","   .00 %","   .00 %"," 33.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-16","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.19 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %","  8.47 %","   .00 %","   .00 %","   .00 %","  9.32 %","   .00 %","   .00 %"," 20.00 %","  6.67 %","   .00 %","  6.67 %","   .00 %","  8.55 %","   .00 %","  5.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.00 %","   .00 %","   .00 %","   .00 %"," 13.00 %","   .00 %","-20.00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-17"," 20.00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %"," 10.28 %","   .00 %","   .00 %","   .00 %","  9.32 %","   .00 %","   .00 %"," 20.00 %","  6.67 %","   .00 %","  6.67 %"," 20.00 %"," 10.37 %","   .00 %","  5.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.86 %","   .00 %","   .00 %","   .00 %"," 18.71 %","   .00 %","-20.00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-18"," 20.00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .36 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 23.33 %","   .00 %"," 11.12 %","   .00 %","   .00 %","   .00 %"," 12.65 %","   .00 %","   .00 %"," 20.00 %","  6.67 %","   .00 %","  5.00 %"," 20.00 %","  8.53 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.36 %","   .00 %","   .00 %","   .00 %"," 18.16 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-19"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.64 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .36 %","   .00 %","-20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","  9.78 %","   .00 %","   .00 %","   .00 %","  5.15 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","  5.00 %"," 20.00 %"," 10.93 %","   .00 %"," -8.00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," -5.00 %","   .00 %","   .36 %","   .00 %","   .00 %","   .00 %"," 11.98 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-20"," 10.00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","  5.64 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %","   .00 %","-20.00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .36 %","   .00 %","-20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","  9.33 %","   .00 %","   .00 %","   .00 %","  4.76 %","   .00 %","   .00 %","   .00 %","  6.67 %"," 20.00 %","  5.00 %"," 15.00 %"," 14.51 %","   .00 %"," -8.00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," -5.00 %","   .00 %"," -2.50 %","   .00 %","   .00 %","   .00 %"," 11.98 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-21"," 10.00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","  8.25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %","   .00 %","-20.00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .36 %","   .00 %","-20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","  3.45 %","   .00 %","   .00 %","   .00 %"," 10.10 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  5.00 %"," 28.33 %"," 11.05 %","   .00 %"," -8.00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," -5.00 %","   .00 %"," -2.50 %","   .00 %","   .00 %"," 20.00 %"," 15.31 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-22"," 10.00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","  8.25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %","   .00 %","-20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .36 %","   .00 %","-20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","  5.48 %","   .00 %"," -5.00 %","   .00 %"," 11.15 %","   .00 %","   .00 %","   .00 %","   .00 %"," 30.00 %","  5.00 %","  4.33 %"," 10.31 %","   .00 %"," -8.00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," -5.00 %","   .00 %"," -5.36 %","   .00 %","   .00 %"," 20.00 %"," 11.02 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
