"date","Tennessee/Anderson","Tennessee/Bedford","Tennessee/Benton","Tennessee/Bledsoe","Tennessee/Blount","Tennessee/Bradley","Tennessee/Campbell","Tennessee/Cannon","Tennessee/Carroll","Tennessee/Carter","Tennessee/Cheatham","Tennessee/Chester","Tennessee/Claiborne","Tennessee/Clay","Tennessee/Cocke","Tennessee/Coffee","Tennessee/Crockett","Tennessee/Cumberland","Tennessee/Davidson","Tennessee/DeKalb","Tennessee/Decatur","Tennessee/Dickson","Tennessee/Dyer","Tennessee/Fayette","Tennessee/Fentress","Tennessee/Franklin","Tennessee/Gibson","Tennessee/Giles","Tennessee/Grainger","Tennessee/Greene","Tennessee/Grundy","Tennessee/Hamblen","Tennessee/Hamilton","Tennessee/Hancock","Tennessee/Hardeman","Tennessee/Hardin","Tennessee/Hawkins","Tennessee/Haywood","Tennessee/Henderson","Tennessee/Henry","Tennessee/Hickman","Tennessee/Houston","Tennessee/Humphreys","Tennessee/Jackson","Tennessee/Jefferson","Tennessee/Johnson","Tennessee/Knox","Tennessee/Lake","Tennessee/Lauderdale","Tennessee/Lawrence","Tennessee/Lewis","Tennessee/Lincoln","Tennessee/Loudon","Tennessee/Macon","Tennessee/Madison","Tennessee/Marion","Tennessee/Marshall","Tennessee/Maury","Tennessee/McMinn","Tennessee/McNairy","Tennessee/Meigs","Tennessee/Monroe","Tennessee/Montgomery","Tennessee/Moore","Tennessee/Morgan","Tennessee/Obion","Tennessee/Out of TN","Tennessee/Out-of-state","Tennessee/Overton","Tennessee/Perry","Tennessee/Pickett","Tennessee/Polk","Tennessee/Putnam","Tennessee/Rhea","Tennessee/Roane","Tennessee/Robertson","Tennessee/Rutherford","Tennessee/Scott","Tennessee/Sequatchie","Tennessee/Sevier","Tennessee/Shelby","Tennessee/Smith","Tennessee/Stewart","Tennessee/Sullivan","Tennessee/Sumner","Tennessee/Tipton","Tennessee/Trousdale","Tennessee/Unassigned","Tennessee/Unicoi","Tennessee/Union","Tennessee/Unknown","Tennessee/Van Buren","Tennessee/Warren","Tennessee/Washington","Tennessee/Wayne","Tennessee/Weakley","Tennessee/White","Tennessee/Williamson","Tennessee/Wilson"
"2020-04-01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","3","","0","0","0","0","","0","0","0","0","","0","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","","0","0","","","0","0","0","0","0","0","0","0","1","0","","0","4","0","0","11","0","0","","","0","0","0","0","0","0","0"
"2020-04-02","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","5","0","0","0","0","0","0","0","0","0","0","1","0","0","5","","0","0","0","0","","0","0","0","0","","0","0","1","","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","0","0","1","","0","0","","0","0","0","0","0","1","0","0","0","7","0","","0","11","0","1","0","0","0","","","0","0","0","0","0","2","0"
"2020-04-03","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","6","0","","0","0","0","0","1","0","0","0","1","0","0","5","","0","0","1","0","","0","0","0","0","0","0","0","1","","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","0","1","1","","0","0","","0","0","","0","0","3","0","0","0","7","0","","1","8","0","1","0","0","0","","","0","0","0","0","0","3","0"
"2020-04-04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","6","0","","0","0","0","0","1","0","0","0","1","0","0","8","","0","0","1","0","","0","0","0","0","0","0","0","1","","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","","0","1","1","","0","0","","0","0","","0","0","3","0","0","0","8","0","0","1","10","0","1","0","0","0","","","0","2","0","0","0","3","0"
"2020-04-05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","6","0","0","0","0","0","0","1","0","0","0","1","0","0","8","","0","0","1","0","0","0","0","0","0","0","0","0","1","","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","","0","1","1","","0","0","","0","0","0","0","0","3","0","0","0","11","0","0","1","10","0","1","0","0","0","","","0","2","0","0","0","3","0"
"2020-04-06","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","1","0","0","0","1","0","0","9","0","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","","0","0","0","0","0","0","0","0","3","0","0","0","13","0","0","1","15","0","1","0","0","0","","0","0","2","0","0","0","2","0"
"2020-04-07","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","1","0","0","0","1","0","0","9","0","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","2","0","0","1","1","","0","0","0","0","0","0","0","0","3","0","0","0","15","0","0","1","15","0","1","0","0","0","","0","0","2","0","0","0","3","0"
"2020-04-08","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","1","0","0","0","1","0","0","9","0","0","0","1","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","2","0","0","1","0","","0","0","","0","0","0","0","0","3","0","0","0","17","0","0","1","18","0","1","0","0","0","","0","0","0","0","0","0","3","0"
"2020-04-09","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","1","0","0","0","1","0","1","10","0","0","0","1","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","2","0","0","1","1","","0","0","","0","0","0","0","0","6","0","0","0","20","0","0","1","20","0","1","0","0","0","","0","0","0","0","0","0","3","1"
"2020-04-10","1","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","1","0","0","0","1","0","1","10","0","0","0","1","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","2","0","1","1","0","0","0","0","0","2","0","0","1","1","","0","0","","0","0","0","0","0","6","0","0","0","20","0","0","1","21","0","1","0","0","0","","0","0","0","0","0","0","4","1"
"2020-04-11","1","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","1","0","0","0","1","0","1","10","0","0","0","2","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","2","0","1","1","0","0","0","0","0","2","0","0","1","1","","0","0","","0","0","0","0","0","6","0","0","0","26","0","0","1","22","0","1","0","0","0","","0","0","0","0","0","0","4","1"
"2020-04-12","1","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","1","0","0","0","1","0","1","10","0","0","0","2","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","2","0","1","1","0","0","0","0","0","2","0","0","1","1","","0","0","","0","0","0","0","0","6","0","0","0","26","0","0","1","22","0","1","0","0","0","","0","0","0","0","0","0","4","1"
"2020-04-13","1","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","1","0","0","0","1","0","1","10","0","0","0","2","1","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","2","0","1","1","0","0","0","0","0","2","0","0","1","1","","0","0","","0","0","0","0","0","6","0","0","0","21","0","0","1","26","0","1","0","0","0","","0","0","0","0","0","0","4","1"
"2020-04-14","1","2","0","0","3","1","0","0","0","1","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","1","0","0","0","2","1","1","11","0","0","0","2","1","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","2","0","1","1","0","0","0","0","0","2","0","0","1","1","","0","0","","0","0","0","0","0","6","0","0","0","26","0","0","1","27","0","1","0","0","0","","0","0","0","0","0","0","5","1"
"2020-04-15","1","2","0","0","3","1","0","0","0","1","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","1","0","0","0","2","1","1","11","0","0","0","2","1","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","2","0","1","1","0","0","0","0","0","2","0","0","1","1","","0","0","","0","0","0","0","0","6","0","0","0","26","0","0","1","27","0","1","0","0","0","","0","0","0","0","0","0","5","1"
"2020-04-16","1","2","0","0","3","1","1","0","0","1","0","0","0","0","0","0","0","0","19","0","0","0","0","1","0","1","0","0","0","2","1","1","11","0","0","0","2","1","0","0","0","0","0","0","1","0","4","0","0","0","0","0","0","3","0","1","1","0","0","0","0","0","2","0","0","1","1","","0","0","","0","0","0","0","0","6","0","0","0","32","1","0","1","27","0","1","0","0","0","","0","0","0","0","0","0","5","1"
"2020-04-17","1","2","0","0","3","1","1","0","0","1","0","0","0","0","0","0","0","0","19","0","0","0","0","1","0","1","0","0","0","2","1","1","11","0","0","0","2","1","0","0","0","0","0","0","1","0","4","0","0","0","0","0","0","3","0","1","1","0","0","0","0","1","2","0","0","1","1","","0","0","","0","2","0","0","0","6","0","0","0","33","1","0","1","28","0","1","0","0","0","","0","0","0","0","0","0","5","1"
"2020-04-18","1","2","0","0","3","1","1","0","0","1","0","0","0","0","0","0","0","0","19","0","0","0","0","1","0","1","0","0","0","2","1","1","11","0","0","0","2","1","0","0","0","0","0","0","1","0","4","0","0","0","0","0","0","3","0","1","1","0","0","0","0","1","2","0","0","1","1","","0","0","","0","2","0","0","0","6","0","0","0","33","1","0","1","29","0","1","0","0","0","","0","0","0","0","0","0","5","1"
"2020-04-19","1","2","0","0","3","1","1","0","0","1","0","0","0","0","0","0","0","0","19","0","0","0","0","1","0","1","0","0","0","2","1","1","12","0","0","0","2","1","0","0","0","0","0","0","1","0","4","0","0","0","0","0","0","3","0","1","1","0","0","0","0","1","2","0","0","1","1","","0","0","","0","2","0","0","0","6","0","0","1","35","1","0","1","30","0","1","0","0","0","","0","0","0","0","0","0","6","1"
"2020-04-20","1","2","0","0","3","1","1","0","1","1","0","0","0","0","0","0","0","0","19","0","0","0","0","1","0","1","0","0","0","2","1","1","12","0","0","0","2","1","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","3","1","1","1","0","0","0","0","1","2","0","0","1","1","","0","0","","0","3","0","0","0","7","0","0","1","35","1","0","1","31","0","1","0","0","0","","0","0","0","0","0","0","6","1"
"2020-04-21","1","2","0","0","3","1","1","0","1","1","0","0","0","0","0","0","0","0","20","0","0","0","0","1","0","1","0","0","0","2","1","1","12","0","0","0","2","1","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","3","1","1","1","0","0","0","0","1","2","0","0","1","1","","0","0","","0","3","0","0","0","7","0","0","1","39","1","0","1","31","0","1","0","0","0","","0","0","0","0","0","0","6","1"
"2020-04-22","1","2","0","0","3","1","1","0","1","1","0","0","0","0","0","0","0","0","20","0","0","0","0","1","0","1","0","0","0","2","1","1","12","0","0","0","2","1","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","3","1","1","1","0","0","0","0","1","2","0","0","1","1","","0","0","","0","3","0","0","0","7","0","0","1","39","1","0","1","31","0","1","0","0","0","","0","0","0","0","0","0","6","1"
"2020-04-23","1","2","2","0","3","1","1","0","1","1","0","0","0","0","0","0","0","0","21","0","0","0","0","1","0","1","1","0","0","2","1","2","13","0","0","0","2","1","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","3","1","1","1","0","0","0","0","1","2","0","0","1","1","","0","0","","0","4","0","0","0","7","0","0","1","44","1","0","1","32","0","1","0","0","0","","0","0","0","0","0","0","7","1"
"2020-04-24","1","2","2","0","3","1","1","0","1","1","0","0","0","0","0","0","0","0","21","0","0","0","0","1","0","1","1","0","0","2","1","2","13","0","0","0","2","1","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","3","1","1","1","0","0","0","0","1","2","0","0","1","1","","0","0","","0","4","0","0","0","7","0","0","1","42","1","0","1","32","0","1","0","0","0","","0","0","0","0","0","0","7","1"
"2020-04-25","1","2","1","0","3","1","1","0","1","1","0","0","0","0","0","0","0","0","22","0","0","0","0","1","0","1","1","0","0","2","1","2","13","0","0","0","2","1","0","0","0","0","1","0","0","0","4","0","0","0","0","0","0","3","1","1","1","0","0","0","0","1","2","0","0","1","1","","0","0","","0","5","0","0","0","8","0","0","1","43","1","0","1","34","0","1","0","0","0","","0","0","0","0","0","0","7","3"
"2020-04-26","1","2","1","0","3","1","1","0","1","1","0","0","0","0","0","0","0","0","23","0","0","0","0","1","0","1","1","0","0","2","1","2","13","0","0","0","2","1","0","0","0","0","1","0","0","0","4","0","0","0","0","0","0","3","1","1","1","0","0","0","0","1","2","0","0","1","2","","0","0","","0","5","0","0","0","9","0","0","1","44","1","0","1","34","0","1","0","0","0","","0","0","0","0","0","0","7","3"
"2020-04-27","1","2","1","0","3","1","1","0","1","1","0","0","0","0","0","0","0","0","25","0","0","0","0","1","0","1","1","0","0","2","1","2","13","0","0","0","2","1","0","0","0","0","1","0","0","0","4","0","0","0","0","0","0","3","1","1","1","0","0","0","0","1","2","0","0","1","3","","0","0","","0","5","0","0","0","9","0","0","1","44","1","0","1","34","0","1","0","0","0","","0","0","0","0","0","0","7","3"
"2020-04-28","1","2","1","0","3","1","1","0","1","1","0","0","0","0","0","0","0","1","25","0","0","0","0","1","0","1","1","0","0","2","1","2","13","0","0","0","2","1","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","3","1","1","1","0","0","0","0","1","2","0","0","1","2","","0","0","","0","5","0","0","0","10","0","0","1","44","1","0","1","35","0","1","0","0","0","","0","0","0","0","0","0","8","3"
"2020-04-29","1","2","1","0","3","1","1","0","1","1","0","0","0","0","0","0","0","1","25","0","0","0","0","1","0","1","1","0","0","2","1","2","13","0","0","0","2","1","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","3","1","1","1","0","1","0","0","1","2","0","0","1","3","","0","0","","0","5","0","0","0","11","0","0","1","44","1","0","1","37","0","1","0","0","0","","0","0","0","0","0","0","9","4"
"2020-04-30","1","2","1","0","3","1","1","0","1","1","0","0","0","0","0","0","0","1","28","0","0","0","0","1","0","1","1","0","0","2","1","2","13","0","0","0","2","1","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","3","1","1","1","0","1","0","0","1","2","0","0","1","1","","0","0","","0","5","0","0","0","11","0","0","1","47","1","0","1","37","0","1","0","0","0","","0","0","0","0","0","0","9","4"
"2020-05-01","1","2","1","0","3","1","1","0","1","1","0","0","0","0","0","0","0","1","28","0","0","0","0","1","0","1","1","0","0","2","1","2","13","0","0","0","2","1","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","3","1","1","1","0","1","0","0","1","2","0","0","1","1","","0","0","","0","5","0","0","0","11","0","0","1","51","1","0","1","37","0","1","0","0","0","","0","0","0","0","0","0","9","5"
"2020-05-02","1","2","1","0","3","1","1","0","1","1","0","0","0","0","0","0","0","1","28","0","0","0","0","1","0","1","1","0","0","2","1","2","13","0","0","0","2","1","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","3","1","1","1","0","1","0","0","1","2","0","0","1","1","","0","0","","0","5","0","0","0","11","0","0","1","55","1","0","1","38","0","1","0","0","0","","0","0","0","0","0","0","9","5"
"2020-05-03","1","3","1","0","3","1","1","0","1","1","0","0","0","0","0","0","0","1","28","0","0","0","0","1","0","1","1","0","0","2","1","2","13","0","0","0","2","1","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","3","1","1","1","0","1","0","0","1","2","0","0","1","1","","0","0","","0","5","0","0","0","11","0","0","1","55","1","0","1","38","0","1","0","0","0","","0","0","0","0","0","0","9","5"
"2020-05-04","1","3","1","0","3","1","1","0","1","1","0","0","0","0","0","0","0","1","29","0","0","0","0","1","0","1","1","0","0","2","1","2","13","0","0","0","2","1","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","3","1","1","1","0","1","0","0","1","2","0","0","1","5","","0","0","","0","5","0","0","0","11","0","0","1","58","1","0","1","38","1","1","0","0","0","","0","0","0","0","0","0","9","5"
"2020-05-05","1","3","1","0","3","1","1","0","1","1","0","0","0","0","0","0","0","1","30","0","0","0","0","1","0","1","1","0","0","2","1","2","13","0","0","0","2","1","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","3","1","1","1","0","2","0","0","1","2","0","0","1","5","","0","0","","0","5","0","0","0","12","0","0","2","60","1","0","1","38","1","2","0","0","0","","0","0","0","0","0","0","9","5"
"2020-05-06","1","3","1","0","3","1","1","0","1","1","0","0","0","0","0","0","0","1","31","0","0","0","0","1","0","1","1","0","0","2","1","2","13","0","0","0","2","1","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","3","1","1","1","0","3","0","0","1","2","0","0","1","5","","0","0","","0","5","0","0","0","14","0","0","2","64","1","0","1","38","2","2","1","0","0","","0","0","0","0","0","0","10","7"
"2020-05-07","1","3","1","0","3","1","1","0","1","1","0","0","0","0","0","0","0","1","31","0","0","0","0","1","0","1","1","0","0","2","1","2","13","0","0","0","2","1","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","3","1","1","1","0","3","0","0","1","2","0","0","1","5","","0","0","","0","5","0","0","0","14","0","0","2","64","1","0","1","38","2","2","1","0","0","","0","0","0","0","0","0","10","6"
"2020-05-08","1","3","1","0","3","1","1","0","1","1","0","0","0","0","0","0","0","1","31","0","0","0","0","1","0","1","1","0","0","2","1","2","13","0","0","0","2","1","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","3","1","1","1","0","4","0","0","1","2","0","0","1","5","","0","0","","0","5","0","0","0","14","0","0","2","67","1","0","1","38","2","2","1","0","0","","0","0","0","0","0","0","10","6"
"2020-05-09","1","3","1","0","3","1","1","0","1","1","0","0","0","0","0","0","0","1","31","0","0","0","0","1","0","1","1","0","0","2","1","2","13","0","0","0","2","1","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","3","1","1","1","0","4","0","0","1","2","0","0","1","5","","0","0","","0","5","0","0","0","14","0","0","2","68","1","0","1","38","2","2","0","0","0","","0","0","0","0","0","0","10","6"
"2020-05-10","1","3","1","0","3","1","1","0","1","1","0","0","0","0","0","0","0","1","31","0","0","0","0","1","0","1","1","0","0","2","1","2","13","0","0","0","2","1","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","3","1","1","1","0","5","0","0","1","2","0","0","1","5","","0","0","0","0","5","0","0","0","14","0","0","2","68","1","0","1","38","2","2","0","0","0","","0","0","0","0","0","0","10","6"
"2020-05-11","1","3","1","0","3","1","1","0","1","1","0","0","0","0","0","0","0","1","32","0","0","0","0","1","0","1","1","0","0","2","1","2","13","0","0","0","2","1","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","3","1","1","1","0","8","0","0","1","2","0","0","1","6","","0","0","0","0","5","0","0","0","14","0","0","2","70","1","0","1","38","2","2","0","0","0","","0","0","0","0","0","0","10","7"
"2020-05-12","1","3","1","1","3","1","1","0","1","1","0","0","0","0","0","0","0","1","33","0","0","0","0","1","0","1","1","0","0","2","1","2","14","0","0","0","2","1","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","3","1","1","1","0","9","0","0","1","2","0","0","1","6","","0","0","0","0","5","0","0","0","18","0","0","2","73","1","0","2","39","2","3","0","0","0","","0","0","0","0","0","0","10","8"
"2020-05-13","1","3","1","1","3","1","1","0","1","1","0","0","0","0","0","0","1","1","37","0","0","0","0","1","0","1","1","0","0","2","1","2","13","0","0","0","2","1","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","3","1","1","1","0","9","0","0","1","2","0","0","1","4","","0","0","0","0","5","0","0","0","20","0","0","2","75","1","0","2","40","2","3","0","0","0","","0","0","0","0","0","0","10","8"
"2020-05-14","1","4","1","1","3","1","1","0","1","1","0","0","0","0","0","0","1","1","40","0","0","0","0","2","0","1","1","0","0","2","1","2","13","0","0","0","2","1","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","3","2","1","1","0","10","0","0","1","2","0","0","1","4","","0","0","0","0","5","0","0","0","19","0","0","2","81","1","0","2","41","2","3","1","0","0","","0","0","0","0","0","0","10","8"
"2020-05-15","1","4","1","1","3","1","1","0","1","1","0","0","0","0","0","0","1","1","41","0","0","0","0","2","0","1","1","0","0","2","1","2","13","0","0","0","2","1","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","3","2","1","1","0","11","0","0","1","2","0","0","1","4","","0","0","0","0","5","0","0","0","19","0","0","2","81","1","0","2","41","2","4","1","0","0","","0","0","0","0","0","0","10","8"
"2020-05-16","1","4","1","1","3","1","1","0","1","1","0","0","0","0","0","0","1","1","41","0","0","0","0","2","0","1","1","0","0","2","1","2","13","0","0","0","2","1","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","3","2","1","1","0","12","0","0","1","2","0","0","1","4","","0","0","0","0","5","0","0","0","19","0","0","2","85","1","0","2","41","2","4","1","0","0","","0","0","0","0","0","0","10","8"
"2020-05-17","1","4","1","1","3","1","1","0","1","1","0","0","0","0","0","0","1","1","44","0","0","0","0","2","0","1","1","0","0","2","1","2","13","0","0","0","2","1","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","3","2","1","1","0","12","0","0","1","2","0","0","1","4","","0","0","0","0","5","0","0","0","19","0","0","2","85","1","0","2","41","2","4","1","0","0","","0","0","0","0","0","0","10","8"
"2020-05-18","1","4","1","1","3","1","1","0","1","1","0","0","0","0","0","0","1","1","44","0","0","0","0","2","0","1","1","0","0","2","1","2","13","0","0","0","2","1","0","0","0","0","1","0","0","0","5","0","1","0","0","0","0","3","2","1","1","0","12","0","0","1","2","0","0","1","4","","0","0","0","0","5","0","0","0","19","0","0","2","87","1","0","2","41","2","4","1","0","0","","0","0","0","0","0","0","10","8"
